osm_id,cell,u_roof,total_t,engaged,timestep_used,result,any_fatal_present,ctf_severe_present,severe_count,warmup_convergence_severe_count,verbatim_severe_line,end_line,eui_false_thermal_mass,eui_true_thermal_mass,pct_delta_true_vs_false,run_dir,elapsed_s
way/270445754,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 268214 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,75.83055555555556,74.98333333333333,-1.117257042382513,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_270445754,7.58
way/304846569,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 261113 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.23sec,89.68055555555556,88.21944444444443,-1.6292395849465826,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_304846569,7.41
way/304846947,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,3,,EnergyPlus Completed Successfully-- 266862 Warning; 3 Severe Errors; Elapsed Time=00hr 00min  7.70sec,78.81944444444444,77.81388888888888,-1.275770925110138,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_304846947,7.88
way/304847115,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263286 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.56sec,84.88055555555555,83.61944444444444,-1.4857479464607066,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_304847115,7.74
way/304847237,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260486 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.32sec,92.03055555555555,90.45833333333331,-1.7083698047146338,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_304847237,7.5
way/334332029,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260869 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.38sec,91.04166666666667,89.50555555555556,-1.6872616323417242,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_334332029,7.57
way/384757942,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260486 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.31sec,92.04444444444445,90.475,-1.7050941574118919,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_384757942,7.5
way/385036709,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 264377 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,83.10833333333333,81.91944444444445,-1.4305290952237637,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_385036709,7.48
way/772626975,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265330 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.33sec,87.78888888888889,86.44722222222221,-1.5282875585369124,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626975,7.51
way/772626976,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263660 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.37sec,84.30833333333332,83.075,-1.4628842542255454,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626976,7.56
way/772626977,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 264147 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.20sec,83.61111111111111,82.41944444444444,-1.4252491694352283,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626977,7.38
way/772626978,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260208 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.14sec,93.29444444444445,91.67777777777778,-1.7328648841779393,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626978,7.32
way/772626980,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260772 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.27sec,90.67777777777778,89.16111111111111,-1.6725891434873168,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626980,7.45
way/772626981,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260788 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.23sec,90.41388888888889,88.90833333333333,-1.6651817260130928,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626981,7.42
way/772626982,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 261113 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.24sec,89.70833333333333,88.24722222222222,-1.6287350983124296,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626982,7.42
way/772626983,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260287 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.19sec,93.08888888888889,91.46944444444443,-1.7396753401766636,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626983,7.37
way/772626986,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255833 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.22sec,109.63333333333333,107.375,-2.0598966251140096,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626986,7.41
way/772626987,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260447 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.30sec,92.2,90.61944444444444,-1.7142684984333652,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626987,7.49
way/772626989,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258504 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,96.96944444444443,95.15,-1.8763069695493837,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626989,7.47
way/772626992,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263341 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.44sec,84.71666666666667,83.46388888888889,-1.4787854941307652,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626992,7.62
way/772626993,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 256473 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,105.46666666666667,103.31944444444444,-2.035924989464816,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626993,7.47
way/772626994,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263238 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.61sec,85.08055555555556,83.81944444444444,-1.4822553788892983,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626994,7.79
way/772626995,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 259916 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.40sec,94.24166666666666,92.57222222222222,-1.771450467179525,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626995,7.58
way/772626996,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 261233 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.28sec,89.24722222222222,87.78333333333333,-1.640262691026798,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626996,7.45
way/772626997,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260820 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,90.31388888888888,88.81111111111112,-1.663949804693494,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626997,7.47
way/772626999,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263183 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.40sec,85.39166666666667,84.12222222222222,-1.4866139683159314,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772626999,7.58
way/772627000,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,3,,EnergyPlus Completed Successfully-- 261749 Warning; 3 Severe Errors; Elapsed Time=00hr 00min  7.64sec,88.45833333333333,87.04444444444445,-1.5983670905950567,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627000,7.82
way/772627001,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 266838 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.38sec,78.61111111111111,77.60833333333333,-1.2756183745583067,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627001,7.56
way/772627004,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 265513 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.34sec,81.74722222222222,80.60833333333333,-1.3931835944136697,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627004,7.52
way/772627005,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258504 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.25sec,96.925,95.10833333333332,-1.8743014358180832,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627005,7.44
way/772627006,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260503 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.32sec,92.38333333333333,90.79166666666669,-1.7228937398520372,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627006,7.5
way/772627008,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255970 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.21sec,113.32222222222221,110.98055555555554,-2.0663790567702733,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627008,7.39
way/772627009,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257641 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.44sec,99.86666666666666,97.93333333333334,-1.9359145527369723,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627009,7.62
way/772627010,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255889 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.26sec,110.38333333333333,108.10277777777776,-2.0660325129598966,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627010,7.44
way/772627011,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,4,,EnergyPlus Completed Successfully-- 261788 Warning; 4 Severe Errors; Elapsed Time=00hr 00min  7.60sec,87.96944444444445,86.55277777777776,-1.6104076541728718,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627011,7.78
way/772627012,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255854 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.33sec,107.90833333333333,105.68611111111112,-2.0593610832239224,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627012,7.51
way/772627013,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 259605 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.38sec,94.66944444444444,92.975,-1.789853584108446,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627013,7.56
way/772627015,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260091 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.60sec,93.8861111111111,92.22777777777776,-1.7663244474688733,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627015,7.84
way/772627016,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255953 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.44sec,110.51944444444445,108.23333333333332,-2.0685148415311665,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627016,7.7
way/772627017,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260367 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.50sec,92.80555555555556,91.2,-1.7300209518108336,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627017,7.73
way/772627018,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 256398 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.58sec,105.08611111111111,102.95555555555556,-2.0274378155480863,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627018,7.81
way/772627020,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 263270 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.42sec,84.86388888888888,83.60277777777779,-1.4860397368334686,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627020,7.65
way/772627021,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 267044 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.35sec,77.62777777777777,76.66944444444444,-1.234523724325479,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627021,7.53
way/772627022,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,3,,EnergyPlus Completed Successfully-- 261749 Warning; 3 Severe Errors; Elapsed Time=00hr 00min  7.85sec,88.46388888888889,87.05,-1.5982667127201964,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627022,8.03
way/772627024,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 260487 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.47sec,92.325,90.74166666666667,-1.714956223485869,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627024,7.7
way/772627026,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 256126 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.49sec,118.21666666666665,115.79444444444444,-2.048968466563274,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627026,7.74
way/772627027,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258872 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.26sec,96.23888888888888,94.45,-1.858800438723073,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627027,7.5
way/772627028,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258304 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.62sec,98.03888888888889,96.18888888888888,-1.8870062900209754,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627028,7.81
way/772627029,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258848 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.41sec,95.96111111111111,94.19722222222222,-1.8381288716493918,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627029,7.65
way/772627030,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258488 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.51sec,97.54444444444445,95.71111111111112,-1.8794851349812,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627030,7.76
way/772627031,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 259056 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.49sec,95.56388888888888,93.81666666666666,-1.8283289248030674,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627031,7.76
way/772627032,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 255943 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.48sec,108.9888888888889,106.73888888888888,-2.064430624936296,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627032,7.73
way/772627033,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257286 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.57sec,101.75555555555555,99.74166666666666,-1.9791439178859984,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627033,7.81
way/772627034,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 262689 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.41sec,86.45833333333333,85.13333333333334,-1.5325301204819146,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627034,7.66
way/772627035,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258083 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.70sec,99.05833333333334,97.1611111111111,-1.9152575642859324,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627035,7.96
way/772627036,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 264242 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.53sec,83.42222222222222,82.23055555555554,-1.4284762919552603,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627036,7.77
way/772627037,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 259344 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.30sec,95.36666666666666,93.625,-1.8262845159035235,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627037,7.53
way/772627038,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258108 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.27sec,99.3,97.38888888888889,-1.924583193465369,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627038,7.45
way/772627039,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257617 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.28sec,100.10555555555555,98.16944444444444,-1.9340695932071763,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627039,7.45
way/772627040,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258496 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.32sec,97.35277777777779,95.53055555555557,-1.8717721916283852,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627040,7.5
way/772627041,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257508 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.39sec,101.28055555555555,99.28611111111113,-1.9692273936534745,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627041,7.58
way/772627042,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257587 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.31sec,101.13888888888889,99.14722222222224,-1.9692392199944864,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627042,7.49
way/772627043,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 266678 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.43sec,79.05,78.02777777777777,-1.2931337409515822,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627043,7.61
way/772627044,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 258068 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.35sec,99.31388888888888,97.40555555555557,-1.9215170754901525,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627044,7.53
way/772627046,nyc_rural,0.119,1.008403,True,4,PASS,False,False,0,0,,EnergyPlus Completed Successfully-- 257240 Warning; 0 Severe Errors; Elapsed Time=00hr 00min  7.29sec,136.6222222222222,133.825,-2.047413793103445,C:\Users\o_iseri\Desktop\OpenUBEM\scratchpad\e-la-20-fix\f11nb_work\runs\way_772627046,7.47
