building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,layout_state,storey_count,dwelling_count,gross_area_m2,conditioned_area_m2,circulation_pct,eplus_return_code,heating_kwh,eui_kwh_m2,run_seconds
way/287696596,residential,apartments,58.8,3.0,9.0,storeys x 3.0 m,,ruled,3,1,58.8,58.8,0.0,0.0,22133.2,376.58,564
way/287938551,residential,apartments,85.2,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,255.8,255.8,0.0,0.0,12944.4,50.59,600
way/287938553,residential,apartments,75.7,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,302.5,302.5,0.0,0.0,10935.6,36.15,463
way/287938556,residential,apartments,81.2,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,243.5,243.5,0.0,0.0,9446.5,38.79,416
way/287939446,residential,apartments,176.5,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,529.6,529.6,0.0,0.0,55980.1,105.71,614
way/287939447,residential,apartments,121.9,5.0,15.0,storeys x 3.0 m,,ruled,5,9,548.5,548.5,0.0,0.0,18850.9,30.93,492
way/287939448,residential,apartments,147.7,3.0,9.0,storeys x 3.0 m,,ruled,3,10,344.7,344.7,0.0,0.0,54452.7,122.89,1245
way/287939449,residential,house,55.5,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/287939450,residential,house,58.0,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/287939451,residential,house,38.6,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/287939452,residential,house,54.3,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/287939453,residential,house,39.7,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/287939454,residential,house,83.7,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/287939455,residential,apartments,234.5,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/287943062,residential,apartments,185.1,3.0,9.0,storeys x 3.0 m,,ruled,3,10,431.8,431.8,0.0,0.0,29168.2,52.54,659
way/287943064,residential,apartments,183.2,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,549.7,549.7,0.0,0.0,26378.7,47.99,427
way/287943067,residential,apartments,277.1,3.0,9.0,storeys x 3.0 m,,ruled,3,7,554.3,554.3,0.0,0.0,77444.2,93.15,698
way/287943069,residential,apartments,51.1,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/288276172,residential,apartments,59.4,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,178.6,178.6,0.0,0.0,8828.8,49.43,300
way/288276173,residential,apartments,444.0,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1775.8,1775.8,0.0,0.0,68582.0,38.62,274
way/288276174,residential,apartments,478.0,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1911.5,1911.5,0.0,0.0,156353.3,81.79,92
way/288276175,residential,apartments,81.0,3.0,9.0,storeys x 3.0 m,,ruled,3,4,162.0,162.0,0.0,0.0,21297.6,87.67,440
way/288276176,residential,apartments,175.8,3.0,9.0,storeys x 3.0 m,,ruled,3,4,351.6,351.6,0.0,0.0,38617.8,73.22,644
way/288276177,residential,apartments,111.8,3.0,9.0,storeys x 3.0 m,,ruled,3,4,234.5,234.5,0.0,0.0,38966.6,116.15,529
way/288276178,residential,apartments,158.5,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/288276179,residential,apartments,99.3,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,297.9,297.9,0.0,0.0,41821.7,140.39,430
way/288447771,residential,apartments,41.4,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,124.3,124.3,0.0,0.0,20367.0,163.92,113
way/288447773,residential,apartments,171.0,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/288450068,residential,apartments,155.5,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/288450069,residential,apartments,135.5,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/288461982,residential,apartments,309.3,5.0,15.0,storeys x 3.0 m,,ruled,5,16,755.7,755.7,0.0,0.0,84385.9,54.56,267
way/288461983,residential,apartments,157.9,4.0,12.0,storeys x 3.0 m,,ruled,4,8,631.7,631.7,0.0,0.0,28073.7,44.44,176
way/288461988,residential,apartments,232.5,3.0,9.0,storeys x 3.0 m,,ruled,3,1,232.5,232.5,0.0,0.0,70893.3,304.91,248
way/288461989,residential,apartments,265.0,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,794.9,794.9,0.0,0.0,75251.7,94.67,335
way/288461992,residential,apartments,143.3,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,286.5,286.5,0.0,0.0,57103.5,199.34,472
way/288461994,residential,house,100.1,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/288461996,residential,house,26.3,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/288461997,residential,house,53.8,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/288600848,residential,apartments,136.9,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/288600850,residential,apartments,206.8,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,620.4,620.4,0.0,0.0,65544.6,105.66,106
way/288600852,residential,apartments,198.6,3.0,9.0,storeys x 3.0 m,,ruled,3,7,360.7,360.7,0.0,0.0,54582.1,91.63,82
way/288600854,residential,apartments,315.3,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,946.1,946.1,0.0,0.0,80143.7,84.71,522
way/288600859,residential,apartments,126.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,380.8,380.8,0.0,0.0,40272.0,105.75,449
way/288600861,residential,apartments,881.1,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289362368,residential,apartments,68.9,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289362370,residential,apartments,65.3,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289362372,residential,apartments,123.4,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289362374,residential,apartments,33.2,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289364388,residential,apartments,190.1,3.0,9.0,storeys x 3.0 m,,ruled,3,10,475.2,475.2,0.0,0.0,30588.2,53.64,720
way/289364389,residential,apartments,152.5,5.0,15.0,storeys x 3.0 m,,ruled,2,2,305.0,305.0,0.0,0.0,30584.0,100.27,358
way/289387273,residential,apartments,381.9,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,1146.0,1146.0,0.0,0.0,53900.7,47.04,732
way/289387274,residential,apartments,308.6,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,925.8,925.8,0.0,0.0,36234.6,39.14,448
way/289387275,residential,apartments,107.2,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289387276,residential,apartments,241.0,3.0,9.0,storeys x 3.0 m,,ruled,3,1,241.0,241.0,0.0,0.0,75594.0,313.73,312
way/289387277,residential,apartments,340.5,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1702.6,1702.6,0.0,0.0,66367.9,38.98,997
way/289387278,residential,apartments,299.1,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1496.3,1496.3,0.0,0.0,110584.3,73.91,316
way/289387279,residential,apartments,277.8,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,833.1,833.1,0.0,0.0,74454.9,89.37,398
way/289387281,residential,apartments,207.7,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,623.4,623.4,0.0,0.0,70476.8,113.05,624
way/289434329,residential,apartments,119.6,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289434331,residential,apartments,79.8,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,319.0,319.0,0.0,0.0,33177.6,104.0,440
way/289434333,residential,apartments,94.2,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,188.4,188.4,0.0,0.0,12239.2,64.96,346
way/289434335,residential,apartments,148.2,2.0,6.0,storeys x 3.0 m,,ruled,2,4,296.5,296.5,0.0,0.0,35477.2,119.67,316
way/289434336,residential,apartments,90.7,2.0,6.0,storeys x 3.0 m,,ruled,2,2,181.4,181.4,0.0,0.0,26651.8,146.91,287
way/289434337,residential,apartments,328.3,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289434338,residential,apartments,73.7,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289434339,residential,apartments,188.6,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,565.4,565.4,0.0,0.0,60654.9,107.27,779
way/289510893,residential,apartments,198.3,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,595.3,595.3,0.0,0.0,33163.6,55.71,284
way/289510894,residential,apartments,167.0,3.0,9.0,storeys x 3.0 m,,ruled,3,1,167.0,167.0,0.0,0.0,58130.8,348.04,134
way/289510897,residential,apartments,242.1,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,484.2,484.2,0.0,0.0,57713.0,119.18,480
way/289510898,residential,apartments,101.1,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289510900,residential,apartments,268.7,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,1075.6,1075.6,0.0,0.0,104353.7,97.02,797
way/289595788,residential,apartments,91.1,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289692616,residential,apartments,259.0,4.0,12.0,storeys x 3.0 m,,ruled,4,1,259.0,259.0,0.0,0.0,100897.4,389.57,162
way/289692617,residential,apartments,277.8,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289692618,residential,apartments,329.7,3.0,9.0,storeys x 3.0 m,,ruled,3,1,329.8,329.8,0.0,0.0,49174.4,149.12,545
way/289692619,residential,apartments,72.5,3.0,9.0,storeys x 3.0 m,,ruled,3,14,199.4,199.4,0.0,0.0,46138.8,212.11,316
way/289692620,residential,apartments,181.3,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,907.1,907.1,0.0,0.0,111854.1,123.31,1461
way/289692621,residential,apartments,114.2,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,456.9,456.9,0.0,0.0,18883.7,41.33,238
way/289692622,residential,apartments,148.7,3.0,9.0,storeys x 3.0 m,,ruled,3,1,148.7,148.7,0.0,0.0,47301.8,318.02,195
way/289692623,residential,apartments,491.0,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,1472.5,1472.5,0.0,0.0,68603.8,46.59,119
way/289692624,residential,apartments,229.9,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,918.7,918.7,0.0,0.0,38510.9,41.92,247
way/289779210,residential,apartments,82.4,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289779214,residential,apartments,381.2,5.0,15.0,storeys x 3.0 m,,ruled,5,16,1524.8,1524.8,0.0,0.0,118002.8,61.91,231
way/289779218,residential,apartments,335.6,4.0,12.0,storeys x 3.0 m,,ruled,4,1,335.6,335.6,0.0,0.0,74094.6,220.78,1037
way/289779221,residential,apartments,144.1,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/289979822,residential,apartments,149.2,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,447.8,447.8,0.0,0.0,22614.3,50.51,113
way/289979823,residential,apartments,108.5,4.0,12.0,storeys x 3.0 m,,ruled,3,3,325.4,325.4,0.0,0.0,17663.7,54.28,307
way/289979824,residential,house,175.0,2.0,6.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/289979825,residential,apartments,95.6,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,383.0,383.0,0.0,0.0,15305.5,39.96,231
way/289979826,residential,apartments,101.4,3.0,9.0,storeys x 3.0 m,,ruled,3,1,101.4,101.4,0.0,0.0,40856.7,402.86,408
way/289979828,residential,apartments,77.8,4.0,12.0,storeys x 3.0 m,,ruled,4,6,209.5,209.5,0.0,0.0,11590.0,37.26,342
way/289979829,residential,house,368.3,5.0,15.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/290026247,residential,house,45.0,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/290026248,residential,house,60.7,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/290026249,residential,house,48.2,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/290026253,residential,apartments,161.1,3.0,9.0,storeys x 3.0 m,,ruled,3,13,410.3,410.3,0.0,0.0,52257.5,108.15,512
way/290026255,residential,house,65.4,2.0,6.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/290026256,residential,apartments,636.7,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,2545.9,2545.9,0.0,0.0,105687.5,41.51,563
way/290026258,residential,apartments,159.3,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,318.6,318.6,0.0,0.0,46103.7,144.71,189
way/290026259,residential,apartments,76.1,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/290653348,residential,apartments,258.5,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,775.4,775.4,0.0,0.0,37765.0,48.7,796
way/290653349,residential,apartments,126.6,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/290653350,residential,apartments,113.6,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,341.1,341.1,0.0,0.0,16215.2,47.54,107
way/290653352,residential,apartments,177.8,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,711.3,711.3,0.0,0.0,26511.5,37.27,116
way/290653355,residential,apartments,73.7,,9.0,assumed 9.0 m,,no_idf,,,,,,,,,
way/290662257,residential,house,64.1,1.0,3.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/290662258,residential,apartments,104.2,4.0,12.0,storeys x 3.0 m,,ruled,4,5,260.5,260.5,0.0,0.0,15387.5,36.92,80
way/290662259,residential,apartments,298.8,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1494.0,1494.0,0.0,0.0,122221.2,81.81,87
way/290663060,residential,apartments,223.1,3.0,9.0,storeys x 3.0 m,,ruled,3,6,669.2,669.2,0.0,0.0,28862.4,43.13,593
way/290663061,residential,apartments,100.5,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,301.6,301.6,0.0,0.0,14085.0,46.71,212
way/290820835,residential,house,41.8,3.0,9.0,storeys x 3.0 m,,no_idf,,,,,,,,,
way/290820839,residential,apartments,172.8,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,691.2,691.2,0.0,0.0,33072.8,47.85,414
way/290820840,residential,apartments,113.3,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,340.3,340.3,0.0,0.0,24963.8,73.36,124
way/290820842,residential,apartments,67.7,6.0,18.0,storeys x 3.0 m,,ruled,3,3,203.2,203.2,0.0,0.0,16024.2,78.88,63
way/290820844,residential,apartments,167.5,4.0,12.0,storeys x 3.0 m,,ruled,4,8,670.0,670.0,0.0,0.0,30973.6,46.23,375
way/290820846,residential,apartments,97.6,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,488.4,488.4,0.0,0.0,52387.0,107.26,290
way/290820847,residential,apartments,98.5,5.0,15.0,storeys x 3.0 m,,ruled,5,6,278.9,278.9,0.0,0.0,38053.0,77.31,285
way/290820849,residential,apartments,87.7,5.0,15.0,storeys x 3.0 m,,ruled,5,5,438.5,438.5,0.0,0.0,18147.5,41.38,127
way/290820851,residential,apartments,314.2,6.0,18.0,storeys x 3.0 m,,massing_box,6,0,1885.1,1885.1,0.0,0.0,64197.0,34.06,676
way/291149502,residential,apartments,129.1,3.0,9.0,storeys x 3.0 m,,ruled,3,1,129.1,129.1,0.0,0.0,50412.8,390.46,55
way/291149503,residential,apartments,530.5,3.0,9.0,storeys x 3.0 m,,ruled,3,26,1485.5,1485.5,0.0,0.0,79783.8,50.13,1394
way/291155593,residential,apartments,245.7,4.0,12.0,storeys x 3.0 m,,ruled,4,21,859.8,859.8,0.0,0.0,59709.4,60.76,1012
way/291155594,residential,apartments,271.9,5.0,15.0,storeys x 3.0 m,,ruled,5,21,996.9,996.9,0.0,0.0,59466.8,43.74,215
way/291155595,residential,apartments,132.2,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,793.3,793.3,0.0,0.0,36808.2,46.4,154
way/291155596,residential,apartments,84.7,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,508.2,508.2,0.0,0.0,26847.0,52.83,258
way/291278667,residential,apartments,154.9,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,619.4,619.4,0.0,0.0,28058.4,45.3,218
way/291278668,residential,apartments,190.3,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,761.0,761.0,0.0,0.0,36634.0,48.14,360
way/291278669,residential,apartments,61.2,2.0,6.0,storeys x 3.0 m,,ruled,2,1,61.2,61.2,0.0,0.0,18432.0,301.15,131
way/291278670,residential,apartments,309.8,2.0,6.0,storeys x 3.0 m,,ruled,2,1,309.8,309.8,0.0,0.0,75613.6,244.08,213
way/291278671,residential,apartments,379.2,2.0,6.0,storeys x 3.0 m,,ruled,2,1,379.2,379.2,0.0,0.0,94552.0,249.36,85
way/291278672,residential,apartments,121.3,4.0,12.0,storeys x 3.0 m,,ruled,4,7,424.4,424.4,0.0,0.0,19940.9,41.12,183
way/291278674,residential,apartments,87.2,3.0,9.0,storeys x 3.0 m,,ruled,3,5,218.1,218.1,0.0,0.0,11429.5,43.67,148
way/291278675,residential,apartments,274.3,5.0,15.0,storeys x 3.0 m,,massing_box,5,0,1371.9,1371.9,0.0,0.0,130440.2,95.08,274
way/291892249,residential,apartments,399.0,2.0,6.0,storeys x 3.0 m,,massing_box,2,0,798.3,798.3,0.0,0.0,113291.7,141.91,279
way/291892250,residential,apartments,155.1,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,620.0,620.0,0.0,0.0,24756.3,39.93,201
way/291892251,residential,apartments,161.7,3.0,9.0,storeys x 3.0 m,,ruled,3,4,219.0,219.0,0.0,0.0,16043.9,33.07,279
way/291892252,residential,apartments,147.6,4.0,12.0,storeys x 3.0 m,,massing_box,4,0,590.3,590.3,0.0,0.0,25287.9,42.84,544
way/291892387,residential,apartments,317.5,7.0,21.0,storeys x 3.0 m,,massing_box,7,0,2222.5,2222.5,0.0,0.0,63220.5,28.45,404
way/292149912,residential,apartments,210.1,3.0,9.0,storeys x 3.0 m,,massing_box,3,0,630.4,630.4,0.0,0.0,100053.7,158.72,556
way/292149913,residential,apartments,73.4,4.0,12.0,storeys x 3.0 m,,ruled,4,5,151.1,151.1,0.0,0.0,10326.3,35.17,501
