cell_id,archetype_id,survey_fold,sensitivity_f,class,n_replicates,heating_kwh,bitwise_identical,severe_max,fatal_max,certified,reason
it__IT.MidClim.TH.01.Gen.ReEx.001.001__f050,IT.MidClim.TH.01.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,15571.677906837538,True,0,0,True,certified
it__IT.MidClim.TH.01.Gen.ReEx.001.001__f100,IT.MidClim.TH.01.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,15555.367610793828,True,0,0,True,certified
it__IT.MidClim.TH.02.Gen.ReEx.001.001__f000,IT.MidClim.TH.02.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,29,1,False,not_all_completed
it__IT.MidClim.TH.02.Gen.ReEx.001.001__f015,IT.MidClim.TH.02.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,16040.199211562543,True,0,0,True,certified
it__IT.MidClim.TH.02.Gen.ReEx.001.001__f030,IT.MidClim.TH.02.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.TH.02.Gen.ReEx.001.001__f050,IT.MidClim.TH.02.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,16018.549486007172,True,0,0,True,certified
it__IT.MidClim.TH.02.Gen.ReEx.001.001__f100,IT.MidClim.TH.02.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,15996.203122823856,True,0,0,True,certified
it__IT.MidClim.TH.03.Gen.ReEx.001.001__f000,IT.MidClim.TH.03.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,29,1,False,not_all_completed
it__IT.MidClim.TH.03.Gen.ReEx.001.001__f015,IT.MidClim.TH.03.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,13024.876615541456,True,0,0,True,certified
it__IT.MidClim.TH.03.Gen.ReEx.001.001__f030,IT.MidClim.TH.03.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,13016.33648351056,True,0,0,True,certified
it__IT.MidClim.TH.03.Gen.ReEx.001.001__f050,IT.MidClim.TH.03.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,13005.713598808983,True,0,0,True,certified
it__IT.MidClim.TH.03.Gen.ReEx.001.001__f100,IT.MidClim.TH.03.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,12983.758807014596,True,0,0,True,certified
it__IT.MidClim.TH.04.Gen.ReEx.001.001__f000,IT.MidClim.TH.04.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,12542.593328779103,True,0,0,True,certified
it__IT.MidClim.TH.04.Gen.ReEx.001.001__f015,IT.MidClim.TH.04.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,12540.272152145426,True,0,0,True,certified
it__IT.MidClim.TH.04.Gen.ReEx.001.001__f030,IT.MidClim.TH.04.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,12538.09533560977,True,0,0,True,certified
it__IT.MidClim.TH.04.Gen.ReEx.001.001__f050,IT.MidClim.TH.04.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,12535.416888437025,True,0,0,True,certified
it__IT.MidClim.TH.04.Gen.ReEx.001.001__f100,IT.MidClim.TH.04.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,12529.9501600749,True,0,0,True,certified
it__IT.MidClim.TH.05.Gen.ReEx.001.001__f000,IT.MidClim.TH.05.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,12435.985908221104,True,0,0,True,certified
it__IT.MidClim.TH.05.Gen.ReEx.001.001__f015,IT.MidClim.TH.05.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,12427.601890060814,True,0,0,True,certified
it__IT.MidClim.TH.05.Gen.ReEx.001.001__f030,IT.MidClim.TH.05.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,12419.62875242038,True,0,0,True,certified
it__IT.MidClim.TH.05.Gen.ReEx.001.001__f050,IT.MidClim.TH.05.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,12409.639760386597,True,0,0,True,certified
it__IT.MidClim.TH.05.Gen.ReEx.001.001__f100,IT.MidClim.TH.05.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,12388.520672653187,True,0,0,True,certified
it__IT.MidClim.TH.06.Gen.ReEx.001.001__f000,IT.MidClim.TH.06.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.TH.06.Gen.ReEx.001.001__f015,IT.MidClim.TH.06.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.TH.06.Gen.ReEx.001.001__f030,IT.MidClim.TH.06.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.TH.06.Gen.ReEx.001.001__f050,IT.MidClim.TH.06.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.TH.06.Gen.ReEx.001.001__f100,IT.MidClim.TH.06.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,29,1,False,not_all_completed
it__IT.MidClim.TH.07.Gen.ReEx.001.001__f000,IT.MidClim.TH.07.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,,False,31,1,False,not_all_completed
it__IT.MidClim.TH.07.Gen.ReEx.001.001__f015,IT.MidClim.TH.07.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.TH.07.Gen.ReEx.001.001__f030,IT.MidClim.TH.07.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,33,1,False,not_all_completed
it__IT.MidClim.TH.07.Gen.ReEx.001.001__f050,IT.MidClim.TH.07.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.TH.07.Gen.ReEx.001.001__f100,IT.MidClim.TH.07.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,,False,0,0,False,replicates_disagree
it__IT.MidClim.TH.08.Gen.ReEx.001.001__f000,IT.MidClim.TH.08.Gen.ReEx.001.001,it,0.0,ATTEMPTED,3,6884.077053961464,True,0,0,True,certified
it__IT.MidClim.TH.08.Gen.ReEx.001.001__f015,IT.MidClim.TH.08.Gen.ReEx.001.001,it,0.15,ATTEMPTED,3,6883.912718256292,True,0,0,True,certified
it__IT.MidClim.TH.08.Gen.ReEx.001.001__f030,IT.MidClim.TH.08.Gen.ReEx.001.001,it,0.3,ATTEMPTED,3,,False,1,1,False,not_all_completed
it__IT.MidClim.TH.08.Gen.ReEx.001.001__f050,IT.MidClim.TH.08.Gen.ReEx.001.001,it,0.5,ATTEMPTED,3,6883.621303665676,True,0,0,True,certified
it__IT.MidClim.TH.08.Gen.ReEx.001.001__f100,IT.MidClim.TH.08.Gen.ReEx.001.001,it,1.0,ATTEMPTED,3,6883.449003590125,True,0,0,True,certified
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f000,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f015,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f030,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f050,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001__f100,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f000,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f015,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f030,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f050,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001__f100,GB.ENG.AB.02-03.ApartmentBuildings.SyAv.002.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f000,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,429473.85527543706,True,0,0,True,certified
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f015,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,429392.13799432793,True,0,0,True,certified
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f030,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,429317.3883704744,True,0,0,True,certified
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f050,GB.ENG.AB.03.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.AB.03.Gen.ReEx.001.001__f100,GB.ENG.AB.03.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f000,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f015,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f030,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f050,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001__f100,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f000,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,433452.7570771275,True,0,0,True,certified
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f015,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,433347.314318405,True,0,0,True,certified
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f030,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,433252.1658912537,True,0,0,True,certified
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f050,GB.ENG.AB.04.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,433140.81512082176,True,0,0,True,certified
uk__GB.ENG.AB.04.Gen.ReEx.001.001__f100,GB.ENG.AB.04.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,,False,28,0,False,replicates_disagree
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f000,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,182846.79105148962,True,0,0,True,certified
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f015,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,182812.52516586694,True,0,0,True,certified
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f030,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,182800.0586284427,True,0,0,True,certified
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f050,GB.ENG.AB.07.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,182815.2599370705,True,0,0,True,certified
uk__GB.ENG.AB.07.Gen.ReEx.001.001__f100,GB.ENG.AB.07.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,183011.94178256433,True,0,0,True,certified
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f000,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,62758.92130167764,True,0,0,True,certified
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f015,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,62707.70889149942,True,0,0,True,certified
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f030,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,62666.95100113877,True,0,0,True,certified
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f050,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,62628.69568480155,True,0,0,True,certified
uk__GB.ENG.MFH.01.Gen.ReEx.001.001__f100,GB.ENG.MFH.01.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,62628.88591178987,True,0,0,True,certified
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f000,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,76623.27199506588,True,0,0,True,certified
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f015,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,76586.99265695593,True,0,0,True,certified
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f030,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,76559.5791540972,True,0,0,True,certified
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f050,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,76536.20590876075,True,0,0,True,certified
uk__GB.ENG.MFH.02.Gen.ReEx.001.001__f100,GB.ENG.MFH.02.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,76544.08753018823,True,0,0,True,certified
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f000,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,72393.47054949056,True,0,0,True,certified
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f015,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,72394.70354548245,True,0,0,True,certified
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f030,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,72399.04180977796,True,0,0,True,certified
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f050,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,72409.70250262567,True,0,0,True,certified
uk__GB.ENG.MFH.03.Gen.ReEx.001.001__f100,GB.ENG.MFH.03.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,72462.57886397447,True,0,0,True,certified
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f000,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,72826.947529362,True,0,0,True,certified
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f015,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,72818.6782622873,True,0,0,True,certified
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f030,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,72812.28122685604,True,0,0,True,certified
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f050,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,72805.4852560632,True,0,0,True,certified
uk__GB.ENG.MFH.04.Gen.ReEx.001.001__f100,GB.ENG.MFH.04.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,72794.5182966387,True,0,0,True,certified
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f000,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,64524.1213466971,True,0,0,True,certified
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f015,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,64507.96339426879,True,0,0,True,certified
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f030,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,64493.50597220759,True,0,0,True,certified
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f050,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,64476.57442650997,True,0,0,True,certified
uk__GB.ENG.MFH.05.Gen.ReEx.001.001__f100,GB.ENG.MFH.05.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,64445.056247542605,True,0,0,True,certified
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f000,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,67027.39900601115,True,0,0,True,certified
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f015,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,67010.22319893252,True,0,0,True,certified
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f030,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,66998.56350009056,True,0,0,True,certified
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f050,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,66991.06690535124,True,0,0,True,certified
uk__GB.ENG.MFH.06.Gen.ReEx.001.001__f100,GB.ENG.MFH.06.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,67003.82024741246,True,0,0,True,certified
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f000,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f015,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,51944.89013020708,True,0,0,True,certified
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f030,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,51927.85883791065,True,0,0,True,certified
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f050,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.MFH.07.Gen.ReEx.001.001__f100,GB.ENG.MFH.07.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f000,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.0,ATTEMPTED,3,,False,1,1,False,not_all_completed
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f015,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.15,ATTEMPTED,3,47814.290033156605,True,0,0,True,certified
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f030,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.3,ATTEMPTED,3,47790.517518708475,True,0,0,True,certified
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f050,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,0.5,ATTEMPTED,3,47764.116478057585,True,0,0,True,certified
uk__GB.ENG.MFH.08.Gen.ReEx.001.001__f100,GB.ENG.MFH.08.Gen.ReEx.001.001,uk,1.0,ATTEMPTED,3,47725.25002761188,True,0,0,True,certified
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f000,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f015,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f030,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f050,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Detached.SyAv.001.001__f100,GB.ENG.SFH.01.Detached.SyAv.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f000,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f015,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f030,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f050,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.01.Gen.ReEx.001.001__f100,GB.ENG.SFH.01.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f000,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f015,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f030,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f050,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02-03.Detached.SyAv.002.001__f100,GB.ENG.SFH.02-03.Detached.SyAv.002.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f000,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f015,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f030,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f050,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.02.Gen.ReEx.001.001__f100,GB.ENG.SFH.02.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f000,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f015,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f030,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f050,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.03.Gen.ReEx.001.001__f100,GB.ENG.SFH.03.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f000,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f015,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f030,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f050,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04-08.Detached.SyAv.005.001__f100,GB.ENG.SFH.04-08.Detached.SyAv.005.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f000,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f015,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f030,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f050,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.04.Gen.ReEx.001.001__f100,GB.ENG.SFH.04.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f000,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f015,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.15,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f030,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.3,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f050,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,0.5,BUILD_REFUSED,3,,False,0,0,False,build_refused
uk__GB.ENG.SFH.05.Gen.ReEx.001.001__f100,GB.ENG.SFH.05.Gen.ReEx.001.001,uk,1.0,BUILD_REFUSED,3,,False,0,0,False,build_refused
