Time,WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],WAY_432412733_F0_WHOLE::Des Latent Heat Load [W],WAY_432412733_F0_WHOLE::Des Latent Cool Load [W],WAY_432412733_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],WAY_432412733_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],WAY_432412733_F0_WHOLE::Des Heat Load No DOAS [W],WAY_432412733_F0_WHOLE::Des Sens Cool Load No DOAS [W],WAY_432412733_F0_WHOLE::Des Latent Heat Load No DOAS [W],WAY_432412733_F0_WHOLE::Des Latent Cool Load No DOAS [W],WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],WAY_432412733_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
01:50:00,3.908321E+03,0.000000E+00,1.277359E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999455E+01,3.999473E+01,2.893047E+01,1.739527E+01
02:00:00,3.930148E+03,0.000000E+00,1.284492E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999454E+01,4.002458E+01,2.875058E+01,1.762718E+01
02:10:00,3.950657E+03,0.000000E+00,1.291195E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999453E+01,4.005178E+01,2.856772E+01,1.787347E+01
02:20:00,3.969875E+03,0.000000E+00,1.297476E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999452E+01,4.007784E+01,2.841136E+01,1.808710E+01
02:30:00,3.987661E+03,0.000000E+00,1.303288E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999452E+01,4.010370E+01,2.828570E+01,1.825338E+01
02:40:00,4.004052E+03,0.000000E+00,1.308645E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999452E+01,4.012935E+01,2.817866E+01,1.838199E+01
02:50:00,4.019086E+03,0.000000E+00,1.313558E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999451E+01,4.015463E+01,2.807943E+01,1.848499E+01
03:00:00,4.032760E+03,0.000000E+00,1.318028E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999451E+01,4.017947E+01,2.798289E+01,1.856926E+01
03:10:00,4.048626E+03,0.000000E+00,1.323213E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999451E+01,4.020382E+01,2.788763E+01,1.863766E+01
03:20:00,4.066803E+03,0.000000E+00,1.329153E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999449E+01,4.023036E+01,2.778836E+01,1.873589E+01
03:30:00,4.087393E+03,0.000000E+00,1.335882E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999447E+01,4.026035E+01,2.768403E+01,1.888850E+01
03:40:00,4.110396E+03,0.000000E+00,1.343400E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999445E+01,4.029344E+01,2.757661E+01,1.909887E+01
03:50:00,4.135799E+03,0.000000E+00,1.351702E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999443E+01,4.032871E+01,2.746797E+01,1.936210E+01
04:00:00,4.163632E+03,0.000000E+00,1.360798E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999442E+01,4.036532E+01,2.735901E+01,1.967244E+01
04:10:00,4.189805E+03,0.000000E+00,1.369351E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999440E+01,4.040265E+01,2.724998E+01,2.002536E+01
04:20:00,4.214171E+03,0.000000E+00,1.377314E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999440E+01,4.043864E+01,2.714060E+01,2.044474E+01
04:30:00,4.236655E+03,0.000000E+00,1.384662E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999440E+01,4.047244E+01,2.703081E+01,2.094333E+01
04:40:00,4.257404E+03,0.000000E+00,1.391443E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999440E+01,4.050391E+01,2.692079E+01,2.152149E+01
04:50:00,4.276243E+03,0.000000E+00,1.397599E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999440E+01,4.053355E+01,2.681068E+01,2.217397E+01
05:00:00,4.293202E+03,0.000000E+00,1.403142E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999440E+01,4.056161E+01,2.670059E+01,2.289450E+01
05:10:00,4.309264E+03,0.000000E+00,1.408392E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999439E+01,4.058834E+01,2.659041E+01,2.367753E+01
05:20:00,4.324300E+03,0.000000E+00,1.413306E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999439E+01,4.061242E+01,2.648114E+01,2.447505E+01
05:30:00,4.338457E+03,0.000000E+00,1.417933E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999439E+01,4.063327E+01,2.637282E+01,2.525844E+01
05:40:00,4.351568E+03,0.000000E+00,1.422218E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999439E+01,4.065115E+01,2.626504E+01,2.601928E+01
05:50:00,4.363797E+03,0.000000E+00,1.426214E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999439E+01,4.066666E+01,2.615745E+01,2.675823E+01
06:00:00,4.375101E+03,0.000000E+00,1.429909E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999439E+01,4.068036E+01,2.604994E+01,2.747785E+01
06:10:00,4.386636E+03,0.000000E+00,1.433678E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999438E+01,4.069264E+01,2.594248E+01,2.818021E+01
06:20:00,4.398582E+03,0.000000E+00,1.437582E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999437E+01,4.070480E+01,2.584047E+01,2.885099E+01
06:30:00,4.410934E+03,0.000000E+00,1.441619E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999436E+01,4.071754E+01,2.574482E+01,2.948526E+01
06:40:00,4.423705E+03,0.000000E+00,1.445793E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999435E+01,4.073093E+01,2.565331E+01,3.008641E+01
06:50:00,4.436906E+03,0.000000E+00,1.450107E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999435E+01,4.074478E+01,2.557475E+01,3.063952E+01
07:00:00,4.450546E+03,0.000000E+00,1.454565E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999434E+01,4.075887E+01,2.551054E+01,3.114253E+01
07:10:00,4.462527E+03,0.000000E+00,1.458480E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999433E+01,4.077303E+01,2.545591E+01,3.160479E+01
07:20:00,4.472577E+03,0.000000E+00,1.461764E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999434E+01,4.078772E+01,2.541559E+01,3.201878E+01
07:30:00,4.480748E+03,0.000000E+00,1.464435E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999434E+01,4.080289E+01,2.538929E+01,3.238581E+01
07:40:00,4.487035E+03,0.000000E+00,1.466489E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999435E+01,4.081840E+01,2.537251E+01,3.271513E+01
07:50:00,4.491428E+03,0.000000E+00,1.467925E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999435E+01,4.083410E+01,2.540032E+01,3.293867E+01
08:00:00,4.493917E+03,0.000000E+00,1.468739E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999436E+01,4.084986E+01,2.548777E+01,3.302651E+01
08:10:00,4.497375E+03,0.000000E+00,1.469869E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999437E+01,4.086561E+01,2.561576E+01,3.301667E+01
08:20:00,4.502117E+03,0.000000E+00,1.471419E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999437E+01,4.088071E+01,2.577209E+01,3.296720E+01
08:30:00,4.508059E+03,0.000000E+00,1.473362E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999437E+01,4.089502E+01,2.594532E+01,3.292046E+01
08:40:00,4.515218E+03,0.000000E+00,1.475701E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999436E+01,4.090860E+01,2.612820E+01,3.289546E+01
08:50:00,4.522192E+03,0.000000E+00,1.477981E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999436E+01,4.092156E+01,2.631638E+01,3.289856E+01
09:00:00,4.529222E+03,0.000000E+00,1.480279E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999437E+01,4.093214E+01,2.651435E+01,3.291742E+01
09:10:00,4.530867E+03,0.000000E+00,1.480816E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999437E+01,4.093996E+01,2.672997E+01,3.293356E+01
09:20:00,4.526606E+03,0.000000E+00,1.479424E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999440E+01,4.094661E+01,2.698229E+01,3.290255E+01
09:30:00,4.516308E+03,0.000000E+00,1.476059E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999443E+01,4.095276E+01,2.729992E+01,3.277268E+01
09:40:00,4.476805E+03,0.000000E+00,1.463149E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999447E+01,4.095838E+01,2.752991E+01,3.259718E+01
09:50:00,4.406213E+03,0.000000E+00,1.440080E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999466E+01,4.093219E+01,2.777546E+01,3.235019E+01
10:00:00,4.305344E+03,0.000000E+00,1.407116E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.085692E+01,2.812478E+01,3.208443E+01
10:10:00,4.169538E+03,0.000000E+00,1.362735E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999502E+01,4.073462E+01,2.852593E+01,3.188844E+01
10:20:00,4.003693E+03,0.000000E+00,1.308538E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.056231E+01,2.878520E+01,3.187379E+01
10:30:00,3.810318E+03,0.000000E+00,1.245343E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999538E+01,4.034865E+01,2.897247E+01,3.191595E+01
10:40:00,3.609580E+03,0.000000E+00,1.179741E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999552E+01,4.010467E+01,2.919564E+01,3.200455E+01
10:50:00,3.398989E+03,0.000000E+00,1.110919E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999568E+01,3.983165E+01,2.939921E+01,3.211380E+01
11:00:00,3.185039E+03,0.000000E+00,1.040998E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999588E+01,3.951959E+01,2.959020E+01,3.223265E+01
11:10:00,2.968081E+03,0.000000E+00,9.700925E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999602E+01,3.917520E+01,2.977466E+01,3.235134E+01
11:20:00,2.744940E+03,0.000000E+00,8.971656E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999624E+01,3.879631E+01,2.998814E+01,3.237215E+01
11:30:00,2.511815E+03,0.000000E+00,8.209749E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999646E+01,3.838093E+01,3.023331E+01,3.226914E+01
11:40:00,2.281174E+03,0.000000E+00,7.455954E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999667E+01,3.792241E+01,3.049876E+01,3.205580E+01
11:50:00,2.060436E+03,0.000000E+00,6.734525E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999692E+01,3.742819E+01,3.076907E+01,3.175893E+01
12:00:00,1.842119E+03,0.000000E+00,6.020996E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999714E+01,3.690310E+01,3.103802E+01,3.138930E+01
12:10:00,1.645777E+03,0.000000E+00,5.379291E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999736E+01,3.634443E+01,3.130584E+01,3.094549E+01
12:20:00,1.468600E+03,0.000000E+00,4.800213E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999748E+01,3.576413E+01,3.153933E+01,3.053069E+01
12:30:00,1.312712E+03,0.000000E+00,4.290714E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999763E+01,3.516373E+01,3.173896E+01,3.017037E+01
12:40:00,1.174531E+03,0.000000E+00,3.839079E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999778E+01,3.454122E+01,3.192027E+01,2.984593E+01
12:50:00,1.053905E+03,0.000000E+00,3.444819E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999786E+01,3.390700E+01,3.208994E+01,2.954598E+01
13:00:00,9.512403E+02,0.000000E+00,3.109263E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999792E+01,3.326890E+01,3.225459E+01,2.925758E+01
13:10:00,8.561972E+02,0.000000E+00,2.798612E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999803E+01,3.262849E+01,3.241901E+01,2.897150E+01
13:20:00,7.704639E+02,0.000000E+00,2.518389E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999816E+01,3.198840E+01,3.258619E+01,2.867417E+01
13:30:00,6.936874E+02,0.000000E+00,2.267441E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999831E+01,3.134802E+01,3.275528E+01,2.836235E+01
13:40:00,6.222639E+02,0.000000E+00,2.033987E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999846E+01,3.070497E+01,3.292393E+01,2.803894E+01
13:50:00,5.551759E+02,0.000000E+00,1.814705E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999859E+01,3.006270E+01,3.308615E+01,2.771406E+01
14:00:00,4.919110E+02,0.000000E+00,1.607917E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999871E+01,2.942306E+01,3.324078E+01,2.739026E+01
14:10:00,4.339793E+02,0.000000E+00,1.418562E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999885E+01,2.878437E+01,3.338929E+01,2.706584E+01
14:20:00,3.816610E+02,0.000000E+00,1.247553E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999895E+01,2.814734E+01,3.353271E+01,2.674418E+01
14:30:00,3.353479E+02,0.000000E+00,1.096172E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999905E+01,2.751261E+01,3.367131E+01,2.642784E+01
14:40:00,2.951393E+02,0.000000E+00,9.647430E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999915E+01,2.688145E+01,3.380452E+01,2.611855E+01
14:50:00,2.611912E+02,0.000000E+00,8.537776E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999919E+01,2.626175E+01,3.393117E+01,2.581793E+01
15:00:00,2.342250E+02,0.000000E+00,7.656334E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999923E+01,2.565898E+01,3.404698E+01,2.553167E+01
15:10:00,2.093417E+02,0.000000E+00,6.842968E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999926E+01,2.507619E+01,3.415753E+01,2.525138E+01
15:20:00,1.870984E+02,0.000000E+00,6.115891E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999936E+01,2.451112E+01,3.427293E+01,2.495897E+01
15:30:00,1.673843E+02,0.000000E+00,5.471485E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999944E+01,2.396432E+01,3.439222E+01,2.465345E+01
15:40:00,1.509397E+02,0.000000E+00,4.933951E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999951E+01,2.343715E+01,3.451014E+01,2.434110E+01
