Date/Time,BATIMENT0000000240879546_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879546_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  06:00:00,5137829.440026626,4333999.039795495,4324920.67681576,4369963.39732617,4593317.422829315,8358697.180838443 
 01/02  07:00:00,5141290.61324478,4338438.642971547,4329005.213305203,4375468.99088056,4607317.919102905,8373656.476630902 
 01/02  08:00:00,5250377.36777118,4448410.078175817,4438777.99042034,4486787.893741791,4726827.5447822325,8511119.321703214 
 01/02  09:00:00,5519891.98590683,4719158.581676552,4709343.581685543,4758647.469530731,5007024.6190821435,8868609.965939838 
 01/02  10:00:00,5688265.992360784,4892646.592578082,4879000.651069098,4925494.398568163,5173213.689479937,9091823.520601375 
 01/02  11:00:00,5556277.454554252,4775136.547682388,4746585.207637513,4776962.634204296,4966471.538197861,8791627.142156634 
 01/02  12:00:00,4925565.954841714,4159453.1257294524,4119721.907032177,4130002.6255527767,4076532.6624574144,7653527.462521445 
 01/02  13:00:00,4285899.579107974,3527332.383799902,3479882.290483103,3466992.7031234605,3192064.5891991216,6584078.745170908 
 01/02  14:00:00,4404709.660505481,3634341.619548016,3581170.4658272564,3567612.534492926,3583879.5940852263,7127728.357724485 
 01/02  15:00:00,5296453.456216614,4516635.321614064,4470915.05139168,4476662.300476088,4594337.617549307,8430815.252520029 
 01/02  16:00:00,6223652.383133857,5438001.849780791,5401042.234138939,5419453.882038215,5583101.163804698,9732631.583471037 
 01/02  17:00:00,6943887.013861077,6155111.87149233,6127033.812623495,6156282.530629888,6357507.826018678,10791035.481764946 
 01/02  18:00:00,8154740.206588587,7355666.349698928,7326418.6075115,7358261.5558908535,7589437.685616128,12508368.79497222 
 01/02  19:00:00,9008825.192004412,8211896.232548395,8180687.464397791,8211981.554830796,8454950.71697523,13506835.700644962 
 01/02  20:00:00,9360794.373548027,8568127.25324171,8537698.073266735,8570558.912146306,8825605.825385524,13932572.541280512 
 01/02  21:00:00,9559254.860929713,8771215.288713835,8741599.230035787,8775915.83404824,9041433.35851681,14190531.046422068 
 01/02  22:00:00,10121138.80081443,9338340.063060258,9309654.607347691,9345458.933942981,9621700.72619098,14849546.953383397 
 01/02  23:00:00,10754111.849837763,9976453.662112694,9948660.939354321,9985814.39773834,10272476.9054123,15613899.484325029 
 01/02  24:00:00,11418188.908222858,10645590.102030039,10618658.393261245,10657140.695608135,10956050.808338018,16515300.107001938 
 01/03  01:00:00,12105302.263322435,11338786.40528614,11312786.294233968,11352615.212624643,11665550.44140029,17508921.980303384 
 01/03  02:00:00,12606939.893931739,11857082.644618286,11848836.382181747,11904846.18035081,12262156.562332116,18708462.427644335 
 01/03  03:00:00,13115037.053149635,12374582.589332528,12373571.710035995,12436649.03201181,12818663.100868516,19604908.659055427 
 01/03  04:00:00,13481442.32211388,12748201.050846666,12750398.310383245,12816780.403521907,13214280.337044667,20209396.39454727 
 01/03  05:00:00,13715955.445241015,12989382.236103432,12994496.787341248,13063897.149531016,13475113.778243305,20637705.754878916 
 01/03  06:00:00,13808337.989882216,13087406.296804698,13095271.07791004,13167598.215860937,13591218.711712629,20893046.08305355 
 01/03  07:00:00,13917391.962306261,13201401.261742473,13211952.597999737,13287308.765600689,13723785.877273593,21173850.266930863 
 01/03  08:00:00,14008406.109435614,13297104.13842637,13309823.345500022,13387525.16886218,13834089.553441344,21393600.13591885 
 01/03  09:00:00,14118306.473587252,13411800.014489546,13426176.137676815,13505522.45363958,13959620.261210654,21592964.489413545 
 01/03  10:00:00,14042330.31896682,13340511.818457283,13353603.858065201,13431579.729836103,13886240.618144112,21527567.453779586 
 01/03  11:00:00,13721519.89878504,13021685.594976006,13019072.104017213,13081171.36852366,13507561.43690951,21052504.69330949 
 01/03  12:00:00,13216935.086600162,12512909.346141148,12474523.302272303,12500363.562165808,12848072.518281577,20224297.409910303 
 01/03  13:00:00,12563448.889251877,11858964.867653208,11791363.795733333,11782184.848710895,11971801.591328992,19250788.3093827 
 01/03  14:00:00,11974874.110954763,11279078.256655866,11212039.200536199,11163803.799920835,11241221.202440973,18324808.44619571 
 01/03  15:00:00,11497588.795804054,10805572.902325708,10747012.148613552,10667377.137914825,10636180.212230232,17521810.03969037 
 01/03  16:00:00,10991700.899825709,10299518.295280274,10263403.72650418,10228567.988868218,10087555.843141101,16700082.213639878 
 01/03  17:00:00,10931426.075017344,10232397.801937073,10217172.692749688,10243949.241817193,10481566.272445228,17390965.986190595 
 01/03  18:00:00,12318544.161089543,11619852.980024507,11638170.76475297,11704134.75023761,12104790.298042426,20328004.560724247 
 01/03  19:00:00,13952052.800106615,13258373.60859462,13284740.671483863,13361489.279025959,13807418.912697587,22699283.33652794 
 01/03  20:00:00,14255732.89812991,13566693.976715919,13598821.425908139,13683200.144232085,14159444.327622445,23307835.27074062 
 01/03  21:00:00,14852538.730583789,14167482.41183769,14204153.983664438,14294961.488261279,14797119.36797878,24175925.939528264 
 01/03  22:00:00,15626731.256910224,14947967.870100427,14989628.971841414,15086672.565036437,15615790.151674738,25328244.883348044 
 01/03  23:00:00,15794099.094381098,15120400.179883044,15168546.882030739,15273731.253895335,15831589.594843922,25861304.467744976 
 01/03  24:00:00,16545042.255051732,15877392.134707766,15935533.757199135,16052940.708112843,16655217.378683932,27363156.843977742 
 01/04  01:00:00,17722736.925280947,17060674.92525351,17123796.5632023,17249101.30056445,17884576.284999583,29133684.439253613 
 01/04  02:00:00,18614760.66937974,17957101.206977587,18019574.73348277,18146744.25010883,18799329.453866847,30268513.014751695 
 01/04  03:00:00,19327246.69666958,18671087.616200373,18721724.406550236,18838291.76146306,19472846.35670831,30520087.07296299 
 01/04  04:00:00,19731063.484329,19075296.233999208,19115573.523281768,19222198.9866069,19835187.336294644,30506473.465171892 
 01/04  05:00:00,19999866.455775354,19347132.567985386,19386702.528583277,19493679.457429904,20114088.024267636,30899362.849583652 
 01/04  06:00:00,20324008.75903578,19677620.935378533,19717782.112919405,19825302.041911304,20449965.302358106,31286319.07851168 
 01/04  07:00:00,20653521.778891604,20014081.248153195,20054955.380330812,20162882.22605055,20790477.959303416,31682209.034207366 
 01/04  08:00:00,20659417.600803684,20024171.460727084,20064997.577320803,20173138.273829855,20804118.09383978,31714660.1963244 
 01/04  09:00:00,20658805.913167845,20027137.023022894,20067014.248254064,20174135.822998136,20803573.542817492,31682406.05466775 
 01/04  10:00:00,20635203.247794006,20006698.534320116,20035420.230976276,20130776.919142198,20738172.41263236,31533163.553429086 
 01/04  11:00:00,19567506.142326478,18933623.895450003,18922733.459937673,18977187.13779808,19499116.220396936,29813674.775415644 
 01/04  12:00:00,17938654.59565033,17289523.901965715,17233256.62855638,17238335.43957643,17535783.300880063,27174617.47408182 
 01/04  13:00:00,15887357.435378183,15220080.486597072,15130077.89505038,15078751.486347122,14889299.509788051,23735680.994668923 
 01/04  14:00:00,14019231.277813017,13341600.466178464,13237739.030458856,13092904.45151445,12867584.122379348,20982477.25363257 
 01/04  15:00:00,12672585.119210843,11987715.946665682,11887045.908318317,11725449.173724528,11517885.090537488,19033303.06440397 
 01/04  16:00:00,11803370.140446328,11114597.99474158,11034243.737572422,10947467.469482824,10725039.007213399,17628346.207653407 
 01/04  17:00:00,11403248.525124017,10718654.848411031,10670751.401790269,10653916.100960003,10784129.569241827,17298672.410287216 
 01/04  18:00:00,11859101.702861933,11180333.693426922,11169853.178211465,11196642.73058373,11497013.88512745,18819070.24103023 
 01/04  19:00:00,12625242.753036194,11946764.80586596,11941922.90900649,11977540.97943645,12307247.924923452,19773551.722937804 
 01/04  20:00:00,13101271.237593736,12423237.438887483,12422322.870636333,12464588.939563967,12817366.765609931,20373145.058538586 
 01/04  21:00:00,12984973.700185116,12306566.010262564,12309197.574464783,12357732.920863038,12729800.007191828,20271025.93906243 
 01/04  22:00:00,13033234.210291274,12352667.783402435,12358674.101593412,12413429.512386557,12804419.52421683,20392030.42286819 
 01/04  23:00:00,12892930.461711518,12212312.512767127,12221197.832360137,12280996.134376844,12686583.678912401,20241602.821007796 
 01/04  24:00:00,12663074.378072992,11981618.107518416,11992032.41855237,12054781.544173583,12467404.779525083,19918768.50052387 
 01/05  01:00:00,13028123.105781084,12344988.155675977,12357724.225433642,12425054.449604565,12852649.429306256,20430861.105473414 
 01/05  02:00:00,13149087.917524364,12465163.656820646,12480040.64934905,12551537.318129215,12993978.222055504,20687157.216481242 
 01/05  03:00:00,13032184.587518662,12346631.877652941,12362897.66229321,12437489.297922758,12889252.893432492,20601499.97095628 
 01/05  04:00:00,13100217.062625166,12412920.20394595,12430390.933562033,12507941.405991834,12970179.054838285,20753318.791714042 
 01/05  05:00:00,13077982.60503926,12390303.112666532,12408791.102299536,12488552.654255657,12957903.610462751,20746080.16954744 
 01/05  06:00:00,13018112.499181135,12330230.523764582,12349540.870042056,12430950.163106859,12904291.585831596,20664893.800194703 
 01/05  07:00:00,13013163.967570573,12324514.403178968,12344424.738374133,12427392.439652706,12905504.878684055,20674659.897683054 
 01/05  08:00:00,13084125.269922065,12393811.798796553,12414044.957625646,12498653.505619913,12983071.615984723,20800357.99631997 
 01/05  09:00:00,12912795.23784917,12221776.941077601,12241981.761573385,12327450.231769586,12814650.832534183,20586245.632398915 
 01/05  10:00:00,12581675.186620846,11889103.765543252,11906507.511469223,11989562.231618676,12470182.434672361,20117324.75859857 
 01/05  11:00:00,12115298.618366146,11417650.078109547,11422506.630637646,11493151.974020444,11948487.10736553,19411850.116794214 
 01/05  12:00:00,11133564.922940519,10428431.237360485,10415491.7459163,10468173.594498333,10884694.948483868,18000345.751627818 
 01/05  13:00:00,10204832.287509466,9498154.418925375,9478592.782153491,9524118.452602968,9916642.920197103,16624639.166465249 
 01/05  14:00:00,9289381.17136134,8578692.302689405,8542556.211015394,8570894.08204668,8920661.227274584,15199990.631649172 
 01/05  15:00:00,8470602.03703158,7758705.815932717,7720074.746359676,7745007.943197735,8080620.339084924,14191133.23756536 
 01/05  16:00:00,7959820.286942381,7248123.2137383055,7220538.641283798,7256093.28796524,7603906.327050151,13783849.569969915 
 01/05  17:00:00,7779992.903142918,7066462.407872966,7050763.739115175,7098532.454400297,7466777.17366298,13580240.180383902 
 01/05  18:00:00,8625455.959032755,7909566.850385062,7921269.443751587,7997201.606698647,8427552.663786573,14920272.020534351 
 01/05  19:00:00,9535546.59682103,8819800.08377696,8836442.92230325,8917794.900617244,9364804.477765784,16175790.549064472 
 01/05  20:00:00,10039264.779813414,9324055.1021188,9345538.457161129,9432191.16514999,9894715.51286206,16973709.723021314 
 01/05  21:00:00,10434859.231103174,9719992.173462257,9744431.182956973,9834569.612349123,10308285.597263908,17551079.13786151 
 01/05  22:00:00,10535118.471206378,9820626.306547567,9844916.06585504,9935260.731426584,10409644.196938962,17600177.18251309 
 01/05  23:00:00,10555585.54815552,9840488.769807234,9862965.494978186,9951978.486354174,10420712.718708156,17450059.9123297 
 01/05  24:00:00,10608751.525197782,9892842.636013735,9910554.811945103,9995047.327315956,10448714.207873687,17172697.85070795 
 01/06  01:00:00,10682843.088687848,9966314.658234488,9980902.18747096,10062214.872174915,10504798.120200776,17032590.312957063 
 01/06  02:00:00,10894203.523052415,10178280.291594312,10193284.0414255,10274885.208647618,10716692.714002602,17267753.352028985 
 01/06  03:00:00,11163618.646838486,10448348.47731989,10463679.22988252,10545691.614226934,10988996.761209397,17605752.294424653 
 01/06  04:00:00,11221247.322322004,10507866.994486269,10527141.358033981,10613049.672480246,11067086.200105414,17904025.247698095 
 01/06  05:00:00,11250706.233218389,10537879.802185671,10557630.843182772,10644333.494069304,11101261.58768988,17950340.486305635 
 01/06  06:00:00,11381511.42075508,10668476.000167333,10685569.580872096,10769632.46871583,11218790.21327443,17954108.6379629 
 01/06  07:00:00,11296391.652061589,10583844.650008913,10601313.34316375,10685909.672008993,11136439.038911331,17884543.39389502 
 01/06  08:00:00,11339226.600389015,10626011.49567245,10643649.35461437,10728770.709736783,11180888.800539833,17967170.28722751 
 01/06  09:00:00,11307847.398788525,10595357.145561282,10612787.081838302,10697802.079321302,11150404.963237906,17942599.925863508 
 01/06  10:00:00,11250991.475129887,10537754.187103534,10549329.223632153,10628518.422245659,11069507.778452178,17825278.473915905 
 01/06  11:00:00,10967753.95528245,10249227.794285636,10233773.275598511,10285693.430220287,10676713.759668298,17315408.541227892 
 01/06  12:00:00,10473597.124202138,9746746.367757501,9693225.560772276,9706099.676032927,10004309.595256848,16435863.632328983 
 01/06  13:00:00,10133061.521005034,9403091.584446121,9323502.99584328,9305495.839056592,9474023.946190143,15719945.801244369 
 01/06  14:00:00,9753287.021275524,9019791.307646109,8927616.44878084,8862208.56921988,8906360.523440782,14936325.671263829 
 01/06  15:00:00,9499322.732471026,8761659.888259336,8670024.083781319,8587322.392566446,8597285.603476563,14470704.161867 
 01/06  16:00:00,9575291.406335037,8835422.661277829,8756644.784086823,8715140.804054346,8775837.404468678,14614987.521415247 
 01/06  17:00:00,9839302.648618316,9101796.46409725,9049857.990433857,9050643.772750003,9286164.303074403,15221592.075290248 
 01/06  18:00:00,10378673.427696161,9645517.757531926,9628839.924466586,9667583.2704269,10000286.777934147,16364454.27494423 
 01/06  19:00:00,11155831.183166733,10425527.672850698,10418282.808187058,10468203.477470072,10835857.077440916,17682728.431607217 
 01/06  20:00:00,12184938.441025866,11458884.93514104,11459732.74871008,11519313.377632763,11920731.856943285,19279593.423736077 
 01/06  21:00:00,12900535.525538314,12179377.572023386,12184939.189218238,12250185.861941492,12672214.79670925,20286466.047244374 
 01/06  22:00:00,13352535.756055966,12636984.48909149,12653089.694107259,12730350.93993527,13191376.067623597,21383935.86804111 
 01/06  23:00:00,13951183.058609035,13241360.357372414,13266622.648699466,13354371.863201037,13851190.078141272,22571727.192954466 
 01/06  24:00:00,13983308.018636765,13279831.260385972,13310234.204933707,13403136.441943169,13917352.53802182,22799254.41627919 
 01/07  01:00:00,13132990.619856015,12434188.843638966,12470205.563423002,12569292.820359912,13098959.765957369,21958986.819620334 
 01/07  02:00:00,13028199.08684811,12331410.62811337,12371112.987615826,12474545.581152625,13016408.588580728,21925246.49859652 
 01/07  03:00:00,13167817.20017428,12475012.711957332,12517648.346206501,12624481.622359382,13177862.927295825,22182361.756849017 
 01/07  04:00:00,13071990.210506136,12381736.594472308,12425216.645792391,12533240.582790088,13089989.113506868,22001683.429652702 
 01/07  05:00:00,13158077.954119114,12469987.637844915,12512330.453101568,12619303.087700594,13173010.340712229,21935561.960118983 
 01/07  06:00:00,13298365.855937451,12612114.151567914,12654213.38157428,12761141.118974533,13314516.972571958,22026303.08955562 
 01/07  07:00:00,13145093.023509838,12461115.825365014,12502254.145939881,12608413.256256102,13158098.076715417,21704631.979121618 
 01/07  08:00:00,12836622.827360965,12153030.897002853,12191474.448775709,12294877.230266215,12833388.097562375,21090963.38235913 
 01/07  09:00:00,12873635.335651508,12190617.947942954,12225843.575812895,12325858.995510057,12853557.273106208,20910413.687416963 
 01/07  10:00:00,12563267.116402088,11884730.928885957,11911754.804073635,12002790.08010782,12506006.742309082,20313597.387495182 
 01/07  11:00:00,11213078.45621074,10545815.433582686,10555723.175315227,10625188.646085113,10985552.495257929,18104347.08126717 
 01/07  12:00:00,9448281.655214407,8792987.608185908,8794246.5922896,8837251.127874061,8711239.344578063,14948626.505181687 
 01/07  13:00:00,7960512.415719325,7308944.174430592,7302205.61541919,7306874.856844351,6827289.869820399,12362892.984727694 
 01/07  14:00:00,6921319.3250147635,6276486.411286148,6278741.286863745,6131368.666288494,5458439.6377644045,10315822.20980735 
 01/07  15:00:00,6266755.353753121,5619594.630148611,5632954.015976965,5438340.970574303,4763997.540144864,9213728.992060147 
 01/07  16:00:00,6270411.527885677,5607123.64496345,5619271.884221805,5561368.607889925,5073598.403809339,9386501.87633947 
 01/07  17:00:00,6768476.896631891,6081291.310986124,6078997.876373711,6072963.014198007,6034506.987830005,10564866.797613366 
 01/07  18:00:00,7574503.731615551,6862552.642174728,6870019.387239752,6885456.013172989,6979208.394333473,12134725.017180521 
 01/07  19:00:00,8268974.036335308,7552828.200312508,7562710.227789113,7587279.021273523,7728370.575248323,13159657.754466651 
 01/07  20:00:00,8613978.421599204,7894987.525975491,7902386.7074175365,7930700.654660407,8100539.246748595,13494204.32393213 
 01/07  21:00:00,8317161.003727642,7595293.94324059,7604031.513043264,7638928.883461759,7838794.07297956,13253635.129314266 
 01/07  22:00:00,7918094.684316623,7193293.645568823,7206935.661489837,7251477.931046378,7488287.082848137,13039496.977892851 
 01/07  23:00:00,7877724.243709402,7150180.353568387,7164210.987437163,7213079.582595429,7470479.941868797,13015574.867168847 
 01/07  24:00:00,8206138.795359876,7476354.656171918,7488016.416904438,7538663.233356606,7811476.007018708,13306485.966560233 
 01/08  01:00:00,8192482.2550069755,7461624.473758139,7468499.155665932,7517580.586289351,7792399.72350236,13044100.75980911 
 01/08  02:00:00,8096154.859682056,7363400.017846354,7367952.248880139,7417185.787662132,7695308.190236662,12801439.632802393 
 01/08  03:00:00,8072958.887232751,7338998.094196971,7343044.17605785,7394143.973720605,7681679.412197512,12764494.479011271 
 01/08  04:00:00,8083014.256511481,7347814.765787983,7351413.789898835,7404241.371008988,7699516.377483501,12755101.747618927 
 01/08  05:00:00,8206929.970231571,7470620.540373243,7473727.160602402,7527925.691948332,7830057.566477673,12889752.386259839 
 01/08  06:00:00,8487639.23643609,7750617.367156132,7755232.977968553,7812901.493026013,8128972.033727365,13340929.772491243 
 01/08  07:00:00,8871467.522790017,8134508.890950837,8139245.711622921,8198618.962878039,8524549.134185374,13836929.971106343 
 01/08  08:00:00,9038530.613335432,8301941.016809512,8305139.341736905,8364112.302572609,8691635.247362938,13980561.017640222 
 01/08  09:00:00,9224993.268250646,8485746.791662341,8484874.805823633,8541665.657078687,8870630.483018957,14216803.661887739 
 01/08  10:00:00,9573886.719736129,8835454.596791115,8829253.688767664,8882044.83229698,9209242.254243728,14648156.931628661 
 01/08  11:00:00,9190408.704050083,8462700.464997735,8448447.053407094,8492389.418445129,8802069.11203667,14192963.633645002 
 01/08  12:00:00,8370856.6265465375,7647695.728258878,7608782.139366567,7627225.551664905,7866488.380288487,12998664.348571068 
 01/08  13:00:00,7733376.106611901,7013497.132722879,6964031.063829881,6969629.365940014,7150532.169408966,12158893.598849712 
 01/08  14:00:00,7415356.699899673,6697109.202185759,6641629.976806898,6618199.522137177,6716141.365041791,11527765.130301043 
 01/08  15:00:00,7138268.375379506,6417485.109301355,6357217.457686104,6297548.03301897,6281937.442488022,10835696.463701308 
 01/08  16:00:00,7285687.326118058,6551049.315842899,6502713.343715068,6498443.884325137,6655490.1899646,11403078.370203346 
 01/08  17:00:00,7361248.330386688,6624952.8452707585,6589165.712325895,6603299.657770247,6815182.608921783,11418293.976790419 
 01/08  18:00:00,7526452.27398396,6781870.564298179,6767139.4013685435,6805387.041548794,7084014.8791078115,12036725.203689361 
 01/08  19:00:00,7732877.113027735,6987209.505967654,6974538.715842843,7016410.362311788,7306302.003814962,12285786.798017295 
 01/08  20:00:00,8138824.365851799,7392276.548756438,7379380.461651676,7422442.819361603,7716342.086277475,12685350.72423754 
 01/08  21:00:00,8662103.03521605,7915749.809043861,7904561.432193109,7950529.62209684,8255333.781795731,13365660.932741944 
 01/08  22:00:00,8985339.318576925,8240264.586393868,8234594.884925086,8287029.178540831,8612907.122014455,14028176.476968788 
 01/08  23:00:00,9220658.269339794,8476954.488122534,8476670.529994255,8535433.108007954,8882386.27403632,14574798.197549343 
 01/08  24:00:00,9571828.714383336,8829681.768157793,8831391.50807498,8893026.544371612,9251264.823184788,15081862.683182523 
 01/09  01:00:00,9773835.848550545,9034433.043026982,9042768.168172775,9111933.33480581,9494504.055354511,15687208.706733925 
 01/09  02:00:00,10109133.490043424,9373536.389791414,9392903.152013391,9474411.926874544,9896746.716615846,16729822.937873578 
 01/09  03:00:00,11471362.568557061,10740740.933518883,10767870.964348245,10857596.948903916,11316042.907359848,18850743.45626031 
 01/09  04:00:00,12795598.663971206,12071927.976050517,12104340.034733538,12200294.505481044,12688262.463120373,20818020.15561948 
 01/09  05:00:00,13806439.86609023,13091005.769805064,13134134.371353347,13241722.91422449,13774837.373751845,22735085.22432725 
 01/09  06:00:00,15163289.842021056,14457440.775772452,14511833.437561968,14631938.343886815,15214825.550043121,25127311.669553414 
 01/09  07:00:00,16242315.914561039,15546100.265486425,15607489.505385162,15735728.210013168,16353856.111574858,26918072.486938555 
 01/09  08:00:00,16673655.309436355,15984584.68104168,16046685.620781234,16176320.710536843,16807787.058666382,27505316.408051644 
 01/09  09:00:00,16872926.646104477,16190473.1141522,16242466.930922799,16361760.693936799,16970136.39036511,27170576.482945852 
 01/09  10:00:00,16555361.876119403,15879780.599398516,15912349.555173323,16011190.895198671,16571726.746012714,26113965.329292558 
 01/09  11:00:00,15085998.43700616,14417858.128027251,14420222.398299914,14486339.053571597,14938339.046630243,23844758.759791926 
 01/09  12:00:00,13356029.113281583,12691611.37122625,12674169.53284554,12707176.542450227,12726181.448252734,21142920.768587098 
 01/09  13:00:00,12030212.860017482,11368924.840434842,11342715.276030151,11334120.505578516,10839693.670172065,18812785.51170361 
 01/09  14:00:00,11329365.605421588,10667315.959226904,10629016.317814374,10532894.691374203,10241264.046882542,17640218.65911567 
 01/09  15:00:00,12196569.125320308,11534862.229114156,11507290.313217439,11396438.413691323,11157234.212745361,18566703.24048443 
 01/09  16:00:00,14153734.38524318,13465162.281561483,13451389.148791673,13471214.823940488,13728905.5189128,21855681.550876003 
 01/09  17:00:00,13500758.083820937,12838117.61289032,12839434.794253405,12871298.24329855,13110143.692123702,20712651.969655164 
 01/09  18:00:00,13724993.773988342,13052900.152571144,13078637.587629389,13141668.854990918,13517384.808125582,22149616.86912766 
 01/09  19:00:00,14324661.537646353,13655414.020312928,13689371.276304618,13763903.60792097,14185941.271194374,23255646.862669952 
 01/09  20:00:00,14924368.364569984,14258656.842652433,14296380.51500637,14377646.43633201,14830959.218652677,24131915.72852379 
 01/09  21:00:00,15507344.73044766,14845098.111665629,14886856.100418964,14974833.723204328,15458351.135774996,25025609.995483503 
 01/09  22:00:00,15596894.503028423,14937840.698609121,14982380.075433366,15075686.740625162,15582389.23361649,25261875.608759582 
 01/09  23:00:00,15623503.658727475,14965860.348683273,15008123.60217829,15101270.243147064,15612587.130853612,25064504.907246944 
 01/09  24:00:00,15944002.87751345,15289490.914375186,15330954.663139088,15424316.862240998,15941603.552766101,25332527.30877786 
 01/10  01:00:00,16256158.196738679,15604197.486921445,15644824.48916414,15738582.485214556,16262887.152836926,25617644.7171073 
