building_id,stem,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,floor_area_m2
way/381441241,8b06677b97b30bb3,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,9cb86279b9afed060d972f9ee5908527eedb26268af7108f9760e155c557eb9b,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,3274.7008
way/381466697,f28fa76e7bf82b34,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,7be0c636c07b3c2c40767e4e512158579aad117a6598449113713456227d6896,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,2836.0216
way/384337387,c94816079278b032,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,842622160790d788d3c245f5c562d21d0d958fb3f77c2a97bd2a9cb488d7c74d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,188.9266
way/387107361,dc9a64cbc05afead,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,a269a47840280cce1fd728d571472d54849e80047dfa8fca7a4e41cb1b0012e0,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,1869.2446
way/388460383,e04d187b5a6afccd,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,5278431a2186c32b44e71ef367aa3ba934f095b7c7db430b17cf69cc886fa577,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,522.1943
way/388460386,4a18ce956d10790e,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,eed1b8aa106f0db199d9aa2ce96652669d00ac094a4e4c09a2e03491c09db7c7,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,447.4638
way/388460387,dab57de23cfab31e,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,a190b5f4683a0027023491c820aa96485e8626affb07d1722779367d5a5ff0e4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,450.454
way/388460388,2bb2104b824ee36c,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,b93bbc28657576ca2dc3481b9b1f0167090f8cdb54017b8d86be5bcf182e0322,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,416.6109
way/393505346,9ff518bfd78678e6,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,fa3c6ce18b371f5b421dd5fd12cdb8c79356af6e992620d7cfec396f63253578,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,160.6969
way/393510994,f6ae939b36e0efe2,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,0478fd56e5828eb083585ad4845878fe462584a87275e2e8dc0180fda78e61eb,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,369.8604
way/393604893,7fae024a8387c715,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,abb759b80db93c1ce38ceaaf2591be673c849356e6b0e45ca1dd69189435bb58,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,550.6503
way/394093228,5ff998a792035b20,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,AB,A,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,dac9ee716c2741a91cf7041132f04c119f7b0045819b0ac8e5814a9f69161f39,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,258.1164
way/394093232,556240e4ba528969,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,7f2cd289b5e86bf9016d8e3c5b7c9e2ba79340c4328cac8f40ca2c2bdfdd0d47,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,2216.9736
way/394093233,5dc58326be62aa02,GB.ENG.AB.01.ApartmentBuildings.SyAv.001.001,AB,A,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,cbde7c1b1a3d882ce4d8bb4c09f32d0fabca3994315f09dc6b4911182b32f81c,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,143.175
way/394093240,fbb81926b8daa5bd,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,540015ba5c5a81d2e45441ca061da77a3c945709f1cec2ac136963b3ed39cbe8,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,135.2241
way/394682356,e82f583576f5ec7f,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,2b659c844d24d06f2ce41fca6251ae07eabd622b1337ca175628d2cd93c7cd75,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,1002.4232
way/394902414,a70f5575ca4f058d,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,f8ca42abeeda7692d3b883609a46d6c9ea6969a6b276d79deb5908c44ed435d1,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,740.3745
way/395533898,f580d568c49c6287,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,bfb174a001484719debd83159f95e9866a25ff6ea3dbb647d4a67e31da793da3,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,436.3787
way/395632068,e5309775108fa964,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,d31ecf7e15ece1e56c288614e71394453a8678025cabcc5f075dfc02cf3ffe9d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,445.94
way/395632424,b252db3f9c37aa60,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,62534245e2e309888044cd6e07dd8d1863e5fae2f262b5637b7e716663191a06,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,213.0388
way/395878238,c4f639a0c5d6edcc,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,5e22729a0491e5c506c3ac2a8a6bd2af4f4d21ece83f626a5621c5570b1de6fd,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,412.9019
way/396524027,d119bf153bca7019,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,260793ad166c59d828b1315a405d081abd5ed154a2d4d73b8e04e0713d7226c0,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,388.115
way/396595549,58bdcf3b3f3405dc,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,14fb352053142eb41ab76f353eb08f5bf28d86afd0499a5eaf7d1da492fab352,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,423.2765
way/396595551,9ff8d2e48f7ba3e5,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,6207c36f8d7f55054efbbd3b4bebcbc28f2d701520eb51e7ebb3d1384ec7a237,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,327.2258
way/396619819,43cd7f4ff84abad9,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,f262c9af50894c5ee1e288bf609e1aa4daa9c4d23bc94b9b7d4b2c6325a99a29,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,436.3775
way/396622952,440f2de79103410b,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,e44a0ad88ab17e93a9841ce7b9d1576cba067ce7c23803f28e90efb540f94ce9,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,253.1954
way/396929140,36ecf3a1cfa27c89,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,22b83c09c1f0c0a3e6221619dcf9c88f6c18ceb0ffae856d69f1ae5ce4f0a924,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,1264.8656
way/397131470,51c8aa96817118c0,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,fd6f3c720cfa3786b4a4e2190d917c16580789764c958b032a58dffe330604a1,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,398.3235
way/398158944,c3e1359b2cd36036,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,11f092e46d8f59ee338b78367fb971ec517d4f1723285d6c2101b6e8ded3e668,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,2491.6786
way/398158947,df2bbf14b9a27954,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,53e85aa90c8d7f67d5f3e897e573547c85410c1fa9b711f9a3a555657b66f253,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,567.4111
way/398158948,82cbb2b3ebefd20f,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,4d03077e1298d1e230112a1710a4b7b28da0fae8439a6d9777a0f5cd7b7746b8,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,662.1057
way/398158951,7f36bf5b02127c9e,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,2ddf130098ef3e18ad21e76e1e32393d5f50aebf57acc770645ca17642a1d9e2,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,209.8337
way/398158956,403bba2e04ae074c,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,9a8fc8de239bcbd89a1fec120d4e0df5aeef9b2fc948fb6a82479c94c26dc769,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,1523.3375
way/398158958,f33524ec0ca18525,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,bb661d394aa505d3294e5aae71a2fda5d9d5ca161c709054f60d83dafca7859d,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,514.9036
way/398158959,28bc7989ce7ee6b6,GB.ENG.TH.05.Gen.ReEx.001.001,TH,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,f0b0563ae00ee2387b2dda6b585c283653717b96d979eb357017a0b8feab4138,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,672.2368
way/398158963,91ec8792884bc368,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,d840476a1da3948911f8c651d65e6be3b52a18043c7ed419b14b5eea6c0c2a92,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,355.1565
way/398158965,755f10e4633e6d44,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,91a4a1fb96c95d732a6945df8913db6fa27ceee09ac31c7fa0ebbbb715e20d9b,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,403.9089
way/398158967,df70a629c7914610,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,6ebbdec09c0fed6c67dfb77655b8107296e0bd2c17a86b181853c1d8aeb20126,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,353.38
way/398158969,9cda8e7f0430451e,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,2924cf73314eb95209c6dae46259a47cdf772ecb1c71fcb43cbe87649c81a158,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,664.2662
way/409624877,504119630c8bf575,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,1e8dcb9ee61cd5166d74d09e1739f10b24111c4d8e33b15497bb95789ad83266,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,1422.91
way/409624878,737d614b36aff78b,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,7e9d2e4c8d600b544924042c1fbdf28d1091ca2cc5eeee34eba9fae200b0c4c6,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,2113.3635
way/419435179,cc9fc2d0296d33f7,GB.ENG.TH.06.Gen.ReEx.001.001,TH,H,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,88a17f824b652e9280fba86073a2ab1f987e1ca76c678b3380b32d4bc6b840c9,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,755.0868
way/419435181,b8cd7c785023fede,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,11c8e71655a3384ad525f00fef6f9170afaa1a9fe0c7aeff42a74d7c3d2a83d2,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,400.4387
way/419435184,3055e44fe7d7a0fc,GB.ENG.TH.04.Gen.ReEx.001.001,TH,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,f65c9204bef168c0ece860d22f1be9cd224537776096dd594bfe9f0a1cc1b554,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,2507.8235
way/419435188,c1a3d9488a9bfe1f,GB.ENG.TH.06.Gen.ReEx.001.001,TH,I,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,0b8005411881bf4045a8c1a6c307d03767652a1468765cafa664645dd936b2a6,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,2703.0353
way/442591154,96ffdca3de1900b6,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,0fc26e755cc993816fed4d7f2cf32a0eaca86c3b7fc855a14694d46865948198,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,919.3078
way/51781396,0567d9cb0dc88410,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,604ab6e9d2bb8bef7abf10dd81b8872900b23952bb839dfeec0ebbc951768b0c,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,5307.5277
way/51781397,236b3b62d1129cda,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,427dcc3a587d3f2463820054b9701e82d6c55bc6d16491b9917fb3f689bad821,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,5481.8728
way/51781407,ed827c956e9f57f1,GB.ENG.AB.04.Gen.ReEx.001.001,AB,E,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,92200fd0cb4f1c31aefe2dbb62f61e05d46101674bbac683b7bd73f5ad9fcbf7,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,6124.7365
way/554859553,7df6a1a199fd333e,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,3bf3ea6b8bd166ff4e2cd11b191c3e79ccfacb6e7f1e3ba4aae8890cd067cd18,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,940.0947
way/554859554,9691bb3ce9591348,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,7c2a5113e5fdd0543412f58222baed936b1a627011c1a3d40457243c14535bb3,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,2161.9806
way/554859555,575a090a2fc288d4,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,8c34b82d2e4751fc8a35a198af65517c24fa454bb970fadd0f5b5ec7e23ca229,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,1475.0448
way/554859556,6254e2c2d0b6dbe8,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,L,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,220a105518a9a61775a327706179098ce5da1b89fd922c92d85e1758405139e4,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,3097.0788
way/554859561,89e89d65ed1ebf06,GB.ENG.AB.04-08.ApartmentBuildings.SyAv.005.001,AB,G,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,902369db68e01fa2f55546da6349ca2484ebf8a98b1ca08d72b6c5a88ea2a242,379d10100e944b1074a6987f3a7d1002c4b642a874a1ebb5d03fb934fd04f745,471.1404
