Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W]
01:50:00,5.262680E-01,2.222409E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.310492E+03,2.904702E-01,2.628685E+03,6.251819E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.334991E+04,2.371128E+00,2.145813E+04,5.103403E+04,4.072859E-01,1.715569E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.084767E+03,2.930399E-01,3.185818E+03,6.544811E+03,4.068197E-01,1.714424E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.084767E+03,2.234262E-01,2.021953E+03,4.808825E+03
02:00:00,5.361172E-01,2.246600E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.328589E+03,2.904702E-01,2.610588E+03,6.233192E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.349764E+04,2.371128E+00,2.131041E+04,5.088198E+04,4.121827E-01,1.727596E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.098687E+03,2.944170E-01,3.194918E+03,6.570667E+03,4.117175E-01,1.726453E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.098687E+03,2.234262E-01,2.008033E+03,4.794497E+03
02:10:00,5.454456E-01,2.269511E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.342161E+03,2.904702E-01,2.597016E+03,6.219227E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.360843E+04,2.371128E+00,2.119962E+04,5.076798E+04,4.169481E-01,1.739300E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.109127E+03,2.957201E-01,3.206261E+03,6.597998E+03,4.164806E-01,1.738152E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.109127E+03,2.234262E-01,1.997594E+03,4.783755E+03
02:20:00,5.542067E-01,2.291029E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.355734E+03,2.904702E-01,2.583443E+03,6.205257E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.371922E+04,2.371128E+00,2.108882E+04,5.065394E+04,4.216142E-01,1.750761E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.119567E+03,2.969687E-01,3.216693E+03,6.623689E+03,4.211444E-01,1.749607E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.119567E+03,2.234262E-01,1.987154E+03,4.773010E+03
02:30:00,5.624005E-01,2.311154E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.369306E+03,2.904702E-01,2.569871E+03,6.191291E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.383001E+04,2.371128E+00,2.097803E+04,5.053993E+04,4.262003E-01,1.762025E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.130006E+03,2.981756E-01,3.226430E+03,6.648067E+03,4.257278E-01,1.760865E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.130006E+03,2.234262E-01,1.976714E+03,4.762267E+03
02:40:00,5.703185E-01,2.330602E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.382879E+03,2.904702E-01,2.556298E+03,6.177326E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.394081E+04,2.371128E+00,2.086724E+04,5.042594E+04,4.307214E-01,1.773130E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.140446E+03,2.993428E-01,3.235502E+03,6.671181E+03,4.302457E-01,1.771961E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.140446E+03,2.234262E-01,1.966274E+03,4.751526E+03
02:50:00,5.780478E-01,2.349586E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.396451E+03,2.904702E-01,2.542726E+03,6.163357E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.405160E+04,2.371128E+00,2.075644E+04,5.031190E+04,4.351939E-01,1.784115E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.150886E+03,3.004761E-01,3.244006E+03,6.693171E+03,4.347144E-01,1.782937E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.150886E+03,2.234262E-01,1.955834E+03,4.740780E+03
03:00:00,5.856780E-01,2.368327E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.410024E+03,2.904702E-01,2.529153E+03,6.149390E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.416239E+04,2.371128E+00,2.064565E+04,5.019789E+04,4.396394E-01,1.795033E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.161326E+03,3.015779E-01,3.251985E+03,6.714119E+03,4.391540E-01,1.793841E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.161326E+03,2.234262E-01,1.945395E+03,4.730038E+03
03:10:00,5.933231E-01,2.387104E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.423596E+03,2.904702E-01,2.515581E+03,6.135421E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.427319E+04,2.371128E+00,2.053486E+04,5.008386E+04,4.440437E-01,1.805851E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.171766E+03,3.026268E-01,3.259080E+03,6.733478E+03,4.435557E-01,1.804652E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.171766E+03,2.234262E-01,1.934955E+03,4.719292E+03
03:20:00,6.011288E-01,2.406275E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.437169E+03,2.904702E-01,2.502008E+03,6.121455E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.438398E+04,2.371128E+00,2.042406E+04,4.996986E+04,4.483981E-01,1.816546E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.182205E+03,3.036298E-01,3.265407E+03,6.751437E+03,4.479073E-01,1.815340E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.182205E+03,2.234262E-01,1.924515E+03,4.708550E+03
03:30:00,6.091705E-01,2.426026E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.450741E+03,2.904702E-01,2.488436E+03,6.107486E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.449477E+04,2.371128E+00,2.031327E+04,4.985582E+04,4.526989E-01,1.827109E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.192645E+03,3.045889E-01,3.271000E+03,6.768050E+03,4.522058E-01,1.825898E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.192645E+03,2.234262E-01,1.914075E+03,4.697805E+03
03:40:00,6.172193E-01,2.445795E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.464314E+03,2.904702E-01,2.474863E+03,6.093520E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.460557E+04,2.371128E+00,2.020248E+04,4.974182E+04,4.569439E-01,1.837535E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.203085E+03,3.055045E-01,3.275866E+03,6.783341E+03,4.564487E-01,1.836319E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.203085E+03,2.234262E-01,1.903635E+03,4.687063E+03
03:50:00,6.252372E-01,2.465488E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.477886E+03,2.904702E-01,2.461291E+03,6.079555E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.471636E+04,2.371128E+00,2.009169E+04,4.962782E+04,4.611268E-01,1.847809E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.213525E+03,3.063775E-01,3.280018E+03,6.797336E+03,4.606298E-01,1.846588E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.213525E+03,2.234262E-01,1.893196E+03,4.676321E+03
04:00:00,6.331815E-01,2.484999E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.491459E+03,2.904702E-01,2.447718E+03,6.065585E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.482715E+04,2.371128E+00,1.998089E+04,4.951378E+04,4.652509E-01,1.857938E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.223965E+03,3.072138E-01,3.283560E+03,6.810194E+03,4.647522E-01,1.856713E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.223965E+03,2.234262E-01,1.882756E+03,4.665575E+03
04:10:00,6.410607E-01,2.504352E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.500507E+03,2.904702E-01,2.438670E+03,6.056277E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.490102E+04,2.371128E+00,1.990703E+04,4.943780E+04,4.693170E-01,1.867925E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.230924E+03,3.080382E-01,3.290381E+03,6.826143E+03,4.688168E-01,1.866696E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.230924E+03,2.234262E-01,1.875796E+03,4.658416E+03
04:20:00,6.489015E-01,2.523609E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.509555E+03,2.904702E-01,2.429622E+03,6.046963E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.497488E+04,2.371128E+00,1.983317E+04,4.936178E+04,4.733246E-01,1.877768E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.237884E+03,3.088504E-01,3.296999E+03,6.841592E+03,4.728231E-01,1.876536E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.237884E+03,2.234262E-01,1.868836E+03,4.651252E+03
04:30:00,6.567108E-01,2.542790E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.518604E+03,2.904702E-01,2.420573E+03,6.037650E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.504874E+04,2.371128E+00,1.975931E+04,4.928575E+04,4.772734E-01,1.887467E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.244844E+03,3.096487E-01,3.303382E+03,6.856503E+03,4.767708E-01,1.886232E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.244844E+03,2.234262E-01,1.861876E+03,4.644088E+03
04:40:00,6.644906E-01,2.561898E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.527652E+03,2.904702E-01,2.411525E+03,6.028342E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.512260E+04,2.371128E+00,1.968544E+04,4.920976E+04,4.811592E-01,1.897011E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.251804E+03,3.104305E-01,3.309492E+03,6.870827E+03,4.806557E-01,1.895774E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.251804E+03,2.234262E-01,1.854916E+03,4.636928E+03
04:50:00,6.722610E-01,2.580983E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.536700E+03,2.904702E-01,2.402477E+03,6.019028E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.519646E+04,2.371128E+00,1.961158E+04,4.913374E+04,4.849854E-01,1.906408E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.258764E+03,3.115193E-01,3.320734E+03,6.892876E+03,4.844810E-01,1.905169E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.258764E+03,2.234262E-01,1.847956E+03,4.629764E+03
05:00:00,6.800518E-01,2.600118E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.545749E+03,2.904702E-01,2.393428E+03,6.009719E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.527033E+04,2.371128E+00,1.953772E+04,4.905775E+04,4.887530E-01,1.915662E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.265724E+03,3.129011E-01,3.336874E+03,6.922194E+03,4.882480E-01,1.914421E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.265724E+03,2.234262E-01,1.840997E+03,4.622604E+03
05:10:00,6.878461E-01,2.619261E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.536700E+03,2.904702E-01,2.402477E+03,6.019028E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.519646E+04,2.371128E+00,1.961158E+04,4.913374E+04,4.924620E-01,1.924771E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.258764E+03,3.147124E-01,3.374115E+03,6.976536E+03,4.919565E-01,1.923530E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.258764E+03,2.234262E-01,1.847956E+03,4.629764E+03
05:20:00,6.956096E-01,2.638329E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.527652E+03,2.904702E-01,2.411525E+03,6.028342E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.512260E+04,2.371128E+00,1.968544E+04,4.920976E+04,4.961121E-01,1.933736E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.251804E+03,3.169324E-01,3.418186E+03,7.040978E+03,4.956063E-01,1.932494E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.251804E+03,2.234262E-01,1.854916E+03,4.636928E+03
05:30:00,7.033253E-01,2.657279E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.518604E+03,2.904702E-01,2.420573E+03,6.037650E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.504874E+04,2.371128E+00,1.975931E+04,4.928575E+04,4.997001E-01,1.942549E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.244844E+03,3.196054E-01,3.469831E+03,7.116626E+03,4.991941E-01,1.941306E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.244844E+03,2.234262E-01,1.861876E+03,4.644088E+03
05:40:00,7.109899E-01,2.676104E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.509555E+03,2.904702E-01,2.429622E+03,6.046963E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.497488E+04,2.371128E+00,1.983317E+04,4.936178E+04,5.032281E-01,1.951214E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.237884E+03,3.226202E-01,3.527191E+03,7.200598E+03,5.027222E-01,1.949971E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.237884E+03,2.234262E-01,1.868836E+03,4.651252E+03
05:50:00,7.185995E-01,2.694794E+04,2.904702E-01,0.000000E+00,0.000000E+00,2.904702E-01,5.500507E+03,2.904702E-01,2.438670E+03,6.056277E+03,2.371128E+00,1.341431E+05,2.371128E+00,0.000000E+00,0.000000E+00,2.371128E+00,4.490102E+04,2.371128E+00,1.990703E+04,4.943780E+04,5.066966E-01,1.959733E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.230924E+03,3.256669E-01,3.585082E+03,7.284959E+03,5.061909E-01,1.958491E+04,2.234262E-01,0.000000E+00,0.000000E+00,2.234262E-01,4.230924E+03,2.234262E-01,1.875796E+03,4.658416E+03
