building_id,n_surfaces_checked,n_defective_surfaces,first_defect_kind,first_defect_angle_deg,first_defect_edge_m,defect_on_footprint_ring,has_interzone_partner
BATIMENT0000000240880019_part0,24,0,,,,,
BATIMENT0000000240880020_part0,180,0,,,,,
BATIMENT0000000240880021_part0,56,0,,,,,
BATIMENT0000000240880022_part0,24,0,,,,,
BATIMENT0000000240880176_part0,24,0,,,,,
BATIMENT0000000240880177_part0,28,0,,,,,
BATIMENT0000000240880179_part0,29,0,,,,,
BATIMENT0000000240880186_part0,112,0,,,,,
BATIMENT0000000240880188_part0,24,0,,,,,
BATIMENT0000000240880189_part0,6,0,,,,,
BATIMENT0000000240880192_part0,119,14,collinear,179.981535,1.3,Y,N
BATIMENT0000000240880193_part0,48,0,,,,,
BATIMENT0000000240880199_part0,50,0,,,,,
BATIMENT0000000240880200_part0,68,0,,,,,
BATIMENT0000000240880201_part0,9,0,,,,,
BATIMENT0000000240880203_part0,60,0,,,,,
BATIMENT0000000240880204_part0,40,0,,,,,
BATIMENT0000000240880205_part0,245,0,,,,,
BATIMENT0000000240880209_part0,36,0,,,,,
BATIMENT0000000240880212_part0,36,0,,,,,
BATIMENT0000000240880126_part0,68,0,,,,,
BATIMENT0000000240880127_part0,110,0,,,,,
BATIMENT0000000240880128_part0,44,0,,,,,
BATIMENT0000000240880129_part0,52,0,,,,,
BATIMENT0000000240880130_part0,60,0,,,,,
BATIMENT0000000240880133_part0,32,0,,,,,
BATIMENT0000000240880140_part0,40,0,,,,,
BATIMENT0000000240880144_part0,192,0,,,,,
BATIMENT0000000240879984_part0,34,0,,,,,
BATIMENT0000000240879985_part0,44,0,,,,,
BATIMENT0000000240879986_part0,100,0,,,,,
BATIMENT0000000240879989_part0,518,14,collinear,179.994282,1.41520352,Y,N
BATIMENT0000000240879990_part0,84,0,,,,,
BATIMENT0000000240879994_part0,84,0,,,,,
BATIMENT0000000240879995_part0,224,0,,,,,
BATIMENT0000000240879996_part0,294,0,,,,,
BATIMENT0000000240880255_part0,36,0,,,,,
BATIMENT0000000240880260_part0,48,0,,,,,
BATIMENT0000000240880261_part0,40,0,,,,,
BATIMENT0000000240880262_part0,70,0,,,,,
BATIMENT0000000240880263_part0,56,0,,,,,
BATIMENT0000000240880267_part0,40,0,,,,,
BATIMENT0000000240880268_part0,24,0,,,,,
BATIMENT0000000240880269_part0,44,0,,,,,
BATIMENT0000000240880213_part0,84,0,,,,,
BATIMENT0000000240880214_part0,12,0,,,,,
BATIMENT0000000240880215_part0,32,0,,,,,
BATIMENT0000000240880216_part0,28,0,,,,,
BATIMENT0000000240880217_part0,200,0,,,,,
BATIMENT0000000240880218_part0,7,0,,,,,
BATIMENT0000000240880225_part0,40,0,,,,,
BATIMENT0000000240880226_part0,15,0,,,,,
BATIMENT0000000240880573_part0,48,0,,,,,
BATIMENT0000000240880574_part0,204,0,,,,,
BATIMENT0000000240880609_part0,64,0,,,,,
BATIMENT0000000240880613_part0,44,0,,,,,
BATIMENT0000000240880615_part0,24,0,,,,,
BATIMENT0000000240880617_part0,32,0,,,,,
BATIMENT0000000240880624_part0,60,0,,,,,
BATIMENT0000000240880627_part0,135,0,,,,,
BATIMENT0000000240880245_part0,81,6,collinear,179.984934,0.3,Y,N
BATIMENT0000000240880246_part0,85,0,,,,,
BATIMENT0000000240880247_part0,36,0,,,,,
BATIMENT0000000240880248_part0,40,0,,,,,
BATIMENT0000000240880250_part0,44,0,,,,,
BATIMENT0000000240880251_part0,52,0,,,,,
BATIMENT0000000240880253_part0,207,0,,,,,
BATIMENT0000000240880254_part0,77,0,,,,,
BATIMENT0000000240880628_part0,68,0,,,,,
BATIMENT0000000240880629_part0,36,0,,,,,
BATIMENT0000000240880630_part0,36,0,,,,,
BATIMENT0000000240880637_part0,70,0,,,,,
BATIMENT0000000240880638_part0,72,0,,,,,
BATIMENT0000000240880639_part0,29,2,collinear,179.939344,0.72055604,Y,N
BATIMENT0000000240880640_part0,40,0,,,,,
BATIMENT0000000240880642_part0,128,0,,,,,
BATIMENT0000000240880271_part0,54,0,,,,,
BATIMENT0000000240880340_part0,77,0,,,,,
BATIMENT0000000240880341_part0,36,0,,,,,
BATIMENT0000000240880343_part0,44,0,,,,,
BATIMENT0000000240880344_part0,203,0,,,,,
BATIMENT0000000240880346_part0,144,0,,,,,
BATIMENT0000000240880347_part0,70,0,,,,,
BATIMENT0000000240880349_part0,38,2,collinear,179.90829,1.75594818,Y,N
BATIMENT0000000240880227_part0,36,0,,,,,
BATIMENT0000000240880228_part0,124,8,collinear,179.942761,0.4,Y,N
BATIMENT0000000240880229_part0,32,0,,,,,
BATIMENT0000000240880233_part0,36,0,,,,,
BATIMENT0000000240880236_part0,198,0,,,,,
BATIMENT0000000240880238_part0,81,0,,,,,
BATIMENT0000000240880239_part0,72,0,,,,,
BATIMENT0000000240880244_part0,315,0,,,,,
BATIMENT0000000240880480_part0,44,0,,,,,
BATIMENT0000000240880485_part0,52,0,,,,,
BATIMENT0000000240880566_part0,60,0,,,,,
BATIMENT0000000240880567_part0,52,8,collinear,179.982452,1.82565112,Y,N
BATIMENT0000000240880569_part0,104,0,,,,,
BATIMENT0000000240880570_part0,198,0,,,,,
BATIMENT0000000240880571_part0,32,0,,,,,
BATIMENT0000000240880572_part0,51,10,collinear,179.941212,0.39775621,Y,N
BATIMENT0000000240880646_part0,152,2,collinear,180.0,0.099,Y,N
BATIMENT0000000240880649_part0,44,0,,,,,
BATIMENT0000000240881070_part0,36,0,,,,,
BATIMENT0000000240881074_part0,92,0,,,,,
BATIMENT0000000240881077_part0,55,0,,,,,
BATIMENT0000000240881078_part0,36,0,,,,,
BATIMENT0000000240881079_part0,40,0,,,,,
BATIMENT0000000240881080_part0,36,0,,,,,
BATIMENT0000000240880397_part0,174,0,,,,,
BATIMENT0000000240880400_part0,351,97,collinear,179.996268,1.62013395,Y,N
BATIMENT0000000240880404_part0,60,0,,,,,
BATIMENT0000000240880407_part0,52,0,,,,,
BATIMENT0000000240880408_part0,104,0,,,,,
BATIMENT0000000240880409_part0,70,0,,,,,
BATIMENT0000000240880414_part0,28,0,,,,,
BATIMENT0000000240880416_part0,48,0,,,,,
BATIMENT0000000240881081_part0,32,0,,,,,
BATIMENT0000000240881082_part0,60,0,,,,,
BATIMENT0000000240881083_part0,24,0,,,,,
BATIMENT0000000240881084_part0,32,0,,,,,
BATIMENT0000000240881085_part0,24,0,,,,,
BATIMENT0000000240881087_part0,40,0,,,,,
BATIMENT0000000240881088_part0,27,2,collinear,179.983163,0.6,Y,N
BATIMENT0000000240881089_part0,12,0,,,,,
BATIMENT0000000240880352_part0,36,0,,,,,
BATIMENT0000000240880353_part0,84,0,,,,,
BATIMENT0000000240880356_part0,184,0,,,,,
BATIMENT0000000240880359_part0,78,0,,,,,
BATIMENT0000000240880362_part0,60,0,,,,,
BATIMENT0000000240880366_part0,40,0,,,,,
BATIMENT0000000240880367_part0,224,16,collinear,179.954598,3.65024999,Y,N
BATIMENT0000000240880370_part0,84,0,,,,,
BATIMENT0000000240881125_part0,297,2,collinear,179.957778,0.19190883,Y,N
BATIMENT0000000240881126_part0,56,0,,,,,
BATIMENT0000000240881127_part0,66,0,,,,,
BATIMENT0000000240881128_part0,80,0,,,,,
BATIMENT0000000240881129_part0,28,0,,,,,
BATIMENT0000000240881130_part0,32,0,,,,,
BATIMENT0000000240881131_part0,28,0,,,,,
BATIMENT0000000240881132_part0,64,0,,,,,
BATIMENT0000000240881090_part0,40,0,,,,,
BATIMENT0000000240881095_part0,42,0,,,,,
BATIMENT0000000240881096_part0,104,0,,,,,
BATIMENT0000000240881097_part0,36,0,,,,,
BATIMENT0000000240881098_part0,80,0,,,,,
BATIMENT0000000240881101_part0,60,0,,,,,
BATIMENT0000000240881103_part0,211,0,,,,,
BATIMENT0000000240881104_part0,44,0,,,,,
BATIMENT0000000240881207_part0,40,0,,,,,
BATIMENT0000000240881209_part0,80,0,,,,,
BATIMENT0000000240881210_part0,117,0,,,,,
BATIMENT0000000240881211_part0,88,0,,,,,
BATIMENT0000000240881212_part0,11,0,,,,,
BATIMENT0000000240881213_part0,56,0,,,,,
BATIMENT0000000240881214_part0,56,0,,,,,
BATIMENT0000000240881215_part0,43,0,,,,,
BATIMENT0000000240881106_part0,120,0,,,,,
BATIMENT0000000240881107_part0,160,0,,,,,
BATIMENT0000000240881119_part0,63,0,,,,,
BATIMENT0000000240881120_part0,112,0,,,,,
BATIMENT0000000240881121_part0,32,0,,,,,
BATIMENT0000000240881122_part0,223,0,,,,,
BATIMENT0000000240881123_part0,209,0,,,,,
BATIMENT0000000240881124_part0,104,0,,,,,
BATIMENT0000000240881367_part0,60,0,,,,,
BATIMENT0000000240881368_part0,24,0,,,,,
BATIMENT0000000240881377_part0,48,0,,,,,
BATIMENT0000000240881396_part0,24,0,,,,,
BATIMENT0000000240881409_part0,24,0,,,,,
BATIMENT0000000240881451_part0,44,0,,,,,
BATIMENT0000000240881520_part0,84,0,,,,,
BATIMENT0000000240881521_part0,30,0,,,,,
BATIMENT0000000240881191_part0,182,0,,,,,
BATIMENT0000000240881192_part0,234,0,,,,,
BATIMENT0000000240881193_part0,80,0,,,,,
BATIMENT0000000240881194_part0,64,0,,,,,
BATIMENT0000000240881195_part0,72,0,,,,,
BATIMENT0000000240881196_part0,84,0,,,,,
BATIMENT0000000240881205_part0,36,0,,,,,
BATIMENT0000000240881206_part0,72,0,,,,,
BATIMENT0000000240881134_part0,174,0,,,,,
BATIMENT0000000240881136_part0,84,0,,,,,
BATIMENT0000000240881139_part0,91,0,,,,,
BATIMENT0000000240881141_part0,36,0,,,,,
BATIMENT0000000240881142_part0,24,0,,,,,
BATIMENT0000000240881143_part0,182,0,,,,,
BATIMENT0000000240881144_part0,28,0,,,,,
BATIMENT0000000240881145_part0,225,3,proximity,,0.003,N,N
BATIMENT0000000240880371_part0,32,0,,,,,
BATIMENT0000000240880372_part0,98,0,,,,,
BATIMENT0000000240880374_part0,225,0,,,,,
BATIMENT0000000240880377_part0,168,0,,,,,
BATIMENT0000000240880378_part0,189,0,,,,,
BATIMENT0000000240880380_part0,613,154,collinear,179.984361,2.0826111,Y,N
BATIMENT0000000240880382_part0,48,0,,,,,
BATIMENT0000000240880383_part0,280,0,,,,,
BATIMENT0000000240881545_part0,68,0,,,,,
BATIMENT0000000240881546_part0,15,0,,,,,
BATIMENT0000000240881547_part0,48,0,,,,,
BATIMENT0000000240881548_part0,52,0,,,,,
BATIMENT0000000240881550_part0,48,0,,,,,
BATIMENT0000000240881552_part0,30,0,,,,,
BATIMENT0000000240881554_part0,27,0,,,,,
BATIMENT0000000240881556_part0,52,0,,,,,
BATIMENT0000000240880384_part0,604,80,collinear,179.912076,5.98792259,Y,N
BATIMENT0000000240880388_part0,219,0,,,,,
BATIMENT0000000240880390_part0,28,0,,,,,
BATIMENT0000000240880391_part0,48,0,,,,,
BATIMENT0000000240880393_part0,182,0,,,,,
BATIMENT0000000240880394_part0,243,0,,,,,
BATIMENT0000000240880395_part0,190,0,,,,,
BATIMENT0000000240880396_part0,174,0,,,,,
BATIMENT0000000240881174_part0,44,0,,,,,
BATIMENT0000000240881175_part0,40,0,,,,,
BATIMENT0000000240881178_part0,104,0,,,,,
BATIMENT0000000240881180_part0,176,0,,,,,
BATIMENT0000000240881181_part0,48,0,,,,,
BATIMENT0000000240881184_part0,63,0,,,,,
BATIMENT0000000240881185_part0,64,0,,,,,
BATIMENT0000000240881188_part0,191,0,,,,,
BATIMENT0000000240881522_part0,40,0,,,,,
BATIMENT0000000240881523_part0,56,0,,,,,
BATIMENT0000000240881524_part0,63,0,,,,,
BATIMENT0000000240881525_part0,27,0,,,,,
BATIMENT0000000240881527_part0,192,0,,,,,
BATIMENT0000000240881528_part0,18,0,,,,,
BATIMENT0000000240881529_part0,28,0,,,,,
BATIMENT0000000240881531_part0,34,6,collinear,179.92315,1.17766039,Y,N
BATIMENT0000000240881160_part0,126,0,,,,,
BATIMENT0000000240881162_part0,36,0,,,,,
BATIMENT0000000240881165_part0,447,147,proximity,,0.001,N,Y
BATIMENT0000000240881166_part0,168,0,,,,,
BATIMENT0000000240881167_part0,96,0,,,,,
BATIMENT0000000240881168_part0,32,0,,,,,
BATIMENT0000000240881171_part0,36,0,,,,,
BATIMENT0000000240881172_part0,28,0,,,,,
BATIMENT0000000240881532_part0,32,0,,,,,
BATIMENT0000000240881533_part0,8,0,,,,,
BATIMENT0000000240881534_part0,210,0,,,,,
BATIMENT0000000240881536_part0,28,0,,,,,
BATIMENT0000000240881538_part0,48,0,,,,,
BATIMENT0000000240881539_part0,194,0,,,,,
BATIMENT0000000240881540_part0,112,0,,,,,
BATIMENT0000000240881541_part0,13,2,collinear,179.966336,0.7,Y,N
BATIMENT0000000240881146_part0,231,0,,,,,
BATIMENT0000000240881147_part0,233,0,,,,,
BATIMENT0000000240881148_part0,91,0,,,,,
BATIMENT0000000240881149_part0,72,0,,,,,
BATIMENT0000000240881150_part0,190,0,,,,,
BATIMENT0000000240881152_part0,48,0,,,,,
BATIMENT0000000240881156_part0,104,0,,,,,
BATIMENT0000000240881158_part0,52,0,,,,,
BATIMENT0000000240881268_part0,80,0,,,,,
BATIMENT0000000240881269_part0,36,0,,,,,
BATIMENT0000000240881270_part0,32,0,,,,,
BATIMENT0000000240881271_part0,66,0,,,,,
BATIMENT0000000240881272_part0,197,0,,,,,
BATIMENT0000000240881273_part0,105,0,,,,,
BATIMENT0000000240881274_part0,72,0,,,,,
BATIMENT0000000240881276_part0,68,0,,,,,
BATIMENT0000000240881318_part0,84,0,,,,,
BATIMENT0000000240881319_part0,180,0,,,,,
BATIMENT0000000240881321_part0,44,0,,,,,
BATIMENT0000000240881322_part0,63,0,,,,,
BATIMENT0000000240881324_part0,70,0,,,,,
BATIMENT0000000240881328_part0,42,0,,,,,
BATIMENT0000000240881335_part0,22,0,,,,,
BATIMENT0000000240881348_part0,216,0,,,,,
BATIMENT0000000240881280_part0,168,0,,,,,
BATIMENT0000000240881290_part0,64,0,,,,,
BATIMENT0000000240881294_part0,213,0,,,,,
BATIMENT0000000240881304_part0,168,0,,,,,
BATIMENT0000000240881308_part0,266,0,,,,,
BATIMENT0000000240881312_part0,60,0,,,,,
BATIMENT0000000240881313_part0,48,0,,,,,
BATIMENT0000000240881314_part0,48,0,,,,,
BATIMENT0000000357175644_part0,195,26,collinear,179.979816,12.31313465,Y,N
way/1054662329,6,0,,,,,
way/1054662331,6,0,,,,,
way/1054662332,7,0,,,,,
way/1054662333,6,0,,,,,
way/1054662336,6,0,,,,,
way/1054785374,18,0,,,,,
way/1054785375,6,0,,,,,
BATIMENT0000000240881217_part0,36,0,,,,,
BATIMENT0000000240881218_part0,215,0,,,,,
BATIMENT0000000240881220_part0,230,0,,,,,
BATIMENT0000000240881221_part0,119,0,,,,,
BATIMENT0000000240881222_part0,63,0,,,,,
BATIMENT0000000240881223_part0,48,0,,,,,
BATIMENT0000000240881224_part0,48,0,,,,,
BATIMENT0000000240881225_part0,44,0,,,,,
way/1055163043,9,0,,,,,
way/1055163044,8,0,,,,,
way/1055232796,11,0,,,,,
way/1055232801,6,0,,,,,
way/1055232802,9,0,,,,,
way/1055232803,9,0,,,,,
way/1055232806,8,0,,,,,
way/1055232808,12,0,,,,,
way/1056016639,6,0,,,,,
way/1056016640,6,0,,,,,
way/1056162837,6,0,,,,,
way/1056162838,6,0,,,,,
way/1056162839,6,0,,,,,
way/1056456195,6,0,,,,,
way/1056456198,6,0,,,,,
way/1056456200,6,0,,,,,
BATIMENT0000000240881226_part0,202,0,,,,,
BATIMENT0000000240881227_part0,36,0,,,,,
BATIMENT0000000240881228_part0,80,0,,,,,
BATIMENT0000000240881229_part0,44,0,,,,,
BATIMENT0000000240881230_part0,278,0,,,,,
BATIMENT0000000240881232_part0,90,0,,,,,
BATIMENT0000000240881265_part0,48,0,,,,,
BATIMENT0000000240881266_part0,52,0,,,,,
way/1055232811,7,0,,,,,
way/1055539059,6,0,,,,,
way/1055642104,7,0,,,,,
way/1055854771,10,0,,,,,
way/1055854784,6,0,,,,,
way/1056016621,6,0,,,,,
way/1056016623,6,0,,,,,
way/1056016627,6,0,,,,,
way/1056849907,7,0,,,,,
way/1056849909,7,0,,,,,
way/1056849910,6,0,,,,,
way/1056849913,7,2,collinear,179.939584,1.74266118,Y,N
way/1057072198,7,0,,,,,
way/1057072199,7,0,,,,,
way/1057093127,7,0,,,,,
way/1057093128,10,0,,,,,
way/1054785376,7,2,collinear,179.977169,3.78001071,Y,N
way/1054785377,7,0,,,,,
way/1054785378,9,2,collinear,179.954121,1.14000175,Y,N
way/1054785379,7,2,collinear,179.909688,4.94219587,Y,N
way/1054785380,7,0,,,,,
way/1054785382,36,0,,,,,
way/1054901275,6,0,,,,,
way/1054901278,6,0,,,,,
way/1054901281,6,0,,,,,
way/1054901285,7,0,,,,,
way/1055004682,6,0,,,,,
way/1055004684,6,0,,,,,
way/1055004688,6,0,,,,,
way/1055090350,8,0,,,,,
way/1055090352,12,2,collinear,179.960824,4.55382751,Y,N
way/1055163040,6,0,,,,,
way/1057093131,36,0,,,,,
way/1057093132,7,0,,,,,
way/1057093133,7,0,,,,,
way/1057093134,7,0,,,,,
way/1057093135,7,0,,,,,
way/1057093136,36,0,,,,,
way/1057529438,6,0,,,,,
way/1057529439,6,0,,,,,
way/1057778435,6,0,,,,,
way/1057778436,6,0,,,,,
way/1057778437,6,0,,,,,
way/1057778443,6,0,,,,,
way/1057778445,6,0,,,,,
way/1057778446,6,0,,,,,
way/1057778448,7,0,,,,,
way/1057778449,6,0,,,,,
way/1057778453,6,0,,,,,
way/1057823423,27,0,,,,,
way/1058042184,6,0,,,,,
way/1058042194,8,0,,,,,
way/1058147234,6,0,,,,,
way/1058147236,6,0,,,,,
way/1058252089,8,0,,,,,
way/1058252090,6,0,,,,,
way/1057778426,6,0,,,,,
way/1057778428,6,0,,,,,
way/1057778429,6,0,,,,,
way/1057778430,6,0,,,,,
way/1057778431,6,0,,,,,
way/1057778432,9,0,,,,,
way/1057778433,6,0,,,,,
way/1057778434,6,0,,,,,
way/1056562078,6,0,,,,,
way/1056562090,6,0,,,,,
way/1056576462,7,0,,,,,
way/1056576463,7,0,,,,,
way/1056576468,9,0,,,,,
way/1056576469,6,0,,,,,
way/1056576472,8,0,,,,,
way/1056849906,6,0,,,,,
way/1058252093,6,0,,,,,
way/1058252094,6,0,,,,,
way/1058252097,6,0,,,,,
way/1058252098,6,0,,,,,
way/1058252101,7,2,collinear,179.968156,2.0050217,Y,N
way/1058252111,6,0,,,,,
way/1058252113,7,0,,,,,
way/1058252115,6,0,,,,,
way/1057529442,39,0,,,,,
way/1057529443,39,0,,,,,
way/1057529444,8,0,,,,,
way/1057529445,8,0,,,,,
way/1057529452,6,0,,,,,
way/1057778423,6,0,,,,,
way/1057778424,6,0,,,,,
way/1057778425,6,0,,,,,
way/1058438130,6,0,,,,,
way/1058438131,6,0,,,,,
way/1058438132,6,0,,,,,
way/1060522012,6,0,,,,,
way/1061146999,9,0,,,,,
way/1061147001,9,0,,,,,
way/1061147005,9,0,,,,,
way/1061203027,9,0,,,,,
way/1430302441,6,0,,,,,
way/1430302443,6,0,,,,,
way/1430302476,6,0,,,,,
way/1430302479,6,0,,,,,
way/1430302487,6,0,,,,,
way/1430302490,6,0,,,,,
way/1430536824,6,0,,,,,
way/1430536825,7,0,,,,,
way/1058252118,30,0,,,,,
way/1058252128,7,0,,,,,
way/1058438116,6,0,,,,,
way/1058438118,6,0,,,,,
way/1058438123,6,0,,,,,
way/1058438127,6,0,,,,,
way/1058438128,6,0,,,,,
way/1058438129,6,0,,,,,
way/1430536838,6,0,,,,,
way/1430536862,6,0,,,,,
way/1430536865,6,0,,,,,
way/1430536874,6,0,,,,,
way/1430536885,7,2,collinear,179.922664,2.24101696,Y,N
way/1430536894,6,0,,,,,
way/1430549426,6,0,,,,,
way/1430549427,7,0,,,,,
way/1430549438,6,0,,,,,
way/1430549439,6,0,,,,,
way/1430549447,6,0,,,,,
way/1430549449,6,0,,,,,
way/1430549450,6,0,,,,,
way/1430549457,6,0,,,,,
way/1430549458,6,0,,,,,
way/1430549467,6,0,,,,,
way/1433576720,6,0,,,,,
way/1433576722,6,0,,,,,
way/1433576727,6,0,,,,,
way/1435853777,18,0,,,,,
way/1452468873,7,2,collinear,179.978121,3.94033019,Y,N
way/1474894647,7,2,collinear,179.953037,1.27476194,Y,N
way/1474894648,6,0,,,,,
way/1474894649,6,0,,,,,
way/1061203028,9,0,,,,,
way/1061203029,9,0,,,,,
way/1061203034,9,0,,,,,
way/1328452202,8,0,,,,,
way/1328452203,6,0,,,,,
way/1328452204,6,0,,,,,
way/1328452205,8,0,,,,,
way/1430302437,6,0,,,,,
way/1430549477,6,0,,,,,
way/1430549479,6,0,,,,,
way/1430549489,6,0,,,,,
way/1430549492,6,0,,,,,
way/1432262694,90,0,,,,,
way/1432575672,6,0,,,,,
way/1432575676,6,0,,,,,
way/1432575694,8,0,,,,,
way/1432575743,6,0,,,,,
way/1432575745,7,2,collinear,179.957071,0.92988817,Y,N
way/1433131818,6,0,,,,,
way/1433131822,6,0,,,,,
way/1433131826,6,0,,,,,
way/1433576700,7,2,collinear,179.943041,2.88759589,Y,N
way/1433576701,7,2,collinear,179.973696,2.91453084,Y,N
way/1433576702,6,0,,,,,
way/1474894650,6,0,,,,,
way/1474894651,7,0,,,,,
way/190348377,52,0,,,,,
way/192335455,7,0,,,,,
way/192335467,6,0,,,,,
way/192335471,6,0,,,,,
way/192335474,6,0,,,,,
way/192335476,8,2,collinear,179.967673,2.5139109,Y,N
way/298846069,6,0,,,,,
way/298846070,6,0,,,,,
way/298846071,6,0,,,,,
way/298846073,6,0,,,,,
way/298846075,6,0,,,,,
way/298846076,6,0,,,,,
way/298846081,6,0,,,,,
way/298846083,6,0,,,,,
way/360977303,8,0,,,,,
way/384337387,16,0,,,,,
way/387107361,44,0,,,,,
way/388460386,18,0,,,,,
way/388460387,18,0,,,,,
way/388460388,6,0,,,,,
way/389891684,7,2,collinear,179.903539,3.51624473,Y,N
way/393505344,8,0,,,,,
way/192335479,6,0,,,,,
way/192335482,6,0,,,,,
way/192335485,6,0,,,,,
way/192335497,18,0,,,,,
way/195649308,52,8,collinear,179.993396,4.37461701,Y,N
way/261272600,18,0,,,,,
way/288548514,6,0,,,,,
way/29093545,36,0,,,,,
way/1432575695,8,0,,,,,
way/1432575696,8,0,,,,,
way/1432575698,9,2,collinear,179.943174,1.19352964,Y,N
way/1432575708,6,0,,,,,
way/1432575722,6,0,,,,,
way/1432575723,6,0,,,,,
way/1432575736,6,0,,,,,
way/1432575737,6,0,,,,,
BATIMENT0000000240881557_part0,693,2,collinear,180.0,0.1,Y,N
BATIMENT0000000240881558_part0,222,0,,,,,
BATIMENT0000000240882144_part0,130,0,,,,,
BATIMENT0000000240882145_part0,52,0,,,,,
BATIMENT0000000240882146_part0,48,0,,,,,
BATIMENT0000000240883749_part0,247,0,,,,,
BATIMENT0000000240883750_part0,220,0,,,,,
BATIMENT0000000357175643_part0,6,0,,,,,
way/360924345,6,0,,,,,
way/360977294,8,0,,,,,
way/360977296,8,0,,,,,
way/360977297,8,0,,,,,
way/360977298,9,0,,,,,
way/360977299,8,0,,,,,
way/360977300,8,0,,,,,
way/360977301,8,0,,,,,
way/328227199,107,0,,,,,
way/328227201,6,0,,,,,
way/360408488,6,0,,,,,
way/360408490,6,0,,,,,
way/360408493,6,0,,,,,
way/360408497,6,0,,,,,
way/360408501,6,0,,,,,
way/360408504,6,0,,,,,
way/360408506,6,0,,,,,
way/360408507,6,0,,,,,
way/360408511,8,0,,,,,
way/360408512,6,0,,,,,
way/360408513,6,0,,,,,
way/360617971,6,0,,,,,
way/360617972,8,2,collinear,179.961632,3.11567713,Y,N
way/360617973,7,0,,,,,
way/298846085,6,0,,,,,
way/298846088,6,0,,,,,
way/298850491,24,0,,,,,
way/298850492,24,0,,,,,
way/298850494,24,0,,,,,
way/298850495,96,12,collinear,179.922298,2.38902323,Y,N
way/328227197,36,0,,,,,
way/328227198,36,0,,,,,
way/393512882,7,0,,,,,
way/393512883,6,0,,,,,
way/393604893,24,0,,,,,
way/393604894,6,0,,,,,
way/393608227,7,0,,,,,
way/393614546,33,0,,,,,
way/394093228,48,0,,,,,
way/394093233,18,0,,,,,
way/393505345,8,0,,,,,
way/393505346,18,0,,,,,
way/393505350,110,0,,,,,
way/393510985,9,0,,,,,
way/393510990,6,0,,,,,
way/393510994,21,0,,,,,
way/393512394,7,2,collinear,179.927541,3.09976935,Y,N
way/393512881,7,0,,,,,
way/394372767,8,0,,,,,
way/394373881,7,2,collinear,179.954469,5.35126611,Y,N
way/394373882,6,0,,,,,
way/394373883,6,0,,,,,
way/394902414,24,0,,,,,
way/394902964,6,0,,,,,
way/395533898,40,0,,,,,
way/395533900,6,0,,,,,
way/394358284,6,0,,,,,
way/394358285,7,0,,,,,
way/394358287,6,0,,,,,
way/394358288,6,0,,,,,
way/394361013,6,0,,,,,
way/394371927,6,0,,,,,
way/394371931,6,0,,,,,
way/394371933,6,0,,,,,
way/395620831,7,2,collinear,179.922567,0.74445416,Y,N
way/395620833,6,0,,,,,
way/395625730,7,0,,,,,
way/395632065,7,0,,,,,
way/395632068,18,0,,,,,
way/395632424,36,0,,,,,
way/395878238,18,0,,,,,
way/396164727,7,2,collinear,179.971583,1.92037496,Y,N
way/396469816,7,0,,,,,
way/396469817,6,0,,,,,
way/396524028,6,0,,,,,
way/396524029,6,0,,,,,
way/396524031,6,0,,,,,
way/396524037,6,0,,,,,
way/396524039,7,0,,,,,
way/396524041,8,0,,,,,
way/394093235,84,0,,,,,
way/394093240,102,0,,,,,
way/394341583,6,0,,,,,
way/394358275,7,0,,,,,
way/394358278,6,0,,,,,
way/394358280,7,0,,,,,
way/394358282,7,2,collinear,179.904735,2.71637277,Y,N
way/394358283,7,2,collinear,179.983051,2.66079236,Y,N
way/398158947,24,0,,,,,
way/398158948,8,0,,,,,
way/398158959,10,0,,,,,
way/398158969,6,0,,,,,
way/409624877,32,0,,,,,
way/419435179,6,0,,,,,
way/419435190,6,0,,,,,
way/422882740,44,0,,,,,
way/396164730,6,0,,,,,
way/396164732,7,0,,,,,
way/396164733,6,0,,,,,
way/396164735,6,0,,,,,
way/396164736,6,0,,,,,
way/396164740,7,0,,,,,
way/396164741,6,0,,,,,
way/396164743,6,0,,,,,
way/395533901,7,2,collinear,179.937802,0.95379767,Y,N
way/395533908,9,0,,,,,
way/395533910,6,0,,,,,
way/395533912,6,0,,,,,
way/395620815,6,0,,,,,
way/395620818,6,0,,,,,
way/395620820,6,0,,,,,
way/395620822,9,0,,,,,
way/396585005,6,0,,,,,
way/396619806,6,0,,,,,
way/396619808,6,0,,,,,
way/396619810,7,0,,,,,
way/396619816,6,0,,,,,
way/396619822,10,0,,,,,
way/396622952,16,0,,,,,
way/396622960,7,2,collinear,179.938016,2.38976421,Y,N
way/396929147,6,0,,,,,
way/396940018,8,0,,,,,
way/396940019,9,0,,,,,
way/396940020,9,0,,,,,
way/396940021,10,2,collinear,179.942024,3.5253848,Y,N
way/396940024,9,2,collinear,179.920043,1.51116975,Y,N
way/396940026,8,0,,,,,
way/396940029,9,0,,,,,
way/397131471,9,0,,,,,
way/397131474,10,0,,,,,
way/397131485,6,0,,,,,
way/397131488,9,0,,,,,
way/397134748,6,0,,,,,
way/397134758,6,0,,,,,
way/397134759,10,0,,,,,
way/398158941,6,0,,,,,
way/442591154,48,8,collinear,179.983716,5.4792505,Y,N
way/484767411,6,0,,,,,
way/484767412,6,0,,,,,
way/484767414,6,0,,,,,
way/484767417,7,0,,,,,
