Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 07/01  09:00:00,145176470.41756713,91179320.87566382 
 07/01  10:00:00,156630551.34747282,88234104.16171126 
 07/01  11:00:00,162935955.9931751,83738998.38399816 
 07/01  12:00:00,129924499.54549003,44111492.141151056 
 07/01  13:00:00,130809492.42942764,43741956.56912938 
 07/01  14:00:00,133804994.30749151,50824892.742499426 
 07/01  15:00:00,139217333.64449203,64009689.036357574 
 07/01  16:00:00,142427238.70633638,78245565.96937844 
 07/01  17:00:00,106850472.72968984,57206939.25447129 
 07/01  18:00:00,93449939.49097398,60140903.23357412 
 07/01  19:00:00,76063177.05670024,60571140.29165313 
 07/01  20:00:00,76849055.92754503,74001044.99960643 
 07/01  21:00:00,55457165.86356645,55457165.86356645 
 07/01  22:00:00,50308118.928650014,50308118.928650014 
 07/01  23:00:00,50308118.928650014,50308118.928650014 
 07/01  24:00:00,47850830.928650014,47850830.928650014 
 07/02  01:00:00,47850830.928650014,47850830.928650014 
 07/02  02:00:00,47850830.928650014,47850830.928650014 
 07/02  03:00:00,47850830.928650014,47850830.928650014 
 07/02  04:00:00,47850830.928650014,47850830.928650014 
 07/02  05:00:00,45881480.928650014,45881480.928650014 
 07/02  06:00:00,50005823.16950506,49915181.6401969 
 07/02  07:00:00,49816780.735034,47546308.48915663 
 07/02  08:00:00,49512444.004011154,39964418.38646999 
 07/02  09:00:00,49312461.113379225,22761297.820165314 
 07/02  10:00:00,49234067.33089082,-42599.85269514483 
 07/02  11:00:00,58549246.40366212,1140971.0325010847 
 07/02  12:00:00,80148414.87519187,27749961.260706328 
 07/02  13:00:00,77884836.25653552,24607243.051980317 
 07/02  14:00:00,83111380.79264253,33887502.06920792 
 07/02  15:00:00,72188726.99504693,35612335.84961863 
 07/02  16:00:00,77485469.37494576,52615729.098743916 
 07/02  17:00:00,80059226.70166321,61735012.42423837 
 07/02  18:00:00,84902245.14045711,67445195.12343451 
 07/02  19:00:00,100941124.96182284,89706155.547507 
 07/02  20:00:00,57617679.260289244,55022682.05907626 
 07/02  21:00:00,50308118.928650014,50308118.928650014 
 07/02  22:00:00,50308118.928650014,50308118.928650014 
 07/02  23:00:00,50308118.928650014,50308118.928650014 
 07/02  24:00:00,59101491.97393255,59101491.97393255 
 07/03  01:00:00,59101491.97393255,59101491.97393255 
 07/03  02:00:00,59101491.97393255,59101491.97393255 
 07/03  03:00:00,59101491.97393255,59101491.97393255 
 07/03  04:00:00,59101491.97393255,59101491.97393255 
 07/03  05:00:00,58170425.3689941,58130607.19965348 
 07/03  06:00:00,130317497.70894012,128323068.9937952 
 07/03  07:00:00,177219078.30854607,168135983.9290062 
 07/03  08:00:00,351111885.81751883,329168591.4572114 
 07/03  09:00:00,355568045.88657385,319031652.86558753 
 07/03  10:00:00,366209983.4459702,317926229.77834606 
 07/03  11:00:00,388429081.9732276,327912376.44142056 
 07/03  12:00:00,357350549.90487826,287813085.26150733 
 07/03  13:00:00,411323901.691636,342630053.461395 
 07/03  14:00:00,409876769.112986,350538150.0304142 
 07/03  15:00:00,420415003.6519508,365927750.48746526 
 07/03  16:00:00,439731295.897676,387051453.1844027 
 07/03  17:00:00,304885233.7516307,261753042.98111254 
 07/03  18:00:00,218747288.01111895,190005141.76889586 
 07/03  19:00:00,191394705.1852804,178336978.77271986 
 07/03  20:00:00,168432194.31562194,165851014.2420361 
 07/03  21:00:00,164355697.02259734,164355697.02259734 
 07/03  22:00:00,76638389.2223021,76638389.2223021 
 07/03  23:00:00,72378950.7428459,72378950.7428459 
 07/03  24:00:00,47850830.928650014,47850830.928650014 
 07/04  01:00:00,47850830.928650014,47850830.928650014 
 07/04  02:00:00,47850830.928650014,47850830.928650014 
 07/04  03:00:00,47850830.928650014,47850830.928650014 
 07/04  04:00:00,47850830.928650014,47850830.928650014 
 07/04  05:00:00,45848098.21769856,45795719.58969556 
 07/04  06:00:00,49701579.66218972,47093795.6076855 
 07/04  07:00:00,49339890.06117354,36519933.64758162 
 07/04  08:00:00,49252209.49773828,21139549.89868103 
 07/04  09:00:00,49233641.68442159,7704657.03765531 
 07/04  10:00:00,53557254.384660974,2296549.6573037095 
 07/04  11:00:00,86852961.74079755,27402471.13205527 
 07/04  12:00:00,92296283.24710524,28714529.879827984 
 07/04  13:00:00,101741887.09982225,37770759.73870277 
 07/04  14:00:00,101191982.82527359,38475825.30012551 
 07/04  15:00:00,108374780.32161604,52151810.97860199 
 07/04  16:00:00,103026555.50532326,55905342.94647457 
 07/04  17:00:00,107479673.26171392,71035459.4855177 
 07/04  18:00:00,93948615.29223116,70100835.54164907 
 07/04  19:00:00,97191482.00959963,85622889.26077381 
 07/04  20:00:00,91680535.00217439,88559650.942346 
 07/04  21:00:00,94702976.7601462,94702976.7601462 
 07/04  22:00:00,70921105.27313448,70921105.27313448 
 07/04  23:00:00,50308118.928650014,50308118.928650014 
 07/04  24:00:00,59101491.97393255,59101491.97393255 
 07/05  01:00:00,59101491.97393255,59101491.97393255 
 07/05  02:00:00,59101491.97393255,59101491.97393255 
 07/05  03:00:00,59101491.97393255,59101491.97393255 
 07/05  04:00:00,59101491.97393255,59101491.97393255 
 07/05  05:00:00,58170425.3689941,58119228.96302861 
 07/05  06:00:00,155161849.2153555,152265470.42529547 
 07/05  07:00:00,252091387.46900934,237906732.07432115 
 07/05  08:00:00,407464593.9301979,377073593.5032521 
 07/05  09:00:00,410664186.8797024,364226014.8884746 
 07/05  10:00:00,432957414.08786136,372451378.12101656 
 07/05  11:00:00,457397616.7355665,386877233.20177454 
 07/05  12:00:00,438882489.8937437,364035380.05175066 
 07/05  13:00:00,494964192.3998045,424927540.69468844 
 07/05  14:00:00,495790896.9568774,434945659.6059631 
 07/05  15:00:00,503167658.04657704,449373547.6437293 
 07/05  16:00:00,502351130.1168746,456886872.1351957 
 07/05  17:00:00,343624225.80763495,308172691.50019 
 07/05  18:00:00,250521590.79167575,224778767.1807207 
 07/05  19:00:00,230847853.306027,217294365.97986668 
 07/05  20:00:00,203801689.6081115,200537415.67080578 
 07/05  21:00:00,193960255.2159348,193960255.2159348 
 07/05  22:00:00,76638389.2223021,76638389.2223021 
 07/05  23:00:00,72378950.7428459,72378950.7428459 
 07/05  24:00:00,59101491.97393255,59101491.97393255 
 07/06  01:00:00,59101491.97393255,59101491.97393255 
 07/06  02:00:00,59101491.97393255,59101491.97393255 
 07/06  03:00:00,59101491.97393255,59101491.97393255 
 07/06  04:00:00,59101491.97393255,59101491.97393255 
 07/06  05:00:00,58170425.3689941,58128988.65414615 
 07/06  06:00:00,151350489.1708612,148649077.32755953 
 07/06  07:00:00,217054630.04630315,203896370.96422797 
 07/06  08:00:00,378465006.6980313,352394995.4121308 
 07/06  09:00:00,373227914.8649802,342995271.96975446 
 07/06  10:00:00,368081403.846879,344795819.19935787 
 07/06  11:00:00,425532038.8333112,405291883.38068134 
 07/06  12:00:00,389582566.5895455,364947436.58881015 
 07/06  13:00:00,445015816.8603084,411013687.1219546 
 07/06  14:00:00,480275651.289574,441118495.54916316 
 07/06  15:00:00,435744331.33335567,398491206.69346195 
 07/06  16:00:00,432375262.70227927,394377703.2748945 
 07/06  17:00:00,274933433.192538,241012339.2788398 
 07/06  18:00:00,213103020.11894172,189481920.73213506 
 07/06  19:00:00,204266494.5816902,192947755.43688837 
 07/06  20:00:00,183232919.7138209,180901992.068392 
 07/06  21:00:00,178421465.06772232,178421465.06772232 
 07/06  22:00:00,76638389.2223021,76638389.2223021 
 07/06  23:00:00,72378950.7428459,72378950.7428459 
 07/06  24:00:00,59101491.97393255,59101491.97393255 
 07/07  01:00:00,59101491.97393255,59101491.97393255 
 07/07  02:00:00,59101491.97393255,59101491.97393255 
 07/07  03:00:00,59101491.97393255,59101491.97393255 
 07/07  04:00:00,59101491.97393255,59101491.97393255 
 07/07  05:00:00,58170425.3689941,58170425.3689941 
 07/07  06:00:00,91782653.43051822,90758201.22835138 
 07/07  07:00:00,130047975.3841998,118326849.75812718 
 07/07  08:00:00,274602950.87827677,249212844.85299212 
 07/07  09:00:00,273403769.63189167,235507841.54473945 
 07/07  10:00:00,288353231.1951312,240599736.70449746 
 07/07  11:00:00,302633960.7607935,253129617.5222993 
 07/07  12:00:00,285076884.94260854,235035516.79506558 
 07/07  13:00:00,310550848.7860499,252652857.38056827 
 07/07  14:00:00,307170415.7482884,243178662.2402092 
 07/07  15:00:00,313804434.3853971,251591096.31216875 
 07/07  16:00:00,318476867.2775998,261608343.98853436 
 07/07  17:00:00,205688319.04785424,158738414.75472182 
 07/07  18:00:00,145976709.6192,113743244.97912464 
 07/07  19:00:00,139693470.9616914,125088686.39529221 
 07/07  20:00:00,128657248.32697871,126046864.56929374 
 07/07  21:00:00,129032935.85643396,129032935.85643396 
 07/07  22:00:00,76638389.2223021,76638389.2223021 
 07/07  23:00:00,72378950.7428459,72378950.7428459 
 07/07  24:00:00,47850830.928650014,47850830.928650014 
 07/08  01:00:00,47850830.928650014,47850830.928650014 
 07/08  02:00:00,47850830.928650014,47850830.928650014 
 07/08  03:00:00,47850830.928650014,47850830.928650014 
 07/08  04:00:00,47850830.928650014,47850830.928650014 
 07/08  05:00:00,45847557.48526109,45809449.870484196 
 07/08  06:00:00,76911608.85435574,73706409.81614244 
 07/08  07:00:00,94838630.01029053,77835927.82671082 
 07/08  08:00:00,129100890.37604067,93333163.95907143 
 07/08  09:00:00,147685984.43132386,93095581.37466218 
 07/08  10:00:00,160030316.19443327,89895774.69253747 
 07/08  11:00:00,162097353.89640027,80631687.7744324 
 07/08  12:00:00,128164967.08648083,40822193.26668243 
 07/08  13:00:00,132496181.73529583,44164744.868143715 
 07/08  14:00:00,137125592.95737463,51647800.07518536 
 07/08  15:00:00,146386993.26864612,68457766.96797073 
 07/08  16:00:00,151730929.9741236,84922764.56641167 
 07/08  17:00:00,109262634.79476933,57099095.80175268 
 07/08  18:00:00,95911078.91664024,61330696.14465304 
 07/08  19:00:00,77652973.7790271,62049424.14252004 
 07/08  20:00:00,77971774.92702074,75329620.35669637 
 07/08  21:00:00,55325017.50247472,55325017.50247472 
 07/08  22:00:00,50308118.928650014,50308118.928650014 
 07/08  23:00:00,50308118.928650014,50308118.928650014 
 07/08  24:00:00,47850830.928650014,47850830.928650014 
 07/09  01:00:00,47850830.928650014,47850830.928650014 
 07/09  02:00:00,47850830.928650014,47850830.928650014 
 07/09  03:00:00,47850830.928650014,47850830.928650014 
 07/09  04:00:00,47850830.928650014,47850830.928650014 
 07/09  05:00:00,45881480.928650014,45881480.928650014 
 07/09  06:00:00,49892662.34089896,48468573.64920598 
 07/09  07:00:00,49352613.45823457,32745661.70945892 
 07/09  08:00:00,49320743.19459419,12708971.744899359 
 07/09  09:00:00,49290428.77216056,-5380914.388229247 
 07/09  10:00:00,49249956.20600167,-19655929.407040276 
 07/09  11:00:00,54799031.034177914,-24506078.362265367 
 07/09  12:00:00,79575080.13275656,-3791246.3368752524 
 07/09  13:00:00,87105100.07470223,4544280.8516748715 
 07/09  14:00:00,95895889.7448372,16438315.337225027 
 07/09  15:00:00,92335730.43716893,20466985.206197947 
 07/09  16:00:00,107579851.07878831,44473092.22937903 
 07/09  17:00:00,98607860.65583397,48447960.7087547 
 07/09  18:00:00,100559003.64808646,67743707.33335263 
 07/09  19:00:00,86626726.18731733,71576671.888637 
 07/09  20:00:00,93692932.52195472,90580133.25249648 
 07/09  21:00:00,83985986.55070184,83985986.55070183 
 07/09  22:00:00,55790737.79227085,55790737.79227085 
 07/09  23:00:00,50308118.928650014,50308118.928650014 
 07/09  24:00:00,59101491.97393255,59101491.97393255 
 07/10  01:00:00,59101491.97393255,59101491.97393255 
 07/10  02:00:00,59101491.97393255,59101491.97393255 
 07/10  03:00:00,59101491.97393255,59101491.97393255 
 07/10  04:00:00,59101491.97393255,59101491.97393255 
 07/10  05:00:00,59155100.3689941,59155100.3689941 
 07/10  06:00:00,92784786.30790275,91496764.56563312 
 07/10  07:00:00,154996881.4301331,140248369.83432257 
 07/10  08:00:00,321098532.67812264,289783229.2156177 
 07/10  09:00:00,367308393.4060738,320504806.3756781 
 07/10  10:00:00,392825359.8000751,333402860.51686645 
 07/10  11:00:00,410404307.52583104,343886582.365386 
 07/10  12:00:00,412667828.4962446,343728770.7261882 
 07/10  13:00:00,457284331.8293152,394321543.11848456 
 07/10  14:00:00,447117095.68792707,389475473.427757 
 07/10  15:00:00,464815785.56622326,411281841.4875245 
 07/10  16:00:00,479294933.384435,432769296.68149894 
 07/10  17:00:00,335330185.00013226,296805729.6140212 
 07/10  18:00:00,241625390.88773817,214452693.04657713 
 07/10  19:00:00,217109505.83297127,204390648.10379565 
 07/10  20:00:00,187152853.0272319,184955430.39344752 
 07/10  21:00:00,179582562.70021725,179582562.70021725 
 07/10  22:00:00,76638389.2223021,76638389.2223021 
 07/10  23:00:00,72378950.7428459,72378950.7428459 
 07/10  24:00:00,59101491.97393255,59101491.97393255 
 07/11  01:00:00,59101491.97393255,59101491.97393255 
 07/11  02:00:00,59101491.97393255,59101491.97393255 
 07/11  03:00:00,59101491.97393255,59101491.97393255 
 07/11  04:00:00,59101491.97393255,59101491.97393255 
 07/11  05:00:00,59155100.3689941,59155100.3689941 
 07/11  06:00:00,138907769.59919092,138119608.1032192 
 07/11  07:00:00,197418198.4880721,190083477.6011804 
 07/11  08:00:00,395461960.7235921,381647709.40623426 
 07/11  09:00:00,360975021.02116364,340057907.29394424 
 07/11  10:00:00,366742427.84271973,337974350.1639026 
 07/11  11:00:00,369626917.552307,339549315.1241275 
 07/11  12:00:00,332770112.8817099,300448172.84374607 
 07/11  13:00:00,371840985.38082397,330531658.0226674 
 07/11  14:00:00,378695881.98356307,328619094.77026504 
 07/11  15:00:00,378509596.5825913,334297024.09721136 
 07/11  16:00:00,383858119.6279587,348282276.103543 
 07/11  17:00:00,263432241.3047716,232601109.8415483 
 07/11  18:00:00,188241911.001092,167043518.4786783 
 07/11  19:00:00,177210912.75072092,166352544.18535268 
 07/11  20:00:00,166594758.5975634,164282716.32996798 
 07/11  21:00:00,157692479.32027543,157692479.3202754 
 07/11  22:00:00,76638389.2223021,76638389.2223021 
 07/11  23:00:00,72378950.7428459,72378950.7428459 
 07/11  24:00:00,59101491.97393255,59101491.97393255 
 07/12  01:00:00,59101491.97393255,59101491.97393255 
 07/12  02:00:00,59101491.97393255,59101491.97393255 
 07/12  03:00:00,59101491.97393255,59101491.97393255 
 07/12  04:00:00,59101491.97393255,59101491.97393255 
 07/12  05:00:00,59155100.3689941,59155100.3689941 
 07/12  06:00:00,94762353.00156239,94015495.25824335 
 07/12  07:00:00,131003833.76311997,124391720.35693878 
 07/12  08:00:00,274868281.4624697,262065753.06790122 
 07/12  09:00:00,274570880.22753084,255785287.0154179 
 07/12  10:00:00,279145860.00888014,252368198.11072755 
 07/12  11:00:00,289310863.71011984,256164372.19428205 
 07/12  12:00:00,270659471.4568602,230250272.604352 
 07/12  13:00:00,304136365.6124283,256878588.92020428 
 07/12  14:00:00,311513345.53278536,270097335.00006986 
 07/12  15:00:00,315122985.74903715,285382292.6840015 
 07/12  16:00:00,306441438.37771523,281912077.3691807 
 07/12  17:00:00,193567310.22795406,171609470.2131389 
 07/12  18:00:00,137683584.20054674,121396291.70440951 
 07/12  19:00:00,134783046.56755906,125418838.85466854 
 07/12  20:00:00,129225913.94485307,126455847.9770802 
 07/12  21:00:00,130986865.18242396,130986865.18242396 
 07/12  22:00:00,76638389.2223021,76638389.2223021 
 07/12  23:00:00,72378950.7428459,72378950.7428459 
 07/12  24:00:00,59101491.97393255,59101491.97393255 
 07/13  01:00:00,59101491.97393255,59101491.97393255 
 07/13  02:00:00,59101491.97393255,59101491.97393255 
 07/13  03:00:00,59101491.97393255,59101491.97393255 
 07/13  04:00:00,59101491.97393255,59101491.97393255 
 07/13  05:00:00,59155100.3689941,59155100.3689941 
 07/13  06:00:00,91774736.26262657,90581942.89731391 
 07/13  07:00:00,135521346.40648857,121142841.61850742 
 07/13  08:00:00,286108992.0941286,253137082.20925984 
 07/13  09:00:00,292312565.98202044,242255992.12636712 
 07/13  10:00:00,301791684.5695949,237943798.44471434 
 07/13  11:00:00,319941238.81063086,245384853.81002155 
 07/13  12:00:00,313410388.68419486,234465835.76871556 
 07/13  13:00:00,360899676.7705891,281986060.14200693 
 07/13  14:00:00,365030079.59929764,287799027.39893496 
 07/13  15:00:00,392739185.78486186,323438905.90417635 
 07/13  16:00:00,398657518.070035,340666719.26258814 
 07/13  17:00:00,253708537.71399584,209265395.21772045 
 07/13  18:00:00,183554727.2102721,155233312.35448018 
 07/13  19:00:00,176313053.41406697,163872701.53186768 
 07/13  20:00:00,162586854.6457887,160308684.31085837 
 07/13  21:00:00,159912698.24106047,159912698.24106047 
 07/13  22:00:00,76638389.2223021,76638389.2223021 
 07/13  23:00:00,72378950.7428459,72378950.7428459 
 07/13  24:00:00,59101491.97393255,59101491.97393255 
 07/14  01:00:00,59101491.97393255,59101491.97393255 
 07/14  02:00:00,59101491.97393255,59101491.97393255 
 07/14  03:00:00,59101491.97393255,59101491.97393255 
 07/14  04:00:00,59101491.97393255,59101491.97393255 
 07/14  05:00:00,59155100.3689941,59155100.3689941 
 07/14  06:00:00,94642435.35343781,93405173.35778499 
 07/14  07:00:00,129572084.77102369,114377422.3984839 
 07/14  08:00:00,277141070.7350268,242680774.89990455 
 07/14  09:00:00,287481614.62567943,235328017.3738968 
 07/14  10:00:00,302520045.22623247,235993803.6503299 
 07/14  11:00:00,316945073.0663968,239532402.06721544 
 07/14  12:00:00,308176903.79902565,224542676.2419137 
 07/14  13:00:00,360085604.61267394,274929300.9305771 
 07/14  14:00:00,366162317.4372698,287427266.9011935 
 07/14  15:00:00,374052355.25732553,304794444.65255445 
 07/14  16:00:00,391223426.86734146,330908604.59910285 
 07/14  17:00:00,258218077.61978018,210705627.69094217 
 07/14  18:00:00,184072465.01751035,152367312.74710864 
 07/14  19:00:00,173683792.12295675,159237598.23109654 
 07/14  20:00:00,156628513.35645595,154139773.6067614 
 07/14  21:00:00,150390661.22494802,150390661.22494802 
 07/14  22:00:00,76638389.2223021,76638389.2223021 
