Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 06/10  15:00:00,122220389.35680167,47866095.801359504 
 06/10  16:00:00,123852343.31153569,61835534.89704337 
 06/10  17:00:00,104031017.40336412,58975855.959273465 
 06/10  18:00:00,78827602.09539649,50678089.07617313 
 06/10  19:00:00,75424499.983229,62459649.46738922 
 06/10  20:00:00,51259160.015069835,49043214.06731914 
 06/10  21:00:00,50308118.928650014,50308118.928650014 
 06/10  22:00:00,50308118.928650014,50308118.928650014 
 06/10  23:00:00,50308118.928650014,50308118.928650014 
 06/10  24:00:00,47850830.928650014,47850830.928650014 
 06/11  01:00:00,47850830.928650014,47850830.928650014 
 06/11  02:00:00,47850830.928650014,47850830.928650014 
 06/11  03:00:00,47850830.928650014,47850830.928650014 
 06/11  04:00:00,47850830.928650014,47850830.928650014 
 06/11  05:00:00,45840449.56213694,45763993.75928861 
 06/11  06:00:00,49654499.66821677,45738872.37990669 
 06/11  07:00:00,49329513.4788,31166769.846138526 
 06/11  08:00:00,49245979.956111774,12772447.261909693 
 06/11  09:00:00,49232708.64726476,-4618205.8623118065 
 06/11  10:00:00,49232894.24213457,-20403011.567362882 
 06/11  11:00:00,52841180.000691816,-28777843.233737815 
 06/11  12:00:00,78625940.47481921,-9487517.127016759 
 06/11  13:00:00,79976801.68858778,-9431097.530318497 
 06/11  14:00:00,80835631.85518798,-5170804.91354303 
 06/11  15:00:00,96103086.42241815,18172902.56404631 
 06/11  16:00:00,97613289.37469274,31573237.171393204 
 06/11  17:00:00,101789234.54596758,51261184.76066132 
 06/11  18:00:00,90882015.08473629,58350212.96809423 
 06/11  19:00:00,91195374.87116489,76818634.48544541 
 06/11  20:00:00,85908526.85803427,83612265.23454988 
 06/11  21:00:00,65174206.55885097,65174206.55885097 
 06/11  22:00:00,50308118.928650014,50308118.928650014 
 06/11  23:00:00,50308118.928650014,50308118.928650014 
 06/11  24:00:00,59101491.97393255,59101491.97393255 
 06/12  01:00:00,59101491.97393255,59101491.97393255 
 06/12  02:00:00,59101491.97393255,59101491.97393255 
 06/12  03:00:00,59101491.97393255,59101491.97393255 
 06/12  04:00:00,59101491.97393255,59101491.97393255 
 06/12  05:00:00,58170425.3689941,58094665.11745287 
 06/12  06:00:00,128160084.92068632,124307791.39395186 
 06/12  07:00:00,161076393.13051996,143229722.2339267 
 06/12  08:00:00,315672148.5599668,279141549.2412635 
 06/12  09:00:00,325563686.35914695,271383305.31940466 
 06/12  10:00:00,343789456.14620596,276390774.5894273 
 06/12  11:00:00,364434648.88409257,289006938.02963233 
 06/12  12:00:00,347760257.5162008,267288945.8446305 
 06/12  13:00:00,395639427.3471203,311784522.7377312 
 06/12  14:00:00,401748657.6412896,318951621.9293357 
 06/12  15:00:00,421512019.45033556,345453512.2231492 
 06/12  16:00:00,431244186.39327556,367231831.3411761 
 06/12  17:00:00,290687303.50246537,241704741.1398414 
 06/12  18:00:00,203675278.7519016,171621726.66608268 
 06/12  19:00:00,184182809.77811438,170017721.84416252 
 06/12  20:00:00,164125001.1106764,161920324.3622987 
 06/12  21:00:00,161477025.55771387,161477025.55771387 
 06/12  22:00:00,76638389.2223021,76638389.2223021 
 06/12  23:00:00,72378950.7428459,72378950.7428459 
 06/12  24:00:00,59101491.97393255,59101491.97393255 
 06/13  01:00:00,59101491.97393255,59101491.97393255 
 06/13  02:00:00,59101491.97393255,59101491.97393255 
 06/13  03:00:00,59101491.97393255,59101491.97393255 
 06/13  04:00:00,59101491.97393255,59101491.97393255 
 06/13  05:00:00,58170425.3689941,58082494.33145338 
 06/13  06:00:00,126844183.78447382,123235245.4239807 
 06/13  07:00:00,168480618.9694118,152233045.04127914 
 06/13  08:00:00,317929092.50754344,284847743.5393334 
 06/13  09:00:00,312752067.58924705,267583979.98479986 
 06/13  10:00:00,333700231.52398884,285653311.2719734 
 06/13  11:00:00,355156604.8542775,299758477.47784734 
 06/13  12:00:00,339011868.4449872,272070803.59524745 
 06/13  13:00:00,383770063.96502274,314487538.06187004 
 06/13  14:00:00,387694218.4512739,320943244.2140346 
 06/13  15:00:00,360499751.845264,297598786.07723457 
 06/13  16:00:00,333204479.37396103,279733325.3266907 
 06/13  17:00:00,211603455.70463014,171628276.41048583 
 06/13  18:00:00,156544013.8227494,130477443.25920834 
 06/13  19:00:00,152752218.22915792,141008076.54295626 
 06/13  20:00:00,143111210.95579958,140884269.62422037 
 06/13  21:00:00,143195983.835616,143195983.835616 
 06/13  22:00:00,76638389.2223021,76638389.2223021 
 06/13  23:00:00,72378950.7428459,72378950.7428459 
 06/13  24:00:00,59101491.97393255,59101491.97393255 
 06/14  01:00:00,59101491.97393255,59101491.97393255 
 06/14  02:00:00,59101491.97393255,59101491.97393255 
 06/14  03:00:00,59101491.97393255,59101491.97393255 
 06/14  04:00:00,59101491.97393255,59101491.97393255 
 06/14  05:00:00,58170425.3689941,58032080.03046099 
 06/14  06:00:00,83826560.8119964,79850177.73151925 
 06/14  07:00:00,123714045.89359806,106553769.52449611 
 06/14  08:00:00,261114338.6053295,225515359.58447537 
 06/14  09:00:00,268571208.82254124,214390682.42651382 
 06/14  10:00:00,283698054.95061547,214160036.4822593 
 06/14  11:00:00,301416443.80136055,221150860.79234266 
 06/14  12:00:00,293549328.3671061,207921459.08714485 
 06/14  13:00:00,342808042.20922595,256221738.05547792 
 06/14  14:00:00,350969830.48889047,267066935.14033294 
 06/14  15:00:00,368332082.56067955,292646468.185867 
 06/14  16:00:00,381019795.89062095,317333183.3640488 
 06/14  17:00:00,252098262.97615728,202639671.4456251 
 06/14  18:00:00,176533009.18140623,143798964.15700695 
 06/14  19:00:00,160706626.56592172,146076652.06746805 
 06/14  20:00:00,139138084.464165,136798606.1472315 
 06/14  21:00:00,129554915.3355908,129554915.33559081 
 06/14  22:00:00,76638389.2223021,76638389.2223021 
 06/14  23:00:00,72378950.7428459,72378950.7428459 
 06/14  24:00:00,59101491.97393255,59101491.97393255 
 06/15  01:00:00,59101491.97393255,59101491.97393255 
 06/15  02:00:00,59101491.97393255,59101491.97393255 
 06/15  03:00:00,59101491.97393255,59101491.97393255 
 06/15  04:00:00,59101491.97393255,59101491.97393255 
 06/15  05:00:00,58170425.3689941,58075774.4144148 
 06/15  06:00:00,88013172.07797645,84458844.38785677 
 06/15  07:00:00,127075223.26441965,112763223.47612157 
 06/15  08:00:00,272446726.4946833,247583206.50923738 
 06/15  09:00:00,273899044.1507591,242431697.18295217 
 06/15  10:00:00,287309580.22271603,253538228.76973063 
 06/15  11:00:00,313154528.28236663,272657948.4914955 
 06/15  12:00:00,324536787.6370972,275737897.2007334 
 06/15  13:00:00,374618333.6060871,324869377.1727511 
 06/15  14:00:00,371611359.92582244,315772619.84328777 
 06/15  15:00:00,371077573.3601974,314410032.13847905 
 06/15  16:00:00,378564166.3480663,331633121.87515956 
 06/15  17:00:00,250120185.27546388,216053976.87173703 
 06/15  18:00:00,168153413.5484203,149666051.56091145 
 06/15  19:00:00,154172650.66831008,147248395.42890877 
 06/15  20:00:00,145835409.61491734,144461413.56669042 
 06/15  21:00:00,146968064.60605276,146968064.60605273 
 06/15  22:00:00,76638389.2223021,76638389.2223021 
 06/15  23:00:00,72378950.7428459,72378950.7428459 
 06/15  24:00:00,59101491.97393255,59101491.97393255 
 06/16  01:00:00,59101491.97393255,59101491.97393255 
 06/16  02:00:00,59101491.97393255,59101491.97393255 
 06/16  03:00:00,59101491.97393255,59101491.97393255 
 06/16  04:00:00,59101491.97393255,59101491.97393255 
 06/16  05:00:00,58170425.3689941,58095028.9592118 
 06/16  06:00:00,121038216.75028446,118926582.41561991 
 06/16  07:00:00,155039374.3395916,147172230.33387637 
 06/16  08:00:00,313893783.06244695,296478938.91114175 
 06/16  09:00:00,317909849.1779098,289811462.6534209 
 06/16  10:00:00,321181931.6416544,282001489.09033 
 06/16  11:00:00,345007100.6107198,288697814.88866043 
 06/16  12:00:00,337870008.0615127,262177329.1793021 
 06/16  13:00:00,387307210.27124643,303605665.97608906 
 06/16  14:00:00,392948998.49546665,314478354.34989804 
 06/16  15:00:00,411275469.2194818,344031583.59300125 
 06/16  16:00:00,406638808.0291589,351969773.09342843 
 06/16  17:00:00,259621237.97746688,216422379.72986507 
 06/16  18:00:00,185217061.33417994,156086176.32771784 
 06/16  19:00:00,175163394.0730416,161759605.45626786 
 06/16  20:00:00,158825273.97647157,156689448.37766707 
 06/16  21:00:00,152467011.95807818,152467011.95807818 
 06/16  22:00:00,76638389.2223021,76638389.2223021 
 06/16  23:00:00,72378950.7428459,72378950.7428459 
 06/16  24:00:00,47850830.928650014,47850830.928650014 
 06/17  01:00:00,47850830.928650014,47850830.928650014 
 06/17  02:00:00,47850830.928650014,47850830.928650014 
 06/17  03:00:00,47850830.928650014,47850830.928650014 
 06/17  04:00:00,47850830.928650014,47850830.928650014 
 06/17  05:00:00,45859663.05566607,45835479.90302486 
 06/17  06:00:00,120263063.36113073,118280466.91797696 
 06/17  07:00:00,132376455.18309256,122203276.15118751 
 06/17  08:00:00,168211837.8358112,142818747.62063062 
 06/17  09:00:00,180426547.24958777,135690081.2644223 
 06/17  10:00:00,190073556.11127487,128224446.59400478 
 06/17  11:00:00,202969648.58361202,132835648.55431697 
 06/17  12:00:00,169356921.77268437,95751874.2140789 
 06/17  13:00:00,175438166.93152705,97566010.46459776 
 06/17  14:00:00,180599723.96077937,103925253.90273225 
 06/17  15:00:00,195276861.2348627,127085083.51128243 
 06/17  16:00:00,199700692.15588677,142878246.82303327 
 06/17  17:00:00,138323445.8224403,94440093.62977344 
 06/17  18:00:00,109833576.53737676,80514408.72442128 
 06/17  19:00:00,89735024.67766438,76368962.48794694 
 06/17  20:00:00,93089031.13841274,90462635.4096883 
 06/17  21:00:00,85388182.31359191,85388182.3135919 
 06/17  22:00:00,50308118.928650014,50308118.928650014 
 06/17  23:00:00,50308118.928650014,50308118.928650014 
 06/17  24:00:00,47850830.928650014,47850830.928650014 
 06/18  01:00:00,47850830.928650014,47850830.928650014 
 06/18  02:00:00,47850830.928650014,47850830.928650014 
 06/18  03:00:00,47850830.928650014,47850830.928650014 
 06/18  04:00:00,47850830.928650014,47850830.928650014 
 06/18  05:00:00,45839164.44885182,45753055.12279177 
 06/18  06:00:00,49635441.5846633,46039428.42360599 
 06/18  07:00:00,49319319.075941496,33452879.879471406 
 06/18  08:00:00,49239536.81418122,17708964.989170514 
 06/18  09:00:00,58134994.256543465,15169243.516032811 
 06/18  10:00:00,77126596.7198651,27052983.90054073 
 06/18  11:00:00,89730144.11984585,36386023.07289407 
 06/18  12:00:00,91005473.85295995,46727879.09425407 
 06/18  13:00:00,94546495.47142549,53892543.238000385 
 06/18  14:00:00,100464863.51959494,48134306.55391965 
 06/18  15:00:00,103655904.77634048,55184853.36382904 
 06/18  16:00:00,91453615.0176695,61783783.38648183 
 06/18  17:00:00,87166099.07941662,66126075.45979513 
 06/18  18:00:00,86933065.77650711,70962195.56287768 
 06/18  19:00:00,63811619.363292664,55867644.24174537 
 06/18  20:00:00,43184958.14838458,40816772.99276346 
 06/18  21:00:00,50308118.928650014,50308118.928650014 
 06/18  22:00:00,50308118.928650014,50308118.928650014 
 06/18  23:00:00,50308118.928650014,50308118.928650014 
 06/18  24:00:00,59101491.97393255,59101491.97393255 
 06/19  01:00:00,59101491.97393255,59101491.97393255 
 06/19  02:00:00,59101491.97393255,59101491.97393255 
 06/19  03:00:00,59101491.97393255,59101491.97393255 
 06/19  04:00:00,59101491.97393255,59101491.97393255 
 06/19  05:00:00,58170425.3689941,58098760.64695841 
 06/19  06:00:00,123923996.97375187,120812862.6797317 
 06/19  07:00:00,172464276.64662787,158857722.60877404 
 06/19  08:00:00,324671790.6368701,297928322.86344516 
 06/19  09:00:00,343326843.9001217,303074977.2779372 
 06/19  10:00:00,332079840.3094078,274110114.81228846 
 06/19  11:00:00,320689913.0997335,250093221.06492752 
 06/19  12:00:00,296280577.608548,226413150.97696996 
 06/19  13:00:00,325613305.61827487,259729124.59388122 
 06/19  14:00:00,320466653.0014763,255946283.6463084 
 06/19  15:00:00,316335758.38494563,258915450.44421372 
 06/19  16:00:00,320530233.27052075,273205179.65647686 
 06/19  17:00:00,210615431.85848954,171616997.55303043 
 06/19  18:00:00,154653487.32763764,127537676.41383764 
 06/19  19:00:00,147799564.56757343,135371844.48102278 
 06/19  20:00:00,135279294.95990464,132795543.70310566 
 06/19  21:00:00,137886922.17293707,137886922.17293707 
 06/19  22:00:00,76638389.2223021,76638389.2223021 
 06/19  23:00:00,72378950.7428459,72378950.7428459 
 06/19  24:00:00,59101491.97393255,59101491.97393255 
 06/20  01:00:00,59101491.97393255,59101491.97393255 
 06/20  02:00:00,59101491.97393255,59101491.97393255 
 06/20  03:00:00,59101491.97393255,59101491.97393255 
 06/20  04:00:00,59101491.97393255,59101491.97393255 
 06/20  05:00:00,58170425.3689941,58135804.6019699 
 06/20  06:00:00,93057930.3414618,91059714.30185789 
 06/20  07:00:00,128792484.79093868,120069869.50140825 
 06/20  08:00:00,271255987.5961819,251318501.07395273 
 06/20  09:00:00,265202375.76026055,229627932.94318992 
 06/20  10:00:00,271728088.9592669,220661734.34807703 
 06/20  11:00:00,284285625.1123475,224849420.37303275 
 06/20  12:00:00,269914735.97187656,210084052.8073211 
 06/20  13:00:00,297945364.2800921,236286004.28668445 
 06/20  14:00:00,297860987.27151436,235556200.16781616 
 06/20  15:00:00,304596908.6775927,246056990.8522526 
 06/20  16:00:00,307808598.3564995,255975855.08598438 
 06/20  17:00:00,198669252.84808916,155829467.42043453 
 06/20  18:00:00,142987735.99450916,114701994.99500433 
 06/20  19:00:00,133410319.14172871,121512636.83058274 
 06/20  20:00:00,123537068.21585487,121253165.24787386 
 06/20  21:00:00,127542685.94727984,127542685.94727984 
 06/20  22:00:00,76638389.2223021,76638389.2223021 
 06/20  23:00:00,72378950.7428459,72378950.7428459 
 06/20  24:00:00,59101491.97393255,59101491.97393255 
 06/21  01:00:00,59101491.97393255,59101491.97393255 
 06/21  02:00:00,59101491.97393255,59101491.97393255 
 06/21  03:00:00,59101491.97393255,59101491.97393255 
 06/21  04:00:00,59101491.97393255,59101491.97393255 
 06/21  05:00:00,58170425.3689941,58073432.05153832 
 06/21  06:00:00,77736822.50931992,73773931.04444225 
 06/21  07:00:00,118060041.71521468,100087532.8638115 
 06/21  08:00:00,257567025.59364286,221735258.73298883 
 06/21  09:00:00,263765605.0575811,212640452.98112726 
 06/21  10:00:00,267497459.70427635,205435155.23879826 
 06/21  11:00:00,268269084.8259366,199549046.129328 
 06/21  12:00:00,252050339.5930777,181116798.31807724 
 06/21  13:00:00,274632759.33341616,206841679.19954395 
 06/21  14:00:00,269310712.92406976,204306532.74371064 
 06/21  15:00:00,279921439.34048325,219429191.44850677 
 06/21  16:00:00,292477492.229393,242989147.248771 
 06/21  17:00:00,189435953.27065343,152562339.9822685 
 06/21  18:00:00,133615383.23007594,108343525.54015222 
 06/21  19:00:00,129002724.98782755,115313661.81900102 
 06/21  20:00:00,120394180.72489679,116660005.19252434 
 06/21  21:00:00,121409288.42511243,121409288.4251124 
 06/21  22:00:00,76638389.2223021,76638389.2223021 
 06/21  23:00:00,72378950.7428459,72378950.7428459 
 06/21  24:00:00,59101491.97393255,59101491.97393255 
 06/22  01:00:00,59101491.97393255,59101491.97393255 
 06/22  02:00:00,59101491.97393255,59101491.97393255 
 06/22  03:00:00,59101491.97393255,59101491.97393255 
 06/22  04:00:00,59101491.97393255,59101491.97393255 
 06/22  05:00:00,58170425.3689941,58071581.72572695 
 06/22  06:00:00,75305511.21853,71276764.22768342 
 06/22  07:00:00,112666588.11682016,94211645.41710758 
 06/22  08:00:00,240905075.80674082,203660818.0671579 
 06/22  09:00:00,253101247.3355466,201108065.09389198 
 06/22  10:00:00,269982148.55121577,212052785.68228203 
 06/22  11:00:00,280544552.80000037,223178385.79853937 
 06/22  12:00:00,258792575.63473433,202594793.14203534 
 06/22  13:00:00,277952516.7397829,222804332.47422522 
 06/22  14:00:00,274800556.99170715,224573350.60831362 
 06/22  15:00:00,294546451.48321587,243162268.7901074 
 06/22  16:00:00,323888763.5705163,275124026.48534477 
 06/22  17:00:00,223006293.7551482,188803211.96104035 
 06/22  18:00:00,166057596.88325325,142065709.74507374 
 06/22  19:00:00,162212702.53202033,149308559.1868418 
 06/22  20:00:00,152546668.65380403,149537694.23440337 
 06/22  21:00:00,154349927.07031053,154349927.07031053 
 06/22  22:00:00,76638389.2223021,76638389.2223021 
 06/22  23:00:00,72378950.7428459,72378950.7428459 
 06/22  24:00:00,59101491.97393255,59101491.97393255 
 06/23  01:00:00,59101491.97393255,59101491.97393255 
 06/23  02:00:00,59101491.97393255,59101491.97393255 
 06/23  03:00:00,59101491.97393255,59101491.97393255 
 06/23  04:00:00,59101491.97393255,59101491.97393255 
 06/23  05:00:00,58170425.3689941,58076779.69623339 
 06/23  06:00:00,137845622.63912708,134619703.28844893 
 06/23  07:00:00,162208184.24181962,148042929.0119004 
 06/23  08:00:00,334561786.03436595,307460074.50929856 
 06/23  09:00:00,339952001.1905252,307140494.9403432 
 06/23  10:00:00,339807342.72221446,304081386.220054 
 06/23  11:00:00,347103837.3160972,309064544.6643066 
 06/23  12:00:00,325664021.6116078,289950513.38571185 
 06/23  13:00:00,371204938.9981973,339582356.9333434 
 06/23  14:00:00,374292801.27019644,345545061.7173337 
 06/23  15:00:00,379888149.0657948,358821034.8348192 
 06/23  16:00:00,376043656.68942666,364013357.3971225 
 06/23  17:00:00,227274721.74749923,216335197.65149823 
 06/23  18:00:00,159311447.873626,148709217.77113897 
 06/23  19:00:00,154217310.48632988,147779572.15963772 
 06/23  20:00:00,145505084.8464795,143569808.3365259 
 06/23  21:00:00,147312948.87103096,147312948.87103096 
 06/23  22:00:00,76638389.2223021,76638389.2223021 
 06/23  23:00:00,72378950.7428459,72378950.7428459 
 06/23  24:00:00,47850830.928650014,47850830.928650014 
 06/24  01:00:00,47850830.928650014,47850830.928650014 
 06/24  02:00:00,47850830.928650014,47850830.928650014 
 06/24  03:00:00,47850830.928650014,47850830.928650014 
 06/24  04:00:00,47850830.928650014,47850830.928650014 
 06/24  05:00:00,45840881.63209097,45764194.31280138 
 06/24  06:00:00,98255086.51925698,94494929.9612526 
 06/24  07:00:00,106928807.95213526,89495730.00931741 
 06/24  08:00:00,137922428.01195002,102028198.1451533 
 06/24  09:00:00,151699825.09074453,98796614.05023955 
 06/24  10:00:00,157230383.70849705,93025189.32051319 
 06/24  11:00:00,161001201.31681013,90600436.16178632 
 06/24  12:00:00,129328292.33158927,57632758.21305971 
 06/24  13:00:00,129681466.68118834,59439184.76932852 
 06/24  14:00:00,130861953.6481333,67995841.11737908 
 06/24  15:00:00,131918177.43210924,76374864.91799897 
 06/24  16:00:00,129645131.92573902,79086152.91620421 
 06/24  17:00:00,98510966.46982664,57367484.57853931 
 06/24  18:00:00,72484153.57708538,43749839.35361232 
 06/24  19:00:00,59555253.439053565,46364964.81888967 
 06/24  20:00:00,43142556.57058715,40744075.25677338 
 06/24  21:00:00,50308118.928650014,50308118.928650014 
 06/24  22:00:00,50308118.928650014,50308118.928650014 
 06/24  23:00:00,50308118.928650014,50308118.928650014 
 06/24  24:00:00,47850830.928650014,47850830.928650014 
 06/25  01:00:00,47850830.928650014,47850830.928650014 
 06/25  02:00:00,47850830.928650014,47850830.928650014 
 06/25  03:00:00,47850830.928650014,47850830.928650014 
 06/25  04:00:00,47850830.928650014,47850830.928650014 
 06/25  05:00:00,45841346.14791319,45765282.63814219 
 06/25  06:00:00,49663153.22899055,46037774.46219908 
 06/25  07:00:00,49342862.91044739,32361627.228357106 
 06/25  08:00:00,49312365.64587924,14641604.854971955 
 06/25  09:00:00,49272920.82097772,680223.4131229367 
 06/25  10:00:00,49242307.532873504,-10371321.913501203 
 06/25  11:00:00,49245241.305049695,-17669564.061430164 
 06/25  12:00:00,49239827.732767746,-21214551.269588545 
 06/25  13:00:00,56060835.48020057,-16446351.53189791 
 06/25  14:00:00,49245123.79669524,-18659180.675141945 
 06/25  15:00:00,64313837.11646696,3162208.8848968926 
 06/25  16:00:00,64317892.57779536,13272224.744741436 
 06/25  17:00:00,78713356.22001651,37971203.03519127 
 06/25  18:00:00,67522011.24477358,38400838.29459137 
 06/25  19:00:00,66884757.750364535,53264631.09077107 
 06/25  20:00:00,59300198.70301328,56579272.394821785 
 06/25  21:00:00,50308118.928650014,50308118.928650014 
 06/25  22:00:00,50308118.928650014,50308118.928650014 
 06/25  23:00:00,50308118.928650014,50308118.928650014 
 06/25  24:00:00,59101491.97393255,59101491.97393255 
 06/26  01:00:00,59101491.97393255,59101491.97393255 
 06/26  02:00:00,59101491.97393255,59101491.97393255 
 06/26  03:00:00,59101491.97393255,59101491.97393255 
 06/26  04:00:00,59101491.97393255,59101491.97393255 
 06/26  05:00:00,58170425.3689941,58111431.1238688 
 06/26  06:00:00,80721692.50058812,77734794.20874268 
 06/26  07:00:00,115689664.86278406,101597444.8372209 
 06/26  08:00:00,252126551.32265067,220962387.0208287 
 06/26  09:00:00,255120386.89756405,205283147.55364764 
 06/26  10:00:00,261729594.03754175,197478974.70420024 
 06/26  11:00:00,268796687.459306,195587091.7545077 
 06/26  12:00:00,259277479.62230244,182074032.00590968 
 06/26  13:00:00,291169175.85554695,220642978.56053635 
 06/26  14:00:00,286907112.68097943,223903682.47031897 
 06/26  15:00:00,286715179.75848305,223642915.1105103 
 06/26  16:00:00,294201822.7589379,237073536.00619543 
 06/26  17:00:00,189384051.68305576,146549584.60470483 
 06/26  18:00:00,133633072.16962814,104931490.84588897 
 06/26  19:00:00,124341912.2598573,110528143.18375228 
 06/26  20:00:00,114629155.33731398,111729083.80905066 
 06/26  21:00:00,110813825.31098756,110813825.31098756 
 06/26  22:00:00,76638389.2223021,76638389.2223021 
 06/26  23:00:00,72378950.7428459,72378950.7428459 
 06/26  24:00:00,59101491.97393255,59101491.97393255 
 06/27  01:00:00,59101491.97393255,59101491.97393255 
 06/27  02:00:00,59101491.97393255,59101491.97393255 
 06/27  03:00:00,59101491.97393255,59101491.97393255 
 06/27  04:00:00,59101491.97393255,59101491.97393255 
 06/27  05:00:00,58170425.3689941,58070668.554546945 
 06/27  06:00:00,75479157.86590055,72716263.5509983 
 06/27  07:00:00,111858050.51644033,100152174.34995073 
 06/27  08:00:00,240983135.79113728,215420378.69258642 
 06/27  09:00:00,231830198.42449558,189372494.0652051 
 06/27  10:00:00,237254636.727525,178781233.83015314 
 06/27  11:00:00,241772223.06287915,173883450.2759643 
 06/27  12:00:00,225040203.82601422,153419241.4970688 
 06/27  13:00:00,255070334.35417044,186090128.22622862 
 06/27  14:00:00,258040407.54218554,191114010.72987974 
 06/27  15:00:00,263051479.32170975,203152672.76141745 
 06/27  16:00:00,261697093.71843046,215138311.25483564 
 06/27  17:00:00,155865900.86673114,120533000.22712046 
 06/27  18:00:00,121111492.8093057,95894107.76785813 
 06/27  19:00:00,122644939.29020484,109768618.7654216 
 06/27  20:00:00,111815654.09445408,108779403.35054214 
 06/27  21:00:00,113324693.90277922,113324693.90277922 
 06/27  22:00:00,76638389.2223021,76638389.2223021 
 06/27  23:00:00,72378950.7428459,72378950.7428459 
 06/27  24:00:00,59101491.97393255,59101491.97393255 
 06/28  01:00:00,59101491.97393255,59101491.97393255 
 06/28  02:00:00,59101491.97393255,59101491.97393255 
 06/28  03:00:00,59101491.97393255,59101491.97393255 
 06/28  04:00:00,59101491.97393255,59101491.97393255 
 06/28  05:00:00,58170425.3689941,58106954.8284339 
 06/28  06:00:00,75367887.86276324,71929053.77782734 
 06/28  07:00:00,114201161.07348213,97902941.06590521 
 06/28  08:00:00,247935801.59945688,213332466.39773902 
 06/28  09:00:00,250905061.5049912,197241744.10776123 
 06/28  10:00:00,266889221.1451676,199643493.86929527 
 06/28  11:00:00,281024490.3914062,206446033.05958822 
 06/28  12:00:00,264947675.86905527,188912195.82657212 
 06/28  13:00:00,292643479.8791131,216736834.93438637 
 06/28  14:00:00,294528050.0680502,219964728.0472528 
 06/28  15:00:00,299819943.92201376,232930729.15694687 
 06/28  16:00:00,308785111.51925194,250362045.86129782 
 06/28  17:00:00,197529874.36088562,151075477.67738226 
 06/28  18:00:00,137709443.29240173,107705193.91219106 
 06/28  19:00:00,127427604.46500196,112313267.63505873 
 06/28  20:00:00,116087521.26202421,111416049.50393325 
 06/28  21:00:00,118428593.7671685,118428593.7671685 
 06/28  22:00:00,76638389.2223021,76638389.2223021 
 06/28  23:00:00,72378950.7428459,72378950.7428459 
 06/28  24:00:00,59101491.97393255,59101491.97393255 
 06/29  01:00:00,59101491.97393255,59101491.97393255 
 06/29  02:00:00,59101491.97393255,59101491.97393255 
 06/29  03:00:00,59101491.97393255,59101491.97393255 
 06/29  04:00:00,59101491.97393255,59101491.97393255 
 06/29  05:00:00,58170425.3689941,58170425.3689941 
 06/29  06:00:00,89729724.78375587,88727486.75058033 
 06/29  07:00:00,127688804.26730357,117860942.29717074 
 06/29  08:00:00,266938495.71367282,244909023.20427594 
 06/29  09:00:00,265265394.4673776,232456883.7340439 
 06/29  10:00:00,271672323.5925138,231226948.76921126 
 06/29  11:00:00,281219454.22901,229998183.4512599 
 06/29  12:00:00,275438120.01780814,212387140.8541965 
 06/29  13:00:00,306987035.44698703,242579356.3544965 
 06/29  14:00:00,306469363.39963824,254312708.2965963 
 06/29  15:00:00,312155034.8089462,278178844.94506776 
 06/29  16:00:00,320699349.9530122,297209223.3009025 
 06/29  17:00:00,215389758.0360984,191446255.2225258 
 06/29  18:00:00,162340306.90562087,139808258.62598148 
 06/29  19:00:00,160015377.3412604,147536388.34304872 
 06/29  20:00:00,151357616.62744036,148138992.1366005 
 06/29  21:00:00,155199457.35268006,155199457.35268006 
 06/29  22:00:00,76638389.2223021,76638389.2223021 
 06/29  23:00:00,72378950.7428459,72378950.7428459 
 06/29  24:00:00,59101491.97393255,59101491.97393255 
 06/30  01:00:00,59101491.97393255,59101491.97393255 
 06/30  02:00:00,59101491.97393255,59101491.97393255 
 06/30  03:00:00,59101491.97393255,59101491.97393255 
 06/30  04:00:00,59101491.97393255,59101491.97393255 
 06/30  05:00:00,58170425.3689941,58124334.90668826 
 06/30  06:00:00,127228071.22504345,125509251.41841252 
 06/30  07:00:00,151754261.53719878,145933851.28361917 
 06/30  08:00:00,303921901.0807271,293854185.2743928 
 06/30  09:00:00,301106680.5355403,286731992.65854764 
 06/30  10:00:00,299319294.65688944,283640829.6321836 
 06/30  11:00:00,301867795.2931433,291296164.5287346 
 06/30  12:00:00,286177535.0731347,278959591.0731016 
 06/30  13:00:00,316219598.76088667,306014898.7055756 
 06/30  14:00:00,314526288.77047646,286632537.9314391 
 06/30  15:00:00,336831535.3276741,288711560.03747463 
 06/30  16:00:00,347942946.2044556,293737927.5476603 
 06/30  17:00:00,222303992.29582563,175708703.92258754 
 06/30  18:00:00,165648301.78659457,133714366.72377008 
 06/30  19:00:00,156823629.39223528,141928254.33213964 
 06/30  20:00:00,140178032.8809852,136735154.44588873 
 06/30  21:00:00,142773849.84994248,142773849.84994245 
 06/30  22:00:00,76638389.2223021,76638389.2223021 
 06/30  23:00:00,72378950.7428459,72378950.7428459 
 06/30  24:00:00,47850830.928650014,47850830.928650014 
 07/01  01:00:00,47850830.928650014,47850830.928650014 
 07/01  02:00:00,47850830.928650014,47850830.928650014 
 07/01  03:00:00,47850830.928650014,47850830.928650014 
 07/01  04:00:00,47850830.928650014,47850830.928650014 
 07/01  05:00:00,45844567.30880008,45789728.41533929 
 07/01  06:00:00,88252587.6458177,84748552.83664373 
 07/01  07:00:00,98755054.25572525,81280252.49000923 
 07/01  08:00:00,126301463.1989125,89813691.34393445 
