building_id,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds
BATIMENT0000000240879419_part0,FR.N.AB.08.Gen.ReEx.001.001,AB,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,910171706b76d3c34d9ccb6148d1c889fc70c7cd146a0e8c2597367625fefb0e,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,83829.469881,2835.3088,29.566258,6.282
BATIMENT0000000240879449_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,DWELLING_LAYOUT_EMITTED,6c4637bdb5796e8cd260ca050fa1f3a1fb31860b098c497f0416b5e8035df847,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,36960.528237,544.2059,67.916438,3.22
BATIMENT0000000240879451_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,04409cf931d1e777d861bf5fe92c8e53fa4cde6236c6f94a461b9e72dc49d061,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,8699.03982,69.1113,125.869932,1.433
BATIMENT0000000240879459_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,17d841ae1ec98c0e94192fdd1a0e02650747dc57a76bef115aeec8efdd53322b,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,96937.500573,2011.5438,48.190598,4.355
BATIMENT0000000240879467_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,DWELLING_LAYOUT_EMITTED,4c13121e6e57147773b23d98f75f8e1156ca172ff71f7144d4f2cd63524e8a12,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,43792.143576,324.4148,134.988111,2.861
BATIMENT0000000240879546_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,6bdb032c730638aaf2b094d9a70ad190d8984c7fc186b856e21317b31dd34899,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,110109.764687,2256.3862,48.799166,5.575
BATIMENT0000000240879577_part0,FR.N.MFH.07.Gen.ReEx.001.001,MFH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,cf72e771b11215bd459c40abffa9fdf881768f2a3be9f5f991d60e25a16ec896,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,62196.663317,1633.6365,38.072522,3.174
BATIMENT0000000240879618_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,13fe301a7c5be0c371c8410ba0e96a1ae756ce00427667ea03d6af094c2eedae,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,15377.446774,115.3524,133.308432,2.23
BATIMENT0000000240879681_part0,FR.N.MFH.03.Gen.ReEx.001.001,MFH,NEW_POST_1945,DWELLING_LAYOUT_EMITTED,17fe6d6b498753c301a575e2092ecf550b990da9276de0b7f024dd68fdd33351,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,21554.629234,143.3816,150.330486,1.911
BATIMENT0000000240879754_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,074416adf358e706ba5c82021434f778e762126a30a16f059e72b9bab763d450,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,65196.398858,623.7034,104.531102,5.314
BATIMENT0000000240879934_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,e2d682fa834799dd8811390f63144cb491eb0564cc04f48f94e31aed29896868,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,28786.88827,282.9548,101.736716,7.987
BATIMENT0000000240879966_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,23bb25fe6dd241c221d2fdbb4eb8758a4942429b3826e39375cbd45327f02410,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,16241.060185,102.7235,158.104609,2.139
BATIMENT0000000240879968_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,b93a73a7844a1f3b2f72d61301d9968d2cf035ab3b97df4a7343cb98142d376a,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,16488.139539,159.5214,103.360025,1.411
BATIMENT0000000240880001_part0,FR.N.MFH.06.Gen.ReEx.001.001,MFH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,67b7c4f518b1f3f0db77a55d96042595b1b4fb5108a1a14efd3b411c6eb83475,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,35635.537576,794.7939,44.836202,5.675
BATIMENT0000000240880024_part0,FR.N.TH.08.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,08fa315e7004241ee7af855b152f71c7bafdef7a1571c0365028e3b486010076,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,5939.915962,193.431,30.708185,2.221
BATIMENT0000000240880049_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,a3ee66fca7215e50dbcfbf85d5c96e4cfb7d07784f5ac8d82a8222adb30910c9,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,29132.922134,235.9692,123.460702,3.116
BATIMENT0000000240880071_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,f63884f75c04aab1d0d9f10a4456a8dac29ce9ec709f61017fc55af147085524,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,7664.006098,55.3993,138.341259,1.848
BATIMENT0000000240880079_part0,FR.N.TH.06.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,a2379030840292a4c86ac4cbe5abab48d00a9345272425a76a906c5c67d81d72,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,6115.996167,113.7508,53.766639,1.776
BATIMENT0000000240880094_part0,FR.N.TH.03.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,7118f98eb517ea67cf7892c5e2eed73b0e366bcbad7b568f2a948f84c5e0d98a,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,13803.358736,112.2539,122.96549,2.374
BATIMENT0000000240881546_part0,FR.N.TH.07.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,ed7324247c2ce67dcf1392485c6ef61a163770e8108d1211ff3a9ae6c1d21f0a,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,15633.979161,391.908,39.891962,2.43
BATIMENT0000000357175643_part0,FR.N.SFH.09.Gen.ReEx.001.001,SFH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,b04cd57df8ada06a7ba6afabacecb74f47201d408ebf54c663a7025985208a75,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,6957.561885,221.429,31.421183,2.3
