building_id,archetype_id,building_type,age_band,geometry_outcome,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds
BATIMENT0000000240879449_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,DWELLING_LAYOUT_EMITTED,6d5f5d86b0a32a0133358f60b1b1761d42443eea69c031123c4e5989109ba868,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,19714.602445,544.2059,36.226365,3.176
BATIMENT0000000240879451_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,dc82e5bd193f883f4bcca5fbfefe8caf42df473a9b672cd55afdaac60d265224,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,7387.498181,69.1113,106.892705,1.475
BATIMENT0000000240879459_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,d32523cff102e4681d1eb3e30d608098043e0d29587e4a13363d7307f67fcbe3,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,15271.927686,2011.5438,7.592143,4.089
BATIMENT0000000240879467_part0,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,DWELLING_LAYOUT_EMITTED,15f761bfb4cf21863d5bd132482e250e4a7c7c440320d8fae7de0b37ed195145,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,41194.09311,324.4148,126.97969,2.8
BATIMENT0000000240879546_part0,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,d14bb52d60e6297f3d7d1bd7231ab0e79cc0d231857a8b2c2ad5f522a7b54b0e,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,17534.674197,2256.3862,7.771132,5.21
BATIMENT0000000240879577_part0,FR.N.MFH.07.Gen.ReEx.001.001,MFH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,78220c77ac9910aff20f50e2990cdf848f258e5cf5a7be7e0e3d554f900a7005,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,15241.462177,1633.6365,9.329776,3.234
BATIMENT0000000240879618_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,32e035fd982501bf05b014ce45f2383bd6d80359784348812cd45e7e86b7ae64,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,12845.848928,115.3524,111.361788,1.947
BATIMENT0000000240879681_part0,FR.N.MFH.03.Gen.ReEx.001.001,MFH,NEW_POST_1945,DWELLING_LAYOUT_EMITTED,6c57741469d6eb028920dd8f9a9791aaa8765a16d83e0c952536a56b0d735d48,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,21425.658297,143.3816,149.430992,1.882
BATIMENT0000000240879754_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,5937f4c3ca4df035706c435d6a0a5093996b82f0040d7b61c3523764a1afe738,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,47289.593681,623.7034,75.82065,5.097
BATIMENT0000000240879934_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,ac21e8b53d4d4ede9180e90f04dd4123b8e3a2b95da258f8b43cd69c2adef1b7,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,21045.805728,282.9548,74.378694,7.177
BATIMENT0000000240879966_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,96f3abbb4aa1459f0cd23c19556dad4e88f830929fba83e6077d5d002fea0b80,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,14282.140703,102.7235,139.034782,2.047
BATIMENT0000000240879968_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,d0d2f85c2fc5b11376aa1a5fac10eb23355315f8c7c13ea11e4194f739756343,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,13199.734195,159.5214,82.745834,1.492
BATIMENT0000000240880001_part0,FR.N.MFH.06.Gen.ReEx.001.001,MFH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,967f11b2b0ed1c0041b3edf5f31f4fca63fe9f603bfd2655c99784f8d15c6061,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,13805.582923,794.7939,17.370017,5.358
BATIMENT0000000240880024_part0,FR.N.TH.08.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,3b356ffa097571d50313e8a6f0728177f95cf0cf6d70bd707c53d7d6ce68369f,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,2213.10797,193.431,11.441329,2.257
BATIMENT0000000240880049_part0,FR.N.TH.01.Gen.ReEx.001.001,TH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,a7c79cc6a3de5a615c57a0b92f04cb8c9e7250287727b2603115f009bbd5aba6,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,23840.85685,235.9692,101.033769,3.253
BATIMENT0000000240880071_part0,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,d9ffa0a630c27c251cd2bf3e1ebcfbe06d0d0e49e4f0518d8ad00a40cb7878f9,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,6684.76976,55.3993,120.665283,1.909
BATIMENT0000000240880079_part0,FR.N.TH.06.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,dc0e7ccb61089fe1c798283df10e11e37cbe52f7923accae938b87400d77a1c0,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,3418.198432,113.7508,30.049895,1.824
BATIMENT0000000240880094_part0,FR.N.TH.03.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,9de7f9efb579dc2b0fa50547f7e23315731a3b907bad898ae6fbd1295b73bfc6,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,13074.127324,112.2539,116.469223,2.395
BATIMENT0000000240881546_part0,FR.N.TH.07.Gen.ReEx.001.001,TH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,c00d94baf99f1952c68b1fc45d8e7e62d52fdbb320e88a5df4a1d2e63d01972a,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,6298.058788,391.908,16.070248,2.549
BATIMENT0000000357175643_part0,FR.N.SFH.09.Gen.ReEx.001.001,SFH,NEW_POST_1945,FALLBACK_PENDING_LAYOUT,0cbf5c1c86bb489c6e8842d16461c52bc4ffded28d41c9569b23d800f5a3e94a,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,2141.523334,221.429,9.671376,2.262
