Date/Time,BATIMENT0000000240879419_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F5_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F6_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879419_PART0_F7_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/01  20:00:00,1680350.848733404,902357.8541417402,882247.6811901638,926636.2846812089,963867.2720123025,931710.7004583551,843414.2402345578,3544084.0475129774 
 01/01  21:00:00,1813528.2628637187,1043222.4947689654,1022596.6897649954,1065025.4766410654,1101304.58309112,1077826.4469032642,1022546.921575279,3715106.6883218037 
 01/01  22:00:00,1820790.212292134,1058234.4198010252,1037263.5396894069,1077986.6787949344,1113528.375051552,1098287.0799976606,1072529.5755773229,3737185.9451542348 
 01/01  23:00:00,1804733.2503179961,1049608.1810318371,1029203.0970838736,1069731.3019516065,1106125.9782787354,1101828.1530322682,1107890.1836525998,3820870.5172882127 
 01/01  24:00:00,1772512.9267593874,1023808.1916309719,1003745.6448037847,1043837.5803560164,1080670.1363705622,1084820.7755968876,1117099.3972542144,3844966.409243265 
 01/02  01:00:00,1788558.8484597332,1044582.7849374677,1024056.2946224876,1062543.486215116,1098424.437850548,1106663.7205875218,1155577.4612189126,3826074.3622473064 
 01/02  02:00:00,1786513.5451977407,1048036.8119364866,1026919.1922463418,1063398.7542969931,1097997.4243724195,1110247.497085476,1176040.3085274477,3769364.8083284153 
 01/02  03:00:00,1896306.5067108923,1161845.171698829,1140455.2296891953,1175611.3048549015,1209440.0685339612,1225674.110212253,1306099.0604333289,3878443.5835851654 
 01/02  04:00:00,2147230.4727586135,1415987.8624481293,1394327.828103339,1428232.5372036693,1461322.1876051715,1480495.6946659165,1574553.3817213029,4162630.5004820377 
 01/02  05:00:00,2404508.2312584217,1676528.0507378338,1654612.531586696,1687245.7456483506,1719512.9457193078,1741039.622615735,1846701.5146587598,4457204.516179185 
 01/02  06:00:00,2571166.166954104,1846273.1995304667,1824493.7168080069,1856600.963300679,1888721.3618318203,1913281.3670681878,2030113.289313848,4682161.135059214 
 01/02  07:00:00,2580501.6228589495,1859073.8313908223,1837340.9907202208,1868796.254400778,1900623.4572922434,1927723.915006334,2053731.758905761,4702535.728154902 
 01/02  08:00:00,2656478.2375354613,1938675.582956275,1917093.1672925365,1947921.1994885816,1979534.6115342227,2009448.1085834096,2144727.6033441103,4801135.54228005 
 01/02  09:00:00,2836775.027053681,2122150.9327960056,2100804.779974697,2131127.1595125906,2162535.2168451212,2194529.214143005,2338239.305946461,5042994.130393124 
 01/02  10:00:00,2949012.7672822215,2239873.2807594035,2218272.9407327543,2246274.674008021,2275324.259505066,2303877.70991966,2448871.270782844,5185086.6883169105 
 01/02  11:00:00,2859914.5173211526,2164550.9921696736,2141399.9292362803,2160987.724145944,2180302.9006767613,2184943.5793297947,2280931.675956477,4953372.188509358 
 01/02  12:00:00,2434680.8000142775,1754519.4007843588,1731635.9361249898,1745014.0852441518,1755103.1003968092,1691178.097313663,1644577.387491352,4161226.3259806205 
 01/02  13:00:00,2002094.4024317432,1330841.8231015443,1307968.0960606202,1317221.0778211942,1319487.1022019535,1177742.7996439976,1037974.7135108949,3411258.3219733527 
 01/02  14:00:00,2094000.8229160013,1413754.8929547395,1386787.1896690282,1392770.5409954856,1394384.357075245,1331844.7718756536,1334303.199003407,3780863.6601385027 
 01/02  15:00:00,2682026.690187902,1994994.330224689,1968820.5043761877,1978518.4417891698,1985356.859475226,1955390.3802118704,2022458.7906395032,4671540.583285908 
 01/02  16:00:00,3293938.3572786064,2602946.5864397413,2578573.968416851,2592731.299534542,2604851.059489476,2590469.424110008,2690696.1282201027,5557845.755983779 
 01/02  17:00:00,3771644.787796491,3078734.817797685,3056397.7837478537,3075017.9385116496,3092411.3374705487,3092625.5774830673,3218253.041332756,6282657.822163325 
 01/02  18:00:00,4674971.983270303,3973045.5894805496,3948095.699827592,3966455.1567190797,3984706.105210347,3990766.2198889125,4137141.6671831748,7535335.416984593 
 01/02  19:00:00,5250454.118608542,4550427.529844808,4524497.524872807,4541574.576015365,4558912.190917994,4565727.60366353,4720242.652909618,8208143.3162927525 
 01/02  20:00:00,5487115.156211391,4791175.250894559,4765486.909899282,4782608.475444364,4800295.459669901,4810112.238209671,4973164.4119586535,8500700.423351277 
 01/02  21:00:00,5627188.78931978,4935578.178155125,4910185.510312833,4927344.470812954,4945353.574998177,4957903.227758484,5128329.327086298,8686053.611544672 
 01/02  22:00:00,5991288.606621923,5304252.859887205,5279240.491857196,5296472.788951267,5314820.330826179,5329911.875810271,5507650.489578865,9119043.998247158 
 01/02  23:00:00,6405167.695512568,5722783.087583386,5698190.377112225,5715507.976083635,5734174.5065195,5751541.385696107,5936567.1633281335,9625973.405396884 
 01/02  24:00:00,6853569.217442262,6175594.071017349,6151421.090820147,6168840.95462065,6187814.798343962,6207235.350640127,6400548.261923073,10237078.06041151 
 01/03  01:00:00,7327002.646423514,6654182.318523573,6630502.985633584,6648038.5148543725,6667306.839859644,6688623.2880779635,6891286.941281092,10919644.193011777 
 01/03  02:00:00,7624333.381544292,6965735.57928007,6950139.605639034,6976266.138719224,7004032.570736793,7042546.27031042,7274504.641829632,11729431.369609946 
 01/03  03:00:00,7955304.262309885,7304644.984623229,7292477.3585397545,7321994.448483151,7353232.604438407,7399219.82497042,7647746.2386114355,12342574.681558013 
 01/03  04:00:00,8205666.176969855,7561091.7627256755,7550538.018497348,7581365.778700758,7614042.967547884,7663608.0350971725,7922627.021701609,12764769.31979293 
 01/03  05:00:00,8368398.027166326,7729272.53886232,7720106.455988283,7752077.461915627,7786038.056142299,7838836.66851989,8106986.68616523,13067431.502738275 
 01/03  06:00:00,8438290.283440247,7803849.364851234,7795860.687910681,7828920.015157134,7864160.675520654,7920257.757931907,8196879.385745336,13258766.712596063 
 01/03  07:00:00,8516920.399434865,7886503.11315899,7879529.488214579,7913664.168150025,7950246.786569924,8009859.063242254,8295446.005330391,13466663.082407104 
 01/03  08:00:00,8584078.23090085,7957628.55842344,7951599.616733779,7986593.628297146,8024216.405488342,8086511.930615988,8379299.187217668,13632179.66457055 
 01/03  09:00:00,8662508.580129052,8040172.368708702,8035072.604885675,8070672.271559794,8108975.056314338,8172963.207534995,8471034.599504841,13777383.170192244 
 01/03  10:00:00,8620244.310468435,8002024.285671858,7997013.0796749815,8031721.626893928,8069062.7743002,8131171.851867633,8429827.048555633,13743047.744852198 
 01/03  11:00:00,8411185.287879772,7795548.891502986,7786325.42489518,7812668.692367367,7840817.220714022,7883599.687264571,8162991.354221727,13401670.960183777 
 01/03  12:00:00,8073397.899042481,7456609.608979923,7436651.180834524,7444122.873902364,7451461.579222192,7447970.708933857,7673910.442112532,12778836.653852943 
 01/03  13:00:00,7631851.630910322,7017107.049051525,6989649.0066304235,6981763.664623551,6970921.32359059,6902558.239612673,7032972.532020487,12048044.721992953 
 01/03  14:00:00,7238412.399412105,6631651.868927681,6607541.113113231,6600720.176063733,6589191.306933071,6496889.770622545,6518069.83263942,11369526.154469846 
 01/03  15:00:00,6916510.498383708,6313057.654987483,6293192.539433008,6291517.503310567,6285417.208152844,6228630.305072334,6093435.378433485,10712321.339798218 
 01/03  16:00:00,6572239.216531935,5969191.973449293,5956573.772721117,5966968.183496138,5974033.1741764005,5953103.038637596,5861537.2397121545,9970056.33875059 
 01/03  17:00:00,6544872.852854254,5934782.640877102,5925450.175661815,5945601.527185637,5964429.902749018,5977499.8106528865,6144409.80993269,10642369.01497466 
 01/03  18:00:00,7460556.422576405,6848371.304864536,6847452.693368396,6884464.1236748025,6922467.8481277665,6979137.470644888,7232489.435732485,12849259.438236102 
 01/03  19:00:00,8528915.155044196,7920273.476729607,7922478.920311415,7963938.363513971,8006866.421806159,8074361.695126932,8359248.492727803,14449665.917974096 
 01/03  20:00:00,8737736.731459148,8132462.758726645,8136682.319544809,8181003.8715122705,8227187.999719344,8302280.206277832,8608153.846782656,14888814.040070353 
 01/03  21:00:00,9131801.51948544,8529597.215936195,8535650.63366016,8582266.395409126,8630940.995317899,8711658.038931763,9035303.264662085,15473979.177939413 
 01/03  22:00:00,9648173.165527262,9051001.929158568,9059249.96328641,9108351.279224388,9159636.49224098,9246275.824272854,9588150.881907407,16258847.010966502 
 01/03  23:00:00,9766625.5760307,9173025.504473932,9183448.462717887,9235761.879874123,9290724.014490439,9385744.587196825,9747548.458886592,16647318.883516124 
 01/03  24:00:00,10260130.523559548,9670093.780164927,9683610.269221252,9740953.505028985,9801808.466000455,9909800.435190147,10301745.969797075,17681739.812751126 
 01/04  01:00:00,11037658.104487022,10451002.617399972,10465871.662637021,10525676.642734552,10589833.292647513,10705915.416771013,11121659.450059934,18903376.928321045 
 01/04  02:00:00,11634283.714871513,11050432.468212442,11064608.575110948,11123859.06550522,11188075.063041005,11305969.689105254,11734525.04735264,19697649.01785386 
 01/04  03:00:00,12118224.223033002,11535570.654340465,11545312.183734972,11598116.193258883,11655793.488005592,11761417.448152047,12179624.07192549,19881049.81881942 
 01/04  04:00:00,12399622.155159062,11817451.852663627,11822984.953261439,11869938.488720274,11921605.69231966,12016118.316805245,12420922.04860086,19881544.14881491 
 01/04  05:00:00,12589521.85685487,12009706.294866946,12014336.538882844,12060505.818083579,12111751.794340983,12206946.244164519,12617705.919593161,20172312.717780527 
 01/04  06:00:00,12815326.470120892,12240810.018011658,12246258.397276808,12292578.635614747,12343840.462120228,12438785.313868092,12852685.705194335,20441301.65712066 
 01/04  07:00:00,13042057.540438045,12473016.398559235,12479376.334407862,12525945.832806157,12577304.831486013,12672032.018504236,13087991.30000493,20711685.84680284 
 01/04  08:00:00,13060764.179345427,12495315.241794199,12501594.239574486,12547823.047943803,12598937.936125051,12693786.076839149,13112563.481282234,20757265.652354773 
 01/04  09:00:00,13069794.418385755,12507666.401428612,12513925.293582115,12559463.827405494,12609781.808979716,12703016.166134512,13120882.585596107,20743244.88442496 
 01/04  10:00:00,13063099.201901032,12504512.608380046,12507955.357404122,12547529.65172995,12591069.776808491,12669663.438521415,13072265.40074722,20624801.99366168 
 01/04  11:00:00,12367508.362756139,11807707.50195202,11799583.693109201,11818371.729008304,11838643.318797868,11867906.766756082,12210333.73652889,19401770.53363802 
 01/04  12:00:00,11288011.090778878,10719235.417274721,10695825.078009106,10690369.146772832,10683292.84667481,10626947.601623852,10820965.116546933,17542236.561170068 
 01/04  13:00:00,9915970.242411522,9335226.459381925,9299225.285238685,9275533.002525458,9245050.812936686,9029154.079835137,8950963.90064765,15120172.706927408 
 01/04  14:00:00,8677035.835935406,8089469.142511966,8049220.097724034,8019444.81883628,7981547.041717566,7760946.489871262,7553728.258180348,13157773.55001288 
 01/04  15:00:00,7782258.599603866,7189076.623877932,7149408.1691880915,7121957.575084435,7088450.09608783,6960975.529810478,6658274.461505923,11738217.36091489 
 01/04  16:00:00,7198255.860932426,6600685.116314951,6566166.366428127,6548826.591747604,6527012.578249881,6443996.7387940595,6289949.465244181,10656821.87824429 
 01/04  17:00:00,6939734.585345149,6344120.870900489,6320527.365988007,6320203.602369868,6317080.199312626,6279416.584478995,6376592.002661334,10606903.485688696 
 01/04  18:00:00,7245732.8249519225,6652727.984149973,6641306.064609327,6660767.55880811,6679456.36070985,6690003.954097407,6874600.579633806,11932686.755086454 
 01/04  19:00:00,7735212.56647063,7141955.929296007,7132691.985777155,7155270.684637552,7177431.811992457,7197113.723920742,7402699.729433831,12566588.579609018 
 01/04  20:00:00,8040549.597674056,7447303.341458912,7439559.79988405,7464325.948586647,7488959.884595212,7515446.031492993,7737576.373896501,12969130.306840964 
 01/04  21:00:00,7962364.710702833,7368394.506948066,7361665.712206035,7388340.764084851,7415329.123865016,7448592.665823258,7684908.680666501,12916603.896549776 
 01/04  22:00:00,7986694.297602079,7390321.123313919,7384171.5417546,7412568.712819355,7441845.995452832,7481789.396396212,7731745.272290614,13005113.709748307 
 01/04  23:00:00,7896328.7198865535,7299668.405308314,7294392.873185518,7324307.68672874,7355456.268151256,7400624.626938026,7661599.141769309,12921903.132296978 
 01/04  24:00:00,7741965.037938438,7144413.372851429,7139648.367464974,7170441.682529898,7202672.299577997,7250988.563569535,7517459.623397121,12707428.643881401 
 01/05  01:00:00,7974038.7868938595,7374524.268484192,7370139.47090689,7402226.001998674,7436221.740782069,7489582.571199263,7767120.277739921,13051881.653316796 
 01/05  02:00:00,8052461.831379764,7451748.323993571,7447535.084905152,7480719.618970637,7516332.678405985,7574508.778955681,7863022.449165726,13238575.516167415 
 01/05  03:00:00,7973972.143971536,7371548.232000505,7367242.981539397,7401097.098257262,7437815.7425825875,7499578.627236758,7795011.3036402995,13192025.358311262 
 01/05  04:00:00,8015092.939672672,7410780.834986607,7406255.754373205,7440696.351591278,7478474.739211499,7543788.852470249,7847100.974055651,13302625.107050922 
 01/05  05:00:00,8001975.115752224,7397047.068736993,7392630.816859538,7427585.902551862,7466144.121668502,7533809.147311299,7842700.282415833,13309321.501749363 
 01/05  06:00:00,7961813.960903627,7356588.0876524225,7352439.724477587,7387882.79645535,7427086.912000572,7496483.736327181,7808768.4968395075,13257379.676819317 
 01/05  07:00:00,7957152.229218963,7351008.007312944,7346806.305868038,7382574.402641942,7422348.351425095,7493597.142079479,7809691.436894823,13268362.474914405 
 01/05  08:00:00,8000839.691910535,7392968.578210858,7388265.947858611,7424128.654944407,7464383.113490036,7537767.213975638,7858737.258642642,13358072.812622093 
 01/05  09:00:00,7890600.353739704,7281906.79962998,7276841.008549757,7312642.17941103,7353092.375903545,7427649.962552699,7751514.798178161,13226839.49084601 
 01/05  10:00:00,7672320.233298304,7062444.808389528,7056364.488942219,7090716.6293858215,7129662.032106192,7201309.057381569,7520965.859972579,12908783.425995152 
 01/05  11:00:00,7363401.815439515,6750056.833694259,6739442.856089349,6767105.576510958,6798802.967131354,6856036.684762454,7158371.649874352,12412818.967422256 
 01/05  12:00:00,6716468.018482941,6098326.1690617725,6081406.502515046,6099542.854012838,6120786.094373916,6157272.315199109,6432839.0441151075,11436693.599040283 
 01/05  13:00:00,6102500.570589447,5483949.030525359,5465861.578123755,5480851.6655544555,5498271.831070373,5525766.904655755,5785056.123358849,10493070.93343967 
 01/05  14:00:00,5492177.169200534,4871641.705632941,4849058.662214061,4855581.586382044,4863362.2887942735,4870114.151673756,5099836.515012063,9491932.749591362 
 01/05  15:00:00,4945971.170353829,4325102.801412784,4302487.431015819,4307954.674561828,4314179.255282791,4317027.814236679,4536364.0203193445,8796827.774651516 
 01/05  16:00:00,4600056.900948845,3979319.4059507195,3960834.951432291,3972395.8689254858,3984942.080188188,4000244.5878374516,4229257.497235227,8520717.71817446 
 01/05  17:00:00,4468549.587681259,3845995.5440966645,3831343.0108687812,3849316.138931856,3868711.359355276,3898014.389623917,4141648.2723860308,8368180.063116984 
 01/05  18:00:00,5014892.785212439,4389209.262763686,4382342.412778156,4414772.006037244,4450129.015438427,4512904.765559468,4796760.611456095,9310985.10171836 
 01/05  19:00:00,5603625.547449826,4977668.155327367,4972744.29590905,5008002.4284673035,5046308.1871122215,5114789.261534849,5409538.609248376,10136952.891121903 
 01/05  20:00:00,5930295.772561298,5304360.783241682,5301186.647028528,5339112.405358165,5380280.418807204,5454387.446875731,5759325.567134307,10667449.36106541 
 01/05  21:00:00,6187894.042422582,5561885.387072046,5559844.083542104,5599512.238665911,5642599.359611742,5720365.514041341,6032778.339696091,11053793.322023725 
 01/05  22:00:00,6257310.726846237,5631348.052647145,5629349.763819167,5669098.222581767,5712368.783765525,5790235.836871152,6103359.920392436,11094593.360066727 
 01/05  23:00:00,6272747.048879063,5645931.131784697,5643240.459143165,5682117.705386793,5724605.995296283,5800796.204766812,6110674.205968576,11000696.990353955 
 01/05  24:00:00,6312031.366987871,5684362.154066842,5680028.908205132,5716446.228513619,5756388.12493002,5827302.941696858,6127447.887580857,10816190.014988776 
 01/06  01:00:00,6362852.946764747,5734655.961194815,5729310.135924185,5764126.426191276,5802350.814573849,5869584.22092438,6162534.694776129,10719308.148036897 
 01/06  02:00:00,6503788.1276026815,5875781.446611963,5870552.445203771,5905496.045792501,5943845.609316763,6011168.589190025,6303500.49580368,10875365.67183737 
 01/06  03:00:00,6681916.401851807,6054393.103992883,6049397.500419451,6084636.807356245,6123295.832747949,6191140.562110787,6484572.352048313,11101680.52460841 
 01/06  04:00:00,6722416.8513395805,6096385.868430991,6092830.084795468,6130192.640222817,6171110.2429673895,6243526.001270956,6544024.4555516075,11308327.286391098 
 01/06  05:00:00,6743582.356382612,6117737.050855146,6114272.625882921,6151910.691173858,6193240.806216901,6266554.83491653,6569263.297910459,11347014.146716041 
 01/06  06:00:00,6829935.215715468,6203739.217404087,6199295.371564612,6235509.187679884,6275360.529872138,6345675.450970812,6643249.2444012435,11344659.364668904 
 01/06  07:00:00,6779459.344903657,6153500.412991918,6148963.784149534,6185318.4684358835,6225449.175586738,6296594.218153787,6595289.071455165,11311392.592218032 
 01/06  08:00:00,6807522.8719358565,6180821.259938725,6175978.2586928755,6212358.5833918955,6252708.388636611,6324687.004758601,6624699.540981159,11371990.022614542 
 01/06  09:00:00,6790071.680983875,6163869.518664409,6158879.348537192,6195107.483474503,6235386.327317946,6307300.558132188,6607821.99816617,11361903.463688808 
 01/06  10:00:00,6751746.520185419,6125121.088595776,6118270.395262319,6151470.827855515,6188511.997399179,6253624.622554708,6546402.145502235,11272988.905223805 
 01/06  11:00:00,6562325.898444718,5932895.333621474,5917354.247113524,5936294.407117026,5957703.6053210115,5990636.59810072,6248723.309895933,10878827.38833702 
 01/06  12:00:00,6226764.052980544,5592837.215502541,5565142.087246565,5563910.155896948,5562974.472742179,5545349.798148083,5739547.87798817,10204329.083211709 
 01/06  13:00:00,5990627.508759779,5356110.258390915,5321223.362912345,5306395.406014632,5289467.1489315955,5217770.6209837,5333593.03953587,9651117.693627097 
 01/06  14:00:00,5729635.451986897,5093637.965235489,5055457.700180521,5034538.0757652465,5009680.404546606,4902067.99255704,4902446.096002162,9044085.432265263 
 01/06  15:00:00,5557841.815391896,4918889.452191556,4880681.640647294,4860550.815444909,4836722.148317414,4756136.303144176,4681731.440636952,8664504.207354635 
 01/06  16:00:00,5610638.446055834,4969632.6108811805,4934871.783663412,4921341.0935035,4904975.359008191,4850231.2426058,4879986.516627874,8753442.486393955 
 01/06  17:00:00,5793147.059999565,5152822.212861496,5126097.8651533425,5126449.478561164,5125338.710784068,5105468.137733212,5255918.804788525,9283501.35471857 
 01/06  18:00:00,6159269.050344758,5520510.114894007,5504350.905162931,5523201.317994132,5542636.888145073,5566904.983276141,5777525.782765225,10188256.86840343 
 01/06  19:00:00,6666465.209231246,6029322.186221282,6016333.300581736,6040183.2507089125,6065171.097440628,6101511.2919565905,6336291.1179795135,11081330.565478496 
 01/06  20:00:00,7339381.958970582,6704975.858391007,6695099.235934311,6723355.216496252,6753127.626133564,6799549.219031921,7057359.289071968,12153067.811623875 
 01/06  21:00:00,7817222.834006267,7186507.026359046,7178616.97943224,7209251.911779797,7241564.431690705,7293325.9521980425,7565407.326891636,12838592.888273824 
 01/06  22:00:00,8119184.629464475,7492200.840041835,7487828.102614254,7523841.069395706,7562168.5900179725,7626865.243778907,7925115.27206339,13597240.233848551 
 01/06  23:00:00,8517413.034254337,7894483.456417127,7893428.566270884,7934216.272111973,7977844.695143733,8053690.448673123,8376762.323335296,14415375.870672945 
 01/06  24:00:00,8552225.262147538,7934523.608974813,7935788.1445359625,7979143.483943851,8025381.726747647,8106373.960798129,8441318.839519134,14586306.299410004 
 01/07  01:00:00,8007878.664887545,7394120.692970959,7397603.031192031,7443867.425820742,7492963.755798314,7580630.648873246,7926282.808900945,14053744.468468402 
 01/07  02:00:00,7939130.078542309,7326736.16203011,7331424.329147258,7379442.233669898,7430820.39892574,7523070.447746469,7877334.143963491,14039354.480514556 
 01/07  03:00:00,8036181.337263945,7426892.807827547,7432853.114442052,7482323.681484726,7535270.147250477,7630861.381493429,7993182.931543363,14222172.844580293 
 01/07  04:00:00,7977840.965742049,7370832.070563846,7377392.102743608,7427243.049365852,7480570.132850748,7577039.160052405,7941802.606312792,14103474.74210124 
 01/07  05:00:00,8038948.709119368,7434008.168912709,7440519.248863293,7489704.678198051,7542274.446401792,7637105.833505121,7999949.74858568,14055094.471881414 
 01/07  06:00:00,8133211.540160313,7530034.9182027625,7536716.152892548,7585736.888297567,7638086.868299978,7732496.444479194,8095008.413843717,14110327.772550693 
 01/07  07:00:00,8040852.961597418,7439823.745816699,7446395.342295984,7494831.126501129,7546514.458863044,7639794.645259235,8000054.440077852,13901438.874591276 
 01/07  08:00:00,7843935.5021117935,7243506.738363463,7249183.984936163,7296104.909104469,7346252.158845724,7436421.366410114,7789501.314064559,13493606.380945496 
 01/07  09:00:00,7869658.980787392,7269715.517201772,7274385.885858702,7319534.108283979,7367883.330502725,7454036.170347544,7800209.388563829,13367415.369442986 
 01/07  10:00:00,7668496.377627278,7072229.862956025,7075260.742778935,7116032.79452073,7159481.6081106495,7234298.157329552,7561172.682374392,12955866.888149455 
 01/07  11:00:00,6771173.765690731,6184899.345871958,6186150.316620718,6218082.108879674,6250623.878776211,6289556.278678568,6481949.09788668,11435918.78242601 
 01/07  12:00:00,5583090.803305017,5008549.645748036,5011808.426570936,5039733.683629398,5063266.524307788,4978525.426231043,4893606.929338875,9284713.988848355 
 01/07  13:00:00,4580921.894297021,4011641.1544131814,4015550.794565232,4040204.490110567,4055230.78376975,3849825.206877323,3635040.2548547485,7518806.845467095 
 01/07  14:00:00,3863632.2163820034,3301425.878214647,3312708.7701704437,3345103.297211134,3365288.3480457678,3139712.997091801,2642957.848139486,5984153.944094546 
 01/07  15:00:00,3410042.1508145025,2846790.52219431,2863084.57604181,2903350.1673852126,2934727.7197758555,2862320.2734633144,2139467.9022161933,5033998.453164788 
 01/07  16:00:00,3410326.286046283,2833037.816748894,2844948.7524192375,2882824.49637297,2914037.9343010425,2889031.3892088104,2556578.0587196583,5055056.606674393 
 01/07  17:00:00,3754806.925684566,3155732.223753174,3157210.391727954,3186240.2754016053,3210250.757450398,3189582.92864064,3159842.2552048727,6062660.890880218 
 01/07  18:00:00,4295076.282325833,3674966.815787251,3673918.975788934,3707931.551130055,3739250.019958898,3744689.0694900444,3783366.8990060454,7273622.025500302 
 01/07  19:00:00,4746299.84905936,4122446.6527836574,4121419.5446502334,4156756.7898546318,4189991.1390071562,4204955.161437943,4277287.4730223995,7962019.035771044 
 01/07  20:00:00,4974879.465462544,4348086.748319882,4345543.9452815745,4379499.775741407,4411789.310807322,4429737.147064205,4523267.105011147,8197692.594881301 
 01/07  21:00:00,4784182.010471106,4155105.5801819637,4152201.6589683103,4186707.2756491546,4220082.639984292,4245018.920493909,4360235.715078331,8053119.675263691 
 01/07  22:00:00,4521238.039535727,3889972.2528198613,3887878.3990142196,3924825.491497043,3961370.701311643,3996899.0005498026,4137914.543403749,7921907.811386587 
