building_id,district,group,k,storeys,area_m2,spread,verdict,checks_failing,in_ceiling82_population,affected
way/310775064,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,5,368,0.4999,PASS,,True,True
way/310775068,ES-MAD-BERRUGUETE,SQUARE,4,5,327,0.9999,PASS,,True,False
way/310775071,ES-MAD-BERRUGUETE,TRIANGLE,4,8,458,1.0,PASS,,True,False
way/310775072,ES-MAD-BERRUGUETE,L_SHAPE,4,4,417,0.9999,PASS,,True,False
way/310775075,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,8,332,1.0,PASS,,True,False
way/310775076,ES-MAD-BERRUGUETE,TRIANGLE,3,9,477,0.9999,PASS,,True,False
way/311159684,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,12,3,179,0.3621,FAIL,C10,True,True
way/311159685,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,11,3,186,0.4214,PASS,,True,True
way/311159688,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,11,3,541,0.5311,PASS,,True,False
way/311159689,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,172,0.363,PASS,,True,True
way/311159690,ES-MAD-BERRUGUETE,TRAPEZOID,8,2,302,0.6666,PASS,,True,False
way/311159691,ES-MAD-BERRUGUETE,RECTANGLE,2,3,152,0.9999,PASS,,True,False
way/311159692,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,214,0.9999,PASS,,True,False
way/311161162,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,218,0.9751,PASS,,True,False
way/311161163,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,3,154,0.9998,PASS,,True,False
way/311161164,ES-MAD-BERRUGUETE,SQUARE,2,4,201,0.9999,PASS,,True,False
way/311162658,ES-MAD-BERRUGUETE,SQUARE,2,7,251,1.0,PASS,,True,False
way/311162660,ES-MAD-BERRUGUETE,SQUARE,6,7,512,0.9998,PASS,,True,False
way/311162661,ES-MAD-BERRUGUETE,SQUARE,3,6,147,0.5,PASS,,True,False
way/311162662,ES-MAD-BERRUGUETE,SQUARE,6,7,515,0.9999,PASS,,True,False
way/311162663,ES-MAD-BERRUGUETE,SQUARE,6,7,510,0.9999,PASS,,True,False
way/311168052,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,3,237,0.8296,PASS,,True,False
way/311431852,ES-MAD-BERRUGUETE,RECTANGLE,6,6,633,0.9999,PASS,,True,False
way/311431853,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,310,0.1138,PASS,,True,True
way/311586300,ES-MAD-BERRUGUETE,TRIANGLE,2,5,244,0.1283,PASS,,True,True
way/311595043,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,7,266,1.0,PASS,,True,False
way/311595045,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,236,0.9785,PASS,,True,False
way/311595048,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,7,360,0.8612,PASS,,True,False
way/311602374,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,107,0.3159,PASS,,True,True
way/311968161,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,137,0.9681,PASS,,True,False
way/311968162,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,5,276,0.2709,PASS,,True,True
way/311968163,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,5,183,0.9997,PASS,,True,False
way/322742247,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,3,7,459,1.0,PASS,,True,False
way/322742249,ES-MAD-BERRUGUETE,SLIVER,2,4,112,0.9777,PASS,,True,False
way/322742251,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,5,312,0.5,PASS,,True,False
way/322742256,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,3,341,1.0,PASS,,True,False
way/322742257,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,4,4,160,0.9999,PASS,,True,False
way/322742258,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,5,576,0.7841,PASS,,True,False
way/322742259,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,3,355,0.5016,PASS,,True,False
way/322742263,ES-MAD-BERRUGUETE,TRAPEZOID,6,4,163,0.9997,PASS,,True,False
way/322742264,ES-MAD-BERRUGUETE,TRIANGLE,2,4,186,1.0,PASS,,True,False
way/322742265,ES-MAD-BERRUGUETE,TRIANGLE,3,7,376,0.9998,PASS,,True,False
way/333138111,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,7,5,520,0.1758,PASS,,True,True
way/333138113,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,7,366,0.9538,PASS,,True,False
way/333138116,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,7,3,218,0.1769,PASS,,True,True
way/333138124,ES-MAD-BERRUGUETE,TRAPEZOID,5,6,500,0.6666,PASS,,True,False
way/333138127,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,3,5,334,0.5,PASS,,True,False
way/333138128,ES-MAD-BERRUGUETE,TRAPEZOID,3,7,480,0.9999,PASS,,True,False
way/333138130,ES-MAD-BERRUGUETE,TRAPEZOID,10,7,1178,0.9998,FAIL,C10,True,False
way/333138131,ES-MAD-BERRUGUETE,L_SHAPE,2,4,84,0.9999,PASS,,True,False
way/333138134,ES-MAD-BERRUGUETE,L_SHAPE,3,5,262,0.9999,PASS,,True,False
way/333138136,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,7,8,870,0.75,PASS,,True,False
way/340701289,ES-MAD-BERRUGUETE,RECTANGLE,5,1,161,0.5,PASS,,True,False
way/380242656,ES-MAD-BERRUGUETE,TRIANGLE,6,6,1152,0.9999,PASS,,True,False
way/380242657,ES-MAD-BERRUGUETE,L_SHAPE,12,6,1232,0.9998,PASS,,True,False
way/380242658,ES-MAD-BERRUGUETE,SQUARE,3,3,142,0.5,PASS,,True,False
way/380242662,ES-MAD-BERRUGUETE,SLIVER,3,5,208,1.0,PASS,,True,False
way/380242668,ES-MAD-BERRUGUETE,L_SHAPE,2,2,82,0.9849,PASS,,True,False
way/380242669,ES-MAD-BERRUGUETE,L_SHAPE,4,7,416,0.9445,PASS,,True,False
way/380242671,ES-MAD-BERRUGUETE,L_SHAPE,2,4,372,1.0,PASS,,True,False
way/388485182,ES-MAD-BERRUGUETE,RECTANGLE,3,7,765,0.5,PASS,,True,False
way/388485186,ES-MAD-BERRUGUETE,RECTANGLE,5,3,271,0.4999,PASS,,True,True
way/388485189,ES-MAD-BERRUGUETE,TRIANGLE,2,4,140,0.5515,PASS,,True,False
way/388485191,ES-MAD-BERRUGUETE,SQUARE,5,7,476,0.6666,PASS,,True,False
way/388485193,ES-MAD-BERRUGUETE,RECTANGLE,4,2,267,0.9999,PASS,,True,False
way/388485194,ES-MAD-BERRUGUETE,TRAPEZOID,3,8,558,0.5,PASS,,True,False
way/388485196,ES-MAD-BERRUGUETE,SQUARE,3,7,292,0.5,PASS,,True,False
way/388485200,ES-MAD-BERRUGUETE,TRIANGLE,2,4,282,0.9999,PASS,,True,False
way/388485203,ES-MAD-BERRUGUETE,TRAPEZOID,3,7,348,0.9999,PASS,,True,False
way/388485205,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,3,121,1.0,PASS,,True,False
way/389587830,ES-MAD-BERRUGUETE,TRIANGLE,7,3,1068,0.6666,PASS,,True,False
way/391270217,ES-MAD-BERRUGUETE,SLAB,10,2,325,0.9999,PASS,,True,False
way/391270218,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,6,3,537,0.9999,PASS,,True,False
way/391270219,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,4,1049,0.9999,PASS,,True,False
way/391270220,ES-MAD-BERRUGUETE,RECTANGLE,4,4,843,1.0,PASS,,True,False
way/391270221,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,4,340,0.9834,FAIL,C10,True,False
way/391270222,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,624,0.9143,PASS,,True,False
way/391270224,ES-MAD-BERRUGUETE,RECTANGLE,4,4,898,0.9999,PASS,,True,False
way/391275431,ES-MAD-BERRUGUETE,SQUARE,2,4,82,1.0,PASS,,True,False
way/391275433,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,5,300,1.0,PASS,,True,False
way/391275434,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,2,5,310,1.0,PASS,,True,False
way/391275435,ES-MAD-BERRUGUETE,L_SHAPE,2,5,152,0.9999,PASS,,True,False
way/391276755,ES-MAD-BERRUGUETE,RECTANGLE,2,5,184,0.9999,PASS,,True,False
way/391276756,ES-MAD-BERRUGUETE,SQUARE,3,4,342,0.9999,PASS,,True,False
way/391276757,ES-MAD-BERRUGUETE,SLIVER,2,4,54,1.0,PASS,,True,False
way/391276758,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,7,268,0.9901,PASS,,True,False
way/391276759,ES-MAD-BERRUGUETE,SQUARE,2,4,151,1.0,PASS,,True,False
way/391276760,ES-MAD-BERRUGUETE,SLIVER,2,5,96,0.9999,PASS,,True,False
way/391276761,ES-MAD-BERRUGUETE,SQUARE,2,5,253,0.9999,PASS,,True,False
way/391276762,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,2,7,279,0.5092,PASS,,True,False
way/391276763,ES-MAD-BERRUGUETE,RECTANGLE,2,5,233,0.9999,PASS,,True,False
way/391276766,ES-MAD-BERRUGUETE,L_SHAPE,2,7,290,1.0,PASS,,True,False
way/391279228,ES-MAD-BERRUGUETE,L_SHAPE,6,7,853,0.9999,PASS,,True,False
way/391279229,ES-MAD-BERRUGUETE,SQUARE,6,8,802,0.9999,PASS,,True,False
way/391279233,ES-MAD-BERRUGUETE,SQUARE,2,4,139,0.9999,PASS,,True,False
way/391662735,ES-MAD-BERRUGUETE,TRAPEZOID,6,8,710,0.9999,PASS,,True,False
way/400445219,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,5,3,251,0.495,FAIL,C11,True,True
way/400445221,ES-MAD-BERRUGUETE,SLIVER,2,5,176,0.4261,FAIL,C11,True,True
way/400445225,ES-MAD-BERRUGUETE,RECTANGLE,3,6,154,0.5,PASS,,True,False
way/403642584,ES-MAD-BERRUGUETE,SLIVER,6,2,198,0.4821,FAIL,C11,True,True
way/403642585,ES-MAD-BERRUGUETE,RECTANGLE,6,3,300,0.9999,PASS,,True,False
way/403642594,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,3,94,0.3627,PASS,,True,True
way/403642597,ES-MAD-BERRUGUETE,SQUARE,2,4,103,0.9999,PASS,,True,False
way/403855649,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,10,3,790,0.9997,PASS,,True,False
way/403855650,ES-MAD-BERRUGUETE,SLIVER,10,3,82,0.6664,PASS,,True,False
way/403855651,ES-MAD-BERRUGUETE,SQUARE,2,4,107,0.6743,PASS,,True,False
way/403856092,ES-MAD-BERRUGUETE,SQUARE,3,4,201,0.9999,PASS,,True,False
way/403856093,ES-MAD-BERRUGUETE,SQUARE,2,4,208,0.9999,PASS,,True,False
way/403856094,ES-MAD-BERRUGUETE,SQUARE,3,3,424,0.5,PASS,,True,False
way/420409335,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,7,3,362,0.5188,FAIL,C10,True,False
way/420409339,ES-MAD-BERRUGUETE,SLIVER,2,3,84,1.0,PASS,,True,False
way/420409343,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,5,3,214,0.9998,PASS,,True,False
way/420409346,ES-MAD-BERRUGUETE,SQUARE,2,3,171,0.9999,PASS,,True,False
way/420409347,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,1,175,0.6124,PASS,,True,False
way/420411245,ES-MAD-BERRUGUETE,SLIVER,2,2,70,0.7866,PASS,,True,False
way/420411249,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,2,146,0.9999,PASS,,True,False
way/420411321,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,3,124,0.9681,PASS,,True,False
way/428475104,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,4,5,173,0.9998,PASS,,True,False
way/428478237,ES-MAD-BERRUGUETE,L_SHAPE,2,5,181,0.9999,PASS,,True,False
way/428478238,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,6,5,382,0.4124,PASS,,True,True
way/428478590,ES-MAD-BERRUGUETE,L_SHAPE,3,4,215,0.9999,PASS,,True,False
way/432405443,ES-MAD-BERRUGUETE,SQUARE,2,4,95,0.9999,PASS,,True,False
way/432405444,ES-MAD-BERRUGUETE,SQUARE,4,2,92,0.9998,PASS,,True,False
way/432405449,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,3,179,0.9999,PASS,,True,False
way/432405451,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,3,3,178,0.5001,PASS,,True,False
way/432405459,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,4,170,0.4999,PASS,,True,True
way/432405737,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,11,6,1026,0.7546,PASS,,True,False
way/432411451,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,4,4,232,0.5,PASS,,True,False
way/432411457,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,2,4,202,0.9952,PASS,,True,False
way/432411459,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,3,4,260,0.5001,PASS,,True,False
way/432411462,ES-MAD-BERRUGUETE,SQUARE,2,3,102,1.0,PASS,,True,False
way/432411464,ES-MAD-BERRUGUETE,SLIVER,6,2,153,0.5,PASS,,True,False
way/432411472,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,3,321,0.3199,PASS,,True,True
way/432411814,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,3,4,465,0.5,PASS,,True,False
way/432411815,ES-MAD-BERRUGUETE,CORRIDOR_RECTANGLE,6,2,343,0.4999,PASS,,True,True
way/432411820,ES-MAD-BERRUGUETE,COMPLEX_MULTI_WING,5,3,239,0.4777,PASS,,True,True
way/432412734,ES-MAD-BERRUGUETE,TRAPEZOID,3,3,157,0.5,PASS,,True,False
way/432412735,ES-MAD-BERRUGUETE,TRAPEZOID,2,3,125,1.0,PASS,,True,False
way/432412736,ES-MAD-BERRUGUETE,L_SHAPE,4,6,357,0.9999,PASS,,True,False
way/432412737,ES-MAD-BERRUGUETE,TRIANGLE,2,5,254,1.0,PASS,,True,False
way/432412738,ES-MAD-BERRUGUETE,U_OR_T_SHAPE,11,1,151,0.5366,FAIL,C11,True,False
