building_id,class,building_tag,footprint_area_m2,levels,height_m,height_source,year_built,eui_kwh_m2,eui_status,geometry_outcome
32447,residential,Edificio generico,386.8,,9.0,assumed 9.0 m,,43.19,simulated,geometry-limited massing box
32448,residential,Edificio generico,608.9,,9.0,assumed 9.0 m,,56.21,simulated,dwelling layout (imputed)
32453,residential,Edificio generico,27.7,,9.0,assumed 9.0 m,,69.06,simulated,dwelling layout (imputed)
31136,residential,Edificio generico,808.7,,9.0,assumed 9.0 m,,48.44,simulated,geometry-limited massing box
31137,residential,Edificio generico,339.8,,9.0,assumed 9.0 m,,61.23,simulated,geometry-limited massing box
32208,residential,Edificio generico,321.1,,9.0,assumed 9.0 m,,55.85,simulated,geometry-limited massing box
32210,residential,Edificio generico,400.6,,9.0,assumed 9.0 m,,48.04,simulated,geometry-limited massing box
30913,residential,Edificio generico,680.2,,9.0,assumed 9.0 m,,54.26,simulated,geometry-limited massing box
33632,residential,Edificio generico,399.1,,9.0,assumed 9.0 m,,55.83,simulated,geometry-limited massing box
32326,residential,Edificio generico,366.0,,9.0,assumed 9.0 m,,53.63,simulated,geometry-limited massing box
32328,residential,Edificio generico,202.6,,9.0,assumed 9.0 m,,50.3,simulated,geometry-limited massing box
29087,residential,Edificio generico,711.6,,9.0,assumed 9.0 m,,44.91,simulated,geometry-limited massing box
31100,residential,Edificio generico,142.6,,9.0,assumed 9.0 m,,,not simulated,
29108,residential,Edificio generico,194.1,,9.0,assumed 9.0 m,,47.02,simulated,dwelling layout (imputed)
29213,residential,Edificio generico,62.1,,9.0,assumed 9.0 m,,41.92,simulated,geometry-limited massing box
28081,residential,Edificio generico,667.1,,9.0,assumed 9.0 m,,,not simulated,
29232,residential,Edificio generico,734.9,,9.0,assumed 9.0 m,,45.96,simulated,geometry-limited massing box
27410,residential,Edificio generico,625.8,,9.0,assumed 9.0 m,,44.69,simulated,geometry-limited massing box
29237,residential,Edificio generico,118.3,,9.0,assumed 9.0 m,,82.88,simulated,dwelling layout (imputed)
29258,residential,Edificio generico,250.1,,9.0,assumed 9.0 m,,45.44,simulated,geometry-limited massing box
28864,residential,Edificio generico,583.6,,9.0,assumed 9.0 m,,47.75,simulated,geometry-limited massing box
29028,residential,Edificio generico,358.7,,9.0,assumed 9.0 m,,43.64,simulated,geometry-limited massing box
28861,residential,Edificio generico,177.4,,9.0,assumed 9.0 m,,43.92,simulated,geometry-limited massing box
28843,residential,Edificio generico,89.6,,9.0,assumed 9.0 m,,31.96,simulated,geometry-limited massing box
28903,residential,Edificio generico,245.7,,9.0,assumed 9.0 m,,89.72,simulated,dwelling layout (imputed)
29106,residential,Edificio generico,280.4,,9.0,assumed 9.0 m,,39.02,simulated,geometry-limited massing box
29109,residential,Edificio generico,463.2,,9.0,assumed 9.0 m,,51.48,simulated,geometry-limited massing box
28517,residential,Edificio generico,248.7,,9.0,assumed 9.0 m,,42.53,simulated,geometry-limited massing box
29059,residential,Edificio generico,930.7,,9.0,assumed 9.0 m,,52.11,simulated,geometry-limited massing box
29431,residential,Edificio generico,835.8,,9.0,assumed 9.0 m,,,not simulated,
29484,residential,Edificio generico,144.4,,9.0,assumed 9.0 m,,44.64,simulated,geometry-limited massing box
28025,residential,Edificio generico,181.0,,9.0,assumed 9.0 m,,42.32,simulated,geometry-limited massing box
28273,residential,Edificio generico,108.5,,9.0,assumed 9.0 m,,65.27,simulated,dwelling layout (imputed)
29180,residential,Edificio generico,223.2,,9.0,assumed 9.0 m,,53.87,simulated,geometry-limited massing box
28621,residential,Edificio generico,443.8,,9.0,assumed 9.0 m,,61.28,simulated,geometry-limited massing box
28175,residential,Edificio generico,1096.8,,9.0,assumed 9.0 m,,38.0,simulated,geometry-limited massing box
27746,residential,Edificio generico,45.8,,9.0,assumed 9.0 m,,58.49,simulated,dwelling layout (imputed)
28754,residential,Edificio generico,713.3,,9.0,assumed 9.0 m,,51.81,simulated,geometry-limited massing box
29210,residential,Edificio generico,440.0,,9.0,assumed 9.0 m,,48.83,simulated,geometry-limited massing box
29219,residential,Edificio generico,461.2,,9.0,assumed 9.0 m,,47.8,simulated,geometry-limited massing box
28020,residential,Edificio generico,35.4,,9.0,assumed 9.0 m,,,not simulated,
29272,residential,Edificio generico,241.3,,9.0,assumed 9.0 m,,46.99,simulated,dwelling layout (imputed)
27610,residential,Edificio generico,5761.8,,9.0,assumed 9.0 m,,,not simulated,
28380,residential,Edificio generico,203.4,,9.0,assumed 9.0 m,,,not simulated,
29320,residential,Edificio generico,242.9,,9.0,assumed 9.0 m,,58.63,simulated,dwelling layout (imputed)
29523,residential,Edificio generico,154.1,,9.0,assumed 9.0 m,,,not simulated,
29117,residential,Edificio generico,392.1,,9.0,assumed 9.0 m,,48.79,simulated,geometry-limited massing box
29444,residential,Edificio generico,103.4,,9.0,assumed 9.0 m,,38.79,simulated,geometry-limited massing box
28968,residential,Edificio generico,350.5,,9.0,assumed 9.0 m,,38.39,simulated,geometry-limited massing box
28969,residential,Edificio generico,864.4,,9.0,assumed 9.0 m,,47.68,simulated,geometry-limited massing box
29413,residential,Edificio generico,241.5,,9.0,assumed 9.0 m,,59.91,simulated,geometry-limited massing box
28912,residential,Edificio generico,330.8,,9.0,assumed 9.0 m,,43.07,simulated,geometry-limited massing box
28700,residential,Edificio generico,168.5,,9.0,assumed 9.0 m,,49.65,simulated,geometry-limited massing box
28708,residential,Edificio generico,357.8,,9.0,assumed 9.0 m,,47.5,simulated,geometry-limited massing box
28685,residential,Edificio generico,327.0,,9.0,assumed 9.0 m,,,not simulated,
81070,residential,,35.8,,9.0,assumed 9.0 m,,51.78,simulated,dwelling layout (imputed)
32109,residential,Edificio generico,1125.0,,9.0,assumed 9.0 m,,48.58,simulated,geometry-limited massing box
31948,residential,Edificio generico,356.0,,9.0,assumed 9.0 m,,40.92,simulated,dwelling layout (imputed)
30573,residential,Edificio generico,212.7,,9.0,assumed 9.0 m,,33.47,simulated,geometry-limited massing box
31951,residential,Edificio generico,270.1,,9.0,assumed 9.0 m,,56.88,simulated,dwelling layout (imputed)
33362,residential,Edificio generico,163.5,,9.0,assumed 9.0 m,,,not simulated,
29605,residential,Edificio generico,460.9,,9.0,assumed 9.0 m,,40.14,simulated,geometry-limited massing box
29735,residential,Edificio generico,353.1,,9.0,assumed 9.0 m,,53.46,simulated,geometry-limited massing box
28217,residential,Edificio generico,1181.8,,9.0,assumed 9.0 m,,35.79,simulated,geometry-limited massing box
29680,residential,Edificio generico,28.1,,9.0,assumed 9.0 m,,221.19,simulated,dwelling layout (imputed)
29360,residential,Edificio generico,129.8,,9.0,assumed 9.0 m,,45.1,simulated,geometry-limited massing box
32350,residential,Edificio generico,135.4,,9.0,assumed 9.0 m,,,not simulated,
31975,residential,Edificio generico,373.2,,9.0,assumed 9.0 m,,,not simulated,
33487,residential,Edificio generico,412.0,,9.0,assumed 9.0 m,,59.4,simulated,dwelling layout (imputed)
29701,residential,Edificio generico,306.7,,9.0,assumed 9.0 m,,43.73,simulated,geometry-limited massing box
32123,residential,Edificio generico,80.5,,9.0,assumed 9.0 m,,29.25,simulated,dwelling layout (imputed)
32493,residential,Edificio generico,140.8,,9.0,assumed 9.0 m,,79.2,simulated,dwelling layout (imputed)
32496,residential,Edificio generico,83.4,,9.0,assumed 9.0 m,,,not simulated,
32499,residential,Edificio generico,432.4,,9.0,assumed 9.0 m,,55.64,simulated,geometry-limited massing box
32505,residential,Edificio generico,99.9,,9.0,assumed 9.0 m,,96.63,simulated,dwelling layout (imputed)
31114,residential,Edificio generico,191.8,,9.0,assumed 9.0 m,,49.57,simulated,geometry-limited massing box
31115,residential,Edificio generico,160.3,,9.0,assumed 9.0 m,,47.65,simulated,geometry-limited massing box
31123,residential,Edificio generico,142.4,,9.0,assumed 9.0 m,,53.65,simulated,geometry-limited massing box
31237,residential,Edificio generico,274.4,,9.0,assumed 9.0 m,,49.69,simulated,geometry-limited massing box
30001,residential,Edificio generico,320.6,,9.0,assumed 9.0 m,,51.95,simulated,geometry-limited massing box
95739,residential,Edificio generico,1491.5,,9.0,assumed 9.0 m,,44.2,simulated,geometry-limited massing box
30425,residential,Edificio generico,187.1,,9.0,assumed 9.0 m,,166.51,simulated,dwelling layout (imputed)
30971,residential,Edificio generico,275.0,,9.0,assumed 9.0 m,,61.79,simulated,dwelling layout (imputed)
27683,residential,Edificio generico,1488.5,,9.0,assumed 9.0 m,,43.47,simulated,geometry-limited massing box
28719,residential,Edificio generico,65.2,,9.0,assumed 9.0 m,,,not simulated,
33388,residential,Edificio generico,572.5,,9.0,assumed 9.0 m,,54.48,simulated,geometry-limited massing box
30872,residential,Edificio generico,384.0,,9.0,assumed 9.0 m,,59.99,simulated,dwelling layout (imputed)
30478,residential,Edificio generico,103.4,,9.0,assumed 9.0 m,,82.9,simulated,dwelling layout (imputed)
30348,residential,Edificio generico,837.8,,9.0,assumed 9.0 m,,41.64,simulated,geometry-limited massing box
31663,residential,Edificio generico,176.7,,9.0,assumed 9.0 m,,48.0,simulated,geometry-limited massing box
30508,residential,Edificio generico,322.4,,9.0,assumed 9.0 m,,52.94,simulated,geometry-limited massing box
30046,residential,Edificio generico,134.1,,9.0,assumed 9.0 m,,52.79,simulated,geometry-limited massing box
32184,residential,Edificio generico,149.3,,9.0,assumed 9.0 m,,,not simulated,
29404,residential,Edificio generico,71.0,,9.0,assumed 9.0 m,,49.09,simulated,dwelling layout (imputed)
93401,residential,Edificio generico,32.2,,9.0,assumed 9.0 m,,24.02,simulated,dwelling layout (imputed)
32634,residential,Edificio generico,372.6,,9.0,assumed 9.0 m,,45.81,simulated,geometry-limited massing box
32345,residential,Edificio generico,65.1,,9.0,assumed 9.0 m,,48.81,simulated,geometry-limited massing box
32194,residential,Edificio generico,494.7,,9.0,assumed 9.0 m,,,not simulated,
32202,residential,Edificio generico,301.7,,9.0,assumed 9.0 m,,50.36,simulated,geometry-limited massing box
32334,residential,Edificio generico,88.8,,9.0,assumed 9.0 m,,52.27,simulated,dwelling layout (imputed)
31067,residential,Edificio generico,1602.4,,9.0,assumed 9.0 m,,44.67,simulated,dwelling layout (imputed)
29694,residential,Edificio generico,598.4,,9.0,assumed 9.0 m,,49.52,simulated,geometry-limited massing box
92910,residential,Edificio generico,22.6,,9.0,assumed 9.0 m,,36.5,simulated,geometry-limited massing box
29998,excluded,Tettoia,51.3,,9.0,assumed 9.0 m,,,n/a (excluded),
29448,excluded,Chiesa,1711.1,,9.0,assumed 9.0 m,,,n/a (excluded),
30554,excluded,Chiesa,1207.4,,9.0,assumed 9.0 m,,,n/a (excluded),
30563,excluded,Chiesa,97.8,,9.0,assumed 9.0 m,,,n/a (excluded),
33594,excluded,Chiesa,77.1,,9.0,assumed 9.0 m,,,n/a (excluded),
96054,excluded,Edificio scolastico,475.5,,9.0,assumed 9.0 m,,,n/a (excluded),
92807,excluded,Tettoia,27.7,,9.0,assumed 9.0 m,,,n/a (excluded),
30106,excluded,Edificio scolastico,2410.4,,9.0,assumed 9.0 m,,,n/a (excluded),
31810,excluded,Tettoia,629.0,,9.0,assumed 9.0 m,,,n/a (excluded),
33152,excluded,Chiesa,149.8,,9.0,assumed 9.0 m,,,n/a (excluded),
33375,excluded,Mura storiche,52.5,,9.0,assumed 9.0 m,,,n/a (excluded),
33574,excluded,Chiesa,537.1,,9.0,assumed 9.0 m,,,n/a (excluded),
33341,excluded,Tettoia,43.4,,9.0,assumed 9.0 m,,,n/a (excluded),
32370,excluded,Baracca,52.0,,9.0,assumed 9.0 m,,,n/a (excluded),
32292,excluded,Tettoia,81.7,,9.0,assumed 9.0 m,,,n/a (excluded),
32206,excluded,Tettoia,577.3,,9.0,assumed 9.0 m,,,n/a (excluded),
96053,excluded,Edificio scolastico,180.1,,9.0,assumed 9.0 m,,,n/a (excluded),
29564,excluded,Stazione di rifornimento,173.7,,9.0,assumed 9.0 m,,,n/a (excluded),
32697,excluded,Cabina ENEL,33.1,,9.0,assumed 9.0 m,,,n/a (excluded),
28591,excluded,Chiesa,1744.3,,9.0,assumed 9.0 m,,,n/a (excluded),
29047,excluded,Mura storiche,79.6,,9.0,assumed 9.0 m,,,n/a (excluded),
27324,excluded,Chiesa,2372.3,,9.0,assumed 9.0 m,,,n/a (excluded),
33593,excluded,Mura storiche,199.1,,9.0,assumed 9.0 m,,,n/a (excluded),
33572,excluded,Chiesa,131.0,,9.0,assumed 9.0 m,,,n/a (excluded),
31448,excluded,Tettoia,31.1,,9.0,assumed 9.0 m,,,n/a (excluded),
33483,excluded,Chiesa,486.2,,9.0,assumed 9.0 m,,,n/a (excluded),
32419,excluded,Chiesa,149.3,,9.0,assumed 9.0 m,,,n/a (excluded),
32945,excluded,Baracca,39.4,,9.0,assumed 9.0 m,,,n/a (excluded),
31324,excluded,Chiesa,200.1,,9.0,assumed 9.0 m,,,n/a (excluded),
32704,excluded,Chiesa,614.2,,9.0,assumed 9.0 m,,,n/a (excluded),
92804,excluded,Chiesa,2304.0,,9.0,assumed 9.0 m,,,n/a (excluded),
92939,excluded,Chiesa,61.8,,9.0,assumed 9.0 m,,,n/a (excluded),
32994,excluded,Chiesa,3145.7,,9.0,assumed 9.0 m,,,n/a (excluded),
33281,excluded,Tettoia,33.3,,9.0,assumed 9.0 m,,,n/a (excluded),
33367,excluded,Baracca,42.4,,9.0,assumed 9.0 m,,,n/a (excluded),
33684,excluded,Mura storiche,201.2,,9.0,assumed 9.0 m,,,n/a (excluded),
29978,excluded,Tettoia,34.7,,9.0,assumed 9.0 m,,,n/a (excluded),
