building_id,eui_kwh_m2,geometry_outcome
31430,209.36,dwelling layout (imputed)
92981,124.68,dwelling layout (imputed)
92983,51.94,dwelling layout (imputed)
31686,46.41,geometry-limited massing box
31903,43.35,dwelling layout (imputed)
31487,109.77,dwelling layout (imputed)
31493,52.25,dwelling layout (imputed)
31921,214.51,dwelling layout (imputed)
31615,58.32,geometry-limited massing box
31250,62.22,geometry-limited massing box
31264,44.42,geometry-limited massing box
31272,115.99,dwelling layout (imputed)
31561,65.03,geometry-limited massing box
32911,55.48,geometry-limited massing box
32848,97.1,geometry-limited massing box
33377,65.46,dwelling layout (imputed)
33378,54.09,geometry-limited massing box
30399,84.14,geometry-limited massing box
30217,38.34,geometry-limited massing box
30127,44.04,geometry-limited massing box
31401,49.74,geometry-limited massing box
31414,39.14,dwelling layout (imputed)
31932,50.04,geometry-limited massing box
31829,48.08,dwelling layout (imputed)
30136,68.09,geometry-limited massing box
32756,37.88,dwelling layout (imputed)
31336,36.48,dwelling layout (imputed)
30702,84.11,dwelling layout (imputed)
31479,50.12,dwelling layout (imputed)
31340,39.35,geometry-limited massing box
32694,52.1,geometry-limited massing box
32721,47.98,geometry-limited massing box
32723,55.32,geometry-limited massing box
30035,61.09,dwelling layout (imputed)
32942,57.51,geometry-limited massing box
31989,39.25,dwelling layout (imputed)
30038,43.71,geometry-limited massing box
30042,43.94,geometry-limited massing box
31277,45.79,geometry-limited massing box
30575,53.65,geometry-limited massing box
31346,47.47,geometry-limited massing box
32766,45.08,geometry-limited massing box
32769,56.29,geometry-limited massing box
32774,91.28,dwelling layout (imputed)
95591,52.22,geometry-limited massing box
32781,58.03,geometry-limited massing box
92821,41.39,geometry-limited massing box
92824,80.4,geometry-limited massing box
30800,45.81,geometry-limited massing box
33180,50.96,dwelling layout (imputed)
32035,45.34,geometry-limited massing box
31845,61.66,dwelling layout (imputed)
31765,44.11,dwelling layout (imputed)
31767,50.02,geometry-limited massing box
33167,69.19,dwelling layout (imputed)
31753,55.03,geometry-limited massing box
33288,57.33,dwelling layout (imputed)
30821,48.7,geometry-limited massing box
30832,62.67,dwelling layout (imputed)
30833,57.09,geometry-limited massing box
30487,69.18,dwelling layout (imputed)
31218,51.46,dwelling layout (imputed)
29634,87.94,dwelling layout (imputed)
32435,51.28,geometry-limited massing box
32539,58.47,geometry-limited massing box
31213,90.25,dwelling layout (imputed)
31215,49.91,geometry-limited massing box
31184,48.76,geometry-limited massing box
31188,66.08,dwelling layout (imputed)
29587,52.2,geometry-limited massing box
32387,60.96,dwelling layout (imputed)
32391,42.85,geometry-limited massing box
32399,51.96,geometry-limited massing box
29969,40.35,geometry-limited massing box
31169,53.55,geometry-limited massing box
32544,49.88,geometry-limited massing box
29278,45.77,geometry-limited massing box
96501,77.16,dwelling layout (imputed)
32556,73.84,geometry-limited massing box
29600,43.38,dwelling layout (imputed)
29606,53.64,geometry-limited massing box
32368,52.48,geometry-limited massing box
29821,52.41,geometry-limited massing box
29822,45.68,geometry-limited massing box
29917,53.28,dwelling layout (imputed)
32380,52.04,geometry-limited massing box
28533,40.93,geometry-limited massing box
28859,41.76,geometry-limited massing box
28931,41.98,geometry-limited massing box
29425,45.26,geometry-limited massing box
28457,39.86,geometry-limited massing box
29485,53.56,geometry-limited massing box
29490,91.69,dwelling layout (imputed)
29340,73.29,dwelling layout (imputed)
29228,64.81,geometry-limited massing box
29530,48.9,geometry-limited massing box
29349,49.72,dwelling layout (imputed)
28036,51.87,geometry-limited massing box
29151,47.57,geometry-limited massing box
29211,50.34,geometry-limited massing box
28373,39.15,dwelling layout (imputed)
29346,43.04,dwelling layout (imputed)
28472,51.36,dwelling layout (imputed)
29443,42.16,geometry-limited massing box
29079,49.0,dwelling layout (imputed)
28463,43.47,geometry-limited massing box
28971,49.12,geometry-limited massing box
29012,61.82,geometry-limited massing box
29411,43.02,dwelling layout (imputed)
28873,43.45,geometry-limited massing box
29006,60.05,dwelling layout (imputed)
29502,80.75,dwelling layout (imputed)
28696,47.78,geometry-limited massing box
28712,53.09,dwelling layout (imputed)
81072,123.09,dwelling layout (imputed)
28593,52.47,geometry-limited massing box
29466,53.56,geometry-limited massing box
28388,49.9,geometry-limited massing box
29146,100.52,dwelling layout (imputed)
29392,58.61,geometry-limited massing box
29171,55.76,geometry-limited massing box
28014,47.49,geometry-limited massing box
28350,39.06,geometry-limited massing box
28108,42.33,geometry-limited massing box
28651,42.79,geometry-limited massing box
87563,70.99,dwelling layout (imputed)
87531,47.81,geometry-limited massing box
92782,111.88,dwelling layout (imputed)
92784,111.38,dwelling layout (imputed)
92808,36.01,geometry-limited massing box
92809,26.23,dwelling layout (imputed)
92973,70.89,dwelling layout (imputed)
92803,139.77,dwelling layout (imputed)
93417,271.58,dwelling layout (imputed)
94721,114.58,dwelling layout (imputed)
32538,48.77,geometry-limited massing box
32495,119.59,dwelling layout (imputed)
32502,49.7,geometry-limited massing box
32506,51.21,dwelling layout (imputed)
31234,51.77,geometry-limited massing box
32191,58.3,geometry-limited massing box
31118,66.45,dwelling layout (imputed)
31222,54.79,dwelling layout (imputed)
31229,51.44,dwelling layout (imputed)
32244,65.85,dwelling layout (imputed)
31035,50.03,geometry-limited massing box
29610,130.4,dwelling layout (imputed)
30902,65.58,geometry-limited massing box
30906,39.52,geometry-limited massing box
30912,56.01,geometry-limited massing box
30923,50.67,geometry-limited massing box
29629,44.48,geometry-limited massing box
95957,123.19,geometry-limited massing box
92921,35.32,dwelling layout (imputed)
33273,65.4,geometry-limited massing box
30311,51.16,dwelling layout (imputed)
30485,54.73,geometry-limited massing box
31952,54.44,geometry-limited massing box
31592,67.32,dwelling layout (imputed)
30018,38.18,dwelling layout (imputed)
32491,47.79,geometry-limited massing box
30139,39.96,geometry-limited massing box
81069,33.23,dwelling layout (imputed)
32895,50.15,geometry-limited massing box
32343,78.75,geometry-limited massing box
28287,42.58,dwelling layout (imputed)
32183,46.68,geometry-limited massing box
32197,51.31,dwelling layout (imputed)
29695,46.41,geometry-limited massing box
32336,64.27,dwelling layout (imputed)
32341,90.47,dwelling layout (imputed)
31074,54.15,geometry-limited massing box
93380,89.32,dwelling layout (imputed)
31304,57.61,geometry-limited massing box
31319,47.55,geometry-limited massing box
31320,56.51,geometry-limited massing box
32651,56.21,geometry-limited massing box
32652,45.27,geometry-limited massing box
30189,61.81,geometry-limited massing box
31499,56.69,dwelling layout (imputed)
30544,60.85,geometry-limited massing box
30545,49.36,geometry-limited massing box
30356,53.89,geometry-limited massing box
33401,53.63,geometry-limited massing box
32829,113.12,dwelling layout (imputed)
30230,41.44,geometry-limited massing box
30013,46.16,geometry-limited massing box
30357,55.9,dwelling layout (imputed)
30025,46.56,geometry-limited massing box
31386,81.78,geometry-limited massing box
30232,49.73,geometry-limited massing box
31563,41.93,dwelling layout (imputed)
30072,42.86,geometry-limited massing box
31447,60.63,geometry-limited massing box
32981,51.15,geometry-limited massing box
30079,57.81,geometry-limited massing box
33040,206.12,dwelling layout (imputed)
30596,47.66,dwelling layout (imputed)
30304,68.29,dwelling layout (imputed)
31281,67.98,geometry-limited massing box
31289,40.82,geometry-limited massing box
31292,47.79,geometry-limited massing box
31297,52.26,geometry-limited massing box
31299,41.4,geometry-limited massing box
31301,72.19,dwelling layout (imputed)
32685,58.71,dwelling layout (imputed)
30340,104.43,dwelling layout (imputed)
30282,53.86,dwelling layout (imputed)
30718,154.71,dwelling layout (imputed)
93407,52.73,dwelling layout (imputed)
93409,60.92,dwelling layout (imputed)
32643,77.85,geometry-limited massing box
31636,47.19,geometry-limited massing box
32306,48.54,dwelling layout (imputed)
32233,58.38,dwelling layout (imputed)
32280,64.21,geometry-limited massing box
31716,53.8,geometry-limited massing box
31105,48.33,geometry-limited massing box
32227,195.86,dwelling layout (imputed)
32664,56.33,geometry-limited massing box
31347,40.95,dwelling layout (imputed)
31773,47.17,geometry-limited massing box
32882,47.82,geometry-limited massing box
33227,53.4,dwelling layout (imputed)
33141,54.16,geometry-limited massing box
32278,42.14,geometry-limited massing box
29321,93.52,dwelling layout (imputed)
29965,46.44,geometry-limited massing box
31060,40.04,dwelling layout (imputed)
29793,49.2,dwelling layout (imputed)
32355,35.6,geometry-limited massing box
32362,50.98,geometry-limited massing box
32363,79.8,dwelling layout (imputed)
29737,47.91,geometry-limited massing box
31246,59.97,geometry-limited massing box
81071,132.48,dwelling layout (imputed)
32669,47.77,geometry-limited massing box
92926,42.8,dwelling layout (imputed)
30374,63.15,dwelling layout (imputed)
30278,56.89,geometry-limited massing box
31996,66.2,geometry-limited massing box
33034,69.01,geometry-limited massing box
31899,152.12,dwelling layout (imputed)
33213,45.5,dwelling layout (imputed)
30320,54.31,dwelling layout (imputed)
31659,39.86,geometry-limited massing box
32966,38.81,dwelling layout (imputed)
31971,54.18,geometry-limited massing box
31578,44.29,geometry-limited massing box
31528,44.26,geometry-limited massing box
31535,87.22,dwelling layout (imputed)
32713,51.05,dwelling layout (imputed)
32850,45.07,dwelling layout (imputed)
32853,82.21,dwelling layout (imputed)
30140,68.99,dwelling layout (imputed)
31712,50.76,dwelling layout (imputed)
33303,176.83,dwelling layout (imputed)
32755,50.22,geometry-limited massing box
32605,74.8,geometry-limited massing box
32930,70.91,dwelling layout (imputed)
32937,49.24,geometry-limited massing box
32938,58.27,geometry-limited massing box
31481,56.63,geometry-limited massing box
31482,33.46,geometry-limited massing box
33231,147.11,dwelling layout (imputed)
33390,56.51,geometry-limited massing box
31483,47.47,geometry-limited massing box
32864,54.33,geometry-limited massing box
30037,67.63,geometry-limited massing box
32950,58.51,geometry-limited massing box
32724,52.75,geometry-limited massing box
32625,48.87,dwelling layout (imputed)
31853,101.27,dwelling layout (imputed)
31854,53.62,geometry-limited massing box
33119,70.1,dwelling layout (imputed)
31871,54.46,geometry-limited massing box
31793,49.89,dwelling layout (imputed)
31802,56.92,geometry-limited massing box
28589,47.14,geometry-limited massing box
29010,38.11,dwelling layout (imputed)
31749,80.78,dwelling layout (imputed)
31774,50.77,geometry-limited massing box
32065,50.76,dwelling layout (imputed)
31755,47.28,dwelling layout (imputed)
31761,62.07,geometry-limited massing box
30623,50.4,geometry-limited massing box
32119,27.74,dwelling layout (imputed)
31943,56.96,geometry-limited massing box
33329,62.5,geometry-limited massing box
30948,44.64,geometry-limited massing box
30963,49.04,geometry-limited massing box
32300,92.26,dwelling layout (imputed)
32531,47.31,geometry-limited massing box
33446,64.42,dwelling layout (imputed)
32279,59.47,geometry-limited massing box
32243,74.7,dwelling layout (imputed)
32282,85.24,dwelling layout (imputed)
29659,45.06,geometry-limited massing box
31050,67.24,dwelling layout (imputed)
31054,43.79,dwelling layout (imputed)
29777,54.98,dwelling layout (imputed)
31058,52.13,geometry-limited massing box
29801,46.47,geometry-limited massing box
32360,58.9,dwelling layout (imputed)
31126,39.44,geometry-limited massing box
30090,33.26,dwelling layout (imputed)
30925,49.52,geometry-limited massing box
81068,122.8,dwelling layout (imputed)
33193,57.86,dwelling layout (imputed)
28891,44.54,geometry-limited massing box
29201,40.96,geometry-limited massing box
28590,43.17,geometry-limited massing box
28134,46.75,geometry-limited massing box
28205,40.03,dwelling layout (imputed)
29397,50.63,geometry-limited massing box
28004,55.28,dwelling layout (imputed)
28111,36.61,geometry-limited massing box
28583,51.82,geometry-limited massing box
91523,61.27,geometry-limited massing box
95376,36.36,geometry-limited massing box
81108,129.8,dwelling layout (imputed)
92800,239.61,dwelling layout (imputed)
92801,36.37,geometry-limited massing box
92802,98.57,dwelling layout (imputed)
31646,41.87,geometry-limited massing box
31312,47.13,geometry-limited massing box
32649,49.61,geometry-limited massing box
30221,51.89,geometry-limited massing box
30358,57.32,geometry-limited massing box
31393,70.53,dwelling layout (imputed)
31811,44.42,geometry-limited massing box
31818,43.83,dwelling layout (imputed)
32974,58.12,geometry-limited massing box
29788,50.33,geometry-limited massing box
31019,48.01,geometry-limited massing box
30452,92.47,dwelling layout (imputed)
31967,193.33,dwelling layout (imputed)
30407,67.16,geometry-limited massing box
30429,63.6,geometry-limited massing box
32804,60.87,dwelling layout (imputed)
32135,65.47,geometry-limited massing box
