pba_code,pba_label,sqft,eui_kwh_m2,finalwt
26,Service,40000,51.79095451349999,2990.63
2,Office,4700,146.38572859787232,2990.63
2,Office,10000,80.178636735,1484.29
13,Public assembly,5000,191.739765708,2990.63
14,Education,250000,340.67753694324,44.64
24,Enclosed mall,1500000,150.74517254513998,8.76
26,Service,1600,161.459802675,2934.43
26,Service,80000,388.29130640774997,552.0
2,Office,7200,167.725168925,1218.03
4,Laboratory,275000,830.4801623816726,2.24
2,Office,11000,257.8114487781818,621.37
26,Service,4000,62.8370668575,2342.98
2,Office,225000,629.7483901912,31.35
13,Public assembly,17500,312.23771295428566,14.9
12,Religious worship,76000,284.6138755653947,224.76
15,Food service,3000,1278.84029163,1218.03
8,Outpatient health care,114000,459.2752638205263,8.76
23,Strip shopping mall,265000,569.1197485575849,79.12
2,Office,3200,290.46478910625,2990.63
2,Office,8500,172.61693803058822,2990.63
15,Food service,1800,1079.47090465,1218.03
5,Nonrefrigerated warehouse,3750,37.802924112,6659.94
14,Education,146000,298.35885348801366,97.52
5,Nonrefrigerated warehouse,245000,90.45596262012243,31.35
4,Laboratory,50000,2042.9331781103997,460.21
5,Nonrefrigerated warehouse,120000,184.54251604649997,31.35
25,Retail other than mall,46000,132.52240571478262,623.52
5,Nonrefrigerated warehouse,3000,1217.68120377,1779.2
26,Service,1600,82.43929479375,2990.63
14,Education,166000,213.85260165090358,97.52
13,Public assembly,116000,395.89451826206897,117.32
2,Office,1500000,232.81698178907996,9.01
14,Education,186000,84.14047953193548,97.52
18,Lodging,25000,137.6453611224,1426.39
14,Education,700000,240.39322359274283,50.03
13,Public assembly,600000,341.15773073609995,8.6
5,Nonrefrigerated warehouse,150000,56.133153010799994,247.57
2,Office,194000,254.55871318592784,50.03
2,Office,1900,689.7145766684209,6659.94
25,Retail other than mall,50001,123.41985588408231,213.58
5,Nonrefrigerated warehouse,250000,143.42325769296,31.35
8,Outpatient health care,24500,206.60118083265303,1218.03
2,Office,225000,187.27410006319997,14.9
18,Lodging,14250,301.5577734,1315.0
2,Office,700000,345.9305548033714,14.9
2,Office,93000,364.8383739154838,97.44
2,Office,132000,234.8205339756818,8.76
2,Office,15000,222.50500983599997,1408.23
11,Refrigerated warehouse,40500,337.76335334,1030.4
2,Office,150000,295.3082992734,14.9
5,Nonrefrigerated warehouse,10000,182.11921258499999,1489.41
2,Office,900000,283.6800774469,14.9
2,Office,1500000,481.84160135874,14.9
12,Religious worship,1200,366.897218775,2990.63
15,Food service,1900,1022.4059396210527,1218.03
8,Outpatient health care,4100,227.49518138048776,1218.03
14,Education,114000,279.3054615710526,303.46
2,Office,94000,98.60033487255319,137.69
16,Inpatient health care,470000,791.8624366355106,13.73
2,Office,200000,224.79543670904997,58.26
5,Nonrefrigerated warehouse,270000,53.57462395966666,31.35
8,Outpatient health care,220000,611.958283182,8.76
17,Nursing,285000,573.0267021116841,10.22
5,Nonrefrigerated warehouse,330000,66.94350659318182,31.35
91,Other,7400,10.619032013513513,690.18
17,Nursing,62000,307.96028516758065,303.46
2,Office,80000,290.411673697125,246.59
5,Nonrefrigerated warehouse,44000,192.23763170522727,224.76
13,Public assembly,73000,480.06321588123285,224.76
1,Vacant,3800,204.5892741394737,1195.14
14,Education,485000,313.0411335990309,5.89
15,Food service,1200,732.3722432249999,1195.14
1,Vacant,3000,86.78908007999999,1195.14
16,Inpatient health care,1500000,360.20443852794,9.88
91,Other,6000,131.301922275,2990.63
14,Education,265000,152.9541292744528,9.01
14,Education,116000,261.19352526206893,8.84
18,Lodging,700000,117.62188050394285,8.84
5,Nonrefrigerated warehouse,186000,17.720790603870967,31.35
14,Education,245000,294.7718425738775,8.84
4,Laboratory,455000,600.8704609183516,63.15
2,Office,235000,509.4727552654468,39.95
26,Service,25000,155.8555473564,621.37
24,Enclosed mall,700000,19.2222417978,44.87
25,Retail other than mall,196000,358.82642022290815,107.76
2,Office,600000,209.72837879804996,42.58
14,Education,138000,244.4023174369565,99.38
14,Education,305000,353.4941295171147,5.89
14,Education,420000,301.6265284401428,5.89
2,Office,310000,184.95112873238708,14.9
18,Lodging,375000,434.77720269119993,9.01
13,Public assembly,1500000,212.45914858001998,14.9
5,Nonrefrigerated warehouse,350000,16.852378593085714,14.9
8,Outpatient health care,83000,361.00018152433734,127.33
13,Public assembly,11000,103.50467892818182,1484.29
13,Public assembly,29500,417.0980719006779,611.8
14,Education,156000,320.25996243230765,8.84
14,Education,900000,424.857937936,6.63
2,Office,600000,210.72582861015,14.9
5,Nonrefrigerated warehouse,5000,56.405961954,2990.63
14,Education,89000,272.67684031314604,97.52
26,Service,10000,399.99759557399994,3320.27
14,Education,39000,368.6918164938461,502.9
5,Nonrefrigerated warehouse,800000,157.3335240334875,69.6
1,Vacant,270000,322.771409722,14.9
2,Office,1500000,179.10238563336,14.9
2,Office,310000,246.75733154641932,58.26
12,Religious worship,2100,141.94002595714284,2990.63
17,Nursing,188000,537.0209239011701,8.76
14,Education,1500000,403.59436655736,6.63
8,Outpatient health care,85000,286.2532119748235,52.3
2,Office,58000,125.60718026172414,516.48
2,Office,800000,185.99322260744998,14.9
91,Other,160000,410.5256256590624,8.76
14,Education,180000,161.69408355899998,8.84
5,Nonrefrigerated warehouse,75000,89.9456469564,637.32
12,Religious worship,20250,135.97996504444444,1489.41
2,Office,280000,287.13795849224994,137.69
13,Public assembly,82000,243.95806329585366,345.93
2,Office,500000,395.53791383592,14.9
5,Nonrefrigerated warehouse,260000,39.33995764603846,31.35
2,Office,53000,281.7194100181132,14.9
18,Lodging,200000,369.00064155284997,8.84
5,Nonrefrigerated warehouse,1500000,98.52695615591999,69.6
2,Office,10500,217.53511853142854,14.9
2,Office,22000,119.12764251272726,1421.48
2,Office,8900,235.40401255955052,9.81
12,Religious worship,7000,109.73872232999999,2934.43
12,Religious worship,11000,113.09950780363634,2934.43
5,Nonrefrigerated warehouse,50000,158.47309995479998,224.76
5,Nonrefrigerated warehouse,112000,113.90604838392856,247.57
5,Nonrefrigerated warehouse,20000,73.4838081075,589.53
14,Education,17250,108.6043957721739,1484.29
2,Office,500000,120.37838468004,58.26
5,Nonrefrigerated warehouse,325000,64.62752235701538,48.85
1,Vacant,310000,25.299547221483873,58.26
91,Other,5000,444.22053094800003,1218.03
14,Education,170000,199.94685839047057,50.03
13,Public assembly,900000,710.070203251,14.9
26,Service,7000,108.41469584142857,2990.63
7,Public order and safety,265000,215.2173196664151,7.84
13,Public assembly,1000000,162.15888190113,67.1
16,Inpatient health care,330000,552.7052846342727,10.07
2,Office,240000,258.45136572412497,9.01
23,Strip shopping mall,116000,532.8811204960344,175.02
8,Outpatient health care,31000,570.1041192629032,116.06
13,Public assembly,30500,336.1427674819672,224.76
2,Office,25000,112.31968168439998,8.76
5,Nonrefrigerated warehouse,210000,39.673701134999995,246.72
4,Laboratory,315000,355.65228213714283,52.3
2,Office,100000,188.3840705955,267.28
14,Education,134000,176.1723160589552,8.84
23,Strip shopping mall,67000,403.65851139402986,395.28
23,Strip shopping mall,32500,242.84198829323074,841.34
18,Lodging,250000,423.26388294984,8.84
2,Office,800000,308.0782806985125,14.9
2,Office,166000,166.35593539409638,224.76
23,Strip shopping mall,118000,461.0614005579661,23.34
5,Nonrefrigerated warehouse,700000,185.24022422772856,8.84
5,Nonrefrigerated warehouse,300000,138.9745686495,102.73
14,Education,21000,84.28418540142856,3320.27
23,Strip shopping mall,56000,606.5109371699999,395.28
25,Retail other than mall,15000,118.82415183599998,1489.41
26,Service,260000,183.160227285,14.9
14,Education,415000,234.45713309703612,9.96
5,Nonrefrigerated warehouse,180000,135.85304926799998,14.9
23,Strip shopping mall,74000,439.18525964918916,395.28
12,Religious worship,14500,158.32038734068965,1484.29
2,Office,100001,303.7253674641253,137.69
25,Retail other than mall,250000,242.81992169352,48.85
14,Education,430000,141.3312589082093,44.64
2,Office,3600,193.8039892,1745.76
14,Education,30000,358.833245511,504.63
14,Education,68000,250.11445161176468,99.04
14,Education,1500000,112.1102905155,13.73
5,Nonrefrigerated warehouse,325000,56.90480455052307,31.35
2,Office,4400,105.91679315454546,1779.2
2,Office,5800,227.8669135965517,2990.63
2,Office,1500000,452.0666271959999,14.9
2,Office,16750,55.184984957014926,1484.29
16,Inpatient health care,445000,595.2066872074381,11.7
2,Office,170000,187.36215972141176,423.26
8,Outpatient health care,3100,122.26580274193547,1391.33
5,Nonrefrigerated warehouse,300000,248.7388116126,14.9
14,Education,7300,176.72402102054792,964.3
13,Public assembly,1500,597.17650536,3257.88
14,Education,156000,196.99272022211537,44.64
11,Refrigerated warehouse,150000,169.78598545979997,14.9
24,Enclosed mall,1500000,107.9872203549,11.95
16,Inpatient health care,260000,772.9263823403077,8.78
2,Office,190000,593.600711182579,14.9
18,Lodging,1000000,662.72118520581,14.9
18,Lodging,460000,527.7033881160652,50.03
17,Nursing,100000,296.98505849609995,99.04
18,Lodging,295000,185.42368838410167,8.84
18,Lodging,400000,361.84904406629994,8.84
2,Office,1500000,296.07155442695995,14.9
14,Education,140000,215.32023582685716,332.94
23,Strip shopping mall,128000,435.76266604710935,175.02
2,Office,22500,230.843222124,1489.41
7,Public order and safety,10250,317.53641292682926,4384.99
2,Office,2400,191.17078282499997,2990.63
14,Education,45000,175.520966988,589.53
2,Office,41500,155.54112671060238,1684.37
24,Enclosed mall,370000,22.576266682783782,48.85
2,Office,375000,188.42263440672,14.9
25,Retail other than mall,205000,395.30190372365854,14.9
2,Office,395000,328.6658387816202,58.26
2,Office,700000,356.36733104952856,14.9
14,Education,142000,213.67242145901406,288.37
25,Retail other than mall,380000,137.66624118757892,48.85
2,Office,275000,154.68939293890907,63.15
14,Education,97000,283.9212303865979,97.52
26,Service,4000,76.1730960825,2990.63
8,Outpatient health care,96000,400.13391329437496,117.32
2,Office,225000,198.920874384,626.52
2,Office,114000,173.64747812447365,14.9
5,Nonrefrigerated warehouse,350000,195.8816071812857,31.35
2,Office,265000,247.78893758094338,14.9
26,Service,10500,165.78211674,4037.4
14,Education,188000,215.31429196563826,5.89
