building_id,run_slug,neighbourhood_id,country_stock_code,archetype_id,building_type,age_band,s3_cell,layout_mode,simulation_mode,zone_count,idf_sha256,weather_fold,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds
relation/12702624,relation_12702624,ES-MAD-BERRUGUETE,ES,ES.ME.AB.02.Gen.ReEx.001.001,AB,OLD_PRE_1945,ES|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,ddbcc16b4daa71e4cf5a22158ee6cafe86793b7ec47f94661ad4452218bbe779,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,106988.766337,986.5181,108.450894,4.228
relation/12702625,relation_12702625,ES-MAD-BERRUGUETE,ES,ES.ME.AB.02.Gen.ReEx.001.001,AB,OLD_PRE_1945,ES|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,3,a5a6eb4ad94410942d012edbebb502e040a287acbbcde2122e86e95bd4f9cef9,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,71227.952892,617.6097,115.328424,3.21
relation/12702626,relation_12702626,ES-MAD-BERRUGUETE,ES,ES.ME.AB.02.Gen.ReEx.001.001,AB,OLD_PRE_1945,ES|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,3495e13d940d99bc770cf7553810c793f509dd02c63e811a190f02ccb8f3270b,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,118099.984461,922.7491,127.987109,6.183
relation/12702627,relation_12702627,ES-MAD-BERRUGUETE,ES,ES.ME.AB.02.Gen.ReEx.001.001,AB,OLD_PRE_1945,ES|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,487caaa8798353330a764904127d493c0edda1c346b69351fb85ede9e89db038,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,118485.429917,938.5762,126.239546,4.064
relation/12702628,relation_12702628,ES-MAD-BERRUGUETE,ES,ES.ME.AB.02.Gen.ReEx.001.001,AB,OLD_PRE_1945,ES|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,3,8e9b96c079aac9baab47bacbe0e5a3df99ee50fc22dfbba7faf6a758169d680e,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,82245.985387,608.5964,135.140439,4.052
relation/12702630,relation_12702630,ES-MAD-BERRUGUETE,ES,ES.ME.AB.03.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,7,d5f57f1f65404114fc950ebdaa8612e77bb72c1ab1069d11bc2cc10357ed5ec3,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,212710.271072,2385.9864,89.149826,8.497
relation/12704090,relation_12704090,ES-MAD-BERRUGUETE,ES,ES.ME.AB.04.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,5,9f53c6cadbde0b8b09179d2ef04aaea2ee8f45603b9f4916e98394dfc2f5f9f4,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,226236.362226,3330.281,67.933115,4.505
relation/12725306,relation_12725306,ES-MAD-BERRUGUETE,ES,ES.ME.AB.04.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,3,2351254164f144dadb65af210e28492a7e94eed0c69037ef1afe81cb2c656a54,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,86325.42367,919.8428,93.848021,3.119
relation/12765477,relation_12765477,ES-MAD-BERRUGUETE,ES,ES.ME.AB.04.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,5,3c0523e5743e8a0d4989aa93f3bb5a7918299ccd56f6930f0b348a0168476c0f,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,174616.417159,2203.5637,79.242737,4.943
relation/12765478,relation_12765478,ES-MAD-BERRUGUETE,ES,ES.ME.AB.04.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,6,340a379cd475ae86043391a7fa3f4ea4759a8dd0a5f2ba6212667cb2d8a32bba,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,202310.129079,2425.947,83.394289,7.455
relation/12771675,relation_12771675,ES-MAD-BERRUGUETE,ES,ES.ME.AB.03.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,3,3aa75d7e7f55473e526676b3890824282a80f5a650140c214ff60b4a5328a3e0,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,72985.870835,673.9018,108.303418,2.628
relation/12794755,relation_12794755,ES-MAD-BERRUGUETE,ES,ES.ME.AB.03.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,ab6e9b6797a3ccd08892df0b9ffa032f77a973ab4ca95e55a8e4db4a227e387c,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,183676.277057,2259.5889,81.287474,4.745
relation/12803889,relation_12803889,ES-MAD-BERRUGUETE,ES,ES.ME.AB.06.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,f758ef459781e34e728818246f316201c4d55c9e0af3474cac881929430cb579,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,67972.489469,2240.1915,30.342267,3.516
relation/12818819,relation_12818819,ES-MAD-BERRUGUETE,ES,ES.ME.AB.05.Gen.ReEx.001.001,AB,NEW_POST_1945,ES|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,b3981bfe7ac1d93f5292180f3e9cd16e2fe1615e7494dcaf03ecd9504d7cca86,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,78206.467926,1944.9748,40.209501,4.9
way/432411824,way_432411824,ES-MAD-BERRUGUETE,ES,ES.ME.SFH.02.Gen.ReEx.001.001,SFH,OLD_PRE_1945,ES|SFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,1,1b172c56273e20c13084ed46ce3e2959a174225634389f2fc7f1d996794f0ba5,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,13132.630649,59.0776,222.294548,1.648
way/432412733,way_432412733,ES-MAD-BERRUGUETE,ES,ES.ME.SFH.05.Gen.ReEx.001.001,SFH,NEW_POST_1945,ES|SFH|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,1,b7211c4c38c276173e677507f3a157df65c0506a8c5a68b905ce73ba6713df3d,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,7317.24566,125.9857,58.07998,1.492
way/941927218,way_941927218,ES-MAD-BERRUGUETE,ES,ES.ME.SFH.02.Gen.ReEx.001.001,SFH,OLD_PRE_1945,ES|SFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,2,21331397a2eaa47a1dbe07e62c4c3e70cf97e4d83a31963a6a12e27463909473,es,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,41351.430472,272.3531,151.830231,2.447
BATIMENT0000000013365727_part0,BATIMENT0000000013365727_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.07.Gen.ReEx.001.001,MFH,NEW_POST_1945,FR|MFH|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,3,b78261d94bd7cf068109d1dfb116df80c970db0433aecd65598b4033f0d14b0f,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,8530.304865,147.0909,57.993418,2.229
BATIMENT0000000240877101_part0,BATIMENT0000000240877101_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,0af4667481e59370cb816670dc47ab5b4111366549691807686be49142f90256,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,50889.274383,887.9243,57.312626,3.248
BATIMENT0000000240877122_part0,BATIMENT0000000240877122_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FR|SFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,1,3d26bc3fb05373821baf53084ee37706e7bda62af647af690de92eebbef1b9a0,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,5289.665379,36.5352,144.782771,1.413
BATIMENT0000000240877130_part0,BATIMENT0000000240877130_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,DWELLING_LAYOUT_EMITTED,EUROPEAN_DWELLING_LAYOUT,3,3a53a835d6559babb12823b7b65bbfcc96feb3485472092838175508d4ee99eb,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,9522.821794,86.9898,109.470589,2.309
BATIMENT0000000240877151_part0,BATIMENT0000000240877151_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,FR|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,6,e56cb4db46ef79ad066fa9ae61d0790b069d510e5872a102d4d4255c63cf4fe7,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,116123.808955,1630.1701,71.234168,4.683
BATIMENT0000000240877159_part0,BATIMENT0000000240877159_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,DWELLING_LAYOUT_EMITTED,EUROPEAN_DWELLING_LAYOUT,2,9dfa958d2b1009718388c011844a0e523ead7c6d9a367cd67ce3f18b3b020a77,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,10274.030018,98.8669,103.917743,1.874
BATIMENT0000000240877169_part0,BATIMENT0000000240877169_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,061c14794ce23fde17b1d87f6d4b4a49cde03223c1b8f9d5b840d6cad07efc97,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,20867.993851,267.664,77.963392,2.978
BATIMENT0000000240877179_part0,BATIMENT0000000240877179_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,DWELLING_LAYOUT_EMITTED,EUROPEAN_DWELLING_LAYOUT,1,6c2a5c7c8fe83aea9ecb5efe10f98be7af6fb836f78c2994e2ac4bdd35a525de,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,12540.402111,127.9729,97.992658,1.35
BATIMENT0000000240877182_part0,BATIMENT0000000240877182_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FR|SFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,2,64a2f8df7b5edd841647fcc155c6915f1f3b8cdde0c5d8c2e07369c6f0e634ab,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,22051.654376,215.758,102.205497,2.072
BATIMENT0000000240877183_part0,BATIMENT0000000240877183_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,a7ad0ccb953b5b4c18af320cf1d38ea34493958e26f812cd331e53009bf3fb16,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,34020.952348,528.5263,64.369458,3.281
BATIMENT0000000240877518_part0,BATIMENT0000000240877518_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,3,9ebb902ee6fa2fd870e7d197819ffe361c36d6fb80424f144f745eaab0a0ece6,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,383579.621709,7631.1482,50.264994,9.12
BATIMENT0000000240877519_part0,BATIMENT0000000240877519_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,b1ebfc6602012a9d9332116a771290f26c710f04ab006251309777bd4b4a6b05,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,48221.174317,876.8037,54.996546,3.415
BATIMENT0000000240877522_part0,BATIMENT0000000240877522_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,3,8aee1a7826f6e2b7488ffebebd97d0c2d869d89465d40fba966376ec3018236f,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,31655.64637,478.848,66.107928,3.415
BATIMENT0000000240877523_part0,BATIMENT0000000240877523_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,2,09a72116936b8c2430c54a9d4b0b34f64ca3550705da66148db70322ccafaa32,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,23244.712603,316.945,73.339902,2.653
BATIMENT0000000240877524_part0,BATIMENT0000000240877524_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,4,7f585fcf1f226224e018274142ed606807c9e07802f0425d7831f8120e8650c7,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,30202.151389,443.404,68.114303,3.305
BATIMENT0000000240877527_part0,BATIMENT0000000240877527_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,FR|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,5,045d41641b58015d4a646329d2926836880d85a43e8c0fcc98a6609f46e5486a,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,101075.296161,1380.2906,73.227548,55.691
BATIMENT0000000240877538_part0,BATIMENT0000000240877538_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.MFH.01.Gen.ReEx.001.001,MFH,OLD_PRE_1945,FR|MFH|OLD_PRE_1945,DWELLING_LAYOUT_EMITTED,EUROPEAN_DWELLING_LAYOUT,1,5c2fe7995ad2340c16cc13cf8492a3ed4402fc832e7b2a812e9150df97670e0d,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,9885.368357,96.6839,102.24418,1.384
BATIMENT0000000240879409_part0,BATIMENT0000000240879409_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,FR|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,5,94dd075631a45f26a78589370305152e097d71159d46dd0b20d38eace58262f8,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,131787.666224,1851.148,71.1924,3.658
BATIMENT0000000240879419_part0,BATIMENT0000000240879419_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.08.Gen.ReEx.001.001,AB,NEW_POST_1945,FR|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,8,208c28cdd5da34b5e9afeef67ede8936afbdd776d8168ab52962f4966eaaa38d,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,83829.469881,2835.3088,29.566258,6.912
BATIMENT0000000240879449_part0,BATIMENT0000000240879449_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,FR|AB|NEW_POST_1945,DWELLING_LAYOUT_EMITTED,EUROPEAN_DWELLING_LAYOUT,5,05cb0ecc71db7e23937da0f9550572d3c41c84e901664de5fa3ed86a7302b828,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,36960.528237,544.2059,67.916438,3.124
BATIMENT0000000240879451_part0,BATIMENT0000000240879451_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.SFH.01.Gen.ReEx.001.001,SFH,OLD_PRE_1945,FR|SFH|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,1,49783fe4a286bf324622591b901810e79a57e65dd337909113c506b64a195e55,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,8699.03982,69.1113,125.869932,1.417
BATIMENT0000000240879459_part0,BATIMENT0000000240879459_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,FR|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,5,6f5adcb3f9ee5739312122fb2da788a9981a5b97a3d6bf4c0bd48a4e534ea4c8,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,96937.500573,2011.5438,48.190598,4.219
BATIMENT0000000240879467_part0,BATIMENT0000000240879467_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,FR|AB|OLD_PRE_1945,DWELLING_LAYOUT_EMITTED,EUROPEAN_DWELLING_LAYOUT,4,e0d2db209f98ff6969f6802609a5e4ee87c15475765ec5bdf0a6ea1c0ad1260e,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,43792.143576,324.4148,134.988111,2.779
BATIMENT0000000240879492_part0,BATIMENT0000000240879492_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,FR|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,5,ee783236d82c789d74d451cca302632784cbea74092226f5b5dcc92fa5d71bef,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,90920.938054,1199.3377,75.809288,3.469
BATIMENT0000000240879534_part0,BATIMENT0000000240879534_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.01.Gen.ReEx.001.001,AB,OLD_PRE_1945,FR|AB|OLD_PRE_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,7,8abaf0be983e4879f988876cb472e36ff78f472393cb77a8df45575662244ab8,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,1,12,1,,1266.9819,,0.389
BATIMENT0000000240879546_part0,BATIMENT0000000240879546_part0,FR-LYO-HAUTCOEURPENTES,FR,FR.N.AB.07.Gen.ReEx.001.001,AB,NEW_POST_1945,FR|AB|NEW_POST_1945,FALLBACK_PENDING_LAYOUT,FALLBACK_ONE_ZONE_PER_FLOOR,6,98f2a9c521757ccee4331b94819f14686f562eb3873f87f6da656b43cb0b425f,fr,2cf15311b9c6d1124f856d80e6deed5e4a7d6f48389681305b90b6dbee88cc2c,0,0,0,110109.764687,2256.3862,48.799166,5.862
