district,building_id,stem,building_type,geometry_outcome,fallback_reason,floor_area_m2,defect_class
Madrid,way/435938302,092e11f67f34368a,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,777.7111,undivided_vertex_bug
Madrid,way/435943790,95c8495d8b8b02c0,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,527.6997,undivided_rule_C10
Madrid,way/681360944,3369aeaa97e3b7d5,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,NOCORE_CHECK_FAILED_C6,55.1454,undivided_rule_C6
Madrid,way/942352870,8ba2f6490f155fe0,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,656.5756,undivided_vertex_bug
Madrid,way/942352873,ac73fdd0fb951013,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C11,2401.5285,undivided_rule_C11
Madrid,way/942352877,03584e90f2394ee2,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1807.7803,undivided_vertex_bug
Madrid,way/942352881,846890656b98c0f4,AB,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,1090.1719,undivided_rule_density_gt12
Madrid,way/942968868,1845875c268c7c84,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,789.0689,undivided_vertex_bug
Madrid,way/947890583,61b043dc4614a6c2,AB,FALLBACK_PENDING_LAYOUT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,6947.9267,undivided_rule_density_gt12
Madrid,way/948836434,28e7ea34024d49eb,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,414.3234,undivided_vertex_bug
Madrid,way/950132500,30c726db2a7b8840,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,121.4997,undivided_rule_C10
Madrid,way/965605236,bdc9c0efb053006e,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,NOCORE_CHECK_FAILED_C11,222.609,undivided_rule_C11
Madrid,way/965605243,39b9e0d4f9f62538,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,898.8414,undivided_vertex_bug
Madrid,way/965605253,41adb818bf17e8e6,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,DWELLING_DENSITY_EXCEEDS_RULED_GRID_GT_12,349.0242,undivided_rule_density_gt12
Madrid,way/965605259,1c61496df7fcd520,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1946.5809,undivided_vertex_bug
Madrid,way/966274052,23e6d67d205f3a64,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,797.6971,undivided_vertex_bug
Madrid,way/968439455,5b887f063931b1b3,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,5772.5445,undivided_vertex_bug
Madrid,way/977828100,26849e4dd81b972e,AB,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,150.4858,undivided_rule_C10
Madrid,way/987123378,62743c5ad1fbc8d5,MFH,FALLBACK_PENDING_LAYOUT,NOCORE_CHECK_FAILED_C10,153.9383,undivided_rule_C10
Lyon,BATIMENT0000000013365727_part0,489894ba3d990787,MFH,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,147.1456,undivided_vertex_bug
Lyon,BATIMENT0000000240877518_part0,2d09d3af2c55fb50,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,7631.1482,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240877527_part0,aca82e3d8f1bd5dd,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1380.2906,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240878030_part0,1036bc00f085e6b6,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,470.6491,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240878035_part0,3eca9e61087336f5,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1105.8506,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240879449_part0,78016113b937980a,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,3265.2356,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240879459_part0,b98975b1ef8a396e,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2011.5438,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240879644_part0,93b3378da9f2b790,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1867.2359,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240879942_part0,9f10cb60af487b0d,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,770.9609,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240879946_part0,e29f92b4d68a736b,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,564.5836,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240879975_part0,70310cca6f2ddaca,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1721.6456,undivided_vertex_bug
Lyon,BATIMENT0000000240879976_part0,cd79f626ce3e79fa,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,930.8966,undivided_vertex_bug
Lyon,BATIMENT0000000240879983_part0,560ea001cad65113,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1899.8516,undivided_vertex_bug
Lyon,BATIMENT0000000240879989_part0,40e856fc352d5997,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,875.8712,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240880013_part0,3188f5280f11c5af,MFH,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,187.7131,undivided_vertex_bug
Lyon,BATIMENT0000000240880017_part0,f2f95e2f96f9512e,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,833.6421,undivided_vertex_bug
Lyon,BATIMENT0000000240880119_part0,83ef31b5a81f76e5,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,635.645,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240880186_part0,04b0c5f6ca052547,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2428.5559,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240880192_part0,770d0700613b5698,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,1821.8609,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240880201_part0,e3910ac605997bd2,MFH,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,53.3463,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240880205_part0,93aa0494583da195,AB,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,,2848.8992,undivided_rule_reason_not_yet_exported
Lyon,BATIMENT0000000240880212_part0,0638099d22e11b0f,MFH,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,171.4566,undivided_vertex_bug
Lyon,BATIMENT0000000240880244_part0,a77225fbd2ff3aa9,AB,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,,1373.9184,undivided_vertex_bug
