building_id,archetype_id,building_type,age_band,geometry_outcome,construction_period_provenance,idf_sha256,weather_sha256,eplus_return_code,severe_errors,fatal_errors,heating_kwh,floor_area_m2,eui_kwh_m2,run_seconds,platform,energyplus_version,layout_json
relation/13255968,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,48675e56b5b4b07304535835af82eafaf023cca5f64e42f27cbe822edfd7605f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,137546.28173,1134.6968,121.218533,2234,hostname=speed-12.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/13255968.json
relation/4164892,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,dd9de36176abc8c948934f749137cb34134ec4fc32b3d2ab94ea5e4955f7cd26,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,53935.395834,841.0928,64.12538,89,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4164892.json
relation/4164894,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,4294a5401e346570cb9c58ac5bd391f871308159070b5e845db92ddac0ef98cb,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,1,0,483408.699128,4573.6396,105.694532,2142,hostname=speed-21.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4164894.json
relation/4164983,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,0409d34369374b553b6f135bfb2bbe096ac90b883874600b5ec1a74ebfe3a2d7,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,159332.302263,995.0168,160.130263,993,hostname=speed-23.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4164983.json
relation/4165180,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,71734f73569f5bddbb8eaf2fb4e33eda9f2d7b143c1bbe09642c196a155d1339,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,117732.848086,1096.7678,107.345281,376,hostname=speed-24.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4165180.json
relation/4172530,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,d53999ac9ede00dfc6c836d70f5a9a44fe1f040d836ed5da18760a161eeb558a,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,1,0,306079.289569,2287.269,133.818667,4532,hostname=speed-29.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4172530.json
relation/4179135,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,bbf56f5fe2c86aab3e6eae7e9d1b02edcab34b3707b3c2ba3c465783ca0ba3c5,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1,3,1,,1259.5295,,2,hostname=speed-32.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4179135.json
relation/4466638,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,497d51d47799ad8cf7882d5ccf423bc3fda9e12c7105c730cde00eb4cf22bc28,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1,4,1,,1724.9225,,3,hostname=speed-08.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4466638.json
relation/4495685,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,7aa85d3010021fcef247a4002c1bfbfa83e9802b00d7ff8999efd43331df7386,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,202454.631099,1754.5508,115.388298,1217,hostname=speed-12.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4495685.json
relation/4678507,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,00690af320e6408f5879ed7b70d4e0bc135f3efaddfc5d5d4794585043726b5d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,407065.478854,3821.1507,106.529554,956,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4678507.json
relation/4678509,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,ba8035a1a30377d141dc910afa37b01e8d42f1873d8a62901a5866b6f370950e,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,270739.467995,3104.7621,87.201357,807,hostname=speed-21.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4678509.json
relation/4835801,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,2f1a226663451a97ac4b4a676afd312e45b0c1a9447cf0c786c87d688016fcec,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,302091.898222,2755.7916,109.620734,4667,hostname=speed-22.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/4835801.json
relation/5808693,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,ac31c4a73aac6aca7f45b2a247c2a10b97458a075d21d9238242a31a1ab8060b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,257489.393206,3612.9507,71.268449,912,hostname=speed-23.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/5808693.json
relation/5808697,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,ca3e0f516bdba574b63c096ace4ee224830f39283323b1aa724cd82c8fff0b61,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,132163.413969,912.8391,144.782814,2079,hostname=speed-24.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/relation/5808697.json
way/287356953,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,e399d3387c5fc1f4c59dc24ea9a18192716e342cca0fa47ccfaa5b15091a592a,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,173825.193399,4231.1943,41.081827,443,hostname=speed-29.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/287356953.json
way/288600861,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,4590850a7a54848570646a386b305a88d1488c2f1b91f6660ee521366e2d14b1,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,205425.0718,5286.8307,38.855996,2146,hostname=speed-32.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/288600861.json
way/290026258,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,ef82cb21463625dcc73b2e8548c67805e007a4a7ce87342a9e0db65771df4a74,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,48680.520451,318.63,152.780719,203,hostname=speed-35.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/290026258.json
way/290663061,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,f5f1a9f36d4583b3e935fa72bd2d72ac02ca59f99c4e37ffaefc3086dc2b4d74,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,25220.286809,301.5629,83.631928,863,hostname=speed-08.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/290663061.json
way/292149912,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,2d8ab7d515bee06ae42797df6905b6f99a85b58453aacb39886df8da3bb8f7c2,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,126257.720641,630.1375,200.36535,914,hostname=speed-12.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/292149912.json
way/310738153,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,5b506af872c474d146e08a22b58078a21d74286f842511662c0032b91a7d24b7,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,193406.061633,2597.7005,74.452795,306,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/310738153.json
way/310771803,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,d79c8f6748ea7777f6d76aa222c665bc95df454755db049ea4411e27a250683d,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,128986.090719,1024.0913,125.951749,2724,hostname=magic-node-09.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/310771803.json
way/311159688,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,4bc0994f4eeb9573e7220237b16ad1c9d6107a36666e980a798c1e9e57aa71b7,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,1,0,99634.894468,1624.1324,61.346535,1484,hostname=speed-32.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/311159688.json
way/333138111,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,6c35dc4b2ebf18548c0d83ef046a6985c9da3fcce32c1b1217a496d81e2b313f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,1,0,272382.281858,2597.7866,104.851677,1255,hostname=speed-08.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/333138111.json
way/400445219,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,bd0d60e0ea75fca32d6222424e8aafcb918b4b65560237c6217c81c72ef05617,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,97504.349045,754.6878,129.198258,2132,hostname=magic-node-03.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/400445219.json
way/400445221,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,cd6baccd55a1da1e7338ad7eeea88ed37d66c2deaa30b8f1b5f420fe3e1da247,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,70433.89838,881.9262,79.86371,1860,hostname=magic-node-06.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/400445221.json
way/403642584,ES.ME.AB.02.Gen.ReEx.001.001,AB,ES.02,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,5776ba6c993620835ce45b8a594b2d6ae01597ac5db5c5829bda8732092f1a02,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,79907.906011,396.2444,201.663181,451,hostname=magic-node-10.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:00",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/403642584.json
way/403642586,ES.ME.AB.03.Gen.ReEx.001.001,AB,ES.03,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,946df82943d9b3ac4804a2993905fc9689429f6b9f9343b467c7b2cc89a8459f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,90937.124772,608.0259,149.561268,731,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:01",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/403642586.json
way/403855650,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,85f2fcaf6a4e5b97d0032e6cf5333abcbf9a7ea82a8999566a20797dd4f10c6f,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,18972.861731,246.2805,77.037613,337,hostname=speed-35.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:03",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/403855650.json
way/420409335,ES.ME.AB.05.Gen.ReEx.001.001,AB,ES.05,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,853139bf23848fe4710e50d9b8096714ef8e6fee7a5c7b5645603cc6d4291576,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,52546.473151,1084.9361,48.432782,2242,hostname=speed-20.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:05",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/420409335.json
way/432412738,ES.ME.AB.06.Gen.ReEx.001.001,AB,ES.06,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,613e8bec43ad0e9797db43496f87fdc063b9412e96d5ef051b6e39f6b320ec3b,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1,2,1,,150.7322,,3,hostname=speed-21.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:06",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/432412738.json
way/435397049,ES.ME.AB.04.Gen.ReEx.001.001,AB,ES.04,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,7c09f4f22af2ae48b263d5829932b2ceb722c538bbdc5f81f0f86c8317b30742,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,1,4,1,,46.1852,,3,hostname=speed-24.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:06",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/435397049.json
way/435637784,ES.ME.MFH.06.Gen.ReEx.001.001,MFH,ES.06,DWELLING_LAYOUT_EMITTED_BEST_EFFORT,,10dc3b954c443e44fe55f1d42270e0c8b7dbb51c07650db5e0bacf5f810ea3ce,d2563b7dfdd8a78716ce3611c4180bea4e4d217b3779d0f693c607390a17346d,0,0,0,9383.756699,73.786,127.1753,320,hostname=speed-24.encs.concordia.ca / kernel=Linux 5.14.0-687.39.1.el9_8.x86_64,"EnergyPlus, Version 23.1.0-87ed9199d4, YMD=2026.09.08 15:06",openubem/outputs/eu_evidence/EU-11/ES-MAD-BERRUGUETE_recut_2026-09-08/layouts/way/435637784.json
