Time,BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Heat Load [W],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0::Des Latent Heat Load [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Cool Load [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Heat Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0::Des Latent Cool Mass Flow [kg/s],BLOCK LARGEHOTEL STOREY 0::Des Heat Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0::Des Sens Cool Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Heat Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0::Des Latent Cool Load No DOAS [W],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BLOCK LARGEHOTEL STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
01:50:00,1.110487E+05,1.528704E+04,3.746875E+00,1.502119E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093503E+01,3.205216E+01,2.398150E+01,7.223137E+01
02:00:00,1.113990E+05,1.471832E+04,3.758686E+00,1.446168E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093496E+01,3.207836E+01,2.398192E+01,7.268623E+01
02:10:00,1.117566E+05,1.422536E+04,3.770740E+00,1.397662E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093489E+01,3.210442E+01,2.398237E+01,7.313912E+01
02:20:00,1.121211E+05,1.380735E+04,3.783028E+00,1.356539E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093480E+01,3.213372E+01,2.398233E+01,7.343125E+01
02:30:00,1.124928E+05,1.346485E+04,3.795559E+00,1.322851E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093471E+01,3.216484E+01,2.398231E+01,7.357732E+01
02:40:00,1.128718E+05,1.319787E+04,3.808337E+00,1.296592E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093463E+01,3.219593E+01,2.398235E+01,7.366596E+01
02:50:00,1.132582E+05,1.300635E+04,3.821363E+00,1.277757E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093455E+01,3.222647E+01,2.398243E+01,7.375406E+01
03:00:00,1.136520E+05,1.289024E+04,3.834640E+00,1.266337E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093447E+01,3.225660E+01,2.398252E+01,7.385331E+01
03:10:00,1.140449E+05,1.274515E+04,3.847885E+00,1.252079E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093439E+01,3.228646E+01,2.398260E+01,7.395669E+01
03:20:00,1.144371E+05,1.257180E+04,3.861106E+00,1.235038E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093431E+01,3.231445E+01,2.398290E+01,7.395979E+01
03:30:00,1.148285E+05,1.236977E+04,3.874303E+00,1.215172E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093423E+01,3.234115E+01,2.398327E+01,7.387108E+01
03:40:00,1.152192E+05,1.213905E+04,3.887474E+00,1.192480E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093414E+01,3.236748E+01,2.398369E+01,7.374552E+01
03:50:00,1.156093E+05,1.187959E+04,3.900623E+00,1.166960E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093405E+01,3.239372E+01,2.398413E+01,7.361874E+01
04:00:00,1.159987E+05,1.159140E+04,3.913751E+00,1.138612E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093396E+01,3.241983E+01,2.398457E+01,7.349829E+01
04:10:00,1.163760E+05,1.129899E+04,3.926470E+00,1.109844E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093387E+01,3.244572E+01,2.398501E+01,7.337984E+01
04:20:00,1.167412E+05,1.100215E+04,3.938779E+00,1.080641E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093380E+01,3.247163E+01,2.398548E+01,7.344104E+01
04:30:00,1.170943E+05,1.070084E+04,3.950681E+00,1.051000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093374E+01,3.249748E+01,2.398588E+01,7.366869E+01
04:40:00,1.174353E+05,1.039496E+04,3.962175E+00,1.020915E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093367E+01,3.252316E+01,2.398621E+01,7.396593E+01
04:50:00,1.177642E+05,1.008449E+04,3.973261E+00,9.903837E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093361E+01,3.254860E+01,2.398651E+01,7.426745E+01
05:00:00,1.180809E+05,9.769425E+03,3.983940E+00,9.594054E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093355E+01,3.257383E+01,2.398682E+01,7.455740E+01
05:10:00,1.184518E+05,9.560873E+03,3.996444E+00,9.388903E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093349E+01,3.259887E+01,2.398713E+01,7.484233E+01
05:20:00,1.188770E+05,9.457807E+03,4.010780E+00,9.287502E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093332E+01,3.262836E+01,2.398663E+01,7.504869E+01
05:30:00,1.193567E+05,9.460709E+03,4.026951E+00,9.290320E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093312E+01,3.266069E+01,2.398608E+01,7.517944E+01
05:40:00,1.198911E+05,9.569576E+03,4.044961E+00,9.397344E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093292E+01,3.269343E+01,2.398554E+01,7.527582E+01
05:50:00,1.204802E+05,9.784505E+03,4.064816E+00,9.608664E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093272E+01,3.272584E+01,2.398501E+01,7.536714E+01
06:00:00,1.211242E+05,1.010566E+04,4.086520E+00,9.924444E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093252E+01,3.275811E+01,2.398447E+01,7.546112E+01
06:10:00,1.217253E+05,1.053233E+04,4.106773E+00,1.034403E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093233E+01,3.279042E+01,2.398393E+01,7.555488E+01
06:20:00,1.222832E+05,1.106446E+04,4.125568E+00,1.086742E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093223E+01,3.281873E+01,2.398258E+01,7.521118E+01
06:30:00,1.227978E+05,1.170225E+04,4.142907E+00,1.149483E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093215E+01,3.284440E+01,2.398134E+01,7.445720E+01
06:40:00,1.232691E+05,1.244592E+04,4.158787E+00,1.222643E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093206E+01,3.286955E+01,2.398034E+01,7.353317E+01
06:50:00,1.236970E+05,1.329567E+04,4.173206E+00,1.306242E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093198E+01,3.289481E+01,2.397953E+01,7.260053E+01
07:00:00,1.240815E+05,1.425169E+04,4.186162E+00,1.400296E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093190E+01,3.292003E+01,2.397880E+01,7.169385E+01
07:10:00,1.243146E+05,1.510830E+04,4.194014E+00,1.484598E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093182E+01,3.294506E+01,2.397814E+01,7.079209E+01
07:20:00,1.243962E+05,1.586823E+04,4.196764E+00,1.559377E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093206E+01,3.293665E+01,2.397819E+01,7.034787E+01
07:30:00,1.243267E+05,1.653138E+04,4.194422E+00,1.624627E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093231E+01,3.290734E+01,2.397808E+01,7.029811E+01
07:40:00,1.241062E+05,1.709863E+04,4.186993E+00,1.680443E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093250E+01,3.287527E+01,2.397770E+01,7.038131E+01
07:50:00,1.237348E+05,1.757091E+04,4.174481E+00,1.726926E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093268E+01,3.284566E+01,2.397717E+01,7.044406E+01
08:00:00,1.232127E+05,1.794917E+04,4.156890E+00,1.764167E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093285E+01,3.281697E+01,2.397663E+01,7.046482E+01
08:10:00,1.224993E+05,1.840765E+04,4.132850E+00,1.809293E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093303E+01,3.278781E+01,2.397610E+01,7.046801E+01
08:20:00,1.215953E+05,1.894528E+04,4.102387E+00,1.862235E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093364E+01,3.271535E+01,2.397514E+01,7.020719E+01
08:30:00,1.205012E+05,1.956290E+04,4.065520E+00,1.923070E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093427E+01,3.261502E+01,2.397429E+01,6.972139E+01
08:40:00,1.192175E+05,2.026047E+04,4.022261E+00,1.991780E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093485E+01,3.250964E+01,2.397365E+01,6.915579E+01
08:50:00,1.177441E+05,2.103770E+04,3.972615E+00,2.068329E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093540E+01,3.240592E+01,2.397313E+01,6.859143E+01
09:00:00,1.160811E+05,2.189416E+04,3.916573E+00,2.152673E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093595E+01,3.230173E+01,2.397266E+01,6.802929E+01
09:10:00,1.145147E+05,2.268730E+04,3.863801E+00,2.230796E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093651E+01,3.219501E+01,2.397224E+01,6.745635E+01
09:20:00,1.130439E+05,2.341795E+04,3.814247E+00,2.302746E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093684E+01,3.211198E+01,2.397223E+01,6.691726E+01
09:30:00,1.116665E+05,2.408558E+04,3.767833E+00,2.368470E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093717E+01,3.204447E+01,2.397230E+01,6.640774E+01
09:40:00,1.103803E+05,2.469009E+04,3.724491E+00,2.427965E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093753E+01,3.197837E+01,2.397237E+01,6.590496E+01
09:50:00,1.091831E+05,2.523158E+04,3.684150E+00,2.481239E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093792E+01,3.190876E+01,2.397245E+01,6.539687E+01
10:00:00,1.080732E+05,2.570999E+04,3.646749E+00,2.528288E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093831E+01,3.183626E+01,2.397255E+01,6.488252E+01
10:10:00,1.069980E+05,2.619560E+04,3.610513E+00,2.576023E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093870E+01,3.176192E+01,2.397268E+01,6.436435E+01
10:20:00,1.059561E+05,2.668779E+04,3.575399E+00,2.624398E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093900E+01,3.168792E+01,2.397282E+01,6.427611E+01
10:30:00,1.049463E+05,2.718614E+04,3.541367E+00,2.673392E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093927E+01,3.161288E+01,2.397259E+01,6.451904E+01
10:40:00,1.039681E+05,2.769032E+04,3.508398E+00,2.722991E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093953E+01,3.153516E+01,2.397196E+01,6.484892E+01
10:50:00,1.030214E+05,2.820007E+04,3.476490E+00,2.773183E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.093980E+01,3.145433E+01,2.397114E+01,6.515363E+01
11:00:00,1.021061E+05,2.871544E+04,3.445636E+00,2.823975E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094007E+01,3.137049E+01,2.397028E+01,6.543255E+01
11:10:00,1.013146E+05,2.917337E+04,3.418959E+00,2.869168E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094033E+01,3.128372E+01,2.396942E+01,6.570711E+01
11:20:00,1.006474E+05,2.957424E+04,3.396470E+00,2.908785E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094024E+01,3.123806E+01,2.396885E+01,6.591816E+01
11:30:00,1.001051E+05,2.991849E+04,3.378187E+00,2.942847E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094016E+01,3.122054E+01,2.396841E+01,6.607924E+01
11:40:00,9.968796E+04,3.020638E+04,3.364120E+00,2.971356E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094014E+01,3.120736E+01,2.396804E+01,6.622399E+01
11:50:00,9.939648E+04,3.043778E+04,3.354291E+00,2.994290E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094014E+01,3.118993E+01,2.396771E+01,6.636778E+01
12:00:00,9.923137E+04,3.061241E+04,3.348721E+00,3.011614E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094016E+01,3.116961E+01,2.396738E+01,6.651078E+01
12:10:00,9.896699E+04,3.082066E+04,3.339796E+00,3.032222E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094016E+01,3.114858E+01,2.396705E+01,6.665044E+01
12:20:00,9.860378E+04,3.106133E+04,3.327541E+00,3.056017E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094040E+01,3.110411E+01,2.396658E+01,6.623059E+01
12:30:00,9.814319E+04,3.133425E+04,3.312007E+00,3.082959E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094064E+01,3.104294E+01,2.396662E+01,6.539989E+01
12:40:00,9.758639E+04,3.163876E+04,3.293230E+00,3.112961E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094086E+01,3.097756E+01,2.396723E+01,6.447438E+01
12:50:00,9.693426E+04,3.197404E+04,3.271240E+00,3.145927E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094106E+01,3.091269E+01,2.396809E+01,6.358634E+01
13:00:00,9.618799E+04,3.233930E+04,3.246076E+00,3.181775E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094126E+01,3.084774E+01,2.396901E+01,6.272900E+01
13:10:00,9.548719E+04,3.274221E+04,3.222450E+00,3.221258E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094146E+01,3.078180E+01,2.396993E+01,6.187486E+01
13:20:00,9.483304E+04,3.318234E+04,3.200395E+00,3.264330E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094153E+01,3.073087E+01,2.397073E+01,6.126337E+01
13:30:00,9.422606E+04,3.365846E+04,3.179929E+00,3.310910E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094160E+01,3.069062E+01,2.397127E+01,6.082869E+01
13:40:00,9.366686E+04,3.416981E+04,3.161072E+00,3.360966E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094170E+01,3.065245E+01,2.397158E+01,6.043436E+01
13:50:00,9.315628E+04,3.471602E+04,3.143855E+00,3.414483E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094180E+01,3.061310E+01,2.397179E+01,6.002534E+01
14:00:00,9.269478E+04,3.529675E+04,3.128291E+00,3.471430E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094191E+01,3.057300E+01,2.397200E+01,5.960592E+01
14:10:00,9.231500E+04,3.584659E+04,3.115484E+00,3.525372E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094201E+01,3.053298E+01,2.397224E+01,5.918787E+01
14:20:00,9.201771E+04,3.636526E+04,3.105458E+00,3.576272E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094189E+01,3.050941E+01,2.397258E+01,5.897971E+01
14:30:00,9.180353E+04,3.685216E+04,3.098232E+00,3.624066E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094175E+01,3.049755E+01,2.397274E+01,5.891751E+01
14:40:00,9.167314E+04,3.730673E+04,3.093830E+00,3.668702E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094162E+01,3.048853E+01,2.397268E+01,5.888468E+01
14:50:00,9.162742E+04,3.772844E+04,3.092282E+00,3.710129E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094150E+01,3.047899E+01,2.397253E+01,5.883877E+01
15:00:00,9.166696E+04,3.811686E+04,3.093607E+00,3.748302E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094138E+01,3.046949E+01,2.397237E+01,5.878582E+01
15:10:00,9.172217E+04,3.840486E+04,3.095457E+00,3.776626E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094126E+01,3.046081E+01,2.397221E+01,5.873563E+01
15:20:00,9.179352E+04,3.859226E+04,3.097851E+00,3.795070E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094111E+01,3.046722E+01,2.397234E+01,5.921171E+01
15:30:00,9.188176E+04,3.867824E+04,3.100815E+00,3.803573E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.094099E+01,3.048431E+01,2.397198E+01,6.003861E+01
