Date/Time,BATIMENT0000000240879467_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 05/10  22:00:00,5946536.419843122,5948516.905430512,6634656.022785597,6830334.7258060565 
 05/10  23:00:00,6806524.052007442,6581966.570627512,7401195.327773504,7815034.811192403 
 05/10  24:00:00,6913341.658961033,6575490.891226055,7421853.30966332,7931783.865795143 
 05/11  01:00:00,7095269.569868558,6657623.690736807,7531698.357318243,8125421.245052384 
 05/11  02:00:00,7341334.493720736,6806592.097055512,7722395.586838884,8404926.655214788 
 05/11  03:00:00,7573599.431959737,6952674.620638278,7908457.022852266,8670917.609541155 
 05/11  04:00:00,7434377.176257995,6763998.017291764,7727749.7053266615,8540593.980699591 
 05/11  05:00:00,7246287.196534477,6553884.236439391,7503150.706403045,8331565.330504181 
 05/11  06:00:00,7428561.70977395,6697822.920456003,7660374.523669443,8518352.53283 
 05/11  07:00:00,7142967.167277218,6450221.887204967,7353980.663440738,8177475.641573122 
 05/11  08:00:00,6488308.653691321,5940240.500274665,6681174.131668866,7371367.66610243 
 05/11  09:00:00,6061017.372513559,5635635.777085426,6234583.029738756,6804960.929703186 
 05/11  10:00:00,5229694.552180944,5078586.692888023,5337152.758899265,5650149.542598212 
 05/11  11:00:00,4410364.852579498,4539197.554499104,4374097.178421321,4432466.755761207 
 05/11  12:00:00,3741720.805761586,4086926.3458402837,3676555.445223627,3540039.8610073132 
 05/11  13:00:00,2896412.840815518,3411070.6891525183,3020954.75761927,2729116.642226517 
 05/11  14:00:00,1823280.4587330734,2766942.4171371246,2372526.688619762,1664973.8871519377 
 05/11  15:00:00,1841679.2973372913,2858729.9850427294,2492975.891306507,1681733.0986676796 
 05/11  16:00:00,1501377.064494852,2857142.640116919,2549282.8973644017,1378612.2814073714 
 05/11  17:00:00,484286.2193884335,2810056.571603057,2612234.0943244626,433991.9714772346 
 05/11  18:00:00,354115.8305138139,3158836.4140032744,3170865.3889912027,1010930.9153290146 
 05/11  19:00:00,3653373.9166648844,4105239.9284247505,4638465.818626779,4506972.2942173565 
 05/11  20:00:00,4318717.396544221,4852479.521970731,5347915.31407168,5244761.956274687 
 05/11  21:00:00,5803894.429072247,5575141.139806859,6251039.896901167,6600842.8346368745 
 05/11  22:00:00,6359247.849187254,5987944.337923863,6752680.056482658,7243778.368574318 
 05/11  23:00:00,6704406.110365636,6223760.822666595,7051393.278745149,7651645.86633987 
 05/11  24:00:00,6945083.86252019,6380453.533354031,7250808.680087741,7932495.673448383 
 05/12  01:00:00,7157699.307041029,6530504.837175397,7429870.532499666,8169064.474017117 
 05/12  02:00:00,7277396.538290855,6597138.147149979,7521251.512112905,8312600.736316199 
 05/12  03:00:00,7294059.772726878,6573320.915790104,7513914.121829293,8347740.992875263 
 05/12  04:00:00,7502752.035558731,6739097.641045972,7704390.1377817,8576789.623170877 
 05/12  05:00:00,7767949.181003207,6967276.668105549,7955685.500458771,8857310.428390266 
 05/12  06:00:00,7830836.27060898,7019652.2820850685,8006192.9632558385,8914316.608407434 
 05/12  07:00:00,7705900.7113094665,6958607.275970169,7875192.008558815,8725719.127742786 
 05/12  08:00:00,7090968.412846077,6584892.242385236,6998539.919940997,7673002.919075415 
 05/12  09:00:00,5987523.199931521,5731034.3849381,5043200.9959162995,5446294.119593141 
 05/12  10:00:00,4978964.615605903,4901123.447067784,3784536.494013551,4036668.933667247 
 05/12  11:00:00,3941092.5439711665,4049749.1940600956,2849190.953837047,2938931.5622730176 
 05/12  12:00:00,2799932.4088437813,3108196.2937760986,2110856.517288723,2011223.2536833747 
 05/12  13:00:00,2008363.0740595548,2554982.9648367884,1909277.2909817374,1584738.1025218558 
 05/12  14:00:00,1162159.254560648,2187458.1754019298,1617839.469231059,812718.0185084596 
 05/12  15:00:00,907018.6552539819,2090814.951523828,1574995.86464997,590282.9407997837 
 05/12  16:00:00,176115.41001181758,1897274.032936167,1428251.5561466173,28474.72624196234 
 05/12  17:00:00,385072.51541544544,2133051.391349343,1739652.5034781867,163920.79552449432 
 05/12  18:00:00,3690171.3233355884,3582005.9671492474,3952717.777534724,4133616.7449076893 
 05/12  19:00:00,3743747.281891244,3824009.217515351,4228792.2207842525,4395968.3643573215 
 05/12  20:00:00,3780793.227217085,4011180.862288871,4371097.513336223,4444334.315605089 
 05/12  21:00:00,4755941.2357909465,4455118.734211999,4971845.26803548,5365935.394801694 
 05/12  22:00:00,5033277.555460116,4648977.204801558,5229355.140946153,5709880.716349133 
 05/12  23:00:00,5279154.679157402,4829051.77968827,5458711.372821452,6004478.357242725 
 05/12  24:00:00,5436141.349400041,4937973.194917886,5600945.651174507,6193386.229399847 
 05/13  01:00:00,5606723.376412943,5062790.888265921,5759894.692356389,6398130.091986524 
 05/13  02:00:00,5744208.65038812,5159560.622540167,5887343.435233801,6567553.9765233155 
 05/13  03:00:00,6015004.878618633,5386841.8618341815,6151236.767848232,6872646.067962047 
 05/13  04:00:00,6300197.005535731,5631321.7667555455,6432164.558674577,7192431.1418466475 
 05/13  05:00:00,6448191.79119551,5750974.530896992,6575937.746161781,7365291.4600629015 
 05/13  06:00:00,6598364.828191826,5883417.069311821,6722555.158629337,7527239.771289864 
 05/13  07:00:00,6406174.034127135,5737570.691325794,6526671.620411247,7287784.555898268 
 05/13  08:00:00,6033183.0307914205,5500594.214735258,6154132.743508459,6798844.571799242 
 05/13  09:00:00,5333690.473451214,5040421.354316241,5406008.27476762,5842328.18720373 
 05/13  10:00:00,4636894.302658588,4512124.84754504,4672001.37645648,4952016.946873094 
 05/13  11:00:00,4223471.82141509,4227848.6218969105,4260876.078533135,4415944.9725556495 
 05/13  12:00:00,3414395.798787625,3655378.66234704,3421327.16788726,3360915.2966223094 
 05/13  13:00:00,2530507.5062052263,3019681.3995185904,2630951.8861712855,2346763.6087579043 
 05/13  14:00:00,1623366.2189833894,2551889.5442271577,2084701.5248791706,1379267.8429647335 
 05/13  15:00:00,684954.4969434814,2097563.1108372593,1624866.1111557076,423097.1008910303 
 05/13  16:00:00,1018004.1767855678,2152198.0361308786,1788990.7971962874,843169.385353353 
 05/13  17:00:00,3172138.9440241456,3024284.2586213974,3378188.951708762,3610176.065438146 
 05/13  18:00:00,3360338.2202990344,3135002.9533636784,3542178.919376843,3856275.4879788226 
 05/13  19:00:00,3650504.823830892,3598503.935252462,4071799.772385966,4370921.3642885145 
 05/13  20:00:00,3650946.5552669335,3987232.3468084424,4369901.149749745,4420002.174188752 
 05/13  21:00:00,4903608.1672844505,4539367.394641576,5096492.575034397,5559003.599459279 
 05/13  22:00:00,5688128.714803444,5205016.602764847,5872136.87502991,6453830.932281923 
 05/13  23:00:00,6060821.583801097,5514254.250849505,6233037.86889807,6873407.105788542 
 05/13  24:00:00,6231281.293343567,5636556.589035503,6391846.66592313,7081035.342568051 
 05/14  01:00:00,6843536.330226753,6156009.268465363,7001789.339345851,7788469.3657881785 
 05/14  02:00:00,7542984.878555803,6771525.459575752,7700172.732578412,8567186.560860416 
 05/14  03:00:00,8023404.561374842,7193708.667325735,8178700.654332578,9100664.395406127 
 05/14  04:00:00,7991713.266371795,7151608.851915763,8140307.777676118,9072651.041962804 
 05/14  05:00:00,7714773.3475489635,6889296.922441386,7854746.790618222,8773394.708209345 
 05/14  06:00:00,7573397.946011105,6758246.486000527,7708147.283262448,8617680.804210372 
 05/14  07:00:00,7398147.261096797,6657051.26772653,7533441.192064317,8374872.398274283 
 05/14  08:00:00,6691461.402508661,6174744.743055072,6797942.949109558,7444209.203388115 
 05/14  09:00:00,5584400.546600414,5325617.474895973,5557698.872366682,5966962.845744498 
 05/14  10:00:00,4607472.529914699,4564681.622079211,4431086.829935789,4647068.981317875 
 05/14  11:00:00,3800001.1667343983,3973795.973570737,3516700.203957665,3529966.917968549 
 05/14  12:00:00,2765076.4316290678,3180840.6300034137,2414521.171560155,2207688.736988207 
 05/14  13:00:00,1753909.4659373793,2388435.9732273184,1813712.191166744,1392626.8200252147 
 05/14  14:00:00,366453.89280115196,1606378.350314959,1080988.6866853551,169955.32205231575 
 05/14  15:00:00,0.0,1287511.8561931604,826135.1296961824,0.0 
 05/14  16:00:00,0.0,1462994.1224578137,1011999.6467765669,0.0 
 05/14  17:00:00,0.0,1558857.9246101931,1181454.766135946,0.0 
 05/14  18:00:00,0.0,1583141.1745634973,1330032.4531946296,0.0 
 05/14  19:00:00,0.0,1991839.194400343,2008684.114928051,546591.1090770657 
 05/14  20:00:00,2240354.5252590775,3112164.2063307613,3352408.95108718,2807322.7787506944 
 05/14  21:00:00,3712434.7225380624,3955933.698473335,4384073.956378433,4258749.534720768 
 05/14  22:00:00,4310453.351862868,4392016.948657401,4897512.578925545,4924261.591320284 
 05/14  23:00:00,4979791.540063744,4903813.413846994,5492903.657015716,5668769.068709625 
 05/14  24:00:00,5423816.386541981,5215841.8012027135,5870536.967841215,6176409.317838976 
 05/15  01:00:00,5566693.831330231,5261039.208113333,5951850.8801975725,6357015.550893821 
 05/15  02:00:00,5814114.480908097,5427506.23865068,6148068.368288543,6626563.344921056 
 05/15  03:00:00,6142174.028113965,5679134.14640823,6436320.129043125,6984438.315085236 
 05/15  04:00:00,6412986.974841081,5885213.3029120695,6673432.201006392,7282302.589779319 
 05/15  05:00:00,6588057.191235742,6009889.376118004,6820275.669666024,7478448.87875766 
 05/15  06:00:00,6488903.754180253,5893042.271766239,6695395.809859353,7374627.675516549 
 05/15  07:00:00,5927227.516303923,5413525.722954752,6112824.518424182,6725288.915777985 
 05/15  08:00:00,5144314.337194763,4847489.443042257,5262887.609392564,5696323.885206538 
 05/15  09:00:00,4474563.22638545,4365385.208002552,4413038.602948762,4661718.90149573 
 05/15  10:00:00,3723813.2258532797,3811456.745477154,3466272.945178743,3529922.099957159 
 05/15  11:00:00,2795757.3345182156,3088714.4428466065,2539157.942248469,2410632.7544438727 
 05/15  12:00:00,2075394.1656728028,2521848.9465057915,1898924.7936684785,1639629.0832724993 
 05/15  13:00:00,1531799.2019509294,2129161.601154308,1574549.2905418463,1174185.6872342506 
 05/15  14:00:00,694071.6443881714,1661182.227300482,1115051.4102292168,348060.82103564264 
 05/15  15:00:00,70017.83971267141,1427339.4099885686,892695.4228824914,0.0 
 05/15  16:00:00,0.0,1303901.009829496,826524.0750007768,0.0 
 05/15  17:00:00,0.0,1391987.9388033669,1037006.9709484619,0.0 
 05/15  18:00:00,0.0,1555997.0597309796,1406082.291202736,0.0 
 05/15  19:00:00,0.0,1834826.2828614332,1924541.6572610193,220522.3304220621 
 05/15  20:00:00,1181201.333035999,2599069.3544328352,2756718.90992155,1896413.3129258459 
 05/15  21:00:00,2818594.0492162975,3317887.0752063016,3622269.753279328,3293626.3361424804 
 05/15  22:00:00,3653292.8065167647,3952532.24030322,4361507.941561681,4221207.894809138 
 05/15  23:00:00,4297060.994173844,4415340.099889215,4912547.988456426,4940195.120799561 
 05/15  24:00:00,4722371.490460843,4689609.1291681845,5253375.458700195,5422758.591859879 
 05/16  01:00:00,5109016.01667235,4944284.439732352,5567791.182051424,5860271.207404268 
 05/16  02:00:00,5570883.6025014445,5280074.810512552,5970506.251431672,6382307.166583967 
 05/16  03:00:00,5973862.788372562,5571943.193833099,6324225.421953674,6843894.92237432 
 05/16  04:00:00,6238637.958029877,5749248.942693398,6546512.221645892,7151985.076424444 
 05/16  05:00:00,6133806.133354165,5605012.911545517,6400346.792990717,7043242.753105929 
 05/16  06:00:00,5762001.508560231,5234294.208655405,5989913.66667343,6628748.56164716 
 05/16  07:00:00,5617228.626263892,5088661.786131976,5817665.665497495,6456650.139074738 
 05/16  08:00:00,5586458.685361537,5082786.136792181,5765354.444543524,6385822.34466775 
 05/16  09:00:00,5389479.600388661,4999407.799709363,5541976.47581232,6069268.044679463 
 05/16  10:00:00,5199420.429558853,4929347.994444282,5295280.886544834,5724659.77650598 
 05/16  11:00:00,5044684.049283093,4880240.7673004065,5072207.834501243,5412789.02971119 
 05/16  12:00:00,4622023.724712755,4590656.072680786,4571667.648599611,4807969.868275873 
 05/16  13:00:00,4207505.474304198,4300645.506445322,4276500.15399057,4397068.9975597905 
 05/16  14:00:00,3775027.4709054227,4148798.1300888266,4081153.612126409,3918604.7825404485 
 05/16  15:00:00,3214716.2187159387,4033311.996802718,3978420.306548497,3355393.307851539 
 05/16  16:00:00,2558483.245168827,3936814.4762597578,3950662.926623403,2744721.940733091 
 05/16  17:00:00,2410917.6334552774,4014272.0826328364,4103006.3166491743,2645264.9120612796 
 05/16  18:00:00,2662547.9372025616,4237284.6496636495,4466251.705223989,3326410.695957556 
 05/16  19:00:00,3090094.221739114,4435116.920413981,4860806.985028962,4292176.197816881 
 05/16  20:00:00,4224586.427745429,4711772.428789189,5273718.154151458,5286999.951552442 
 05/16  21:00:00,5208186.209179755,4989673.880095374,5642527.171003735,6022016.95398692 
 05/16  22:00:00,5468241.776589912,5150536.471626246,5843065.434549319,6308702.792515793 
 05/16  23:00:00,5729027.668413872,5322255.613028922,6055169.38732806,6599987.880306888 
 05/16  24:00:00,5882923.58433779,5408852.626940415,6168050.817130006,6772611.264472032 
 05/17  01:00:00,6241233.520978307,5690541.438150641,6496235.009395855,7168741.759813792 
 05/17  02:00:00,6786714.174146071,6144049.88901284,7022000.270338233,7782009.3163675815 
 05/17  03:00:00,7270661.519064393,6538155.927308348,7489284.85653041,8342304.2240883075 
 05/17  04:00:00,7638791.575418519,6832365.471835564,7843012.224778294,8774386.810243348 
 05/17  05:00:00,7876064.036975667,7013910.76527307,8067427.350600564,9059374.401535554 
 05/17  06:00:00,8158114.692591765,7245551.761855936,8340211.13445189,9388003.323508041 
 05/17  07:00:00,8257021.814667303,7376293.86221054,8378322.329663815,9428896.731229387 
 05/17  08:00:00,7758927.892380478,7085644.060628325,7383397.855882382,8327758.531310355 
 05/17  09:00:00,6667567.017528797,6202878.327072103,5570341.549225261,6197101.054958232 
 05/17  10:00:00,5486366.924941184,5246451.560572876,4533214.8222261965,4939363.365806278 
 05/17  11:00:00,4405819.28117593,4373845.685336271,3797974.045698277,4022015.1198024526 
 05/17  12:00:00,3574042.955989277,3695067.0770478994,3342462.2945756903,3417640.1282292446 
 05/17  13:00:00,3023199.481163954,3262941.269473158,2984271.82362723,2942819.1777259135 
 05/17  14:00:00,2573891.088480795,2997392.8955424824,2719575.518736945,2484496.8809375684 
 05/17  15:00:00,2131139.707865997,2749246.9743365734,2464314.8628133205,2024834.8441869044 
 05/17  16:00:00,1785781.069236146,2548389.420766605,2299571.6257746485,1695079.4041589529 
 05/17  17:00:00,1734653.5735618207,2502589.050009488,2324441.811751,1689846.2343001622 
 05/17  18:00:00,2027186.3254577555,2706485.2746088575,2648512.6615007226,2177730.356938328 
 05/17  19:00:00,1976104.5102513777,2971396.5319504873,3099654.239620877,2675482.720582373 
 05/17  20:00:00,3116369.1160473605,3446321.2305082055,3749605.5037456434,3787541.870497197 
 05/17  21:00:00,4182778.307053706,3952515.648189121,4414474.972005058,4775872.314105799 
 05/17  22:00:00,4722422.922441128,4382123.482224786,4933754.105761029,5401656.686520278 
 05/17  23:00:00,5330717.147389199,4883923.400821565,5527397.629015714,6096820.671217477 
 05/17  24:00:00,5798325.040538582,5269972.900156369,5981826.862676381,6626681.481194645 
 05/18  01:00:00,6349871.332954431,5743586.7973285,6524024.291210514,7238292.428666786 
 05/18  02:00:00,7025340.498265106,6330969.508969339,7194957.050569569,7991381.023544191 
 05/18  03:00:00,7553741.930345636,6777503.640827005,7719707.123221947,8600660.305432437 
 05/18  04:00:00,7952755.457761819,7109173.392833701,8115294.279561266,9068286.841144048 
 05/18  05:00:00,8507677.002677958,7584606.676263982,8670753.927295389,9707464.882434145 
 05/18  06:00:00,9164022.34620732,8162188.925705475,9331548.723030712,10452999.789540675 
 05/18  07:00:00,9119577.25150822,8188526.491943546,9261849.371038046,10343042.157822106 
 05/18  08:00:00,7954708.433590708,7337857.952615863,7751132.741783012,8620130.874215845 
 05/18  09:00:00,6500324.764756179,6192362.887670673,5962492.402453083,6456214.803701037 
 05/18  10:00:00,5319407.87835801,5256809.049909057,4637973.41092947,4900564.780437992 
 05/18  11:00:00,4273637.601712859,4437533.489727321,3698995.3166695014,3759224.2981341914 
 05/18  12:00:00,3547072.3347220086,3890869.331689556,3286093.35214273,3168155.247291602 
 05/18  13:00:00,3380708.320964915,3751645.4104405637,3360481.8920655595,3203556.7303669155 
 05/18  14:00:00,2908997.00269952,3362979.247027198,2946980.83299274,2689417.4643310118 
 05/18  15:00:00,2372106.934065371,2955904.7218298195,2506206.4808161617,2112050.3590075816 
 05/18  16:00:00,2436560.970983188,2929188.6526866113,2581955.1371409423,2250195.858708392 
 05/18  17:00:00,2312663.344572532,2853326.1487674536,2559742.508219335,2163229.3975491105 
 05/18  18:00:00,1923329.5850246972,2821223.008829336,2650719.4012692156,2043196.0944716893 
 05/18  19:00:00,1409532.9916864934,2873664.6320849294,2908181.645529224,2241316.2027955754 
 05/18  20:00:00,2775208.6002352335,3274096.6456240513,3472365.5202971715,3377374.4641190227 
 05/18  21:00:00,4059005.4610536397,3900923.5793541684,4294076.0702237515,4587503.58397771 
 05/18  22:00:00,4788822.349593951,4508394.188016126,5004320.668669842,5406498.949966767 
 05/18  23:00:00,5357822.424181573,4984532.85424833,5555272.107314946,6036010.129935449 
 05/18  24:00:00,5613227.091460202,5188038.221195788,5792094.021297444,6310246.849896582 
 05/19  01:00:00,6203076.943415828,5689510.861246613,6371995.184475702,6971675.892626298 
 05/19  02:00:00,6864630.141107363,6248782.980361565,7029351.466937645,7733199.766804032 
 05/19  03:00:00,7336238.429561854,6636119.678602797,7497225.703585706,8290510.167189136 
 05/19  04:00:00,7870113.846743773,7086656.035628049,8029664.140469886,8909499.932179248 
 05/19  05:00:00,8237803.380839298,7396185.662880801,8394919.313321404,9333325.430850714 
 05/19  06:00:00,8417358.604683217,7551878.423502743,8572176.702199169,9536238.863559695 
 05/19  07:00:00,8352405.181726133,7578383.80413872,8385438.554553787,9338738.864188515 
 05/19  08:00:00,7127095.842020136,6696045.776052636,6390225.879851313,7159173.3323860755 
 05/19  09:00:00,5284761.127367859,5150251.168759214,4042897.6189154107,4341014.246331887 
 05/19  10:00:00,4102714.5501424647,4175110.951432012,2531342.9296650267,2634048.2564800438 
 05/19  11:00:00,3022038.146612749,3289046.5004578596,1683538.1291682783,1606018.2700329623 
 05/19  12:00:00,1600631.5152839506,2012537.4908845788,764531.9334056163,542188.3939330088 
 05/19  13:00:00,675422.5336168275,1284619.0894019639,432445.10535021254,61063.70684773283 
 05/19  14:00:00,201262.03325840837,1068234.6523516513,303092.03224054433,0.0 
 05/19  15:00:00,16890.43247434238,935601.3458105568,247999.82301909768,0.0 
 05/19  16:00:00,0.0,911695.1381206666,287176.8006565544,0.0 
 05/19  17:00:00,258078.62642727705,1112831.2683290178,591346.2007886285,0.0 
 05/19  18:00:00,198195.88114520087,1216594.8614985077,814651.7520677029,35359.84108993435 
 05/19  19:00:00,585107.4159502685,1518558.9095766074,1303208.9753838999,711595.0044046803 
 05/19  20:00:00,1646542.2807268305,2070669.9418634416,2045582.2480007391,1797897.6082555456 
 05/19  21:00:00,2590671.2898012423,2580658.0159714315,2738487.687072326,2777072.5042861016 
 05/19  22:00:00,3042395.260512921,2934296.4389909124,3179942.266460079,3320832.1187047847 
 05/19  23:00:00,3422453.097343999,3230630.1807549642,3550968.199850619,3780777.991235224 
 05/19  24:00:00,3743145.654793586,3479516.348344504,3863784.672169889,4170986.5229686773 
 05/20  01:00:00,4207350.887156555,3867285.585845905,4323652.033505578,4710436.656646441 
 05/20  02:00:00,4944487.134209985,4514715.544518032,5060785.457085576,5536159.631099086 
 05/20  03:00:00,5691756.085024911,5173292.369186861,5809683.681530256,6373725.488652737 
 05/20  04:00:00,6207242.405998364,5616522.355579093,6326226.283769498,6967102.11680007 
 05/20  05:00:00,6708022.075127622,6047925.397249298,6828963.800660726,7544245.140703598 
 05/20  06:00:00,7038684.375695578,6336793.980555724,7161616.671468096,7925260.429077177 
 05/20  07:00:00,6683991.261491096,6085075.944564671,6742103.825676478,7459803.187856315 
 05/20  08:00:00,5351064.842448045,5066835.692724546,4921003.8126212265,5440926.627256544 
 05/20  09:00:00,4051339.708343725,4029664.5727515398,3110965.654277278,3278329.39668749 
 05/20  10:00:00,3028679.2122251056,3223480.5276411744,1979112.6121654536,1957188.6618958036 
 05/20  11:00:00,2025283.9545619918,2395695.456391627,1140798.2921420925,965555.323780579 
 05/20  12:00:00,1090373.089738592,1619171.4760271723,520187.2496115109,182192.19994183222 
 05/20  13:00:00,318885.43549478997,1031991.3290970733,217597.57595872434,0.0 
 05/20  14:00:00,0.0,701338.0773836384,0.0,0.0 
 05/20  15:00:00,0.0,532521.3892439294,0.0,0.0 
 05/20  16:00:00,0.0,456762.90174332395,0.0,0.0 
 05/20  17:00:00,0.0,688411.860204154,163153.06805502187,0.0 
 05/20  18:00:00,85922.129190759,925199.5013042426,493196.1245197279,0.0 
 05/20  19:00:00,702152.8811630387,1279064.4450880282,1005601.3653825503,517076.4613170541 
 05/20  20:00:00,1477484.9171566123,1748537.706327037,1664616.9915069565,1416972.2817134904 
 05/20  21:00:00,2204493.666109534,2223749.0566248503,2321681.7661296558,2280656.564658354 
 05/20  22:00:00,2692366.8435676303,2614134.0834062053,2804331.2391217267,2870377.154633043 
 05/20  23:00:00,3108279.63729658,2946474.745389784,3215589.7985327104,3375853.727187018 
 05/20  24:00:00,3418707.9748900062,3190611.8207993032,3520964.1684254203,3757182.1808056347 
 05/21  01:00:00,3784063.5276436666,3485988.344258899,3883786.5182499993,4201142.19035672 
 05/21  02:00:00,4621965.961290826,4221958.423457661,4725282.10557449,5150114.080707679 
 05/21  03:00:00,5638906.048427238,5122004.556917859,5750044.350717275,6297216.705370039 
 05/21  04:00:00,5892349.849858135,5319965.191111005,6003952.148199781,6619548.110839166 
 05/21  05:00:00,6049649.279412242,5433026.161174463,6160979.722609596,6833370.174784733 
 05/21  06:00:00,5897595.860734348,5285078.3937004255,6006217.607968861,6684209.058075346 
 05/21  07:00:00,5442063.640136434,4932422.609328084,5548685.6699880315,6138733.5182885835 
 05/21  08:00:00,4611744.9729761975,4344087.393128714,4698870.381859932,5067722.222327268 
 05/21  09:00:00,3462696.0649737963,3493756.7053028215,3454182.7125400607,3537717.2976716636 
 05/21  10:00:00,2391166.95108691,2660886.2410684214,2322804.9749647155,2175524.121396754 
 05/21  11:00:00,1433876.363520221,1853207.7986068102,1333104.3914108872,1050971.174666328 
 05/21  12:00:00,674263.5029760228,1260485.975846388,533740.531112453,143049.163124599 
 05/21  13:00:00,64410.98230032949,661564.081594704,49282.60134520315,0.0 
 05/21  14:00:00,0.0,146610.97762929567,0.0,0.0 
 05/21  15:00:00,0.0,0.0,0.0,0.0 
 05/21  16:00:00,0.0,0.0,0.0,0.0 
 05/21  17:00:00,0.0,0.0,0.0,0.0 
 05/21  18:00:00,0.0,0.0,0.0,0.0 
 05/21  19:00:00,0.0,0.0,0.0,0.0 
 05/21  20:00:00,0.0,228620.68623158778,129838.70926633099,0.0 
 05/21  21:00:00,191142.03068217466,1185453.5337552486,1072687.2125527873,245493.9459624875 
 05/21  22:00:00,646442.0322772502,1415090.134805073,1354575.020854099,736509.8363310928 
 05/21  23:00:00,1593472.8142980235,2165103.2597603947,2234799.5158129334,1793042.764020957 
 05/21  24:00:00,2393911.4914469775,2804725.2596937194,3003759.2197018275,2715197.1689508557 
 05/22  01:00:00,2906813.7224968383,3177907.085577902,3453020.3677902017,3292549.1253717635 
 05/22  02:00:00,3343635.308337047,3498235.4819236347,3823296.642245074,3762330.883363863 
 05/22  03:00:00,3851750.626653419,3888197.776727656,4271719.7502899645,4316346.130939861 
 05/22  04:00:00,4487224.139178918,4392842.752900964,4858838.906451113,5028922.613830629 
 05/22  05:00:00,5084492.723345897,4874382.275032267,5413792.5801655,5693460.805990644 
 05/22  06:00:00,5645934.958678128,5335224.117543396,5942055.087479144,6324342.6392831905 
 05/22  07:00:00,5754923.078536933,5509526.878570351,5934146.341425913,6298528.558042501 
 05/22  08:00:00,4375864.555685772,4465864.69326196,3886284.3559504645,3986381.391154284 
 05/22  09:00:00,2800755.5284808236,3162161.251895277,1179812.5694475088,965471.9997312763 
 05/22  10:00:00,1311930.6417821893,1777278.3920343705,0.0,0.0 
 05/22  11:00:00,89228.64000302799,431771.5816320408,0.0,0.0 
 05/22  12:00:00,0.0,0.0,0.0,0.0 
 05/22  13:00:00,0.0,0.0,0.0,0.0 
 05/22  14:00:00,0.0,0.0,0.0,0.0 
 05/22  15:00:00,0.0,0.0,0.0,0.0 
 05/22  16:00:00,0.0,0.0,0.0,0.0 
 05/22  17:00:00,0.0,0.0,0.0,0.0 
 05/22  18:00:00,0.0,0.0,0.0,0.0 
 05/22  19:00:00,0.0,0.0,0.0,0.0 
 05/22  20:00:00,0.0,0.0,0.0,0.0 
 05/22  21:00:00,0.0,0.0,0.0,0.0 
 05/22  22:00:00,29396.11613317102,609575.5678803194,471798.9160236954,0.0 
 05/22  23:00:00,632903.4822687092,1148938.464374569,1185674.2477528744,646768.2601181681 
 05/22  24:00:00,1285010.3357694591,1617327.119128983,1717238.7452722136,1427514.5108132185 
 05/23  01:00:00,1736330.8507093391,1943519.213533685,2108824.4074845193,1979670.2882559819 
 05/23  02:00:00,1969583.3154485929,2106864.5165696894,2326017.6336358874,2270044.170074038 
 05/23  03:00:00,2339422.824011394,2425356.6495253625,2669353.763386085,2640552.8171322234 
 05/23  04:00:00,2994703.977831245,3013079.1005092924,3298724.552685119,3318746.453854007 
 05/23  05:00:00,3040871.154932887,2991351.1002230025,3306456.410136103,3397427.6975883055 
 05/23  06:00:00,2816105.738986476,2736767.416821525,3043195.192656852,3166353.574666989 
 05/23  07:00:00,2676006.103863211,2600029.415467662,2872064.8192186374,2992667.211601955 
 05/23  08:00:00,2200580.0418734443,2225449.883052386,2369032.6076838532,2397874.1183743197 
 05/23  09:00:00,1501733.7901343494,1718235.1452233975,1616140.6168473435,1474826.3554052114 
 05/23  10:00:00,925066.42433866,1249312.8303497224,992443.0294871447,753877.5937408879 
 05/23  11:00:00,371505.9182702447,791374.0012996022,378779.8200119898,123289.83094798605 
 05/23  12:00:00,4108.949068137008,335397.93100896495,0.0,0.0 
 05/23  13:00:00,0.0,4862.788182461372,0.0,0.0 
 05/23  14:00:00,0.0,0.0,0.0,0.0 
 05/23  15:00:00,0.0,0.0,0.0,0.0 
 05/23  16:00:00,0.0,0.0,0.0,0.0 
 05/23  17:00:00,0.0,0.0,0.0,0.0 
 05/23  18:00:00,0.0,0.0,0.0,0.0 
 05/23  19:00:00,0.0,0.0,0.0,0.0 
 05/23  20:00:00,0.0,0.0,0.0,0.0 
 05/23  21:00:00,0.0,18882.120932331603,0.0,0.0 
 05/23  22:00:00,0.0,339127.6178232416,272883.08328006463,0.0 
 05/23  23:00:00,363053.74683982227,896462.1789104962,892389.6258546237,439704.80753104854 
 05/23  24:00:00,1187917.1107638236,1564823.816398574,1638043.7561734668,1338801.6630093853 
 05/24  01:00:00,2007183.947152256,2278499.302540932,2445118.3909508516,2240569.477170004 
 05/24  02:00:00,2711521.7752232235,2866893.7926630056,3125068.57744567,3030922.974783979 
