Date/Time,BATIMENT0000000240879467_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879467_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/04  24:00:00,8370854.915707349,7426908.005618537,8556712.659457322,9646154.772923984 
 01/05  01:00:00,8552301.546501165,7575987.929870256,8730464.54078073,9851300.121641478 
 01/05  02:00:00,8635449.80321555,7642640.760256851,8807023.18469411,9942292.874113629 
 01/05  03:00:00,8598230.680079205,7605919.84882976,8762691.249680554,9893898.51848381 
 01/05  04:00:00,8643452.662048437,7641259.174165605,8802390.126476383,9941721.127234729 
 01/05  05:00:00,8640013.24276479,7634125.341173413,8794722.86256461,9936201.970084285 
 01/05  06:00:00,8613020.68539863,7607365.10575044,8764430.139313862,9904130.584417496 
 01/05  07:00:00,8610290.190260744,7602367.416601447,8758715.569730638,9899698.474226702 
 01/05  08:00:00,8638521.945047088,7624751.176581959,8783950.994564887,9930423.729847884 
 01/05  09:00:00,8552079.472283637,7547250.727013523,8692426.195502862,9828229.021612551 
 01/05  10:00:00,8373173.820876759,7397347.688792521,8508195.886732018,9613448.769056965 
 01/05  11:00:00,8076557.057282599,7172402.395672914,8209351.493927563,9245335.976151261 
 01/05  12:00:00,7523837.512564144,6737539.614080565,7650171.645288814,8568593.545694824 
 01/05  13:00:00,7022030.002236206,6322717.994733997,7145279.586437919,7972808.161652874 
 01/05  14:00:00,6456351.260123587,5883093.056954063,6576851.231225202,7280859.599955091 
 01/05  15:00:00,6179886.991655369,5674092.081307366,6301433.09993383,6931268.389482992 
 01/05  16:00:00,6205845.744632921,5714484.522568871,6352729.055398606,6963831.669466439 
 01/05  17:00:00,6141905.510975105,5741700.423903463,6425689.583926047,7008446.699202473 
 01/05  18:00:00,6969372.3642265415,6245839.435020864,7092420.143918743,7904765.767576773 
 01/05  19:00:00,7490304.292165042,6692860.000320638,7615470.444708503,8504190.542220866 
 01/05  20:00:00,7842497.193530557,6999532.464210196,7970227.168438061,8905383.518013097 
 01/05  21:00:00,8060874.434902727,7186201.764319745,8190234.623365327,9158903.596081631 
 01/05  22:00:00,8005694.290081435,7126722.870124529,8133761.516821725,9109331.49411057 
 01/05  23:00:00,7835140.275979288,6964034.920259276,7961078.140305254,8931971.601924732 
 01/05  24:00:00,7564029.854804407,6706303.401698795,7687669.272312632,8651648.524726966 
 01/06  01:00:00,7428441.041477379,6573427.488069164,7550542.679848594,8516078.639206003 
 01/06  02:00:00,7509953.815568076,6639708.468443884,7632937.815891316,8615823.709176945 
 01/06  03:00:00,7632621.491502428,6742019.687791259,7755045.715113241,8760778.678092655 
 01/06  04:00:00,7846022.264963932,6935103.293069495,7967533.385766789,8990369.193428885 
 01/06  05:00:00,7830098.876115281,6918651.522198815,7950398.359710554,8974334.94843871 
 01/06  06:00:00,7748766.595267428,6836269.824396079,7866059.188429457,8895249.020900194 
 01/06  07:00:00,7709448.993449676,6801398.87086507,7825696.267723218,8849649.663672816 
 01/06  08:00:00,7720997.409392168,6811264.0608591195,7837273.49620624,8862996.447570588 
 01/06  09:00:00,7701528.841823836,6794781.279505546,7816981.917659117,8839868.853005828 
 01/06  10:00:00,7625264.493052804,6747407.284518458,7737797.9180942215,8735469.348411044 
 01/06  11:00:00,7335601.1507366365,6577070.911295252,7439036.966105383,8332029.978056014 
 01/06  12:00:00,6888986.453905526,6303486.096341251,6970383.781934719,7709331.516736531 
 01/06  13:00:00,6518211.897099463,6069685.569158718,6602503.469164979,7218333.5801348025 
 01/06  14:00:00,6080650.802567518,5795225.300169361,6281974.560823126,6741826.916824119 
 01/06  15:00:00,5777506.647144722,5638557.084711831,6184662.6515338905,6495641.987926615 
 01/06  16:00:00,5786486.296363677,5721314.190705714,6383027.055956796,6732056.886775119 
 01/06  17:00:00,6261948.645217532,5993729.045945632,6747597.164728216,7328798.959312751 
 01/06  18:00:00,7095327.8620236255,6355630.777547382,7266065.7377358405,8140921.338288435 
 01/06  19:00:00,7693887.290195153,6869680.585696002,7860507.677299451,8815909.111511525 
 01/06  20:00:00,8373255.320168574,7456192.850000504,8541364.560725454,9591469.51403528 
 01/06  21:00:00,8767426.27882509,7785932.145305186,8933262.883928113,10051245.045569642 
 01/06  22:00:00,9311798.398669275,8270914.357119613,9481935.45346754,10654249.008565735 
 01/06  23:00:00,9858986.12777831,8754530.377240902,10034259.253589261,11268062.793359358 
 01/06  24:00:00,10042045.341996158,8913533.52309759,10217345.188151896,11472369.98393973 
 01/07  01:00:00,9861122.599046355,8765115.981524237,10032971.800637595,11244181.385337478 
 01/07  02:00:00,9873980.764558218,8779287.369038697,10044443.242118878,11250378.061548157 
 01/07  03:00:00,9986472.241300898,8876165.478356013,10156670.569220377,11378248.590035502 
 01/07  04:00:00,9948629.43075195,8840507.494062161,10116797.290443208,11334813.38597656 
 01/07  05:00:00,9925602.516536916,8811164.916874273,10091318.126511566,11317586.813284114 
 01/07  06:00:00,9991055.619583067,8862527.627168743,10156120.282145716,11397935.074005 
 01/07  07:00:00,9859085.552155621,8740074.813501734,10020419.364725804,11252795.034452869 
 01/07  08:00:00,9593940.302780757,8498323.82268982,9749276.93037773,10958148.687159257 
 01/07  09:00:00,9460861.678842021,8373428.840135195,9612271.1224938,10817017.401784066 
 01/07  10:00:00,9162353.311282841,8135791.874159513,9281115.427699018,10439439.53010093 
 01/07  11:00:00,8171855.914000881,7302286.0220872415,8044449.078689086,9060163.830423035 
 01/07  12:00:00,6652531.914480647,6006953.712099792,6366472.366445071,7167829.956027741 
 01/07  13:00:00,5308241.989969833,4949884.580189234,5373247.518935256,5900467.696005441 
 01/07  14:00:00,3793443.7672064994,4022508.281480876,4613901.766439721,4529452.203890613 
 01/07  15:00:00,2711749.2164544635,3630147.3242920157,4567704.7082034955,3752557.5981200137 
 01/07  16:00:00,2561749.7093716403,4024589.4454104127,5066194.933482677,4242767.927142746 
 01/07  17:00:00,4046153.531394989,4745951.976816866,5519516.538263712,5434271.480141679 
 01/07  18:00:00,5680803.708845809,5290575.578334904,6102668.817225571,6649959.73125779 
 01/07  19:00:00,6186101.001560954,5686391.51634,6552336.770860819,7198604.252992336 
 01/07  20:00:00,6237531.13647099,5680857.180824911,6553401.656831222,7252422.053935461 
 01/07  21:00:00,6285357.023033204,5697443.884314253,6560784.457078292,7276051.089881528 
 01/07  22:00:00,6423947.971231002,5811975.93729813,6670277.48988304,7391567.5140458625 
 01/07  23:00:00,6456230.989829947,5821466.552608907,6676198.3226505555,7412456.458614017 
 01/07  24:00:00,6446761.846499599,5785611.063825061,6642303.54401743,7406721.133292912 
 01/08  01:00:00,6173740.044458231,5516079.996749572,6345845.805010849,7109252.3592169825 
 01/08  02:00:00,6030729.93428507,5373256.156824015,6186205.442547383,6947623.084918757 
 01/08  03:00:00,6019843.601599172,5353195.53641402,6163192.760997826,6931230.922378167 
 01/08  04:00:00,6010892.583129285,5337229.108487869,6144861.211783286,6918006.527800405 
 01/08  05:00:00,6055237.812288852,5367452.516269725,6181714.54176544,6968729.5154535705 
 01/08  06:00:00,6293307.648864023,5574389.422840751,6416911.055658817,7234203.569274368 
 01/08  07:00:00,6460271.691963788,5714303.759279176,6581429.770634756,7428602.16909414 
 01/08  08:00:00,6450641.559851717,5696116.644332635,6568061.568458829,7426814.7453811625 
 01/08  09:00:00,6613916.195845175,5810221.875010256,6729708.254703553,7646199.394088636 
 01/08  10:00:00,6799476.906213842,5964280.926893165,6916145.760627015,7874073.917716291 
 01/08  11:00:00,6377668.849780304,5714597.098437703,6494137.2156439265,7279268.125365984 
 01/08  12:00:00,5773744.799872881,5284408.360248026,5851296.167063901,6476345.210604778 
 01/08  13:00:00,5445222.203134092,5058978.396534141,5526538.725352556,6051458.398554199 
 01/08  14:00:00,5040216.241835385,4787274.684008837,5220844.943714353,5617596.478106034 
 01/08  15:00:00,4480418.3186118,4462196.641571494,4927773.278277004,5087543.99458437 
 01/08  16:00:00,5032303.234913062,4767343.6558763515,5308120.088955617,5743100.970816715 
 01/08  17:00:00,4957790.911732185,4816237.086475277,5437553.178432303,5878761.778035706 
 01/08  18:00:00,5717035.593774254,5128920.327201004,5861846.426056918,6557721.738680795 
 01/08  19:00:00,5811128.809130402,5190718.984723731,5943614.526651039,6667963.288893163 
 01/08  20:00:00,5904622.517739751,5251974.2991713025,6030769.255712998,6790318.261342571 
 01/08  21:00:00,6169305.375378275,5471077.047786166,6292880.353657578,7100609.450587569 
 01/08  22:00:00,6569871.981296069,5824162.606485371,6693857.578862096,7545528.808648163 
 01/08  23:00:00,6900007.580568917,6117298.846532463,7024488.151753377,7909173.046722083 
 01/08  24:00:00,7101180.873143535,6287533.954164071,7225353.11894579,8142759.238600457 
 01/09  01:00:00,7498525.822177394,6646903.124839321,7625022.993286973,8575027.67695272 
 01/09  02:00:00,8096574.111250546,7195179.034469481,8227107.354314094,9219406.546897337 
 01/09  03:00:00,8897356.477332171,7901867.424203797,9037543.548854424,10131609.321998281 
 01/09  04:00:00,9609357.31260309,8522109.382054236,9759723.602634178,10955817.908649014 
 01/09  05:00:00,10441485.259706596,9265583.505378738,10602015.237693455,11888679.884711456 
 01/09  06:00:00,11398021.316233013,10114606.145820925,11571819.23484154,12971566.694476822 
 01/09  07:00:00,12042060.909788331,10678899.547048654,12225942.305059258,13712751.981806912 
 01/09  08:00:00,12142372.679149892,10756300.435756648,12329202.263248181,13845564.299485309 
 01/09  09:00:00,11779929.491971787,10410879.307477124,11962505.358129213,13476240.311822277 
 01/09  10:00:00,11139359.399130529,9865761.920433111,11315137.257843617,12752848.619873539 
 01/09  11:00:00,10120410.843855254,9085425.760702197,10229280.615704577,11444361.896197848 
 01/09  12:00:00,9036786.852875419,8232220.400820963,8974779.854048386,9973662.749166518 
 01/09  13:00:00,7973219.317169776,7441457.944673838,8119216.692873235,8862429.215668228 
 01/09  14:00:00,7132905.126469832,6922718.973134305,7646226.909745013,8061482.205443131 
 01/09  15:00:00,7256900.313474693,7229751.416891436,8262450.549997935,8482165.15165663 
 01/09  16:00:00,9952811.245694144,8700063.415347267,10184782.369665243,11639694.761667777 
 01/09  17:00:00,8276033.791798096,8227570.655221171,9471886.922801668,10168124.420790954 
 01/09  18:00:00,9938158.108988415,8893833.393098306,10196283.336684782,11401622.758133084 
 01/09  19:00:00,10424463.408183096,9306139.289396014,10665713.288852323,11936132.218955778 
 01/09  20:00:00,10733702.322611056,9559659.282043746,10964234.550343554,12289522.628125403 
 01/09  21:00:00,11044120.397341259,9818639.711858733,11266775.797050385,12643173.13974551 
 01/09  22:00:00,11044386.942243678,9807688.416462457,11257698.284946587,12642987.114956114 
 01/09  23:00:00,10909828.540726818,9670720.402710186,11113694.663090298,12502539.780887146 
 01/09  24:00:00,11080822.604917191,9804515.406732162,11279775.381202128,12708149.826679828 
 01/10  01:00:00,11206401.325651782,9900794.192572635,11401994.396793265,12862337.686000997 
 01/10  02:00:00,11300555.773113899,9972479.311538246,11493315.765817573,12978103.300275682 
 01/10  03:00:00,11286815.954301663,9953157.039233105,11476391.352506045,12968544.52313593 
 01/10  04:00:00,11304932.610310562,9957980.074904216,11494067.1510638,13005632.670280227 
 01/10  05:00:00,11463371.427879501,10091430.652601909,11654534.977976888,13195316.489145234 
 01/10  06:00:00,11884753.803792715,10471249.107789172,12079829.616823275,13659644.30558601 
 01/10  07:00:00,12454370.758016195,10977919.888142707,12657610.102417994,14303626.716270013 
 01/10  08:00:00,12134459.08861079,10679409.988661306,12335346.361192442,13967386.620348923 
 01/10  09:00:00,12365238.475904604,10859695.713212134,12554667.479969647,14253643.616500737 
 01/10  10:00:00,13016687.337119844,11495318.045767173,13202161.16845548,14931131.289569344 
 01/10  11:00:00,12176381.80649927,10922829.25100629,12206090.731642863,13678468.484034115 
 01/10  12:00:00,10594843.524609776,9640878.83476672,10470809.752133638,11646771.64386217 
 01/10  13:00:00,8792663.362825742,8178191.382733108,8914876.581644125,9776289.99390015 
 01/10  14:00:00,6846806.3301623175,6935463.013187151,7820291.036565971,7966766.092503915 
 01/10  15:00:00,6295528.7168393675,7145314.679863356,8440249.99296209,7752598.919709339 
 01/10  16:00:00,7392627.528981427,8047605.380755568,9317855.783920754,9197402.856792906 
 01/10  17:00:00,8356464.050148318,8140299.090235996,9262089.855656262,9916559.728008352 
 01/10  18:00:00,8943544.08607794,8097613.295716032,9315242.2722322,10338492.080421347 
 01/10  19:00:00,9086320.109349433,8166832.2627161965,9411130.054252103,10505290.599820932 
 01/10  20:00:00,9329492.505144218,8342793.577763404,9621005.135276338,10779800.122421999 
 01/10  21:00:00,9479226.641526027,8444732.6138384,9744019.404041037,10947707.079699019 
 01/10  22:00:00,9641442.537941977,8561133.378771335,9884247.10071058,11132322.451969177 
 01/10  23:00:00,9777623.844751991,8659878.69815941,10003512.649309287,11288290.440710632 
 01/10  24:00:00,9728118.0892641,8603225.072323127,9936976.91589915,11224335.62234517 
 01/11  01:00:00,10229271.227533303,9040512.88534529,10433860.485481782,11784507.06692119 
 01/11  02:00:00,10549443.315006737,9305725.76121949,10747568.761594461,12158295.545539109 
 01/11  03:00:00,10637185.764516324,9362787.947151301,10826996.06176963,12274275.27099158 
 01/11  04:00:00,10587974.312063035,9312956.837955954,10770165.628442956,12215902.745383777 
 01/11  05:00:00,10479479.472430663,9215568.79651956,10655185.353724105,12086236.594697684 
 01/11  06:00:00,10865002.82387833,9551101.132213777,11054781.206315216,12542238.207772624 
 01/11  07:00:00,11010815.189552592,9672102.49008361,11202090.362072455,12717229.567583216 
 01/11  08:00:00,11024710.43326986,9679925.307888258,11213922.197837207,12734138.024778502 
 01/11  09:00:00,11299324.055303093,9930828.18031649,11490571.675103767,13026526.394431993 
 01/11  10:00:00,10997392.922720945,9712004.211566543,11166154.312294643,12625784.069011502 
 01/11  11:00:00,9783965.271112597,8750537.852533674,9914477.312823925,11134632.408116072 
 01/11  12:00:00,8879084.504448557,8031763.352079963,8981048.83174627,10020982.98934587 
 01/11  13:00:00,8544970.211688949,7758182.942344669,8655954.016453354,9629868.276116168 
 01/11  14:00:00,8899766.319249019,7921043.502544896,9026441.520845184,10178218.944844352 
 01/11  15:00:00,9257597.45377484,8141330.1157755805,9393865.143764807,10687336.22158739 
 01/11  16:00:00,8261008.924734041,7587362.039792058,8542825.985430017,9453395.994673152 
 01/11  17:00:00,7669244.257489602,7279096.270703419,8264727.681540094,9054017.42760942 
 01/11  18:00:00,8678791.077734329,7711179.742917553,8850487.093311217,9979754.143671807 
 01/11  19:00:00,9793028.685582507,8703840.858671641,9972976.274500083,11205767.378200546 
 01/11  20:00:00,11023000.105067827,9808309.178367041,11212766.397197098,12561054.808034442 
 01/11  21:00:00,11736807.475536626,10432447.656136513,11933612.759504851,13374764.532397993 
 01/11  22:00:00,11901839.758697292,10569606.82475684,12099084.568779955,13568900.764261363 
 01/11  23:00:00,12160739.470394317,10789753.616776777,12359915.881243385,13870930.52798644 
 01/11  24:00:00,12517869.35972412,11068676.613622857,12725194.352556936,14340408.256754803 
 01/12  01:00:00,13058531.938920919,11522993.563936286,13274393.126522945,14990550.365084875 
 01/12  02:00:00,13495553.728581771,11924244.080794942,13714391.171927107,15455618.072036857 
 01/12  03:00:00,14062527.646224378,12427312.691297475,14288039.266139567,16094505.110740762 
 01/12  04:00:00,14226784.025553375,12553035.52630062,14456792.246350514,16313241.113062285 
 01/12  05:00:00,13664688.033137906,12019690.927751794,13889362.36219596,15732381.805810569 
 01/12  06:00:00,13205748.277737532,11592182.422242215,13424585.02183199,15242497.66743793 
 01/12  07:00:00,13693893.490610663,12044878.853614263,13916872.265497603,15760403.858095067 
 01/12  08:00:00,13958060.30922684,12287839.825410556,14183026.610613944,16041414.36420991 
 01/12  09:00:00,13202261.122642873,11600369.266208604,13418566.800816951,15215360.77711725 
 01/12  10:00:00,12362596.675153177,10866135.380587908,12548453.696694175,14246806.56239201 
 01/12  11:00:00,11533946.209074687,10252565.452961572,11698019.873551002,13180030.961104698 
 01/12  12:00:00,9867442.870200474,8917539.645661255,9975913.415685898,11129746.533917647 
 01/12  13:00:00,8341608.756473195,7642420.614177895,8447800.728112426,9345334.164789677 
 01/12  14:00:00,7462260.110600084,6927997.79750168,7618186.1094569005,8339238.394129824 
 01/12  15:00:00,7068059.372722433,6575531.969965504,7263351.678768077,7927573.4592881715 
 01/12  16:00:00,6609575.252358634,6359174.073578119,7107551.3205710165,7639375.371437686 
 01/12  17:00:00,6691515.3178002965,6530875.6492647715,7392447.11508191,7990121.74215301 
 01/12  18:00:00,7854710.326347943,7027578.800102624,8034834.4086588295,9016794.480775736 
 01/12  19:00:00,8340421.468115037,7420377.820745885,8513536.982527912,9585253.02246648 
 01/12  20:00:00,8652538.445399713,7676444.238966556,8820678.861700453,9948696.083895165 
 01/12  21:00:00,8882515.422951637,7863482.941088427,9046459.719643043,10217259.212997796 
 01/12  22:00:00,9165578.868537411,8101616.7753511015,9332171.542956183,10550114.258555742 
 01/12  23:00:00,9384945.443784177,8286067.138143393,9554445.139818937,10807569.284160912 
 01/12  24:00:00,9558441.175439745,8427334.13558263,9727230.636466771,11014712.680538636 
 01/13  01:00:00,9617955.725844545,8469707.734176395,9784685.400139332,11090136.081942197 
 01/13  02:00:00,9653777.725227628,8495833.069132827,9818668.350510703,11133034.54170125 
 01/13  03:00:00,9637609.04454768,8477268.265706092,9800127.551310072,11115637.940500587 
 01/13  04:00:00,9527118.104725894,8377870.970329702,9686092.77502671,10987730.573384913 
 01/13  05:00:00,9401688.29709092,8266511.156455642,9557319.241060916,10841984.083727596 
 01/13  06:00:00,9502163.538945962,8316988.980794523,9653654.628806379,10999575.326983983 
 01/13  07:00:00,9524005.324632963,8323466.515788772,9673095.859285926,11037143.60742169 
 01/13  08:00:00,9247519.17880183,8113214.614293519,9391241.68820769,10676263.494661937 
 01/13  09:00:00,9036736.211810803,7931805.309979586,9176261.192527752,10428100.368616449 
 01/13  10:00:00,8929674.850210354,7855796.150380051,9065567.896112278,10287728.539311733 
 01/13  11:00:00,8693543.740636004,7704960.508639121,8821037.016937498,9966251.22974941 
 01/13  12:00:00,8235218.039331742,7407939.086477268,8343874.317387861,9334726.767530892 
 01/13  13:00:00,7116868.486231118,6618343.554188171,7263090.051328366,7939518.840826254 
 01/13  14:00:00,5724723.251263553,5794951.207849105,6346653.489165936,6462032.9580927035 
