Date/Time,BATIMENT0000000240879449_PART0_F0_DWELLING_0 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240879449_PART0_F0_DWELLING_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/03  12:00:00,6410185.813501866,5610564.919762088,5594926.304930143,5618253.880326558,6462663.899094145 
 01/03  13:00:00,6052396.038806925,5422641.66781269,5408915.213477694,5430561.972710205,6134548.50042239 
 01/03  14:00:00,5661884.263365082,5208141.030879936,5196875.5572696775,5217755.279806809,5880650.961458481 
 01/03  15:00:00,5191117.986159554,5031031.473704747,5024359.008022576,5048486.022426246,5738178.4456489915 
 01/03  16:00:00,4501227.332981601,4857944.327595789,4869624.903123241,4942850.442519401,5688485.392747536 
 01/03  17:00:00,4818194.11984574,5033274.289620346,5067027.78938706,5126303.085689554,5934002.900662947 
 01/03  18:00:00,6507181.4087406965,5732327.393118737,5725934.790362376,5755555.143674543,6744736.162426617 
 01/03  19:00:00,7274033.758715887,6367102.918680605,6358689.06576106,6388694.792612947,7477341.220975615 
 01/03  20:00:00,7483102.388395952,6518890.686931807,6509022.725026393,6538797.904974031,7660755.318381631 
 01/03  21:00:00,7794306.162057232,6764321.680550195,6753048.701336431,6782682.155560764,7947917.395404872 
 01/03  22:00:00,8179691.999156431,7078332.34364951,7065706.916431294,7095647.0093806805,8315759.286101768 
 01/03  23:00:00,8356794.995180856,7213595.072582599,7199944.411845124,7229812.987729029,8476657.122617066 
 01/03  24:00:00,8821745.518889073,7607376.732845603,7592680.491167548,7623003.87165953,8929714.35552574 
 01/04  01:00:00,9330168.698687958,8043848.457072429,8028072.221987665,8059175.733408584,9431428.637662968 
 01/04  02:00:00,9633177.814591628,8299429.593950877,8282640.852053516,8314345.802832434,9728836.507796358 
 01/04  03:00:00,9653755.246946007,8310994.394569914,8293250.51086021,8325277.888807729,9744474.894191917 
 01/04  04:00:00,9609032.525381347,8265302.567424802,8246915.503927539,8279051.573363459,9695547.187435087 
 01/04  05:00:00,9718008.524594638,8351378.462540161,8332413.025555739,8364775.423347437,9800164.963585833 
 01/04  06:00:00,9841166.873399625,8450124.149793804,8430579.576619074,8463256.248470811,9919717.415262982 
 01/04  07:00:00,9964303.77159308,8550032.784087902,8529959.121498583,8562966.051748483,10040070.240227569 
 01/04  08:00:00,9970822.087401513,8548073.096722206,8527569.642835792,8560725.148052573,10043823.056153895 
 01/04  09:00:00,9957469.74994431,8534593.24640119,8513848.489899736,8547011.511010021,10028460.359446816 
 01/04  10:00:00,9892506.44737647,8506644.961935814,8485815.234072782,8518874.667230556,9964730.128404299 
 01/04  11:00:00,9299469.00982162,8093311.713121815,8073639.2022900265,8104994.89753882,9372795.136294845 
 01/04  12:00:00,8444336.594383465,7460381.678297389,7442479.028360005,7471156.664561034,8504142.254662467 
 01/04  13:00:00,7323984.002324612,6638560.656291473,6623754.203303501,6649680.184062068,7482228.941234093 
 01/04  14:00:00,6312415.358574517,5935597.144554282,5924980.253157396,5948873.024606446,6681043.835103627 
 01/04  15:00:00,5518976.369466994,5421658.409092059,5415616.679275766,5441760.200251394,6157504.728760465 
 01/04  16:00:00,4741651.126619014,5042876.469014558,5053895.375423932,5124270.571398267,5859261.699843315 
 01/04  17:00:00,4576806.409276441,4918823.74261965,4958360.971671559,5022692.424826238,5803562.658801665 
 01/04  18:00:00,5871121.649374198,5193668.223470459,5188203.676831704,5217745.891507203,6131504.19404098 
 01/04  19:00:00,6205662.953893151,5449826.105169212,5442654.700844524,5471610.46394126,6429230.3763285 
 01/04  20:00:00,6419886.997861359,5607905.714394264,5599296.735970224,5627800.375568842,6614868.370345826 
 01/04  21:00:00,6412432.642442755,5572413.06186393,5562582.459253644,5590362.891509457,6578926.146789663 
 01/04  22:00:00,6466496.076117207,5598074.86410024,5587206.603528335,5614332.843855528,6608983.428964902 
 01/04  23:00:00,6437550.889842469,5552955.755010451,5541191.071260974,5567800.816861154,6561950.228039917 
 01/04  24:00:00,6350670.0047321245,5463322.989119921,5451041.161444254,5477043.364184127,6460941.470316377 
 01/05  01:00:00,6515494.522937577,5595949.710164752,5582860.515415636,5608714.591029667,6612793.777108226 
 01/05  02:00:00,6595957.111112787,5655818.676336873,5642064.666183813,5667850.853830162,6683972.255688261 
 01/05  03:00:00,6567200.948292713,5622959.519476606,5608846.086616528,5634326.523251963,6647449.617337031 
 01/05  04:00:00,6609919.248962503,5654357.324570021,5639864.522766334,5665190.337097631,6683747.455961783 
 01/05  05:00:00,6613603.308285357,5650418.603874617,5635521.935043918,5660728.677773671,6681515.595539552 
 01/05  06:00:00,6592738.11660314,5627099.180355998,5611907.836855118,5636933.42446486,6655365.998913408 
 01/05  07:00:00,6595129.609004507,5625180.095790347,5609731.2907064445,5634634.243759764,6653713.853762791 
 01/05  08:00:00,6626441.515622127,5650335.414399184,5634667.8866149895,5659506.010178505,6682197.113815516 
 01/05  09:00:00,6560936.728059151,5589329.949302616,5573432.117849614,5598112.235003931,6613850.088310062 
 01/05  10:00:00,6413756.359785714,5465369.934107268,5449497.4013271965,5473764.394995446,6463843.436249254 
 01/05  11:00:00,6179451.038839309,5290400.449784843,5274887.175390918,5298392.747332414,6226794.14159339 
 01/05  12:00:00,5725023.443270865,4933656.286121732,4918947.808321634,4941062.445005473,5769448.834194271 
 01/05  13:00:00,5301417.354578733,4582770.386552195,4568766.001935745,4589630.737954856,5345182.140367786 
 01/05  14:00:00,4842875.125856596,4230342.715286261,4217424.032487486,4236729.821847556,4887371.393176903 
 01/05  15:00:00,4544113.08080741,3988605.3951435536,3976545.866750145,3994675.845289857,4590311.934335472 
 01/05  16:00:00,4452872.257855394,3910066.7948494637,3898905.99504994,3917595.7356533334,4517413.821859236 
 01/05  17:00:00,4308667.254701807,3881298.2735423245,3876940.040794072,3899487.4920866992,4525239.767719345 
 01/05  18:00:00,4945480.802113812,4225642.795271238,4213798.740790333,4232930.776156222,4992849.245020012 
 01/05  19:00:00,5360156.121192692,4579119.378767312,4566654.3379658125,4586484.445849605,5402605.096207044 
 01/05  20:00:00,5624855.315972891,4803665.997720179,4790732.741329841,4811083.782709032,5665063.324576214 
 01/05  21:00:00,5809663.070558678,4960281.563595544,4946964.114190837,4967712.336954924,5848321.1478845775 
 01/05  22:00:00,5811358.320147367,4956044.546134518,4942371.995966712,4963306.79997293,5848499.388608087 
 01/05  23:00:00,5739005.835507295,4889542.648512283,4875655.7403542735,4896580.7042342685,5774896.300500939 
 01/05  24:00:00,5618278.664835108,4781680.732980447,4767575.7944942005,4788477.187560166,5653820.227488192 
 01/06  01:00:00,5555445.652688619,4724726.868275632,4710506.7758894805,4731381.835466118,5590732.346656092 
 01/06  02:00:00,5627539.500735132,4783945.747481031,4769495.438461616,4790590.144804667,5662380.314565722 
 01/06  03:00:00,5730479.229030868,4872478.362383353,4857792.630162404,4879197.443500144,5768528.478979085 
 01/06  04:00:00,5842640.022424144,4966022.714750543,4951140.30197628,4972840.279818736,5883071.718124876 
 01/06  05:00:00,5852461.16738709,4973629.455498241,4958615.3223289745,4980421.487589615,5892659.146945849 
 01/06  06:00:00,5833224.229481588,4955686.7046611225,4940551.056923777,4962413.074403529,5872260.443005891 
 01/06  07:00:00,5808554.016345261,4931249.517278701,4915993.166187997,4937910.458285959,5847221.149209864 
 01/06  08:00:00,5827344.685452142,4947863.343963624,4932574.188880905,4954520.307040769,5865964.8129936885 
 01/06  09:00:00,5817004.40458777,4937818.220286449,4922413.130950404,4944437.813082274,5855206.739284706 
 01/06  10:00:00,5767419.767621996,4911141.066657763,4895841.699398168,4917702.653523102,5803134.995295864 
 01/06  11:00:00,5565165.187791316,4806811.806354057,4792270.939921416,4813185.303855406,5593068.895116178 
 01/06  12:00:00,5242495.785303871,4628518.370039549,4615393.343596736,4634602.626282766,5259521.756010445 
 01/06  13:00:00,4974018.538153002,4486072.591036898,4474471.151590011,4492192.8879523175,5005679.421300476 
 01/06  14:00:00,4643393.656705771,4313404.582062774,4304006.171010897,4320825.042221498,4781554.903013221 
 01/06  15:00:00,4390593.815693647,4199695.772683898,4192723.376125091,4210811.258535997,4688328.566117734 
 01/06  16:00:00,4351998.037207339,4221355.840131999,4219251.013960632,4254486.864429785,4790233.885963886 
 01/06  17:00:00,4594652.155946518,4344039.88101612,4349793.239291779,4380860.312690536,5015729.801811364 
 01/06  18:00:00,5266308.775483698,4577806.97627699,4568161.625016467,4589595.605007049,5377497.792999524 
 01/06  19:00:00,5708972.83895575,4942242.636124377,4931516.490448556,4953558.5309601305,5808980.872756132 
 01/06  20:00:00,6230594.660751528,5382374.594775386,5370604.5787871,5393597.445342236,6324740.732843719 
 01/06  21:00:00,6553537.310226265,5648353.120673084,5635627.795788114,5659335.679108037,6641297.092584586 
 01/06  22:00:00,6918088.303041549,5952240.318154284,5938681.606180473,5963105.229918939,7002232.332265784 
 01/06  23:00:00,7305791.513270672,6280025.891926172,6265753.692995137,6290908.300777195,7387538.112822858 
 01/06  24:00:00,7402514.440189648,6350088.478896631,6335196.7741052965,6360701.460985991,7480854.419535547 
 01/07  01:00:00,7175564.516727501,6138596.532589348,6123474.058150275,6148612.349985172,7249525.30771156 
 01/07  02:00:00,7171985.061520534,6132023.514590324,6116767.817493725,6141757.098133637,7243043.734686339 
 01/07  03:00:00,7258321.092098839,6201716.347519261,6186086.362764819,6211318.581825726,7327227.606379036 
 01/07  04:00:00,7218798.237105327,6162053.097818112,6146232.699492871,6171406.721858259,7285104.720589707 
 01/07  05:00:00,7207984.989507627,6147199.02957851,6131143.832357568,6156354.911619236,7271311.43695355 
 01/07  06:00:00,7247380.503839527,6176297.288581159,6160010.490646438,6185339.025841938,7308370.571222157 
 01/07  07:00:00,7149968.667381402,6085091.761977337,6068598.01391108,6093859.61067487,7207272.262551402 
 01/07  08:00:00,6953440.057062565,5906629.904490277,5890064.854223115,5914978.46428197,7001888.322890472 
 01/07  09:00:00,6878736.305039021,5842629.153153316,5825980.449903595,5850783.358222407,6925171.169175284 
 01/07  10:00:00,6662468.837057526,5679031.868811701,5662003.6102213245,5686171.330938881,6691815.811598884 
 01/07  11:00:00,5931756.249799339,5105754.536084597,5090119.496925183,5111057.123561155,5835013.481469459 
 01/07  12:00:00,4887910.437496504,4269238.703549852,4255309.756616145,4273121.510108805,4768224.9997302145 
 01/07  13:00:00,3866533.5194034576,3567877.589170297,3558015.6441574367,3575346.4574498157,4054123.686768272 
 01/07  14:00:00,2740606.7796474337,2995212.626082798,2995256.9371716776,3012807.0840986953,3527123.7378054783 
 01/07  15:00:00,1829751.8996722705,2712554.2651858097,2726471.824370169,2754215.7640230325,3402597.840595467 
 01/07  16:00:00,1530998.244371312,2796958.42796528,2834108.02361057,2938575.447516852,3573273.086861271 
 01/07  17:00:00,2405660.0005784305,3130680.0533251944,3182461.4922525864,3246408.995686602,3831636.838848339 
 01/07  18:00:00,3806746.115366674,3509431.6367578353,3513691.614119453,3542134.4189661588,4232143.8834082335 
 01/07  19:00:00,4199259.074106994,3797697.247345944,3799418.5139214117,3826793.284671972,4561840.672354017 
 01/07  20:00:00,4316284.9249717435,3856177.771132308,3855684.9648023527,3881906.7222751956,4625225.3716931315 
 01/07  21:00:00,4304425.900588259,3801647.516787326,3799413.588888242,3824298.127600153,4567265.86268067 
 01/07  22:00:00,4324055.624209386,3784165.257486774,3780676.193255725,3804457.162619808,4551385.743628247 
 01/07  23:00:00,4350243.424969297,3780750.974875178,3776006.9715762385,3798867.8311040206,4546014.328482452 
 01/07  24:00:00,4428114.668627487,3829632.5113318446,3823539.820628359,3845813.1875898256,4595104.8677523825 
 01/08  01:00:00,4313079.858260551,3711336.727385625,3704122.967500732,3725660.7581081614,4455008.514620983 
 01/08  02:00:00,4230334.03345371,3626318.9626085428,3618487.636599514,3639364.918465253,4355020.208145166 
 01/08  03:00:00,4230049.048258672,3611664.545085057,3603112.4240905996,3623583.57420608,4339152.056419035 
 01/08  04:00:00,4234366.61942239,3605211.9185106317,3596033.5615332983,3616098.839434197,4329827.236747214 
 01/08  05:00:00,4280568.764477738,3636735.4833685644,3626966.183588163,3646784.5457960865,4364942.4806780545 
 01/08  06:00:00,4444813.131820245,3769665.9834906803,3759150.7398776268,3778975.407846639,4519270.837108071 
 01/08  07:00:00,4601559.612202504,3901241.169541325,3890113.5075444635,3910096.941407213,4669190.406763574 
 01/08  08:00:00,4630919.223797357,3921546.697451735,3909961.3162532076,3929945.090819,4692647.30412584 
 01/08  09:00:00,4692955.660281284,3952349.9289752017,3940009.9415485766,3960277.1754730497,4749162.213155415 
 01/08  10:00:00,4808452.717890067,4045169.13805893,4031994.7574297143,4052791.7429157854,4861012.438821834 
 01/08  11:00:00,4635472.121962882,3983200.3372408967,3970995.389837277,3990474.692158705,4687000.22769862 
 01/08  12:00:00,4193397.6052935217,3687691.376687189,3676836.1095769457,3694330.8200686565,4234919.203254974 
 01/08  13:00:00,3911901.7385832416,3490360.5087178787,3480451.471794688,3496500.804082393,3951578.450218388 
 01/08  14:00:00,3622489.6102212537,3329759.552146357,3321627.74350956,3336852.0714050746,3751217.819559561 
 01/08  15:00:00,3223981.381395414,3157293.940488752,3152939.2510890714,3169390.934834385,3578765.869398175 
 01/08  16:00:00,3568679.212855287,3288708.719159906,3283507.785395036,3305414.651068304,3789624.61032003 
 01/08  17:00:00,3414494.7246162933,3291529.113295693,3299538.5515999403,3328108.59401448,3858200.0518120723 
 01/08  18:00:00,3986127.405403672,3434201.7502745097,3426114.854907614,3444137.331439088,4085419.5272793504 
 01/08  19:00:00,4078284.7787336363,3495357.113300252,3486548.345276975,3504503.3880647114,4162019.9639426926 
 01/08  20:00:00,4192343.3626037557,3582273.3077926794,3572727.0419875365,3590867.639200519,4267309.561634977 
 01/08  21:00:00,4410861.524682153,3761267.937765198,3750957.0845815893,3769536.9617001517,4479101.231596688 
 01/08  22:00:00,4662847.882339657,3966999.000509721,3955976.4280616567,3975036.7810097015,4725287.420910836 
 01/08  23:00:00,4872686.657310742,4139416.1150455056,4127844.698756187,4147268.0046639014,4930270.062103285 
 01/08  24:00:00,5035035.459949475,4273336.109569091,4261210.615798368,4281007.822843833,5088878.165825169 
 01/09  01:00:00,5273474.096604126,4470886.677558151,4458215.977731274,4478477.73688479,5323335.639166404 
 01/09  02:00:00,5658553.7471918035,4801364.35682602,4788234.682947888,4809072.881274475,5703391.926432508 
 01/09  03:00:00,6319645.247789927,5379500.7273642365,5365589.028927226,5387710.921055923,6363340.173045849 
 01/09  04:00:00,6921694.266635838,5901618.39047027,5886779.799736061,5910308.526897332,6966010.5131631335 
 01/09  05:00:00,7534514.10951507,6431746.831511697,6416124.131302275,6440932.237444443,7578440.420546554 
 01/09  06:00:00,8271734.727014357,7072682.579219477,7056233.8667806145,7082548.2148037525,8317181.116553653 
 01/09  07:00:00,8806004.036737729,7534571.291517845,7517302.585932372,7544915.533476484,8853241.926160943 
 01/09  08:00:00,8957535.237550985,7661824.657022023,7643978.666472025,7672237.406191233,9005321.598967984 
 01/09  09:00:00,8808305.849634182,7529340.3111263495,7511004.750619553,7539513.183463802,8856740.428574387 
 01/09  10:00:00,8404786.9366567,7209410.456799868,7191136.848659211,7219197.117069865,8457185.42781772 
 01/09  11:00:00,7621155.952666415,6624951.3789494885,6607958.185840006,6633745.353078736,7643367.937855635 
 01/09  12:00:00,6793912.43207667,6006519.723654155,5991190.277888382,6014054.214125338,6770716.522427012 
 01/09  13:00:00,5948406.665224333,5463304.231788393,5451586.857221317,5473366.853646077,6155923.658231664 
 01/09  14:00:00,5321586.282280508,5100656.703223854,5092834.042551271,5113934.619473794,5768373.038726179 
 01/09  15:00:00,5362470.091553082,5317314.070792133,5312635.199431192,5338456.622486531,6158671.178919565 
 01/09  16:00:00,6943898.681774624,5905933.749302861,5890250.040584059,5917334.252196577,7086642.894183086 
 01/09  17:00:00,5848539.2341756765,5852184.558757162,5881387.88071218,5938467.974040503,6920074.982095865 
 01/09  18:00:00,7163632.69795624,6222694.747766113,6212115.564850431,6239801.559652901,7342825.753193487 
 01/09  19:00:00,7544508.272610343,6529594.13244131,6517883.475185446,6545710.973928899,7697329.7281897 
 01/09  20:00:00,7826561.984435495,6756050.455397707,6743141.4456382375,6771301.647665565,7961095.210727723 
 01/09  21:00:00,8106863.955086952,6984819.19283822,6970868.324177969,6999372.976379422,8226169.581563621 
 01/09  22:00:00,8164860.093095004,7021373.954368308,7006558.756402399,7035148.854382094,8271179.877390326 
 01/09  23:00:00,8099408.638249226,6951887.756632278,6936457.393891902,6964849.602963874,8194737.985698562 
 01/09  24:00:00,8204109.69144347,7027966.240372192,7011794.442420006,7040401.982005099,8291538.059921918 
 01/10  01:00:00,8298561.335527408,7099800.910071594,7083007.673044834,7111843.696332785,8380674.686643374 
 01/10  02:00:00,8371381.6534767235,7153333.185766175,7135966.396975307,7165013.553851653,8448430.113397267 
 01/10  03:00:00,8413987.00688281,7185976.099878032,7168140.570896255,7197327.657873559,8485646.610918622 
 01/10  04:00:00,8525718.250300048,7283426.745899098,7265177.166815236,7294599.163169806,8593532.491187269 
 01/10  05:00:00,8708376.046742098,7439874.129159139,7421130.248628162,7450981.6600737395,8773422.881708454 
 01/10  06:00:00,9002016.763399463,7690640.664051229,7671453.103668642,7701816.280059433,9063944.452243408 
 01/10  07:00:00,9477693.451475987,8106429.685767136,8086748.589184407,8117949.708269628,9538954.07999806 
 01/10  08:00:00,9376713.135027105,8018019.334865861,7997959.311275721,8029287.789022404,9437948.477610609 
 01/10  09:00:00,9688279.595806206,8300636.417043908,8280198.92853028,8312207.601438557,9753843.113778189 
 01/10  10:00:00,10159701.582059277,8752738.265875155,8731733.605898706,8764510.830824662,10217031.644345976 
 01/10  11:00:00,9361297.12366814,8180323.5820740275,8161106.145589059,8190596.288196343,9331396.966381092 
 01/10  12:00:00,8092090.299222915,7170393.614531651,7153239.844886116,7178964.162977443,8027200.212502732 
 01/10  13:00:00,6766943.402836083,6239440.66636779,6226721.924300237,6250852.48276209,6986650.116388137 
 01/10  14:00:00,5404548.827939115,5539117.061936566,5536282.533796788,5560731.055898391,6306955.789297131 
 01/10  15:00:00,4770192.693345617,5541542.407375574,5552200.92932694,5587291.592547926,6530124.961240061 
 01/10  16:00:00,5318863.314719895,5840112.054325801,5856555.01613259,5937729.8617543075,6856835.658613086 
 01/10  17:00:00,5999950.433316296,5850921.391471404,5868435.092895973,5916706.021654564,6838094.287163458 
 01/10  18:00:00,6626487.707926011,5894938.767353675,5888872.761166203,5919704.075413747,6956674.495582538 
 01/10  19:00:00,6802081.95131552,6001005.116329511,5993189.264740306,6023295.879758111,7082075.191674098 
 01/10  20:00:00,7011430.732113971,6145227.674492031,6135848.631559124,6165567.881932234,7252588.96609197 
 01/10  21:00:00,7137237.109576691,6222680.155958785,6212037.281975141,6241389.750773543,7346879.743991154 
 01/10  22:00:00,7272156.201054242,6312060.588619236,6300189.718050986,6329280.942092901,7454220.545821837 
 01/10  23:00:00,7390062.657498188,6391265.962691974,6378344.653382628,6407297.439936244,7550100.459700242 
 01/10  24:00:00,7358947.820555256,6342999.568441312,6329217.458964725,6357826.281652572,7499721.982790534 
 01/11  01:00:00,7742766.491621703,6665199.009279151,6650485.697568828,6679418.892283502,7870615.822475212 
 01/11  02:00:00,8043166.427321415,6914880.563290311,6899227.963315912,6928628.999058972,8159439.064901531 
 01/11  03:00:00,8170495.490528856,7014579.885938302,6998178.432292521,7027742.554608261,8275459.086000957 
 01/11  04:00:00,8135481.290817929,6970172.008818679,6953152.133519398,6982670.926233064,8231014.771775893 
 01/11  05:00:00,8054305.214588474,6890989.135251329,6873691.590904663,6902890.174067865,8140971.043473132 
 01/11  06:00:00,8399173.252496593,7186792.879298193,7168834.595348088,7198584.040004982,8478626.10452032 
 01/11  07:00:00,8524725.705066588,7287089.06181825,7268528.922901014,7298659.272754284,8600039.11507544 
 01/11  08:00:00,8530293.282909445,7286456.667980955,7267640.922142484,7297710.50107251,8601135.21377396 
 01/11  09:00:00,8697194.776278604,7427808.239836236,7408592.976839854,7438956.429504785,8764488.572020713 
 01/11  10:00:00,8400892.793910803,7200569.126250505,7181670.906284041,7211242.35847963,8467155.704095408 
