excluded_id,prepared_neighbor_id,excluded_blocker_key,prepared_blocker_key,excluded_epc_age_band,prepared_epc_age_band,excluded_storeys,prepared_storeys,excluded_building_type,prepared_building_type,prepared_tabula_period,differing_field
way/513371053,way/393512883,PERIOD_STRADDLE_DISJOINT_BANDS_F|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_F|I|J|K,I,5.0,3.0,AB,TH,GB.06,building_type
way/554859558,way/1054662333,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,2.0,2.0,TH,TH,GB.05,epc_certificate_found
way/554859559,way/1058438116,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H,H,2.0,2.0,TH,TH,GB.06,epc_age_band
way/554859560,way/1057778453,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,G,2.0,2.0,TH,TH,GB.05,epc_certificate_found
way/554859562,way/554859561,PERIOD_STRADDLE_DISJOINT_BANDS_F|K,,PERIOD_STRADDLE_DISJOINT_BANDS_F|K,G,3.0,3.0,AB,AB,GB.05,epc_age_band
way/554859563,way/1058252090,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,I,2.0,2.0,TH,TH,GB.06,epc_age_band
way/554859563,way/1058252089,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,H,2.0,2.0,TH,TH,GB.06,epc_age_band
way/635993725,way/635993728,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/635993744,way/635993741,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/656952076,way/384337387,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,L,2.0,2.0,AB,AB,GB.08,epc_certificate_found
way/815865552,way/1452468873,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,3.0,1.0,TH,TH,GB.01,storeys
way/823489430,way/823489429,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/823489431,way/823489432,MISSING_OBSERVED_STOREY_COUNT,,A|B,G,,2.0,AB,TH,GB.05,building_type
way/823489435,way/823489434,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/823489435,way/892496632,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892347462,way/892347461,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892347465,way/892347466,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892347470,way/892347471,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892347472,way/892347471,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892347472,way/892347473,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892347474,way/892347473,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892347484,way/892347483,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|H,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|H,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892347484,way/892347485,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|H,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|H,I,2.0,2.0,TH,TH,GB.06,epc_age_band
way/892496547,way/892496546,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,3.0,3.0,TH,TH,GB.01,epc_certificate_found
way/892496548,way/892496549,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,3.0,3.0,TH,TH,GB.01,epc_certificate_found
way/892496551,way/892496550,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,3.0,3.0,TH,TH,GB.01,epc_certificate_found
way/892496551,way/892496552,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,3.0,3.0,TH,TH,GB.01,epc_certificate_found
way/892496553,way/892496552,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,3.0,3.0,TH,TH,GB.01,epc_certificate_found
way/892496573,way/892496574,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496578,way/892496577,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496585,way/892496584,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496586,way/892496587,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496589,way/892496590,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496589,way/892496588,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496600,way/892496599,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496600,way/892496601,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496602,way/892496601,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496603,way/892496604,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496606,way/892496605,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A|B,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496606,way/892496607,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496621,way/892496620,PERIOD_STRADDLE_DISJOINT_BANDS_B|H,,PERIOD_STRADDLE_DISJOINT_BANDS_B|H,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496629,way/892496630,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496635,way/892496634,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,A|B,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496636,way/892496637,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496638,way/892496637,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496639,way/892496646,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
way/892496647,way/892496646,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496647,way/892496648,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,A,2.0,2.0,TH,TH,GB.01,epc_age_band
way/892496649,way/892496648,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,A,2.0,2.0,TH,TH,GB.01,epc_certificate_found
