osm_id,building_type,is_attached,storeys,storey_provenance,epc_certificate_found,epc_age_band,tabula_period,blocker_key,prepared,simulated,eui_kwh_m2
way/298846080,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|E,,PERIOD_STRADDLE_DISJOINT_BANDS_C|E,N,N,
way/298846081,TH,True,2,,Y,E,GB.04,,Y,Y,288.677161
way/298846082,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/298846083,TH,True,2,,Y,E,GB.04,,Y,Y,282.697903
way/298846084,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|H,,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|H,N,N,
way/298846085,TH,True,2,,Y,E,GB.04,,Y,Y,238.828614
way/298846086,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/298846087,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/298846088,TH,True,2,,Y,G,GB.05,,Y,Y,245.344244
way/298847642,AB,False,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/298850488,AB,False,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|H|I|J|K|L,,PERIOD_STRADDLE_DISJOINT_BANDS_F|H|I|J|K|L,N,N,
way/298850489,AB,False,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K|L,,PERIOD_STRADDLE_DISJOINT_BANDS_I|J|K|L,N,N,
way/298850491,AB,False,4,,Y,L,GB.08,,Y,Y,23.331965
way/298850492,AB,False,4,,Y,K|L,GB.08,,Y,Y,23.332021
way/298850493,AB,False,,,Y,L,GB.08,MISSING_OBSERVED_STOREY_COUNT,N,N,
way/298850494,AB,False,4,,Y,K|L,GB.08,,Y,Y,53.484495
way/298850495,AB,False,6,,Y,K|L,GB.08,,Y,Y,45.366488
way/328226054,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_H|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_H|I|J|K,N,N,
way/328226055,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,N,N,
way/328226056,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/328226060,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,N,N,
way/328226063,MFH,True,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K|L,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K|L,N,N,
way/328226230,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K|L,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K|L,N,N,
way/328226370,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_H|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_H|I|J|K,N,N,
way/328226371,MFH,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,N,N,
way/328227197,AB,True,3,,Y,H|I,GB.06,,Y,Y,71.24466
way/328227198,AB,True,3,,Y,I,GB.06,,Y,Y,75.915774
way/328227199,AB,True,3,,Y,I,GB.06,,Y,Y,78.761083
way/328227200,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/328227201,TH,True,2,,Y,I,GB.06,,Y,Y,211.368658
way/328227202,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/328227203,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/334774519,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408486,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,N,N,
way/360408487,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/360408488,TH,True,2,,Y,A,GB.01,,Y,Y,295.805497
way/360408489,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408490,TH,True,2,,Y,A,GB.01,,Y,Y,309.271451
way/360408491,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408492,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408493,TH,True,2,,Y,A,GB.01,,Y,Y,363.130427
way/360408494,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408495,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|C,N,N,
way/360408496,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408497,TH,True,2,,Y,I,GB.06,,Y,Y,175.247542
way/360408498,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408499,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408500,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408501,TH,True,2,,Y,A|B,GB.01,,Y,Y,283.815151
way/360408502,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408503,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408504,TH,True,2,,Y,A,GB.01,,Y,Y,302.397902
way/360408505,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408506,TH,True,2,,Y,A,GB.01,,Y,Y,346.996161
way/360408507,TH,True,2,,Y,I,GB.06,,Y,Y,172.951887
way/360408508,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360408509,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/360408511,TH,True,2,,Y,A|B,GB.01,,Y,Y,310.246278
way/360408512,TH,True,2,,Y,A,GB.01,,Y,Y,302.441115
way/360408513,TH,True,2,,Y,A|B,GB.01,,Y,Y,308.06289
way/360617971,TH,True,2,,Y,A,GB.01,,Y,Y,328.004904
way/360617972,TH,True,2,,Y,A,GB.01,,Y,Y,296.414834
way/360617973,TH,True,2,,Y,A,GB.01,,Y,Y,247.400689
way/360617974,TH,True,2,,Y,PERIOD_STRADDLE_K_GB.07_GB.08,,PERIOD_STRADDLE_K_GB.07_GB.08,N,N,
way/360924345,TH,True,2,,Y,I,GB.06,,Y,Y,201.744929
way/360924347,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360924356,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360977294,TH,True,2,,Y,A,GB.01,,Y,Y,342.405396
way/360977295,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360977296,TH,True,2,,Y,GB.07,GB.07,,Y,Y,115.961415
way/360977297,TH,True,2,,Y,A,GB.01,,Y,Y,333.1697
way/360977298,TH,True,2,,Y,A,GB.01,,Y,Y,423.791404
way/360977299,TH,True,2,,Y,A,GB.01,,Y,Y,325.256022
way/360977300,TH,True,2,,Y,A,GB.01,,Y,Y,428.629914
way/360977301,TH,True,2,,Y,A,GB.01,,Y,Y,329.702875
way/360977302,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/360977303,TH,True,2,,Y,A,GB.01,,Y,Y,360.1743
way/381441241,AB,False,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G,,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G,N,N,
way/381466697,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,,PERIOD_STRADDLE_DISJOINT_BANDS_G|H|I|J|K,N,N,
way/384337387,AB,True,2,,Y,L,GB.08,,Y,Y,77.426261
way/387106026,AB,False,,,Y,D|E,GB.04,MISSING_OBSERVED_STOREY_COUNT,N,N,
way/387107361,AB,False,4,,Y,L,GB.08,,Y,Y,42.633354
way/388457725,AB,True,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_I|K,,PERIOD_STRADDLE_DISJOINT_BANDS_I|K,N,N,
way/388460383,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|H|I,,PERIOD_STRADDLE_DISJOINT_BANDS_D|H|I,N,N,
way/388460384,AB,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/388460386,AB,True,3,,Y,H|I,GB.06,,Y,Y,69.115067
way/388460387,AB,True,3,,Y,H|I,GB.06,,Y,Y,69.266573
way/388460388,TH,True,2,,Y,I,GB.06,,Y,Y,162.346608
way/389707049,AB,False,,,Y,D|E|F,GB.04,MISSING_OBSERVED_STOREY_COUNT,N,N,
way/389890209,SFH,False,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/389891684,TH,True,3,SAP_FLOOR_DIMENSIONS,Y,A,GB.01,,Y,Y,464.063478
way/390194491,TH,True,3,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/390194492,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/390797575,TH,True,1,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/390799028,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/390799030,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,N,N,
way/390799032,TH,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/390799034,AB,True,4,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/390799035,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/390799036,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/390799363,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/390799364,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,,PERIOD_STRADDLE_DISJOINT_BANDS_E|G,N,N,
way/390799365,AB,True,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_F|I,,PERIOD_STRADDLE_DISJOINT_BANDS_F|I,N,N,
way/391405721,AB,False,4,,Y,PERIOD_STRADDLE_K_GB.07_GB.08,,PERIOD_STRADDLE_K_GB.07_GB.08,N,N,
way/393505344,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,I|J,GB.06,,Y,Y,175.149393
way/393505345,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,I|J,GB.06,,Y,Y,151.240083
way/393505346,AB,True,3,,Y,I,GB.06,,Y,Y,81.541991
way/393505350,AB,True,4,,Y,GB.08,GB.08,,Y,Y,71.181716
way/393510985,TH,True,3,,Y,A,GB.01,,Y,Y,479.500144
way/393510986,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393510988,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393510990,TH,True,2,,Y,H,GB.06,,Y,Y,156.445367
way/393510992,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393510994,AB,True,3,,Y,H,GB.06,,Y,Y,64.563033
way/393510997,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393512394,TH,True,2,,Y,G,GB.05,,Y,Y,219.82833
way/393512881,TH,True,3,,Y,I,GB.06,,Y,Y,251.49353
way/393512882,TH,True,3,,Y,G,GB.05,,Y,Y,310.26705
way/393512883,TH,True,3,,Y,I,GB.06,,Y,Y,292.987452
way/393512884,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393604893,AB,True,3,,Y,E,GB.04,,Y,Y,116.134966
way/393604894,TH,True,3,,Y,G,GB.05,,Y,Y,281.182799
way/393608217,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/393608220,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/393608223,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393608225,TH,True,1,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/393608227,TH,True,2,,Y,D|F,GB.04,,Y,Y,225.314602
way/393608230,TH,True,2,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/393608232,AB,True,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_D|E|F|G|H,N,N,
way/393614546,MFH,True,3,,Y,I|J,GB.06,,Y,Y,63.573725
way/393614552,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393614553,TH,True,2,SAP_FLOOR_DIMENSIONS,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/393614554,TH,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/393614555,AB,True,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|E|F|G,,PERIOD_STRADDLE_DISJOINT_BANDS_C|E|F|G,N,N,
way/394093222,AB,True,2,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/394093223,AB,True,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G,,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G,N,N,
way/394093226,AB,True,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H,,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H,N,N,
way/394093227,AB,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394093228,AB,True,3,,Y,A,GB.01,,Y,Y,31.629926
way/394093229,AB,True,4,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394093230,AB,True,,,Y,A,GB.01,MISSING_OBSERVED_STOREY_COUNT,N,N,
way/394093231,AB,True,,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394093232,AB,True,5,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F|G|H|I,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F|G|H|I,N,N,
way/394093233,AB,True,3,,Y,A,GB.01,,Y,Y,80.094092
way/394093234,AB,True,3,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|C,N,N,
way/394093235,AB,True,3,,Y,B|C,GB.02,,Y,Y,133.054176
way/394093236,AB,True,3,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/394093237,AB,True,3,,Y,PERIOD_STRADDLE_C_GB.02_GB.03,,PERIOD_STRADDLE_C_GB.02_GB.03,N,N,
way/394093239,AB,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394093240,AB,True,3,,Y,I,GB.06,,Y,Y,129.671669
way/394093241,AB,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394093242,AB,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394093243,AB,True,3,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/394341583,TH,True,2,,Y,A,GB.01,,Y,Y,351.319072
way/394341584,TH,True,2,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/394341585,AB,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|F,N,N,
way/394358275,TH,True,2,,Y,A|B,GB.01,,Y,Y,359.076547
way/394358277,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394358278,TH,True,2,,Y,I,GB.06,,Y,Y,153.430755
way/394358279,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394358280,TH,True,2,,Y,A,GB.01,,Y,Y,367.343032
way/394358281,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394358282,TH,True,2,,Y,A,GB.01,,Y,Y,286.800678
way/394358283,TH,True,2,,Y,A,GB.01,,Y,Y,289.196783
way/394358284,TH,True,2,,Y,A|B,GB.01,,Y,Y,293.800589
way/394358285,TH,True,2,,Y,A|B,GB.01,,Y,Y,364.952663
way/394358286,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394358287,TH,True,2,,Y,A,GB.01,,Y,Y,288.981327
way/394358288,TH,True,2,,Y,A,GB.01,,Y,Y,289.707888
way/394358289,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394358290,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394358291,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394361013,TH,True,2,,Y,H|I,GB.06,,Y,Y,264.253716
way/394361017,TH,True,3,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/394361018,TH,True,3,,Y,PERIOD_STRADDLE_F_GB.04_GB.05,,PERIOD_STRADDLE_F_GB.04_GB.05,N,N,
way/394361021,TH,True,3,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/394371927,TH,True,2,,Y,GB.08,GB.08,,Y,Y,90.38092
way/394371931,TH,True,3,,Y,G,GB.05,,Y,Y,239.743598
way/394371933,TH,True,3,,Y,GB.08,GB.08,,Y,Y,138.305478
way/394371938,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394372765,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E,N,N,
way/394372766,TH,True,2,,Y,PERIOD_STRADDLE_D_GB.03_GB.04,,PERIOD_STRADDLE_D_GB.03_GB.04,N,N,
way/394372767,TH,True,2,,Y,D|E,GB.04,,Y,Y,269.992083
way/394372768,TH,True,2,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_D|G,,PERIOD_STRADDLE_DISJOINT_BANDS_D|G,N,N,
way/394373881,TH,True,3,,Y,I,GB.06,,Y,Y,260.948256
way/394373882,TH,True,3,,Y,H|I,GB.06,,Y,Y,209.20009
way/394373883,TH,True,3,,Y,I,GB.06,,Y,Y,302.222483
way/394682356,AB,False,4,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H|I|J,,PERIOD_STRADDLE_DISJOINT_BANDS_E|F|G|H|I|J,N,N,
way/394682357,AB,True,,,Y,G,GB.05,MISSING_OBSERVED_STOREY_COUNT,N,N,
way/394682359,AB,True,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,,PERIOD_STRADDLE_DISJOINT_BANDS_B|I,N,N,
way/394682821,AB,False,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_B|D|E|F,N,N,
way/394902407,AB,False,,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|D,,PERIOD_STRADDLE_DISJOINT_BANDS_A|B|D,N,N,
way/394902408,AB,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394902409,TH,True,3,,Y,PERIOD_STRADDLE_B_GB.01_GB.02,,PERIOD_STRADDLE_B_GB.01_GB.02,N,N,
way/394902412,SFH,False,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394902413,AB,False,6,,Y,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,,PERIOD_STRADDLE_DISJOINT_BANDS_C|D|E|F,N,N,
way/394902414,AB,False,3,,Y,H,GB.06,,Y,Y,58.940382
way/394902415,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394902416,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394902417,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394902418,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/394902964,TH,True,2,,Y,A,GB.01,,Y,Y,383.095491
way/394902966,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395173853,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395173854,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395533898,AB,True,4,,Y,H|I,GB.06,,Y,Y,80.394164
way/395533900,TH,True,3,,Y,I,GB.06,,Y,Y,249.173137
way/395533901,TH,True,2,,Y,I,GB.06,,Y,Y,179.884381
way/395533903,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395533905,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395533907,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395533908,TH,True,3,,Y,I,GB.06,,Y,Y,266.201775
way/395533910,TH,True,3,,Y,I,GB.06,,Y,Y,268.169457
way/395533912,TH,True,3,,Y,I|J,GB.06,,Y,Y,266.872219
way/395620813,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395620815,TH,True,3,,Y,I|J,GB.06,,Y,Y,264.942048
way/395620818,TH,True,3,,Y,I|J,GB.06,,Y,Y,263.697049
way/395620820,TH,True,3,,Y,I|J,GB.06,,Y,Y,265.876023
way/395620822,TH,True,3,,Y,I|J,GB.06,,Y,Y,260.707217
way/395620824,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395620827,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395620829,TH,True,2,,Y,PERIOD_STRADDLE_J_GB.06_GB.07,,PERIOD_STRADDLE_J_GB.06_GB.07,N,N,
way/395620831,TH,True,3,,Y,I|J,GB.06,,Y,Y,266.518822
way/395620833,TH,True,3,,Y,I|J,GB.06,,Y,Y,261.073438
way/395622186,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395622187,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395622188,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395622189,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395625728,TH,True,3,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395625730,TH,True,3,,Y,G,GB.05,,Y,Y,242.740069
way/395625733,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395625735,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
way/395632065,TH,True,2,,Y,I,GB.06,,Y,Y,180.259876
way/395632066,TH,True,2,,N,MISSING_OBSERVED_EPC_AGE_BAND,,MISSING_OBSERVED_EPC_AGE_BAND,N,N,
