osm_id,join_status,t08_cell,t08_city,t08_archetype_id,t08_floor_area_m2,t08_status,t20_cell,t20_city,t20_archetype_id,t20_floor_area_m2,t20_status,archetype_agree,floor_area_agree_1pct,vintage_t08,vintage_t20,vintage_agree
way/1014146283,in_both,nyc_suburban,NYC,MidriseApartment,64.5153720535645,success,nyc_suburban,NYC,MidriseApartment,64.5153720535645,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146284,in_both,nyc_suburban,NYC,MidriseApartment,147.8125210396732,success,nyc_suburban,NYC,MidriseApartment,147.8125210396732,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146285,in_both,nyc_suburban,NYC,MidriseApartment,150.7421124974998,success,nyc_suburban,NYC,MidriseApartment,150.7421124974998,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146286,in_both,nyc_suburban,NYC,MidriseApartment,157.32752782984775,success,nyc_suburban,NYC,MidriseApartment,157.32752782984775,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146287,in_both,nyc_suburban,NYC,MidriseApartment,22.988889472806743,success,nyc_suburban,NYC,MidriseApartment,22.988889472806743,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146288,in_both,nyc_suburban,NYC,OpenUBEMUnknown,41.69472540188481,success,nyc_suburban,NYC,OpenUBEMUnknown,41.69472540188481,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146289,in_both,nyc_suburban,NYC,MidriseApartment,133.0964897655142,success,nyc_suburban,NYC,MidriseApartment,133.0964897655142,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146290,in_both,nyc_suburban,NYC,MidriseApartment,76.10335231188482,success,nyc_suburban,NYC,MidriseApartment,76.10335231188482,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146291,in_both,nyc_suburban,NYC,OpenUBEMUnknown,31.585790806838084,success,nyc_suburban,NYC,OpenUBEMUnknown,31.585790806838084,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146292,in_both,nyc_suburban,NYC,MidriseApartment,122.50691596128648,success,nyc_suburban,NYC,MidriseApartment,122.50691596128648,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146293,in_both,nyc_suburban,NYC,MidriseApartment,195.20243858582808,success,nyc_suburban,NYC,MidriseApartment,195.20243858582808,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146294,in_both,nyc_suburban,NYC,MidriseApartment,152.30655680099807,success,nyc_suburban,NYC,MidriseApartment,152.30655680099807,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146295,in_both,nyc_suburban,NYC,MidriseApartment,78.43704090740866,success,nyc_suburban,NYC,MidriseApartment,78.43704090740866,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146296,in_both,nyc_suburban,NYC,OpenUBEMUnknown,38.24670283589184,success,nyc_suburban,NYC,OpenUBEMUnknown,38.24670283589184,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146297,in_both,nyc_suburban,NYC,MidriseApartment,74.3834138841098,success,nyc_suburban,NYC,MidriseApartment,74.3834138841098,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146298,in_both,nyc_suburban,NYC,MidriseApartment,67.909355603327,success,nyc_suburban,NYC,MidriseApartment,67.909355603327,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146299,in_both,nyc_suburban,NYC,MidriseApartment,132.4826145621778,success,nyc_suburban,NYC,MidriseApartment,132.4826145621778,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146300,in_both,nyc_suburban,NYC,MidriseApartment,131.80516449572949,success,nyc_suburban,NYC,MidriseApartment,131.80516449572949,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146301,in_both,nyc_suburban,NYC,MidriseApartment,126.97817364912952,success,nyc_suburban,NYC,MidriseApartment,126.97817364912952,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146302,in_both,nyc_suburban,NYC,MidriseApartment,104.11246842289464,success,nyc_suburban,NYC,MidriseApartment,104.11246842289464,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146303,in_both,nyc_suburban,NYC,OpenUBEMUnknown,29.161779744085816,success,nyc_suburban,NYC,OpenUBEMUnknown,29.161779744085816,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146304,in_both,nyc_suburban,NYC,MidriseApartment,138.7123624765032,success,nyc_suburban,NYC,MidriseApartment,138.7123624765032,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146305,in_both,nyc_suburban,NYC,MidriseApartment,146.32910535063428,success,nyc_suburban,NYC,MidriseApartment,146.32910535063428,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146306,in_both,nyc_suburban,NYC,MidriseApartment,137.80627256015322,success,nyc_suburban,NYC,MidriseApartment,137.80627256015322,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146307,in_both,nyc_suburban,NYC,MidriseApartment,167.5726532481828,success,nyc_suburban,NYC,MidriseApartment,167.5726532481828,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146308,in_both,nyc_suburban,NYC,OpenUBEMUnknown,45.36184898387039,success,nyc_suburban,NYC,OpenUBEMUnknown,45.36184898387039,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146309,in_both,nyc_suburban,NYC,MidriseApartment,102.68128680525228,success,nyc_suburban,NYC,MidriseApartment,102.68128680525228,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146310,in_both,nyc_suburban,NYC,OpenUBEMUnknown,28.820596029777224,success,nyc_suburban,NYC,OpenUBEMUnknown,28.820596029777224,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146311,in_both,nyc_suburban,NYC,OpenUBEMUnknown,65.0752665494673,success,nyc_suburban,NYC,OpenUBEMUnknown,65.0752665494673,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146312,in_both,nyc_suburban,NYC,MidriseApartment,103.37023197941336,success,nyc_suburban,NYC,MidriseApartment,103.37023197941336,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146313,in_both,nyc_suburban,NYC,MidriseApartment,133.41151858295763,success,nyc_suburban,NYC,MidriseApartment,133.41151858295763,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146314,in_both,nyc_suburban,NYC,MidriseApartment,126.1349876106302,success,nyc_suburban,NYC,MidriseApartment,126.1349876106302,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146315,in_both,nyc_suburban,NYC,MidriseApartment,115.49764973003742,success,nyc_suburban,NYC,MidriseApartment,115.49764973003742,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146316,in_both,nyc_suburban,NYC,OpenUBEMUnknown,44.47671912935848,success,nyc_suburban,NYC,OpenUBEMUnknown,44.47671912935848,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146317,in_both,nyc_suburban,NYC,MidriseApartment,71.29332970756997,success,nyc_suburban,NYC,MidriseApartment,71.29332970756997,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146318,in_both,nyc_suburban,NYC,MidriseApartment,141.71367432730827,success,nyc_suburban,NYC,MidriseApartment,141.71367432730827,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146319,in_both,nyc_suburban,NYC,MidriseApartment,60.58186140277529,success,nyc_suburban,NYC,MidriseApartment,60.58186140277529,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146320,in_both,nyc_suburban,NYC,MidriseApartment,143.31780345014042,success,nyc_suburban,NYC,MidriseApartment,143.31780345014042,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146321,in_both,nyc_suburban,NYC,MidriseApartment,126.31176787789846,success,nyc_suburban,NYC,MidriseApartment,126.31176787789846,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146322,in_both,nyc_suburban,NYC,MidriseApartment,99.83919850612008,success,nyc_suburban,NYC,MidriseApartment,99.83919850612008,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146323,in_both,nyc_suburban,NYC,MidriseApartment,121.57835230250566,success,nyc_suburban,NYC,MidriseApartment,121.57835230250566,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146324,in_both,nyc_suburban,NYC,MidriseApartment,125.1772473779325,success,nyc_suburban,NYC,MidriseApartment,125.1772473779325,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146325,in_both,nyc_suburban,NYC,MidriseApartment,95.25966692541256,success,nyc_suburban,NYC,MidriseApartment,95.25966692541256,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146326,in_both,nyc_suburban,NYC,MidriseApartment,124.92505891997835,success,nyc_suburban,NYC,MidriseApartment,124.92505891997835,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146327,in_both,nyc_suburban,NYC,OpenUBEMUnknown,22.080104402949686,success,nyc_suburban,NYC,OpenUBEMUnknown,22.080104402949686,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146328,in_both,nyc_suburban,NYC,MidriseApartment,90.27951542211773,success,nyc_suburban,NYC,MidriseApartment,90.27951542211773,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146329,in_both,nyc_suburban,NYC,MidriseApartment,147.65405651189144,success,nyc_suburban,NYC,MidriseApartment,147.65405651189144,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146330,in_both,nyc_suburban,NYC,MidriseApartment,143.6491097513283,success,nyc_suburban,NYC,MidriseApartment,143.6491097513283,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146331,in_both,nyc_suburban,NYC,MidriseApartment,144.12624015671878,success,nyc_suburban,NYC,MidriseApartment,144.12624015671878,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146332,in_both,nyc_suburban,NYC,MidriseApartment,161.0924435492823,success,nyc_suburban,NYC,MidriseApartment,161.0924435492823,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146333,in_both,nyc_suburban,NYC,MidriseApartment,127.44623505532718,success,nyc_suburban,NYC,MidriseApartment,127.44623505532718,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146334,in_both,nyc_suburban,NYC,MidriseApartment,125.04983021853408,success,nyc_suburban,NYC,MidriseApartment,125.04983021853408,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146335,in_both,nyc_suburban,NYC,MidriseApartment,124.72358681799632,success,nyc_suburban,NYC,MidriseApartment,124.72358681799632,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146336,in_both,nyc_suburban,NYC,MidriseApartment,130.15732353988824,success,nyc_suburban,NYC,MidriseApartment,130.15732353988824,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146337,in_both,nyc_suburban,NYC,MidriseApartment,143.38191409719724,success,nyc_suburban,NYC,MidriseApartment,143.38191409719724,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146338,in_both,nyc_suburban,NYC,MidriseApartment,109.08951611997358,success,nyc_suburban,NYC,MidriseApartment,109.08951611997358,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146339,in_both,nyc_suburban,NYC,OpenUBEMUnknown,39.83276601462684,success,nyc_suburban,NYC,OpenUBEMUnknown,39.83276601462684,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146340,in_both,nyc_suburban,NYC,MidriseApartment,154.5305513556978,success,nyc_suburban,NYC,MidriseApartment,154.5305513556978,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146342,in_both,nyc_suburban,NYC,MidriseApartment,119.268195952811,success,nyc_suburban,NYC,MidriseApartment,119.268195952811,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
way/1014146343,in_both,nyc_suburban,NYC,MidriseApartment,170.48404624988106,success,nyc_suburban,NYC,MidriseApartment,170.48404624988106,success,1.0,1.0,NOT_AVAILABLE_no_vintage_column_in_T08_provenance_chain,NOT_AVAILABLE_no_vintage_column_in_T20_provenance_chain,UNMEASURABLE
