cell,osm_id,n_parts,footprint_area_m2,levels,underground,declared_area_m2,n_zones,area_plain_m2,area_multiplier_aware_m2,max_zone_multiplier,max_zone_list_multiplier,n_zones_excluded_not_in_total_area,ratio,parse_status
austin_centre,way/328529689,1,272.6006083729941,,0,,1,272.95,272.95,1,1,0,,ok
austin_centre,way/328529690,1,510.0162914452336,,0,,1,509.96,509.96,1,1,0,,ok
austin_centre,way/328529693,1,269.2348942776777,,0,,1,269.23,269.23,1,1,0,,ok
austin_centre,way/328529696,1,200.72983332070572,,0,,1,200.73,200.73,1,1,0,,ok
austin_centre,way/328529698,1,265.98770265034426,,0,,1,265.99,265.99,1,1,0,,ok
austin_centre,way/328529699,1,100.676744335352,,0,,1,100.68,100.68,1,1,0,,ok
austin_centre,way/328529700,1,157.84655099602261,,0,,1,157.85,157.85,1,1,0,,ok
austin_centre,way/328529701,1,163.41384739127875,,0,,1,163.41,163.41,1,1,0,,ok
austin_centre,way/328529702,1,562.2635882489989,,0,,1,562.26,562.26,1,1,0,,ok
austin_centre,way/328529704,1,113.41048649739355,,0,,1,113.41,113.41,1,1,0,,ok
austin_centre,way/328529706,1,140.87701403017752,,0,,1,140.9,140.9,1,1,0,,ok
austin_centre,way/328529708,1,529.302680442885,,0,,1,529.44,529.44,1,1,0,,ok
austin_centre,way/328529709,1,267.40378913359746,,0,,1,267.47,267.47,1,1,0,,ok
austin_centre,way/328529710,1,123.04616636667637,,0,,1,123.05,123.05,1,1,0,,ok
austin_centre,way/328529714,1,122.27465166456493,,0,,1,122.27,122.27,1,1,0,,ok
austin_centre,way/328535175,1,338.2685396950184,1.0,0,338.2685396950184,1,338.27,338.27,1,1,0,1.0000043169991006,ok
austin_centre,way/328535176,1,182.08686447059648,,0,,1,182.09,182.09,1,1,0,,ok
austin_centre,way/328535177,1,257.4269766328282,,0,,1,257.44,257.44,1,1,0,,ok
austin_centre,way/328535178,1,243.40918275507357,,0,,1,243.41,243.41,1,1,0,,ok
austin_centre,way/328535179,1,192.10501626552787,,0,,1,192.13,192.13,1,1,0,,ok
austin_centre,way/328535180,1,126.54460979371548,,0,,1,126.63,126.63,1,1,0,,ok
austin_centre,way/328535181,1,148.85485294461228,,0,,1,148.85,148.85,1,1,0,,ok
austin_centre,way/328535182,1,448.47428277816823,,0,,1,448.53,448.53,1,1,0,,ok
austin_centre,way/328535183,1,221.7766023383094,2.0,0,443.5532046766188,2,443.56,443.56,1,1,0,1.0000153201990416,ok
austin_centre,way/328605829,1,701.0613123371656,,0,,1,701.06,701.06,1,1,0,,ok
austin_centre,way/328605831,1,164.19793341063038,,0,,1,164.28,164.28,1,1,0,,ok
austin_centre,way/328605839,1,69.77032098106031,2.0,0,139.54064196212062,2,139.54,139.54,1,1,0,0.9999953994613211,ok
austin_centre,way/328605855,1,154.19357325706963,,0,,1,154.35,154.35,1,1,0,,ok
austin_centre,way/328605869,1,234.24862814349285,2.0,0,468.4972562869857,2,468.14,468.14,1,1,0,0.9992374420934349,ok
austin_centre,way/328607254,1,179.0392063054546,1.0,0,179.0392063054546,1,179.04,179.04,1,1,0,1.0000044330767643,ok
austin_centre,way/328607257,1,100.916127812236,1.0,0,100.916127812236,1,100.92,100.92,1,1,0,1.0000383703561357,ok
austin_centre,way/328607258,1,232.42813039530915,2.0,0,464.8562607906183,2,464.86,464.86,1,1,0,1.0000080437969694,ok
austin_centre,way/328607260,1,369.34132360354783,1.0,0,369.34132360354783,1,369.34,369.34,1,1,0,0.9999964163134119,ok
austin_centre,way/328607262,1,173.1884448560415,1.0,0,173.1884448560415,1,173.19,173.19,1,1,0,1.0000089794902876,ok
austin_centre,way/328607264,1,355.09492220369975,,0,,1,355.09,355.09,1,1,0,,ok
austin_centre,way/328607265,1,243.24685206017958,2.0,0,486.49370412035915,2,486.5,486.5,1,1,0,1.000012941338372,ok
austin_centre,way/328607266,1,430.41042827051194,,0,,1,430.45,430.45,1,1,0,,ok
austin_centre,way/328607268,1,264.4553198842853,2.0,0,528.9106397685706,2,529.14,529.14,1,1,0,1.000433646469146,ok
austin_centre,way/328607272,1,86.56707075463089,1.0,0,86.56707075463089,1,86.57,86.57,1,1,0,1.0000338378709546,ok
austin_centre,way/328607273,1,315.13100009791617,2.0,0,630.2620001958323,2,630.26,630.26,1,1,0,0.9999968264057936,ok
austin_centre,way/328607274,1,245.46620618623015,,0,,1,245.47,245.47,1,1,0,,ok
austin_centre,way/328607275,1,344.4763899791597,2.0,0,688.9527799583194,2,688.96,688.96,1,1,0,1.0000104797337215,ok
austin_centre,way/328607277,1,261.8577382252802,2.0,0,523.7154764505603,2,523.96,523.96,1,1,0,1.0004669015151069,ok
austin_centre,way/328607278,1,160.34322017333787,2.0,0,320.68644034667574,2,320.68,320.68,1,1,0,0.9999799169972114,ok
austin_centre,way/328607279,1,52.69128729603594,,0,,1,52.68,52.68,1,1,0,,ok
austin_centre,way/328607282,1,390.30403563682876,2.0,0,780.6080712736575,2,780.7,780.7,1,1,0,1.00011776553398,ok
austin_centre,way/328607283,1,336.43788746703626,2.0,0,672.8757749340725,2,673.0,673.0,1,1,0,1.000184618127974,ok
austin_centre,way/328622249,1,206.44014289492867,,0,,1,206.44,206.44,1,1,0,,ok
austin_centre,way/328622250,1,248.75063347266848,,0,,1,248.75,248.75,1,1,0,,ok
austin_centre,way/328622251,1,395.18996478964135,2.0,0,790.3799295792827,2,790.38,790.38,1,1,0,1.0000000890972995,ok
austin_centre,way/328622252,1,270.94483516330223,,0,,1,270.94,270.94,1,1,0,,ok
austin_centre,way/328622253,1,284.07042094992084,,0,,1,284.07,284.07,1,1,0,,ok
austin_centre,way/328622254,1,259.381438411703,,0,,1,259.38,259.38,1,1,0,,ok
austin_centre,way/328622255,1,272.6673041327955,,0,,1,272.67,272.67,1,1,0,,ok
austin_centre,way/328622256,1,57.42147840890329,,0,,1,57.42,57.42,1,1,0,,ok
austin_centre,way/328622257,1,179.86555314948845,,0,,1,179.87,179.87,1,1,0,,ok
austin_centre,way/328622258,1,197.69913833251337,,0,,1,197.7,197.7,1,1,0,,ok
austin_centre,way/328622259,1,303.0947715643389,,0,,1,303.09,303.09,1,1,0,,ok
austin_centre,way/328622260,1,288.38012507711994,,0,,1,288.38,288.38,1,1,0,,ok
austin_centre,way/328622261,1,264.0473189177209,,0,,1,264.05,264.05,1,1,0,,ok
austin_centre,way/328622262,1,693.870585610919,,0,,1,693.86,693.86,1,1,0,,ok
austin_centre,way/328622263,1,79.99969393568637,,0,,1,80.0,80.0,1,1,0,,ok
austin_centre,way/328622264,1,233.35765558740204,,0,,1,233.36,233.36,1,1,0,,ok
austin_centre,way/328622265,1,275.0958563111559,,0,,1,275.1,275.1,1,1,0,,ok
austin_centre,way/328622267,1,274.0010329716159,,0,,1,273.96,273.96,1,1,0,,ok
austin_centre,way/328622268,1,525.0368233367408,,0,,1,524.99,524.99,1,1,0,,ok
austin_centre,way/328622269,1,289.6977356632981,,0,,1,289.77,289.77,1,1,0,,ok
austin_centre,way/328622270,1,121.08895041581867,,0,,1,121.1,121.1,1,1,0,,ok
austin_centre,way/328622271,1,156.26884264814097,,0,,1,156.24,156.24,1,1,0,,ok
austin_centre,way/328622272,1,552.1721951173045,,0,,1,552.15,552.15,1,1,0,,ok
austin_centre,way/328631273,1,572.566236953661,,0,,1,572.57,572.57,1,1,0,,ok
austin_centre,way/328631274,1,295.96197393857693,,0,,1,295.94,295.94,1,1,0,,ok
austin_centre,way/328631275,1,678.4635911403424,,0,,1,678.46,678.46,1,1,0,,ok
austin_centre,way/328631276,1,279.96835326717405,,0,,1,279.97,279.97,1,1,0,,ok
austin_centre,way/328631277,1,683.0495761791518,,0,,1,683.05,683.05,1,1,0,,ok
austin_centre,way/328631279,1,2423.055601560323,47.0,0,113883.61327333517,47,113883.82,113883.82,1,1,0,1.0000018152450456,ok
austin_centre,way/328631281,1,531.5013269318329,,0,,1,531.5,531.5,1,1,0,,ok
austin_centre,way/328631283,1,176.37428778910785,1.0,0,176.37428778910785,1,176.33,176.33,1,1,0,0.9997488988351817,ok
austin_centre,way/328631284,1,738.589041283893,,0,,1,738.59,738.59,1,1,0,,ok
austin_centre,way/328631287,1,358.10078486726434,,0,,1,358.1,358.1,1,1,0,,ok
austin_centre,way/328631289,1,372.3645033090433,1.0,0,372.3645033090433,1,372.36,372.36,1,1,0,0.9999879061806287,ok
austin_centre,way/328631290,1,352.08554270279194,,0,,1,352.09,352.09,1,1,0,,ok
austin_centre,way/328631294,1,116.19815834545523,,0,,1,116.2,116.2,1,1,0,,ok
austin_centre,way/328631295,1,235.08212917535332,1.0,0,235.08212917535332,1,235.06,235.06,1,1,0,0.999905866194802,ok
austin_centre,way/328631296,1,558.4256771025782,,0,,1,558.38,558.38,1,1,0,,ok
austin_centre,way/328634432,1,3775.8458544265563,22.0,0,83068.60879738424,22,83067.82,83067.82,1,1,0,0.9999905042663446,ok
austin_centre,way/328634434,1,852.8744717771428,,0,,1,852.87,852.87,1,1,0,,ok
austin_centre,way/328634437,1,158.37189480165998,,0,,1,158.37,158.37,1,1,0,,ok
austin_centre,way/328634439,1,177.40101207119756,,0,,1,177.38,177.38,1,1,0,,ok
austin_centre,way/328634441,1,642.627938117088,2.0,0,1285.255876234176,10,1285.26,1285.26,1,1,0,1.0000032085173858,ok
austin_centre,way/328634445,1,316.2248033335307,,0,,1,316.22,316.22,1,1,0,,ok
austin_centre,way/328634447,1,366.8127625208064,,0,,1,366.25,366.25,1,1,0,,ok
austin_centre,way/328634449,1,1057.0547979059675,12.0,0,12684.65757487161,12,12684.6,12684.6,1,1,0,0.9999954610622106,ok
austin_centre,way/328634450,1,406.8394918037469,2.0,0,813.6789836074938,2,813.68,813.68,1,1,0,1.0000012491320613,ok
austin_centre,way/328634454,1,754.2267643073505,,0,,1,754.26,754.26,1,1,0,,ok
austin_centre,way/328634456,1,676.9926092663983,,0,,1,676.99,676.99,1,1,0,,ok
austin_centre,way/328634458,1,276.79895035784585,2.0,0,553.5979007156917,2,553.6,553.6,1,1,0,1.0000037920741853,ok
austin_centre,way/328634462,1,689.5296899144186,3.0,0,2068.5890697432555,15,2068.59,2068.59,1,1,0,1.0000004497059167,ok
austin_centre,way/328634464,1,247.73642724302096,,0,,1,247.8,247.8,1,1,0,,ok
austin_centre,way/328634466,1,780.14803319121,,0,,1,780.04,780.04,1,1,0,,ok
austin_centre,way/328644611,1,1205.0559009389876,,0,,1,1212.64,1212.64,1,1,0,,ok
austin_centre,way/328644612,1,2960.6181125052753,3.0,0,8881.854337515826,3,8881.86,8881.86,1,1,0,1.0000006375340058,ok
austin_centre,way/328644613,1,2586.257533288075,10.0,0,25862.57533288075,10,25862.6,25862.6,1,1,0,1.0000009537766033,ok
austin_centre,way/328644614,1,2534.672829637512,,0,,1,2534.67,2534.67,1,1,0,,ok
austin_centre,way/328644615,1,2702.6868152593574,20.0,0,54053.73630518715,20,54053.8,54053.8,1,1,0,1.0000011783609648,ok
austin_centre,way/328644616,1,1067.9716692647798,,0,,1,1067.97,1067.97,1,1,0,,ok
austin_centre,way/328644617,1,651.683571036367,,0,,1,651.68,651.68,1,1,0,,ok
austin_centre,way/328644618,1,407.41994008166546,,0,,1,407.42,407.42,1,1,0,,ok
austin_centre,way/328644620,1,607.3413415892286,,0,,1,607.34,607.34,1,1,0,,ok
austin_centre,way/328644621,1,5550.320984450379,3.0,0,16650.962953351136,27,16164.15,16164.15,1,1,0,0.9707636756675887,ok
austin_centre,way/328644622,1,1032.9593191033402,,0,,1,1032.96,1032.96,1,1,0,,ok
austin_centre,way/328644625,1,2624.211025295388,42.0,0,110216.8630624063,42,110208.0,110208.0,1,1,0,0.9999195852416769,ok
austin_centre,way/328649859,1,1238.7026090842148,2.0,0,2477.4052181684297,22,2429.06,2429.06,1,1,0,0.9804855427711694,ok
austin_centre,way/328649869,1,1288.7264259954004,,0,,1,1288.73,1288.73,1,1,0,,ok
austin_centre,way/328649870,1,735.046540689335,,0,,1,735.05,735.05,1,1,0,,ok
austin_centre,way/328649873,1,2425.0671792942526,4.0,0,9700.26871717701,20,9700.24,9700.24,1,1,0,0.9999970395483005,ok
austin_centre,way/328649882,1,484.2591437099299,,0,,1,484.14,484.14,1,1,0,,ok
austin_centre,way/328649889,1,661.6840644860317,,0,,1,661.74,661.74,1,1,0,,ok
