cell,osm_id,archetype_id,zoning_strategy,footprint_area_m2,levels,floor_area_m2,derived_area_m2,ratio
austin_centre,way/99256729,OpenUBEMUnknown,single_zone,2919.5367639431565,1.0,2919.54,2919.5367639431565,1.0000011084144866
austin_centre,way/99256740,QuickServiceRestaurant,one_zone_per_floor,272.1024160248662,3.0,816.3000000000001,816.3072480745986,0.9999911208988825
austin_centre,way/99256744,MediumOffice,perimeter_core,1494.5911158026486,3.0,4483.77,4483.773347407946,0.9999992534395282
austin_centre,way/99256745,SmallOffice,perimeter_core,667.7999493241541,3.0,2003.4,2003.3998479724623,1.0000000758847705
austin_centre,way/99259744,SmallOffice,single_zone,286.09194885500347,1.0,286.09,286.09194885500347,0.9999931880117169
austin_centre,way/99259755,SmallOffice,perimeter_core,1637.3120046114043,2.0,3274.62,3274.6240092228086,0.9999987756692684
austin_centre,way/99259757,LargeOffice,single_zone,3308.768561377035,1.0,3308.77,3308.768561377035,1.0000004347910525
austin_centre,way/99259768,MediumOffice,single_zone,1212.9897539835315,1.0,1212.99,1212.9897539835315,1.0000002028182577
austin_centre,way/99725026,LargeOffice,perimeter_core,2734.701437289976,7.0,19142.9,19142.910061029834,0.9999994744252676
austin_centre,way/99725028,SmallOffice,single_zone,229.5832912945793,1.0,229.58,229.5832912945793,0.9999856640500241
austin_centre,way/99725029,MediumOffice,single_zone,1370.0390733292204,1.0,1370.04,1370.0390733292204,1.000000676382738
austin_centre,way/99725033,OpenUBEMUnknown,one_zone_per_floor,2921.7417850308248,7.0,20452.18,20452.19249521577,0.9999993890525051
austin_centre,way/99725034,SmallOffice,perimeter_core,752.1656175727563,2.0,1504.3200000000002,1504.3312351455127,0.999992531468303
austin_centre,way/99725035,LargeOffice,perimeter_core,2090.447760167925,5.0,10452.2,10452.238800839625,0.9999962877962929
austin_centre,way/99725036,LargeOffice,single_zone,2173.024063042948,1.0,2173.02,2173.024063042948,0.9999981302356393
austin_centre,way/99868603,RetailStandalone,perimeter_core,1105.4595273758027,4.0,4421.839999999999,4421.838109503211,1.0000004275364094
austin_centre,way/99868604,RetailStandalone,single_zone,143.96931763162,1.0,143.97,143.96931763162,1.0000047396791987
austin_centre,way/99868608,MediumOffice,single_zone,835.6346959670489,1.0,835.63,835.6346959670489,0.9999943803589397
austin_centre,way/99868609,SmallOffice,one_zone_per_floor,308.7563820339012,3.0,926.28,926.2691461017037,1.000011717866607
austin_centre,way/99868613,LargeOffice,single_zone,2097.833820197908,1.0,2097.83,2097.833820197908,0.9999981789797306
austin_centre,way/99868622,SmallOffice,perimeter_core,558.2712430181764,3.0,1674.8100000000004,1674.8137290545292,0.999997773451182
austin_centre,way/99868625,MediumOffice,perimeter_core,2935.456097589214,2.0,5870.98,5870.912195178428,1.0000115492821757
austin_centre,way/99868637,SmallOffice,single_zone,190.448939964346,1.0,190.45,190.448939964346,1.000005565983482
austin_centre,way/99868645,TallBuilding,one_zone_per_floor,2864.0041764459497,23.0,65872.0,65872.09605825684,0.9999985417458592
austin_centre,way/99868651,SmallOffice,single_zone,304.47273205145507,1.0,304.47,304.47273205145507,0.9999910269420955
austin_centre,way/99868670,LargeOffice,perimeter_core,2838.5921483281445,13.0,36901.67,36901.69792826588,0.999999243171251
austin_centre,way/112834453,Courthouse,perimeter_core,1768.3685864990402,3.0,5305.08,5305.105759497121,0.9999951443951755
austin_centre,way/112834456,LargeOffice,single_zone,1914.6328751377296,1.0,1914.63,1914.6328751377296,0.9999984983347112
austin_centre,way/112834472,MediumOffice,perimeter_core,1008.5803165119844,5.0,5042.949999999999,5042.901582559922,1.0000096011074744
austin_centre,way/112834493,TallBuilding,one_zone_per_floor,4364.463827404995,20.0,87289.20000000003,87289.2765480999,0.9999991230526487
austin_centre,way/112834500,MediumOffice,perimeter_core,3064.213591533095,3.0,9192.66,9192.640774599286,1.000002091390405
austin_centre,way/112834509,MediumOffice,single_zone,596.9209726260227,1.0,596.92,596.9209726260227,0.9999983705949911
austin_centre,way/112836380,RetailStandalone,single_zone,1715.898942806919,1.0,1715.9,1715.898942806919,1.0000006161161679
austin_centre,way/112836382,Courthouse,single_zone,2261.3358637533934,1.0,2261.34,2261.3358637533934,1.000001829116441
austin_centre,way/112836384,RetailStandalone,single_zone,1470.5266984527093,1.0,1470.53,1470.5266984527093,1.000002245146106
austin_centre,way/112836385,LargeOffice,single_zone,2500.7631011613284,1.0,2500.76,2500.7631011613284,0.9999987599139931
austin_centre,way/112836386,MediumOffice,single_zone,755.7764964691794,1.0,755.78,755.7764964691794,1.000004635670515
austin_centre,way/134807224,TallBuilding,one_zone_per_floor,2018.7390701089469,21.0,42393.54,42393.520472287884,1.000000460629641
austin_centre,way/134807225,LargeOffice,perimeter_core,3044.9319571607607,10.0,30449.399999999987,30449.319571607608,1.0000026413855387
austin_centre,way/134807226,LargeOffice,perimeter_core,2934.267048665812,9.0,26408.430000000008,26408.40343799231,1.0000010058164917
austin_centre,way/134807227,HighriseApartment,one_zone_per_floor,3916.8630177935806,45.0,176258.69999999984,176258.83580071112,0.9999992295381354
austin_centre,way/134807228,LargeOffice,single_zone,6512.831492344527,1.0,6512.83,6512.831492344527,0.9999997708608723
austin_centre,way/134807229,FullServiceRestaurant,single_zone,708.7676753465405,1.0,708.77,708.7676753465405,1.000003279852539
austin_centre,way/134807252,LargeOffice,perimeter_core,1010.246766084946,10.0,10102.4,10102.46766084946,0.9999933025423361
austin_centre,way/134807256,OpenUBEMUnknown,one_zone_per_floor,2866.5356985161307,8.0,22932.320000000003,22932.285588129045,1.0000015005861855
austin_centre,way/134807260,OpenUBEMUnknown,one_zone_per_floor,2006.742933665073,8.0,16053.92,16053.943469320584,0.9999985380962236
austin_centre,way/134807269,LargeOffice,perimeter_core,1039.5060712140466,9.0,9355.590000000002,9355.55464092642,1.0000037794737926
austin_centre,way/135049613,MediumOffice,single_zone,1286.1434657715863,1.0,1286.14,1286.1434657715863,0.9999973052993866
austin_centre,way/135049616,MediumOffice,single_zone,1454.9910576436962,1.0,1454.99,1454.9910576436962,0.9999992730926485
austin_centre,way/135049618,MediumOffice,single_zone,560.7976470528893,1.0,560.8,560.7976470528893,1.0000041957150196
austin_centre,way/135049619,MediumOffice,single_zone,633.8298067694947,1.0,633.83,633.8298067694947,1.0000003048618151
austin_centre,way/135049620,MediumOffice,single_zone,1121.0429780729494,1.0,1121.04,1121.0429780729494,0.9999973434801273
austin_centre,way/135049621,LargeOffice,single_zone,2102.8244426536867,1.0,2102.82,2102.8244426536867,0.9999978872921598
austin_centre,way/135049622,MediumOffice,single_zone,468.92351865633344,1.0,468.92,468.92351865633344,0.9999924963108195
austin_centre,way/135049626,MediumOffice,single_zone,955.7974356786976,1.0,955.8,955.7974356786976,1.0000026829129338
austin_centre,way/183289651,LargeOffice,perimeter_core,6340.12168388441,15.0,95102.10000000003,95101.82525826615,1.0000028889217756
austin_centre,way/183289652,LargeOffice,perimeter_core,1847.950558109204,7.0,12935.72,12935.653906764428,1.000005109384964
austin_centre,way/204413180,Courthouse,perimeter_core,4063.6790163809146,4.0,16254.720000000008,16254.716065523658,1.0000002420513736
austin_centre,way/204413181,HighriseApartment,one_zone_per_floor,2568.3116208201977,56.0,143825.35999999993,143825.45076593108,0.9999993689160669
austin_centre,way/206163832,TallBuilding,one_zone_per_floor,4978.947946398328,32.0,159326.40000000002,159326.3342847465,1.0000004124569477
austin_centre,way/206163833,Courthouse,single_zone,825.250720694962,1.0,825.25,825.250720694962,0.9999991266957496
austin_centre,way/206165495,TallBuilding,one_zone_per_floor,2992.5756402417123,22.0,65836.76000000002,65836.66408531767,1.000001456858176
austin_centre,way/224057337,MediumOffice,single_zone,1817.4991634644848,1.0,1817.5,1817.4991634644848,1.0000004602673453
austin_centre,way/231123149,LargeHotel,perimeter_core,8180.080493456911,5.0,40900.350000000006,40900.402467284555,0.9999987171939301
austin_centre,way/231123152,TallBuilding,one_zone_per_floor,2400.8366124949725,29.0,69624.35999999996,69624.2617623542,1.00000141096858
austin_centre,way/231123153,MediumOffice,single_zone,560.3485251643438,1.0,560.35,560.3485251643438,1.000002631997034
austin_centre,way/231123155,QuickServiceRestaurant,single_zone,435.9720692306919,1.0,435.97,435.9720692306919,0.999995253753995
austin_centre,way/231123157,RetailStandalone,single_zone,539.071569058294,1.0,539.07,539.071569058294,0.9999970893321332
austin_centre,way/231123159,SmallOffice,single_zone,360.5425849950309,1.0,360.54,360.5425849950309,0.9999928302643336
austin_centre,way/231123161,SmallOffice,single_zone,232.4769374444814,1.0,232.48,232.4769374444814,1.0000131735885385
austin_centre,way/231125471,MediumOffice,single_zone,1527.746108973748,1.0,1527.75,1527.746108973748,1.0000025469063407
austin_centre,way/231125474,LargeOffice,perimeter_core,3984.7782672953977,12.0,47817.23999999998,47817.33920754477,0.9999979252809456
austin_centre,way/231125475,Courthouse,single_zone,3943.784404604613,1.0,3943.78,3943.784404604613,0.9999988831527891
austin_centre,way/231125476,Courthouse,perimeter_core,1033.781777182806,4.0,4135.12,4135.127108731224,0.9999982808917265
austin_centre,way/313180848,Courthouse,perimeter_core,1610.2141577136845,8.0,12881.679999999998,12881.713261709476,0.999997417912602
austin_centre,way/313180849,Courthouse,perimeter_core,2477.5917902851,13.0,32208.800000000017,32208.693273706303,1.0000033135865776
austin_centre,way/313917989,LargeOffice,perimeter_core,2499.684888757635,4.0,9998.759999999998,9998.73955503054,1.000002044754676
austin_centre,way/328520419,SmallOffice,single_zone,198.0039747151285,1.0,198.0,198.0039747151285,0.9999799260841394
austin_centre,way/328520420,SmallOffice,single_zone,195.28110932794533,1.0,195.28,195.28110932794533,0.9999943193279209
austin_centre,way/328520421,SmallOffice,single_zone,198.64932778852383,1.0,198.65,198.64932778852383,1.0000033839101479
austin_centre,way/328520422,SmallOffice,single_zone,189.18177846704623,1.0,189.18,189.18177846704623,0.9999905991630873
austin_centre,way/328520424,SmallOffice,single_zone,172.8751768788705,1.0,172.88,172.8751768788705,1.0000278994429193
austin_centre,way/328520425,SmallOffice,single_zone,170.58873684511974,1.0,170.59,170.58873684511974,1.0000074046792515
austin_centre,way/328520426,SmallOffice,single_zone,318.518787563689,1.0,318.52,318.518787563689,1.0000038064828773
austin_centre,way/328520427,SmallOffice,single_zone,307.0346646488923,1.0,307.03,307.0346646488923,0.9999848074193913
austin_centre,way/328520428,QuickServiceRestaurant,single_zone,176.52593031600213,1.0,176.53,176.52593031600213,1.000023054312704
austin_centre,way/328526438,MediumOffice,perimeter_core,1966.2380331636543,2.0,3932.480000000001,3932.4760663273087,1.0000010003042932
austin_centre,way/328526439,SmallOffice,single_zone,327.4856047995589,1.0,327.49,327.4856047995589,1.0000134210492817
austin_centre,way/328526440,TallBuilding,one_zone_per_floor,660.3644520482113,31.0,20471.160000000007,20471.29801349455,0.9999932581952325
austin_centre,way/328526441,MediumOffice,single_zone,557.2074101987062,1.0,557.21,557.2074101987062,1.0000046478227793
austin_centre,way/328526442,MediumOffice,single_zone,508.1618577396208,1.0,508.16,508.1618577396208,0.9999963441970458
austin_centre,way/328526443,SmallOffice,single_zone,429.95555986709815,1.0,429.96,429.95555986709815,1.0000103269577516
austin_centre,way/328526444,SmallOffice,single_zone,400.7509864234329,1.0,400.75,400.7509864234329,0.9999975385626828
austin_centre,way/328526445,MediumOffice,single_zone,566.5718156279285,1.0,566.57,566.5718156279285,0.9999967954143176
austin_centre,way/328526446,SmallOffice,single_zone,344.7496411294394,1.0,344.75,344.7496411294394,1.0000010409599251
austin_centre,way/328526447,SmallOffice,single_zone,232.0329865436682,1.0,232.03,232.0329865436682,0.9999871287970186
austin_centre,way/328526448,SmallOffice,single_zone,238.0519723929854,1.0,238.05,238.0519723929854,0.9999917144438437
austin_centre,way/328526449,MediumOffice,single_zone,585.0145980456996,1.0,585.01,585.0145980456996,0.9999921402889519
austin_centre,way/328526450,MediumOffice,single_zone,694.9137967595391,1.0,694.91,694.9137967595391,0.9999945363589602
austin_centre,way/328526451,SmallOffice,single_zone,332.67400517581086,1.0,332.67,332.67400517581086,0.9999879606589378
austin_centre,way/328526452,SmallOffice,single_zone,373.167443275782,1.0,373.17,373.167443275782,1.0000068514128553
austin_centre,way/328526453,MediumOffice,single_zone,1361.863768385013,1.0,1361.86,1361.863768385013,0.999997232920722
austin_centre,way/328526454,MediumOffice,perimeter_core,1103.4780426151503,5.0,5517.400000000001,5517.3902130757515,1.000001773832169
austin_centre,way/328526455,MediumOffice,single_zone,650.7410357959271,1.0,650.74,650.7410357959271,0.9999984082824501
austin_centre,way/328529688,SmallOffice,single_zone,247.75357542383,1.0,247.75,247.75357542383,0.9999855686287317
austin_centre,way/328529689,QuickServiceRestaurant,single_zone,272.94827184547245,1.0,272.95,272.94827184547245,1.0000063314360477
austin_centre,way/328529690,MediumOffice,single_zone,509.9613111142658,1.0,509.96,509.9613111142658,0.999997428992676
austin_centre,way/328529693,SmallOffice,single_zone,269.23488717468206,1.0,269.23,269.23488717468206,0.9999818479145355
austin_centre,way/328529696,SmallOffice,single_zone,200.72986631452287,1.0,200.73,200.72986631452287,1.000000665996942
austin_centre,way/328529698,SmallOffice,single_zone,265.9877145186347,1.0,265.99,265.9877145186347,1.0000085924320583
austin_centre,way/328529699,SmallOffice,single_zone,100.67674574498844,1.0,100.68,100.67674574498844,1.0000323238001734
austin_centre,way/328529700,SmallOffice,single_zone,157.84652635681005,1.0,157.85,157.84652635681005,1.000022006459503
austin_centre,way/328529701,SmallOffice,single_zone,163.41384739127872,1.0,163.41,163.41384739127872,0.999976456148973
austin_centre,way/328529702,MediumOffice,single_zone,562.2635924141999,1.0,562.26,562.2635924141999,0.9999936108006131
austin_centre,way/328529704,SmallOffice,single_zone,113.41048811447942,1.0,113.41,113.41048811447942,0.9999956960375752
austin_centre,way/328529706,SmallOffice,single_zone,140.904846321759,1.0,140.9,140.904846321759,0.9999656057127522
austin_centre,way/328529708,MediumOffice,single_zone,529.4378853091267,1.0,529.44,529.4378853091267,1.0000039942190235
austin_centre,way/328529709,SmallOffice,single_zone,267.4690471817512,1.0,267.47,267.4690471817512,1.0000035623495835
austin_centre,way/328529710,SmallOffice,single_zone,123.04620591652268,1.0,123.05,123.04620591652268,1.000030834623864
austin_centre,way/328529714,SmallOffice,single_zone,122.2746514594118,1.0,122.27,122.2746514594118,0.9999619589231595
austin_centre,way/328535175,SmallOffice,single_zone,338.2684872269336,1.0,338.27,338.2684872269336,1.0000044721075818
austin_centre,way/328535176,SmallOffice,single_zone,182.0868478074781,1.0,182.09,182.0868478074781,1.0000173114783404
austin_centre,way/328535177,SmallOffice,single_zone,257.43519763187066,1.0,257.44,257.43519763187066,1.0000186546679457
austin_centre,way/328535178,SmallOffice,single_zone,243.40918479504617,1.0,243.41,243.40918479504617,1.0000033491133644
austin_centre,way/328535179,SmallOffice,single_zone,192.12629151978817,1.0,192.13,192.12629151978817,1.0000193023046586
austin_centre,way/328535180,SmallOffice,single_zone,126.62681106998144,1.0,126.63,126.62681106998144,1.0000251836873377
austin_centre,way/328535181,SmallOffice,single_zone,148.85485870085955,1.0,148.85,148.85485870085955,0.9999673594741753
austin_centre,way/328535182,SmallOffice,single_zone,448.5314928567528,1.0,448.53,448.5314928567528,0.9999966716790759
austin_centre,way/328535183,SmallOffice,one_zone_per_floor,221.77660233830943,2.0,443.56,443.55320467661886,1.0000153201990416
austin_centre,way/328605829,MediumOffice,single_zone,701.0613286341368,1.0,701.06,701.0613286341368,0.9999981048246672
austin_centre,way/328605831,SmallOffice,single_zone,164.27876046067763,1.0,164.28,164.27876046067763,1.0000075453413386
austin_centre,way/328605839,SmallOffice,one_zone_per_floor,69.77032100732147,2.0,139.54,139.54064201464294,0.9999953990849284
austin_centre,way/328605855,SmallOffice,single_zone,154.3524911237829,1.0,154.35,154.3524911237829,0.9999838608125806
austin_centre,way/328605869,SmallOffice,one_zone_per_floor,234.07031072277323,2.0,468.14,468.14062144554646,0.9999986725237717
austin_centre,way/328607254,SmallOffice,single_zone,179.03921427096077,1.0,179.04,179.03921427096077,1.0000043885862795
austin_centre,way/328607257,SmallOffice,single_zone,100.91612365337926,1.0,100.92,100.91612365337926,1.0000384115687406
austin_centre,way/328607258,SmallOffice,one_zone_per_floor,232.42812056034683,2.0,464.86,464.85624112069365,1.0000080861113045
austin_centre,way/328607260,SmallOffice,single_zone,369.3412924996553,1.0,369.34,369.3412924996553,0.9999965005276107
austin_centre,way/328607262,SmallOffice,single_zone,173.1884251782705,1.0,173.19,173.1884251782705,1.0000090931118975
austin_centre,way/328607264,QuickServiceRestaurant,single_zone,355.0949623827629,1.0,355.09,355.0949623827629,0.9999860251952615
austin_centre,way/328607265,SmallOffice,one_zone_per_floor,243.2468520601796,2.0,486.5,486.4937041203592,1.0000129413383718
austin_centre,way/328607266,SmallOffice,single_zone,430.45070342615816,1.0,430.45,430.45070342615816,0.9999983658380563
austin_centre,way/328607268,SmallOffice,one_zone_per_floor,264.57066254239413,2.0,529.14,529.1413250847883,0.9999974957828364
austin_centre,way/328607272,SmallOffice,single_zone,86.56707048203907,1.0,86.57,86.56707048203907,1.0000338410199698
austin_centre,way/328607273,QuickServiceRestaurant,one_zone_per_floor,315.1309527941296,2.0,630.26,630.2619055882592,0.9999969765136647
austin_centre,way/328607274,SmallOffice,single_zone,245.46617471972544,1.0,245.47,245.46617471972544,1.0000155837368587
austin_centre,way/328607275,SmallOffice,one_zone_per_floor,344.4764575543202,2.0,688.96,688.9529151086404,1.000010283563948
austin_centre,way/328607277,SmallOffice,one_zone_per_floor,261.9818340836001,2.0,523.96,523.9636681672002,0.999992999195511
austin_centre,way/328607278,SmallOffice,one_zone_per_floor,160.3432361560341,2.0,320.68,320.6864723120682,0.9999798173211938
austin_centre,way/328607279,SmallOffice,single_zone,52.68030130768876,1.0,52.68,52.68030130768876,0.9999942804486444
austin_centre,way/328607282,SmallOffice,one_zone_per_floor,390.35230713674935,2.0,780.7,780.7046142734987,0.9999940896039112
austin_centre,way/328607283,SmallOffice,one_zone_per_floor,336.5017882763541,2.0,673.0,673.0035765527082,0.9999946856854365
austin_centre,way/328622249,SmallOffice,single_zone,206.44011791025628,1.0,206.44,206.44011791025628,0.9999994288403946
austin_centre,way/328622250,SmallOffice,single_zone,248.75063347266848,1.0,248.75,248.75063347266848,0.9999974533826924
austin_centre,way/328622251,SmallOffice,one_zone_per_floor,395.1900230331522,2.0,790.38,790.3800460663044,0.9999999417162608
austin_centre,way/328622252,SmallOffice,single_zone,270.9448734206568,1.0,270.94,270.9448734206568,0.9999820132390945
austin_centre,way/328622253,SmallOffice,single_zone,284.07040974895403,1.0,284.07,284.07040974895403,0.9999985575796001
austin_centre,way/328622254,SmallOffice,single_zone,259.38145101680607,1.0,259.38,259.38145101680607,0.9999944058574721
austin_centre,way/328622255,SmallOffice,single_zone,272.6673138611821,1.0,272.67,272.6673138611821,1.000009851341475
austin_centre,way/328622256,SmallOffice,single_zone,57.42147863128365,1.0,57.42,57.42147863128365,0.9999742495087397
austin_centre,way/328622257,SmallOffice,single_zone,179.8655532791993,1.0,179.87,179.8655532791993,1.0000247224703098
austin_centre,way/328622258,SmallOffice,single_zone,197.699172236547,1.0,197.7,197.699172236547,1.0000041869849206
austin_centre,way/328622259,SmallOffice,single_zone,303.0947714730446,1.0,303.09,303.0947714730446,0.9999842574881069
austin_centre,way/328622260,SmallOffice,single_zone,288.3801359620819,1.0,288.38,288.3801359620819,0.9999995285317366
austin_centre,way/328622261,SmallOffice,single_zone,264.04731797601244,1.0,264.05,264.04731797601244,1.000010157361219
austin_centre,way/328622262,MediumOffice,single_zone,693.8596497973155,1.0,693.86,693.8596497973155,1.00000050471689
austin_centre,way/328622263,SmallOffice,single_zone,79.99969313037379,1.0,80.0,79.99969313037379,1.0000038358850416
austin_centre,way/328622264,SmallOffice,single_zone,233.3576722442845,1.0,233.36,233.3576722442845,1.0000099750554294
austin_centre,way/328622265,SmallOffice,single_zone,275.0958557749166,1.0,275.1,275.0958557749166,1.0000150646583599
austin_centre,way/328622267,SmallOffice,single_zone,273.95800049244883,1.0,273.96,273.95800049244883,1.0000072985915636
austin_centre,way/328622268,MediumOffice,single_zone,524.9881640733684,1.0,524.99,524.9881640733684,1.0000034970819482
austin_centre,way/328622269,SmallOffice,single_zone,289.7727262034672,1.0,289.77,289.7727262034672,0.999990591925255
austin_centre,way/328622270,SmallOffice,single_zone,121.10164113065773,1.0,121.1,121.10164113065773,0.9999864483202506
austin_centre,way/328622271,SmallOffice,single_zone,156.2425202903505,1.0,156.24,156.2425202903505,0.9999838693695812
austin_centre,way/328622272,MediumOffice,single_zone,552.1465239188233,1.0,552.15,552.1465239188233,1.0000062955773985
austin_centre,way/328631273,RetailStandalone,single_zone,572.5661734183736,1.0,572.57,572.5661734183736,1.0000066832128827
austin_centre,way/328631274,SmallOffice,single_zone,295.9404306639681,1.0,295.94,295.9404306639681,0.9999985447612983
austin_centre,way/328631275,MediumOffice,single_zone,678.4634926387689,1.0,678.46,678.4634926387689,0.9999948521345559
austin_centre,way/328631276,FullServiceRestaurant,single_zone,279.96833803624776,1.0,279.97,279.96833803624776,1.000005936256092
austin_centre,way/328631277,MediumOffice,single_zone,683.0495764564396,1.0,683.05,683.0495764564396,1.000000620077334
austin_centre,way/328631279,HighriseApartment,one_zone_per_floor,2423.055536465888,47.0,113883.81999999992,113883.61021389674,1.0000018421097012
austin_centre,way/328631281,MediumOffice,single_zone,531.5013524433201,1.0,531.5,531.5013524433201,0.999997455428262
austin_centre,way/328631283,QuickServiceRestaurant,single_zone,176.33366833015404,1.0,176.33,176.33366833015404,0.9999791966549056
austin_centre,way/328631284,MediumOffice,single_zone,738.5890946956661,1.0,738.59,738.5890946956661,1.0000012257212305
austin_centre,way/328631287,SmallOffice,single_zone,358.10080795082735,1.0,358.1,358.10080795082735,0.999997743789432
austin_centre,way/328631289,QuickServiceRestaurant,single_zone,372.3645105380647,1.0,372.36,372.3645105380647,0.9999878867670333
austin_centre,way/328631290,SmallOffice,single_zone,352.0854959282791,1.0,352.09,352.0854959282791,1.0000127925511644
austin_centre,way/328631294,SmallOffice,single_zone,116.19815800365656,1.0,116.2,116.19815800365656,1.0000158521991664
austin_centre,way/328631295,QuickServiceRestaurant,single_zone,235.0612998820789,1.0,235.06,235.0612998820789,0.9999944700293942
austin_centre,way/328631296,QuickServiceRestaurant,single_zone,558.375534313908,1.0,558.38,558.375534313908,1.0000079976392544
austin_centre,way/328634432,TallBuilding,one_zone_per_floor,3775.8116775423914,22.0,83067.81999999998,83067.85690593261,0.9999995557134371
austin_centre,way/328634434,MediumOffice,single_zone,852.8743973871274,1.0,852.87,852.8743973871274,0.9999948440390041
austin_centre,way/328634437,QuickServiceRestaurant,single_zone,158.37189670512117,1.0,158.37,158.37189670512117,0.9999880237266798
austin_centre,way/328634439,SmallOffice,single_zone,177.38060706033505,1.0,177.38,177.38060706033505,0.9999965776397707
austin_centre,way/328634441,SmallOffice,perimeter_core,642.6280243156559,2.0,1285.26,1285.2560486313118,1.0000030743824877
austin_centre,way/328634445,SmallOffice,single_zone,316.22483488138084,1.0,316.22,316.22483488138084,0.9999847106209017
austin_centre,way/328634447,SmallOffice,single_zone,366.2549570203645,1.0,366.25,366.2549570203645,0.9999864656565884
austin_centre,way/328634449,HighriseApartment,one_zone_per_floor,1057.054660900118,12.0,12684.599999999997,12684.655930801417,0.9999955906725634
austin_centre,way/328634450,SmallOffice,one_zone_per_floor,406.8396419694667,2.0,813.68,813.6792839389334,1.0000008800286313
austin_centre,way/328634454,MediumOffice,single_zone,754.2602002835463,1.0,754.26,754.2602002835463,0.9999997344635894
austin_centre,way/328634456,MediumOffice,single_zone,676.9925760050479,1.0,676.99,676.9925760050479,0.9999961949286607
austin_centre,way/328634458,QuickServiceRestaurant,one_zone_per_floor,276.7989588934762,2.0,553.6,553.5979177869524,1.0000037612371375
austin_centre,way/328634462,SmallOffice,perimeter_core,689.5296365950701,3.0,2068.59,2068.5889097852105,1.0000005270330825
austin_centre,way/328634464,SmallOffice,single_zone,247.79779786296112,1.0,247.8,247.79779786296112,1.0000088868305443
austin_centre,way/328634466,MediumOffice,single_zone,780.0415898557442,1.0,780.04,780.0415898557442,0.9999979618320807
austin_centre,way/328644611,Courthouse,single_zone,1212.6446381521796,1.0,1212.64,1212.6446381521796,0.9999961751761122
austin_centre,way/328644612,Courthouse,perimeter_core,2960.618101341005,3.0,8881.86,8881.854304023014,1.0000006413049338
austin_centre,way/328644613,Courthouse,perimeter_core,2586.2574323113577,10.0,25862.60000000001,25862.57432311358,1.0000009928202085
austin_centre,way/328644614,Courthouse,single_zone,2534.6728423571917,1.0,2534.67,2534.6728423571917,0.999998878609837
austin_centre,way/328644615,TallBuilding,one_zone_per_floor,2702.686791891442,20.0,54053.80000000001,54053.73583782885,1.0000011870071543
austin_centre,way/328644616,MediumOffice,single_zone,1067.9718281715998,1.0,1067.97,1067.9718281715998,0.9999982881836846
austin_centre,way/328644617,MediumOffice,single_zone,651.6753134629407,1.0,651.68,651.6753134629407,1.0000071915215483
austin_centre,way/328644618,SmallOffice,single_zone,407.4198109176881,1.0,407.42,407.4198109176881,1.000000464097
austin_centre,way/328644620,MediumOffice,single_zone,607.3413119550921,1.0,607.34,607.3413119550921,0.9999978398388744
