cell,stem,status,n_zone_volume_stubs,n_negative_volume,min_calculated_volume,temp_out_of_bounds,failed,has_stub,has_negative
la_rural,way_472961292,success,1,1,-64.04,False,False,True,True
la_rural,way_472961293,success,1,1,-63.3,False,False,True,True
la_rural,way_472961294,success,1,1,-64.83,False,False,True,True
la_rural,way_472961295,success,1,1,-62.32,False,False,True,True
la_rural,way_472961296,success,2,2,-104.15,False,False,True,True
la_rural,way_472961297,success,2,2,-109.94,False,False,True,True
la_urban,relation_6243355,success,5,5,-3048.74,False,False,True,True
la_urban,relation_6353541,success,7,7,-5286.82,False,False,True,True
la_urban,relation_6356829,success,1,1,-11106.13,False,False,True,True
la_urban,relation_6356830,success,14,14,-2499.43,False,False,True,True
la_urban,relation_6356862,success,3,3,-1155.17,False,False,True,True
la_urban,relation_6356884,success,8,8,-5189.08,False,False,True,True
la_urban,relation_6356886,success,13,13,-6734.61,False,False,True,True
la_urban,relation_6356887,success,3,3,-410.29,False,False,True,True
la_urban,relation_6374725,success,3,3,-1268.06,False,False,True,True
la_urban,relation_6378549,success,5,5,-1864.23,False,False,True,True
la_urban,relation_6378550,success,4,4,-1853.24,False,False,True,True
la_urban,relation_6378551,success,3,3,-1828.08,False,False,True,True
la_urban,relation_6378552,success,4,4,-2077.47,False,False,True,True
la_urban,relation_6378553,success,4,4,-954.78,False,False,True,True
la_urban,relation_6378554,success,3,3,-1103.97,False,False,True,True
la_urban,relation_6378555,success,3,3,-1813.43,False,False,True,True
la_urban,relation_6378556,success,3,3,-1884.32,False,False,True,True
la_urban,relation_6378557,success,3,3,-1846.74,False,False,True,True
la_urban,relation_6378558,success,7,7,-1871.51,False,False,True,True
la_urban,relation_6378559,success,5,5,-2735.79,False,False,True,True
la_urban,relation_6378579,success,4,4,-947.99,False,False,True,True
la_urban,relation_6378584,success,4,4,-1830.85,False,False,True,True
la_urban,relation_6378585,success,5,5,-3740.42,False,False,True,True
la_urban,relation_6387017,success,4,4,-2004.65,False,False,True,True
la_urban,relation_6387018,success,5,5,-2073.71,False,False,True,True
la_urban,relation_6387019,success,5,5,-902.03,False,False,True,True
la_urban,relation_6387020,success,6,6,-1629.82,False,False,True,True
la_urban,relation_6387359,success,6,6,-1756.84,False,False,True,True
la_urban,relation_6387360,success,1,1,-1293.5,False,False,True,True
la_urban,relation_6387362,success,3,3,-1030.41,False,False,True,True
la_urban,relation_6388321,success,2,2,-1039.3,False,False,True,True
la_urban,relation_6388322,success,5,5,-1018.43,False,False,True,True
la_urban,relation_6388323,success,3,3,-1051.78,False,False,True,True
la_urban,relation_6388324,success,4,4,-2744.96,False,False,True,True
la_urban,relation_6388325,success,6,6,-947.27,False,False,True,True
la_urban,relation_6388401,success,6,6,-1091.77,False,False,True,True
la_urban,relation_6388402,success,5,5,-1189.79,False,False,True,True
la_urban,relation_6388403,success,5,5,-1050.63,False,False,True,True
la_urban,relation_6388404,success,3,3,-934.71,False,False,True,True
la_urban,relation_6388405,success,5,5,-1013.02,False,False,True,True
la_urban,relation_6388422,success,3,3,-1139.01,False,False,True,True
la_urban,relation_6388423,success,5,5,-1267.19,False,False,True,True
la_urban,relation_6388424,success,6,6,-1047.3,False,False,True,True
la_urban,relation_6388425,success,5,5,-2320.07,False,False,True,True
la_urban,relation_6412968,success,1,1,-6245.87,False,False,True,True
la_urban,way_1176846930,success,1,1,-1896.55,False,False,True,True
la_urban,way_1253804860,success,1,1,-675.96,False,False,True,True
la_urban,way_1253804863,success,1,1,-1413.54,False,False,True,True
la_urban,way_1253804865,success,1,1,-3215.23,False,False,True,True
la_urban,way_1253804866,success,1,1,-440.33,False,False,True,True
la_urban,way_1253804867,success,1,1,-423.44,False,False,True,True
la_urban,way_1253806579,success,7,7,-9423.16,False,False,True,True
la_urban,way_1253806580,success,6,6,-3417.68,False,False,True,True
la_urban,way_1253806981,success,1,1,-1273.51,False,False,True,True
la_urban,way_1253806982,success,1,1,-1061.01,False,False,True,True
la_urban,way_1253806983,success,1,1,-131.33,False,False,True,True
la_urban,way_1253806986,success,1,1,-1976.48,False,False,True,True
la_urban,way_1395739331,success,22,22,-8324.48,False,False,True,True
la_urban,way_1416423922,success,7,7,-3598.7,False,False,True,True
la_urban,way_1416444072,success,1,1,-2384.45,False,False,True,True
la_urban,way_1416573423,success,7,7,-2518.12,False,False,True,True
la_urban,way_244066774,success,3,3,-943.31,False,False,True,True
la_urban,way_376146181,success,2,2,-556.6,False,False,True,True
la_urban,way_376149028,success,44,44,-445.35,False,False,True,True
la_urban,way_376149029,success,2,2,-481.42,False,False,True,True
la_urban,way_376149058,success,3,3,-5195.58,False,False,True,True
la_urban,way_379694092,success,1,1,-257.68,False,False,True,True
la_urban,way_388772955,success,4,4,-4321.15,False,False,True,True
la_urban,way_388772956,success,12,12,-5816.23,False,False,True,True
la_urban,way_401903955,success,108,108,-336.33,False,False,True,True
la_urban,way_401903957,success,6,6,-2979.52,False,False,True,True
la_urban,way_401904727,success,9,9,-2378.93,False,False,True,True
la_urban,way_401904729,success,16,16,-349.42,False,False,True,True
la_urban,way_401904731,success,3,3,-779.47,False,False,True,True
la_urban,way_401904732,success,5,5,-2739.92,False,False,True,True
la_urban,way_401904735,success,3,3,-2158.86,False,False,True,True
la_urban,way_401906095,success,2,2,-365.57,False,False,True,True
la_urban,way_401907375,success,16,16,-192.44,False,False,True,True
la_urban,way_401907376,success,12,12,-196.86,False,False,True,True
la_urban,way_401907377,success,3,3,-1037.56,False,False,True,True
la_urban,way_401907378,success,12,12,-141.29,False,False,True,True
la_urban,way_401907379,success,3,3,-231.2,False,False,True,True
la_urban,way_401907380,success,3,3,-411.38,False,False,True,True
la_urban,way_401907381,success,27,27,-417.24,False,False,True,True
la_urban,way_401907382,success,5,5,-723.43,False,False,True,True
la_urban,way_401907383,success,35,35,-136.33,False,False,True,True
la_urban,way_401907384,success,6,6,-703.43,False,False,True,True
la_urban,way_401907387,success,6,6,-587.6,False,False,True,True
la_urban,way_401907388,success,2,2,-558.33,False,False,True,True
la_urban,way_401907389,success,4,4,-578.79,False,False,True,True
la_urban,way_401910456,success,5,5,-995.1,False,False,True,True
la_urban,way_401910457,success,2,2,-800.54,False,False,True,True
la_urban,way_401910458,success,3,3,-606.72,False,False,True,True
la_urban,way_401910460,success,11,11,-989.26,False,False,True,True
la_urban,way_401910461,success,6,6,-839.52,False,False,True,True
la_urban,way_401910463,success,2,2,-456.58,False,False,True,True
la_urban,way_401910464,success,2,2,-349.4,False,False,True,True
la_urban,way_401910465,success,2,2,-211.7,False,False,True,True
la_urban,way_401910884,success,7,7,-524.78,False,False,True,True
la_urban,way_401910885,success,6,6,-557.25,False,False,True,True
la_urban,way_401910886,success,3,3,-423.26,False,False,True,True
la_urban,way_401910888,success,10,10,-1110.03,False,False,True,True
la_urban,way_401910889,success,5,5,-2671.86,False,False,True,True
la_urban,way_401910891,success,3,3,-305.66,False,False,True,True
la_urban,way_401910892,success,13,13,-1592.26,False,False,True,True
la_urban,way_401911154,success,4,4,-866.41,False,False,True,True
la_urban,way_401911274,success,3,3,-223.68,False,False,True,True
la_urban,way_401911275,success,2,2,-83.87,False,False,True,True
la_urban,way_401911276,success,3,3,-176.56,False,False,True,True
la_urban,way_401911277,success,2,2,-117.07,False,False,True,True
la_urban,way_401911278,success,2,2,-345.17,False,False,True,True
la_urban,way_401911279,success,3,3,-189.19,False,False,True,True
la_urban,way_401911280,success,5,5,-1223.81,False,False,True,True
la_urban,way_401911281,success,4,4,-496.75,False,False,True,True
la_urban,way_402036175,success,1,1,-6124.22,False,False,True,True
la_urban,way_402036176,success,21,21,-3795.28,False,False,True,True
la_urban,way_402036177,success,5,5,-428.95,False,False,True,True
la_urban,way_402036179,success,17,17,-6168.72,False,False,True,True
la_urban,way_402036180,success,6,6,-9611.03,False,False,True,True
la_urban,way_402036181,success,1,1,-12049.7,False,False,True,True
la_urban,way_402036182,success,1,1,-4559.08,False,False,True,True
la_urban,way_402036183,success,5,5,-581.74,False,False,True,True
la_urban,way_402036184,success,4,4,-244.2,False,False,True,True
la_urban,way_402036185,success,9,9,-6437.03,False,False,True,True
la_urban,way_402036784,success,22,22,-1785.09,False,False,True,True
la_urban,way_402036789,success,29,29,-4074.41,False,False,True,True
la_urban,way_402215465,success,11,11,-2020.5,False,False,True,True
la_urban,way_402215466,success,4,4,-1300.35,False,False,True,True
la_urban,way_402215467,success,4,4,-624.07,False,False,True,True
la_urban,way_402215468,success,6,6,-635.16,False,False,True,True
la_urban,way_402215469,not_simulated,6,6,-1376.24,True,True,True,True
la_urban,way_402215470,success,4,4,-840.55,False,False,True,True
la_urban,way_402216570,success,4,4,-1165.83,False,False,True,True
la_urban,way_402216572,success,4,4,-1021.2,False,False,True,True
la_urban,way_402216573,success,2,2,-298.24,False,False,True,True
la_urban,way_402216574,success,3,3,-356.14,False,False,True,True
la_urban,way_402216575,success,2,2,-90.91,False,False,True,True
la_urban,way_402216579,success,6,6,-1107.09,False,False,True,True
la_urban,way_402217278,success,3,3,-594.64,False,False,True,True
la_urban,way_402217279,success,2,2,-443.06,False,False,True,True
la_urban,way_402217281,success,2,2,-274.18,False,False,True,True
la_urban,way_402217282,success,3,3,-216.76,False,False,True,True
la_urban,way_402217283,success,3,3,-145.74,False,False,True,True
la_urban,way_402217284,success,3,3,-450.62,False,False,True,True
la_urban,way_402220799,success,2,2,-561.86,False,False,True,True
la_urban,way_402220802,success,4,4,-358.98,False,False,True,True
la_urban,way_402220810,success,3,3,-356.58,False,False,True,True
la_urban,way_402220821,success,3,3,-819.78,False,False,True,True
la_urban,way_402220825,success,2,2,-86.26,False,False,True,True
la_urban,way_402220827,success,4,4,-328.23,False,False,True,True
la_urban,way_402220830,success,2,2,-91.83,False,False,True,True
la_urban,way_402220832,success,4,4,-360.42,False,False,True,True
la_urban,way_402222541,success,2,2,-44.06,False,False,True,True
la_urban,way_402222542,success,30,30,-154.64,False,False,True,True
la_urban,way_402222543,success,3,3,-390.91,False,False,True,True
la_urban,way_402222548,success,2,2,-306.58,False,False,True,True
la_urban,way_402222549,success,3,3,-383.36,False,False,True,True
la_urban,way_402222550,success,3,3,-607.01,False,False,True,True
la_urban,way_402222551,success,2,2,-106.32,False,False,True,True
la_urban,way_402222552,success,3,3,-318.14,False,False,True,True
la_urban,way_402222553,success,3,3,-362.93,False,False,True,True
la_urban,way_402222554,success,3,3,-378.82,False,False,True,True
la_urban,way_402222555,success,2,2,-97.39,False,False,True,True
la_urban,way_402222556,success,3,3,-451.44,False,False,True,True
la_urban,way_402222560,success,1,1,-104.95,False,False,True,True
la_urban,way_402222662,success,3,3,-603.73,False,False,True,True
la_urban,way_402231355,success,2,2,-159.26,False,False,True,True
la_urban,way_402231358,success,4,4,-974.45,False,False,True,True
la_urban,way_402231369,success,6,6,-564.44,False,False,True,True
la_urban,way_402231370,success,4,4,-446.13,False,False,True,True
la_urban,way_402231371,success,6,6,-1917.99,False,False,True,True
la_urban,way_402231372,success,3,3,-517.04,False,False,True,True
la_urban,way_402231373,success,4,4,-486.66,False,False,True,True
la_urban,way_402234752,success,13,13,-682.52,False,False,True,True
la_urban,way_402234753,success,10,10,-821.01,False,False,True,True
la_urban,way_402234754,success,13,13,-71.67,False,False,True,True
la_urban,way_402234756,success,3,3,-236.16,False,False,True,True
la_urban,way_402234757,success,3,3,-356.19,False,False,True,True
la_urban,way_402234758,success,4,4,-526.58,False,False,True,True
la_urban,way_402234762,success,1,1,-1391.95,False,False,True,True
la_urban,way_402234763,success,3,3,-97.44,False,False,True,True
la_urban,way_402241959,success,3,3,-749.97,False,False,True,True
la_urban,way_402241964,success,3,3,-388.18,False,False,True,True
la_urban,way_402247246,success,4,4,-1348.45,False,False,True,True
la_urban,way_402247247,success,3,3,-251.53,False,False,True,True
la_urban,way_402247248,success,1,1,-52.92,False,False,True,True
la_urban,way_402247249,success,1,1,-49.66,False,False,True,True
la_urban,way_402247250,success,3,3,-307.19,False,False,True,True
la_urban,way_402247251,success,1,1,-70.89,False,False,True,True
la_urban,way_402247252,success,3,3,-279.31,False,False,True,True
la_urban,way_402247253,success,3,3,-261.75,False,False,True,True
la_urban,way_402247254,success,2,2,-94.05,False,False,True,True
la_urban,way_402247255,success,3,3,-300.56,False,False,True,True
la_urban,way_402247256,success,3,3,-312.92,False,False,True,True
la_urban,way_402247257,success,2,2,-105.68,False,False,True,True
la_urban,way_402247258,success,2,2,-110.31,False,False,True,True
la_urban,way_402247259,success,3,3,-264.72,False,False,True,True
la_urban,way_402247260,success,3,3,-331.69,False,False,True,True
la_urban,way_402247261,success,5,5,-326.91,False,False,True,True
la_urban,way_402247262,success,3,3,-193.51,False,False,True,True
la_urban,way_402247263,success,3,3,-453.81,False,False,True,True
la_urban,way_402247264,success,3,3,-319.33,False,False,True,True
la_urban,way_402247265,success,2,2,-66.33,False,False,True,True
la_urban,way_402247266,success,3,3,-653.46,False,False,True,True
la_urban,way_402247267,success,2,2,-214.42,False,False,True,True
la_urban,way_402247269,success,2,2,-145.46,False,False,True,True
la_urban,way_402247270,success,3,3,-226.73,False,False,True,True
la_urban,way_402247271,success,3,3,-292.08,False,False,True,True
la_urban,way_402247272,success,4,4,-315.85,False,False,True,True
la_urban,way_402247273,success,3,3,-497.47,False,False,True,True
la_urban,way_402247274,success,3,3,-317.36,False,False,True,True
la_urban,way_402247275,success,2,2,-61.9,False,False,True,True
la_urban,way_402247680,success,4,4,-349.17,False,False,True,True
la_urban,way_402247681,success,2,2,-74.89,False,False,True,True
la_urban,way_402247684,success,4,4,-329.26,False,False,True,True
la_urban,way_402247685,success,4,4,-276.99,False,False,True,True
la_urban,way_402247686,success,2,2,-60.8,False,False,True,True
la_urban,way_402247687,success,4,4,-323.53,False,False,True,True
la_urban,way_402247688,success,1,1,-65.24,False,False,True,True
la_urban,way_402247771,success,4,4,-566.92,False,False,True,True
la_urban,way_402247772,success,3,3,-536.6,False,False,True,True
la_urban,way_402247773,success,7,7,-590.1,False,False,True,True
la_urban,way_402247774,success,2,2,-41.68,False,False,True,True
la_urban,way_402247775,success,3,3,-270.01,False,False,True,True
la_urban,way_402247776,success,3,3,-262.58,False,False,True,True
la_urban,way_402247938,success,3,3,-351.46,False,False,True,True
la_urban,way_402247939,success,2,2,-119.26,False,False,True,True
la_urban,way_402247940,success,3,3,-320.07,False,False,True,True
la_urban,way_402247941,success,2,2,-113.56,False,False,True,True
la_urban,way_402247942,success,7,7,-1471.63,False,False,True,True
la_urban,way_402247943,success,3,3,-357.83,False,False,True,True
la_urban,way_402248258,success,6,6,-506.3,False,False,True,True
la_urban,way_402248259,success,3,3,-510.38,False,False,True,True
la_urban,way_402248260,success,3,3,-158.81,False,False,True,True
la_urban,way_402248261,success,3,3,-279.18,False,False,True,True
la_urban,way_402248262,success,3,3,-400.63,False,False,True,True
la_urban,way_402248264,success,3,3,-287.79,False,False,True,True
la_urban,way_402250516,success,2,2,-61.92,False,False,True,True
la_urban,way_402250517,success,1,1,-60.23,False,False,True,True
la_urban,way_402250519,success,2,2,-49.6,False,False,True,True
la_urban,way_402250520,success,3,3,-232.23,False,False,True,True
la_urban,way_402250521,success,3,3,-332.03,False,False,True,True
la_urban,way_402250524,success,3,3,-192.11,False,False,True,True
la_urban,way_402250525,success,3,3,-482.18,False,False,True,True
la_urban,way_402250527,success,5,5,-1113.62,False,False,True,True
la_urban,way_402250528,success,3,3,-454.54,False,False,True,True
la_urban,way_402250529,success,2,2,-56.99,False,False,True,True
la_urban,way_402250531,success,3,3,-223.07,False,False,True,True
la_urban,way_402250532,success,3,3,-210.85,False,False,True,True
la_urban,way_402253647,success,2,2,-500.35,False,False,True,True
la_urban,way_402253648,success,2,2,-304.03,False,False,True,True
la_urban,way_402253649,success,3,3,-526.58,False,False,True,True
la_urban,way_402253650,success,3,3,-375.22,False,False,True,True
la_urban,way_402253652,success,2,2,-348.31,False,False,True,True
la_urban,way_402253653,success,3,3,-502.81,False,False,True,True
la_urban,way_402253654,success,2,2,-439.64,False,False,True,True
la_urban,way_402253655,success,2,2,-466.91,False,False,True,True
la_urban,way_402253657,success,4,4,-496.54,False,False,True,True
la_urban,way_402253658,success,3,3,-273.88,False,False,True,True
la_urban,way_402253659,success,1,1,-38.28,False,False,True,True
la_urban,way_402253660,success,4,4,-513.84,False,False,True,True
la_urban,way_402253662,success,3,3,-185.42,False,False,True,True
la_urban,way_402253663,success,2,2,-63.08,False,False,True,True
la_urban,way_402253664,success,2,2,-38.83,False,False,True,True
la_urban,way_402253665,success,3,3,-309.45,False,False,True,True
la_urban,way_402253667,success,5,5,-439.27,False,False,True,True
la_urban,way_402253669,success,4,4,-295.12,False,False,True,True
la_urban,way_402254084,success,4,4,-283.18,False,False,True,True
la_urban,way_402254085,success,4,4,-1125.37,False,False,True,True
la_urban,way_402254086,success,1,1,-193.35,False,False,True,True
la_urban,way_402254087,success,3,3,-394.46,False,False,True,True
la_urban,way_402254088,success,2,2,-56.89,False,False,True,True
la_urban,way_402254089,success,3,3,-251.13,False,False,True,True
la_urban,way_402254090,success,2,2,-58.77,False,False,True,True
la_urban,way_402255136,success,2,2,-544.9,False,False,True,True
la_urban,way_402255141,success,3,3,-280.82,False,False,True,True
la_urban,way_402255143,success,3,3,-276.06,False,False,True,True
la_urban,way_402255358,success,3,3,-530.37,False,False,True,True
la_urban,way_402255359,success,1,1,-206.87,False,False,True,True
la_urban,way_402255360,success,4,4,-399.13,False,False,True,True
la_urban,way_402255362,success,6,6,-508.18,False,False,True,True
la_urban,way_402255363,success,2,2,-81.92,False,False,True,True
la_urban,way_402257179,success,3,3,-239.04,False,False,True,True
la_urban,way_402257183,success,2,2,-78.67,False,False,True,True
la_urban,way_402257184,success,5,5,-531.33,False,False,True,True
la_urban,way_402259212,success,3,3,-557.13,False,False,True,True
la_urban,way_402259213,success,7,7,-395.22,False,False,True,True
la_urban,way_402259221,success,4,4,-530.08,False,False,True,True
la_urban,way_402259222,success,4,4,-1094.99,False,False,True,True
la_urban,way_402259223,success,3,3,-353.5,False,False,True,True
la_urban,way_402259224,success,2,2,-140.92,False,False,True,True
la_urban,way_402259225,success,2,2,-48.99,False,False,True,True
la_urban,way_402259226,success,3,3,-382.53,False,False,True,True
la_urban,way_402259227,success,3,3,-395.58,False,False,True,True
la_urban,way_402259228,success,2,2,-99.23,False,False,True,True
la_urban,way_402259229,success,7,7,-1288.48,False,False,True,True
la_urban,way_402259230,success,5,5,-699.73,False,False,True,True
la_urban,way_402259784,success,2,2,-269.62,False,False,True,True
la_urban,way_402259785,success,3,3,-488.54,False,False,True,True
la_urban,way_402259786,success,3,3,-427.21,False,False,True,True
la_urban,way_402259787,success,3,3,-425.71,False,False,True,True
la_urban,way_402259789,success,7,7,-994.1,False,False,True,True
la_urban,way_402259790,success,4,4,-435.8,False,False,True,True
la_urban,way_402259791,success,4,4,-434.5,False,False,True,True
la_urban,way_402259792,success,1,1,-521.67,False,False,True,True
la_urban,way_402259793,success,4,4,-630.21,False,False,True,True
la_urban,way_402259794,success,4,4,-534.14,False,False,True,True
