cell,osm_id_key,osm_id_base,parse_status_base,error_summary_base,data_quality_flag_base,floor_area_m2_base,floor_area_provenance_base,lighting_eui_kwh_m2_base,equipment_eui_kwh_m2_base,cooling_eui_kwh_m2_base,heating_eui_kwh_m2_base,fans_eui_kwh_m2_base,pumps_eui_kwh_m2_base,dhw_gas_eui_kwh_m2_base,dhw_elec_eui_kwh_m2_base,dhw_eui_kwh_m2_base,cooking_eui_kwh_m2_base,refrigeration_eui_kwh_m2_base,elevators_eui_kwh_m2_base,total_eui_kwh_m2_base,iod_base,gwp_heating_kgco2_m2_base,gwp_cooling_kgco2_m2_base,gwp_lighting_kgco2_m2_base,gwp_equipment_kgco2_m2_base,gwp_total_kgco2_m2_base,arm_base,arm_kind_base,recovered_levels_base,osm_id_treat,parse_status_treat,error_summary_treat,data_quality_flag_treat,floor_area_m2_treat,floor_area_provenance_treat,lighting_eui_kwh_m2_treat,equipment_eui_kwh_m2_treat,cooling_eui_kwh_m2_treat,heating_eui_kwh_m2_treat,fans_eui_kwh_m2_treat,pumps_eui_kwh_m2_treat,dhw_gas_eui_kwh_m2_treat,dhw_elec_eui_kwh_m2_treat,dhw_eui_kwh_m2_treat,cooking_eui_kwh_m2_treat,refrigeration_eui_kwh_m2_treat,elevators_eui_kwh_m2_treat,total_eui_kwh_m2_treat,iod_treat,gwp_heating_kgco2_m2_treat,gwp_cooling_kgco2_m2_treat,gwp_lighting_kgco2_m2_treat,gwp_equipment_kgco2_m2_treat,gwp_total_kgco2_m2_treat,arm_treat,arm_kind_treat,recovered_levels_treat,delta_eui,pct_change,archived_run2_eui,fidelity_diff_pct
la_urban,way/913603652,way/913603652,success,,,3088.01,eio_simulated,3.9654850708770146,43.39795903074378,1.7578089734436335,4.7738228711132225,1.2580129552453487,0.0,0.0,31.447986643772055,31.447986643772055,0.0,0.0,3.158066767595095,89.75914231279015,0.09656904761095364,,,,,,base,treatment,7,way/913603652,success,,,21616.07,eio_simulated,3.965485369844182,43.39796230261825,6.378000661550067,0.3429846131552051,6.259411938006589,0.0,0.0,31.270241826855898,31.270241826855898,0.0,0.0,3.158065717310551,94.77215242934074,0.41465115709536204,,,,,,treat,treatment,7,5.013010116550589,5.584957684958031,89.75927302211748,-0.00014562208776426142
nyc_suburban,way/1014146266,way/1014146266,success,,,191.73,eio_simulated,3.9654916953881036,43.39803152887564,3.7361235725452504,74.93154256286962,4.382256668564824,0.0,0.0,40.567976579530914,40.567976579530914,0.0,0.0,3.1580295728375645,174.13945218061193,0.1913045572959361,,,,,,base,negative_control,1,way/1014146266,success,,,191.73,eio_simulated,3.9654916953881036,43.39803152887564,3.7361235725452504,74.93154256286962,4.382256668564824,0.0,0.0,40.567976579530914,40.567976579530914,0.0,0.0,3.1580295728375645,174.13945218061193,0.1913045572959361,,,,,,treat,negative_control,1,0.0,0.0,174.13942766960898,1.4075504482940118e-05
nyc_suburban,way/1014146317,way/1014146317,success,,,71.29,eio_simulated,3.965676433955208,43.40005329333362,4.856142010326427,136.89049310249868,7.329946118549913,0.0,0.0,46.48910882140396,46.48910882140396,0.0,0.0,3.1578474961411627,246.08926727620897,0.19137272351480683,,,,,,base,negative_control,1,way/1014146317,success,,,71.29,eio_simulated,3.965676433955208,43.40005329333362,4.856142010326427,136.89049310249868,7.329946118549913,0.0,0.0,46.48910882140396,46.48910882140396,0.0,0.0,3.1578474961411627,246.08926727620897,0.19137272351480683,,,,,,treat,negative_control,1,0.0,0.0,246.0777738405749,0.004670651662149567
nyc_suburban,way/845748805,way/845748805,success,,,122.31,eio_simulated,3.9656252778355956,43.39949344475351,4.373216091731803,97.54257631838615,6.317612580725099,0.0,0.0,42.558423744068165,42.558423744068165,0.0,0.0,3.1581133349680024,201.31506079246833,0.20771381422148644,,,,,,base,negative_control,1,way/845748805,success,,,122.31,eio_simulated,3.9656252778355956,43.39949344475351,4.373216091731803,97.54257631838615,6.317612580725099,0.0,0.0,42.558423744068165,42.558423744068165,0.0,0.0,3.1581133349680024,201.31506079246833,0.20771381422148644,,,,,,treat,negative_control,1,0.0,0.0,201.3082519760389,0.0033822838172830093
nyc_suburban,way/845748890,way/845748890,success,,,77.98,eio_simulated,3.965574633612199,43.39893919832605,4.648414644030984,121.32852510464093,6.366132434658557,0.0,0.0,45.66031063771297,45.66031063771297,0.0,0.0,3.158273198255838,228.52616985123754,0.19116412951754413,,,,,,base,negative_control,1,way/845748890,success,,,77.98,eio_simulated,3.965574633612199,43.39893919832605,4.648414644030984,121.32852510464093,6.366132434658557,0.0,0.0,45.66031063771297,45.66031063771297,0.0,0.0,3.158273198255838,228.52616985123754,0.19116412951754413,,,,,,treat,negative_control,1,0.0,0.0,228.52136286177367,0.002103518639865867
nyc_suburban,way/845748895,way/845748895,success,,,132.71,eio_simulated,3.9653810418385906,43.39682054506847,4.081156584185471,95.04505401509302,5.340795465539303,0.0,0.0,42.12493136517175,42.12493136517175,0.0,0.0,3.157993971819013,197.11213298871562,0.19199644795638646,,,,,,base,negative_control,1,way/845748895,success,,,132.71,eio_simulated,3.9653810418385906,43.39682054506847,4.081156584185471,95.04505401509302,5.340795465539303,0.0,0.0,42.12493136517175,42.12493136517175,0.0,0.0,3.157993971819013,197.11213298871562,0.19199644795638646,,,,,,treat,negative_control,1,0.0,0.0,197.11760464314224,-0.0027758324460842657
nyc_urban,way/281344664,way/281344664,success,,,11077.47,eio_simulated,3.9654906237912857,43.39801980140312,3.3307704465454933,5.6613252111247885,1.5475909845594435,0.0,0.0,35.4714155523498,35.4714155523498,0.0,0.0,3.158071170674818,96.53268379044874,0.12563530557055752,,,,,,base,treatment,6,way/281344664,success,,,66464.81999999999,eio_simulated,3.9654905925142803,43.398019459111204,7.103083486958177,0.3922358869130126,4.726441885425072,0.0,0.0,35.42274937962221,35.42274937962221,0.0,0.0,3.1580701459360205,98.16609083647998,0.4289125415002663,,,,,,treat,treatment,6,1.6334070460312375,1.6920766955749469,96.53269722731656,-1.3919498992011509e-05
nyc_urban,way/281345438,way/281345438,success,,,2170.72,eio_simulated,3.9654982378295585,43.39810312884362,3.769986799844437,22.331841511975288,2.561240332196199,0.0,0.0,35.67721467822007,35.67721467822007,0.0,0.0,3.1550468038267563,114.85893149273593,0.1355275846339044,,,,,,base,treatment,6,way/281345438,success,,,13024.319999999998,eio_simulated,3.965498447291359,43.398105421179274,6.737581018252272,5.850299566221082,4.429576121555689,0.0,0.0,35.42705821507966,35.42705821507966,0.0,0.0,3.1550450607010516,102.9631638502804,0.3596186294571065,,,,,,treat,treatment,6,-11.895767642455539,-10.356850344901448,114.85871966442204,0.00018442510460937785
nyc_urban,way/821626191,way/821626191,success,,,272.89,eio_simulated,3.965449582559892,43.39757064937267,4.748933139108538,55.419780266055675,5.0926153522509034,0.0,0.0,37.818515255925625,37.818515255925625,0.0,0.0,3.1580705778880525,153.60093482316137,0.13639625915690706,,,,,,base,treatment,6,way/821626191,success,,,1637.3399999999997,eio_simulated,3.9654496591587836,43.397571487663406,6.437113489708345,38.29606662986106,6.194955979144783,0.0,0.0,35.80744011964002,35.80744011964002,0.0,0.0,3.158042846324993,137.2566402115014,0.23329934815343067,,,,,,treat,treatment,6,-16.34429461165996,-10.640752043909709,153.6025417474508,-0.0010461573559604706
nyc_urban,way/828447386,way/828447386,success,,,1779.27,eio_simulated,3.9654817119712233,43.39792227114146,3.615168551769929,15.59812590004168,1.9784823907977935,0.0,0.0,35.672235560393894,35.672235560393894,0.0,0.0,3.148781705418514,107.37619809153449,0.12148574220048614,,,,,,base,treatment,6,way/828447386,success,,,10675.62,eio_simulated,3.965481520495686,43.39792017564937,6.926576273479565,2.840608980437156,4.410032843800966,0.0,0.0,35.36621300106127,35.36621300106127,0.0,0.0,3.1487774521748446,100.05561024709885,0.38394872788478435,,,,,,treat,treatment,6,-7.320587844435636,-6.817700733075954,107.37645868725818,-0.00024269353531865696
nyc_urban,way/832347781,way/832347781,success,,,811.63,eio_simulated,3.9654896749528143,43.39800941739114,3.9444742413534986,36.429537976239594,3.4078976626963007,0.0,0.0,36.221563898428606,36.221563898428606,0.0,0.0,3.158078684867914,130.52505155592988,0.12221957755270138,,,,,,base,treatment,6,way/832347781,success,,,4869.78,eio_simulated,3.9654895640094834,43.398008203236536,6.532525593202752,16.61744154987194,4.927699888326314,0.0,0.0,35.54321001680598,35.54321001680598,0.0,0.0,3.1580693608321857,114.1424441762852,0.29842625475327567,,,,,,treat,treatment,6,-16.382607379644682,-12.551312705381118,130.525103577394,-3.985552410104692e-05
