group,cell,mode,stem,zone_name,volume_m3,floor_area_m2,multiplier,ceiling_height_m,volume_degenerate
fatal,la_centre,layout_assign,way_427942886,CORRIDORFLR3,397.17,144.78,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,REARSTORAGEFLR3,63.57,23.17,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM301,103.27,37.65,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM302_305,413.09,150.59,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM306_308,333.65,121.63,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM309_312,413.09,150.59,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM313,103.27,37.65,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM314,103.26,37.64,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM315_318,413.06,150.57,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,ELEVATORCOREFLR3,47.66,17.37,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM319,103.26,37.64,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM320_323,413.06,150.57,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM324,103.26,37.64,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,FRONTSTORAGEFLR3,39.72,14.48,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,FRONTSTAIRSFLR3,63.55,23.17,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,REARSTAIRSFLR4,63.56,23.17,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,CORRIDORFLR4,397.17,144.78,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,REARSTORAGEFLR4,63.57,23.17,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM401,103.27,37.65,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM402_405,413.09,150.59,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM406_408,333.65,121.63,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM409_412,413.09,150.59,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM413,103.27,37.65,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM414,103.26,37.64,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM415_418,413.06,150.57,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,ELEVATORCOREFLR4,47.66,17.37,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM419,103.26,37.64,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM420_423,413.06,150.57,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,GUESTROOM424,103.26,37.64,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,FRONTSTORAGEFLR4,39.72,14.48,1.0,2.74,False
fatal,la_centre,layout_assign,way_427942886,FRONTSTAIRSFLR4,63.55,23.17,1.0,2.74,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM1,190.65,54.47,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM1,190.65,54.47,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM1,190.65,54.47,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM2,190.65,54.47,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM2,190.65,54.47,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM2,190.65,54.47,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM3,10.0,65.88,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM3,10.0,65.88,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM3,10.0,65.88,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM4,10.0,3.22,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM4,10.0,3.22,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM4,10.0,3.22,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM5,10.0,34.63,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM5,10.0,34.63,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM5,10.0,34.63,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM6,10.0,6.79,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM6,10.0,6.79,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM6,10.0,6.79,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM7,10.0,34.43,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM7,10.0,34.43,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM7,10.0,34.43,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM8,10.0,48.09,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM8,10.0,48.09,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM8,10.0,48.09,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM9,10.0,3.1,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM9,10.0,3.1,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM9,10.0,3.1,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM10,10.0,96.49,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM10,10.0,96.49,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM10,10.0,96.49,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM11,10.0,2.89,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM11,10.0,2.89,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM11,10.0,2.89,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM12,10.0,89.21,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM12,10.0,89.21,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM12,10.0,89.21,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM13,10.0,120.26,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM13,10.0,120.26,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM13,10.0,120.26,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM14,10.0,122.82,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM14,10.0,122.82,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM14,10.0,122.82,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM15,10.0,71.58,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM15,10.0,71.58,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM15,10.0,71.58,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM16,10.0,38.45,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM16,10.0,38.45,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM16,10.0,38.45,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM17,10.0,8.72,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM17,10.0,8.72,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM17,10.0,8.72,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_PERIM18,10.0,283.47,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_PERIM18,10.0,283.47,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_PERIM18,10.0,283.47,1.0,3.5,True
fatal,la_rural,auto,way_472960972,WAY/472960972_F0_CORE,7775.03,2221.44,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F1_CORE,7775.03,2221.44,1.0,3.5,False
fatal,la_rural,auto,way_472960972,WAY/472960972_F2_CORE,7775.03,2221.44,1.0,3.5,False
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM1,10.0,55.77,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM1,10.0,55.77,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM1,10.0,55.77,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM2,10.0,5.4,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM2,10.0,5.4,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM2,10.0,5.4,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM3,10.0,19.61,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM3,10.0,19.61,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM3,10.0,19.61,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM4,10.0,1.29,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM4,10.0,1.29,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM4,10.0,1.29,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM5,10.0,61.56,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM5,10.0,61.56,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM5,10.0,61.56,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM6,10.0,170.13,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM6,10.0,170.13,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM6,10.0,170.13,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM7,10.0,130.72,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM7,10.0,130.72,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM7,10.0,130.72,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_PERIM8,10.0,169.67,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_PERIM8,10.0,169.67,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_PERIM8,10.0,169.67,1.0,3.5,True
fatal,la_rural,auto,way_472961034,WAY/472961034_F0_CORE,2743.27,783.79,1.0,3.5,False
fatal,la_rural,auto,way_472961034,WAY/472961034_F1_CORE,2743.27,783.79,1.0,3.5,False
fatal,la_rural,auto,way_472961034,WAY/472961034_F2_CORE,2743.27,783.79,1.0,3.5,False
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM1,10.0,170.96,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM1,10.0,170.96,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM1,10.0,170.96,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM2,10.0,54.17,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM2,10.0,54.17,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM2,10.0,54.17,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM3,10.0,0.82,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM3,10.0,0.82,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM3,10.0,0.82,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM4,10.0,18.18,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM4,10.0,18.18,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM4,10.0,18.18,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM5,10.0,5.5,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM5,10.0,5.5,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM5,10.0,5.5,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM6,10.0,80.95,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM6,10.0,80.95,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM6,10.0,80.95,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM7,10.0,170.88,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM7,10.0,170.88,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM7,10.0,170.88,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_PERIM8,10.0,147.14,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_PERIM8,10.0,147.14,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_PERIM8,10.0,147.14,1.0,3.5,True
fatal,la_rural,auto,way_472961088,WAY/472961088_F0_CORE,3174.96,907.13,1.0,3.5,False
fatal,la_rural,auto,way_472961088,WAY/472961088_F1_CORE,3174.96,907.13,1.0,3.5,False
fatal,la_rural,auto,way_472961088,WAY/472961088_F2_CORE,3174.96,907.13,1.0,3.5,False
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM1,10.0,170.17,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM1,10.0,170.17,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM1,10.0,170.17,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM2,10.0,62.74,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM2,10.0,62.74,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM2,10.0,62.74,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM3,10.0,0.85,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM3,10.0,0.85,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM3,10.0,0.85,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM4,10.0,18.43,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM4,10.0,18.43,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM4,10.0,18.43,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM5,10.0,5.65,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM5,10.0,5.65,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM5,10.0,5.65,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM6,10.0,50.73,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM6,10.0,50.73,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM6,10.0,50.73,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM7,10.0,169.66,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM7,10.0,169.66,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM7,10.0,169.66,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_PERIM8,10.0,126.05,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_PERIM8,10.0,126.05,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_PERIM8,10.0,126.05,1.0,3.5,True
fatal,la_rural,auto,way_472961091,WAY/472961091_F0_CORE,2625.98,750.28,1.0,3.5,False
fatal,la_rural,auto,way_472961091,WAY/472961091_F1_CORE,2625.98,750.28,1.0,3.5,False
fatal,la_rural,auto,way_472961091,WAY/472961091_F2_CORE,2625.98,750.28,1.0,3.5,False
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM1,10.0,328.89,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM1,10.0,328.89,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM1,10.0,328.89,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM2,10.0,514.87,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM2,10.0,514.87,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM2,10.0,514.87,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM3,10.0,91.39,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM3,10.0,91.39,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM3,10.0,91.39,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM4,10.0,83.89,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM4,10.0,83.89,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM4,10.0,83.89,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM5,10.0,1.92,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM5,10.0,1.92,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM5,10.0,1.92,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM6,10.0,22.31,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM6,10.0,22.31,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM6,10.0,22.31,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM7,10.0,7.17,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM7,10.0,7.17,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM7,10.0,7.17,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM8,10.0,90.74,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM8,10.0,90.74,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM8,10.0,90.74,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM9,10.0,91.33,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM9,10.0,91.33,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM9,10.0,91.33,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM10,10.0,560.81,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM10,10.0,560.81,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM10,10.0,560.81,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM11,10.0,328.84,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM11,10.0,328.84,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM11,10.0,328.84,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_PERIM12,10.0,1263.67,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_PERIM12,10.0,1263.67,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_PERIM12,10.0,1263.67,1.0,3.5,True
fatal,la_rural,auto,way_472961171,WAY/472961171_F0_CORE,66701.69,19057.63,1.0,3.5,False
fatal,la_rural,auto,way_472961171,WAY/472961171_F1_CORE,66701.69,19057.63,1.0,3.5,False
fatal,la_rural,auto,way_472961171,WAY/472961171_F2_CORE,66701.7,19057.63,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F0_PERIM1,992.15,283.47,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F1_PERIM1,992.15,283.47,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F2_PERIM1,992.15,283.47,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F0_PERIM2,30.53,8.72,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F1_PERIM2,30.53,8.72,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F2_PERIM2,30.53,8.72,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F0_PERIM3,134.57,38.45,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F1_PERIM3,134.57,38.45,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F2_PERIM3,134.57,38.45,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F0_PERIM4,250.54,71.58,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F1_PERIM4,250.54,71.58,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F2_PERIM4,250.54,71.58,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F0_PERIM5,429.89,122.82,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F1_PERIM5,429.89,122.82,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F2_PERIM5,429.89,122.82,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F0_PERIM6,420.9,120.26,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F1_PERIM6,420.9,120.26,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F2_PERIM6,420.9,120.26,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F0_PERIM7,312.24,89.21,1.0,3.5,False
fatal,la_rural,fast_zone,way_472960972,WAY/472960972_F1_PERIM7,312.24,89.21,1.0,3.5,False
