cell,column,bucket,n_compared,n_match,n_differ,note
nyc_centre,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_centre,geometry,REPRODUCES,738,,,geometry column; not value-diffed
nyc_rural,osm_id,REPRODUCES,198,198,0,
nyc_rural,footprint_area_m2,STAGE-3-OR-LATER,198,21,177,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 177/198 spurious differences -- not a Stage-2 defect
nyc_rural,levels,STAGE-3-OR-LATER,198,0,198,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 198/198 spurious differences -- not a Stage-2 defect
nyc_rural,height_m,STAGE-3-OR-LATER,198,0,198,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 198/198 spurious differences -- not a Stage-2 defect
nyc_rural,archetype_id,DIFFERS,198,194,4,
nyc_rural,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,data_quality_flag,DIFFERS,198,194,4,
nyc_rural,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_rural,geometry,REPRODUCES,198,,,geometry column; not value-diffed
austin_rural,osm_id,REPRODUCES,245,245,0,
austin_rural,footprint_area_m2,STAGE-3-OR-LATER,245,5,240,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 240/245 spurious differences -- not a Stage-2 defect
austin_rural,levels,STAGE-3-OR-LATER,245,1,244,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 244/245 spurious differences -- not a Stage-2 defect
austin_rural,height_m,STAGE-3-OR-LATER,245,0,245,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 245/245 spurious differences -- not a Stage-2 defect
austin_rural,archetype_id,REPRODUCES,245,245,0,
austin_rural,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,data_quality_flag,REPRODUCES,245,245,0,
austin_rural,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_rural,geometry,REPRODUCES,245,,,geometry column; not value-diffed
nyc_suburban,osm_id,REPRODUCES,1589,1589,0,
nyc_suburban,footprint_area_m2,STAGE-3-OR-LATER,1589,343,1246,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 1246/1589 spurious differences -- not a Stage-2 defect
nyc_suburban,levels,STAGE-3-OR-LATER,1589,0,1589,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 1589/1589 spurious differences -- not a Stage-2 defect
nyc_suburban,height_m,STAGE-3-OR-LATER,1589,0,1589,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 1589/1589 spurious differences -- not a Stage-2 defect
nyc_suburban,archetype_id,REPRODUCES,1589,1589,0,
nyc_suburban,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,data_quality_flag,REPRODUCES,1589,1589,0,
nyc_suburban,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
nyc_suburban,geometry,REPRODUCES,1589,,,geometry column; not value-diffed
