osm_id,cells,n_stems,n_zones,n_stub_zones,frac_stub,all_stubbed,vol_built,vol_expected,vol_ratio
way/1005410330,austin_rural,1,1,1,1.000000,True,10.0000,682.0450,0.014662
way/1005410331,austin_rural,1,1,1,1.000000,True,10.0000,636.3350,0.015715
way/1005410332,austin_rural,1,1,1,1.000000,True,10.0000,2639.6300,0.003788
way/1005410334,austin_rural,1,1,1,1.000000,True,10.0000,3054.3800,0.003274
way/1005410335,austin_rural,1,1,1,1.000000,True,10.0000,2500.4350,0.003999
way/1005410336,austin_rural,1,1,1,1.000000,True,10.0000,2666.5100,0.003750
way/1005410337,austin_rural,1,1,1,1.000000,True,10.0000,2223.8300,0.004497
way/1005410338,austin_rural,1,1,1,1.000000,True,10.0000,2143.1200,0.004666
way/1005410339,austin_rural,1,1,1,1.000000,True,10.0000,2200.7300,0.004544
way/1005410340,austin_rural,1,1,1,1.000000,True,10.0000,1656.2350,0.006038
way/1005410341,austin_rural,1,1,1,1.000000,True,10.0000,1825.7400,0.005477
way/1005410342,austin_rural,1,1,1,1.000000,True,10.0000,1199.5550,0.008336
way/1005416619,austin_rural,1,1,1,1.000000,True,10.0000,2186.4850,0.004574
way/1005416620,austin_rural,1,1,1,1.000000,True,10.0000,2279.9350,0.004386
way/1005416621,austin_rural,1,1,1,1.000000,True,10.0000,3482.6750,0.002871
way/1005416622,austin_rural,1,1,1,1.000000,True,10.0000,3446.7650,0.002901
way/1005416624,austin_rural,1,1,1,1.000000,True,10.0000,2744.5600,0.003644
way/1005416625,austin_rural,1,1,1,1.000000,True,10.0000,897.5050,0.011142
way/1005416626,austin_rural,1,1,1,1.000000,True,10.0000,996.0650,0.010040
way/1005416627,austin_rural,1,1,1,1.000000,True,10.0000,1701.8400,0.005876
way/1005416628,austin_rural,1,1,1,1.000000,True,10.0000,1204.3850,0.008303
way/1005416629,austin_rural,1,1,1,1.000000,True,10.0000,5636.8900,0.001774
way/1005416630,austin_rural,1,1,1,1.000000,True,10.0000,1207.6400,0.008281
way/1005416631,austin_rural,1,1,1,1.000000,True,10.0000,2259.2500,0.004426
way/1005416632,austin_rural,1,1,1,1.000000,True,10.0000,2400.7900,0.004165
way/1005416633,austin_rural,1,1,1,1.000000,True,10.0000,2377.7250,0.004206
way/1005416635,austin_rural,1,1,1,1.000000,True,10.0000,5983.9150,0.001671
way/1005416636,austin_rural,1,1,1,1.000000,True,10.0000,5419.1900,0.001845
way/1005416637,austin_rural,1,1,1,1.000000,True,10.0000,907.5850,0.011018
way/1005416638,austin_rural,1,1,1,1.000000,True,10.0000,967.5400,0.010335
way/1005423348,austin_rural,1,1,1,1.000000,True,10.0000,3357.6200,0.002978
way/1008727466,austin_centre,1,1,1,1.000000,True,10.0000,287.4550,0.034788
way/1008727467,austin_centre,1,1,1,1.000000,True,10.0000,335.9650,0.029765
way/1008727468,austin_centre,1,1,1,1.000000,True,10.0000,258.9650,0.038615
way/1008727469,austin_centre,1,1,1,1.000000,True,10.0000,286.1250,0.034950
way/1008727470,austin_centre,1,1,1,1.000000,True,10.0000,307.8600,0.032482
way/1009979627,austin_urban,1,28,24,0.857143,False,10374.2800,19975.2000,0.519358
way/1010383033,nyc_suburban,1,1,1,1.000000,True,10.0000,468.7200,0.021335
way/1010383034,nyc_suburban,1,1,1,1.000000,True,10.0000,338.4150,0.029550
way/1010383035,nyc_suburban,1,1,1,1.000000,True,10.0000,644.2100,0.015523
way/1012945102,la_centre,1,1,1,1.000000,True,10.0000,7944.0900,0.001259
way/1014146117,nyc_suburban,1,1,1,1.000000,True,10.0000,596.0850,0.016776
way/1014146118,nyc_suburban,1,1,1,1.000000,True,10.0000,467.6350,0.021384
way/1014146119,nyc_suburban,1,1,1,1.000000,True,10.0000,547.8200,0.018254
way/1014146120,nyc_suburban,1,1,1,1.000000,True,10.0000,324.6600,0.030801
way/1014146121,nyc_suburban,1,1,1,1.000000,True,10.0000,357.3150,0.027987
way/1014146122,nyc_suburban,1,1,1,1.000000,True,10.0000,88.0250,0.113604
way/1014146123,nyc_suburban,1,1,1,1.000000,True,10.0000,282.6250,0.035383
way/1014146124,nyc_suburban,1,1,1,1.000000,True,10.0000,85.2250,0.117336
way/1014146125,nyc_suburban,1,1,1,1.000000,True,10.0000,220.6750,0.045316
way/1014146126,nyc_suburban,1,1,1,1.000000,True,10.0000,347.9700,0.028738
way/1014146127,nyc_suburban,1,1,1,1.000000,True,10.0000,83.1600,0.120250
way/1014146128,nyc_suburban,1,1,1,1.000000,True,10.0000,398.8950,0.025069
way/1014146129,nyc_suburban,1,1,1,1.000000,True,10.0000,426.5800,0.023442
way/1014146130,nyc_suburban,1,1,1,1.000000,True,10.0000,183.4700,0.054505
way/1014146131,nyc_suburban,1,1,1,1.000000,True,10.0000,425.7050,0.023490
way/1014146132,nyc_suburban,1,1,1,1.000000,True,10.0000,161.5600,0.061897
way/1014146133,nyc_suburban,1,1,1,1.000000,True,10.0000,343.9800,0.029071
way/1014146135,nyc_suburban,1,1,1,1.000000,True,10.0000,428.4350,0.023341
way/1014146136,nyc_suburban,1,1,1,1.000000,True,10.0000,101.9900,0.098049
way/1014146137,nyc_suburban,1,1,1,1.000000,True,10.0000,297.1850,0.033649
way/1014146138,nyc_suburban,1,1,1,1.000000,True,10.0000,78.6800,0.127097
way/1014146139,nyc_suburban,1,1,1,1.000000,True,10.0000,260.8900,0.038330
way/1014146140,nyc_suburban,1,1,1,1.000000,True,10.0000,95.2000,0.105042
way/1014146141,nyc_suburban,1,1,1,1.000000,True,10.0000,358.2250,0.027915
way/1014146142,nyc_suburban,1,1,1,1.000000,True,10.0000,334.0050,0.029940
way/1014146143,nyc_suburban,1,1,1,1.000000,True,10.0000,323.7500,0.030888
way/1014146144,nyc_suburban,1,1,1,1.000000,True,10.0000,298.0600,0.033550
way/1014146145,nyc_suburban,1,1,1,1.000000,True,10.0000,493.6400,0.020258
way/1014146146,nyc_suburban,1,1,1,1.000000,True,10.0000,379.2600,0.026367
way/1014146147,nyc_suburban,1,1,1,1.000000,True,10.0000,484.9600,0.020620
way/1014146148,nyc_suburban,1,1,1,1.000000,True,10.0000,461.7900,0.021655
way/1014146149,nyc_suburban,1,1,1,1.000000,True,10.0000,85.6800,0.116713
way/1014146150,nyc_suburban,1,1,1,1.000000,True,10.0000,81.2700,0.123047
way/1014146151,nyc_suburban,1,1,1,1.000000,True,10.0000,515.7250,0.019390
way/1014146152,nyc_suburban,1,1,1,1.000000,True,10.0000,257.1800,0.038883
way/1014146153,nyc_suburban,1,1,1,1.000000,True,10.0000,111.5450,0.089650
way/1014146154,nyc_suburban,1,1,1,1.000000,True,10.0000,508.6900,0.019658
way/1014146155,nyc_suburban,1,1,1,1.000000,True,10.0000,299.3550,0.033405
way/1014146156,nyc_suburban,1,1,1,1.000000,True,10.0000,112.6650,0.088759
way/1014146157,nyc_suburban,1,1,1,1.000000,True,10.0000,484.1900,0.020653
way/1014146158,nyc_suburban,1,1,1,1.000000,True,10.0000,142.6950,0.070080
way/1014146159,nyc_suburban,1,1,1,1.000000,True,10.0000,470.9250,0.021235
way/1014146160,nyc_suburban,1,1,1,1.000000,True,10.0000,507.3250,0.019711
way/1014146161,nyc_suburban,1,1,1,1.000000,True,10.0000,484.8550,0.020625
way/1014146162,nyc_suburban,1,1,1,1.000000,True,10.0000,498.4350,0.020063
way/1014146163,nyc_suburban,1,1,1,1.000000,True,10.0000,385.5250,0.025939
way/1014146164,nyc_suburban,1,1,1,1.000000,True,10.0000,483.4900,0.020683
way/1014146165,nyc_suburban,1,1,1,1.000000,True,10.0000,486.4650,0.020556
way/1014146166,nyc_suburban,1,1,1,1.000000,True,10.0000,410.5150,0.024360
way/1014146167,nyc_suburban,1,1,1,1.000000,True,10.0000,112.3150,0.089035
way/1014146168,nyc_suburban,1,1,1,1.000000,True,10.0000,149.9050,0.066709
way/1014146169,nyc_suburban,1,1,1,1.000000,True,10.0000,323.6800,0.030895
way/1014146170,nyc_suburban,1,1,1,1.000000,True,10.0000,505.9600,0.019764
way/1014146171,nyc_suburban,1,1,1,1.000000,True,10.0000,280.2450,0.035683
way/1014146172,nyc_suburban,1,1,1,1.000000,True,10.0000,371.3850,0.026926
way/1014146173,nyc_suburban,1,1,1,1.000000,True,10.0000,322.8400,0.030975
way/1014146174,nyc_suburban,1,1,1,1.000000,True,10.0000,80.2900,0.124549
way/1014146175,nyc_suburban,1,1,1,1.000000,True,10.0000,542.6050,0.018430
way/1014146176,nyc_suburban,1,1,1,1.000000,True,10.0000,431.2700,0.023187
way/1014146177,nyc_suburban,1,1,1,1.000000,True,10.0000,327.4600,0.030538
way/1014146178,nyc_suburban,1,1,1,1.000000,True,10.0000,355.0750,0.028163
way/1014146179,nyc_suburban,1,1,1,1.000000,True,10.0000,149.8350,0.066740
way/1014146180,nyc_suburban,1,1,1,1.000000,True,10.0000,157.9900,0.063295
way/1014146181,nyc_suburban,1,1,1,1.000000,True,10.0000,293.8950,0.034026
way/1014146182,nyc_suburban,1,1,1,1.000000,True,10.0000,465.2200,0.021495
way/1014146183,nyc_suburban,1,1,1,1.000000,True,10.0000,85.5750,0.116857
way/1014146184,nyc_suburban,1,1,1,1.000000,True,10.0000,368.1650,0.027162
way/1014146185,nyc_suburban,1,1,1,1.000000,True,10.0000,84.4200,0.118455
way/1014146186,nyc_suburban,1,1,1,1.000000,True,10.0000,348.7050,0.028678
way/1014146188,nyc_suburban,1,1,1,1.000000,True,10.0000,243.4600,0.041075
way/1014146189,nyc_suburban,1,1,1,1.000000,True,10.0000,359.8700,0.027788
way/1014146190,nyc_suburban,1,1,1,1.000000,True,10.0000,105.3150,0.094953
way/1014146191,nyc_suburban,1,1,1,1.000000,True,10.0000,294.6650,0.033937
way/1014146192,nyc_suburban,1,1,1,1.000000,True,10.0000,544.4950,0.018366
way/1014146193,nyc_suburban,1,1,1,1.000000,True,10.0000,107.5550,0.092976
way/1014146194,nyc_suburban,1,1,1,1.000000,True,10.0000,469.7350,0.021289
way/1014146195,nyc_suburban,1,1,1,1.000000,True,10.0000,81.5850,0.122572
way/1014146196,nyc_suburban,1,1,1,1.000000,True,10.0000,201.0050,0.049750
way/1014146197,nyc_suburban,1,1,1,1.000000,True,10.0000,248.8150,0.040191
way/1014146198,nyc_suburban,1,1,1,1.000000,True,10.0000,357.1050,0.028003
way/1014146199,nyc_suburban,1,1,1,1.000000,True,10.0000,129.2900,0.077346
way/1014146200,nyc_suburban,1,1,1,1.000000,True,10.0000,476.6650,0.020979
way/1014146201,nyc_suburban,1,1,1,1.000000,True,10.0000,143.2900,0.069789
way/1014146202,nyc_suburban,1,1,1,1.000000,True,10.0000,272.0200,0.036762
way/1014146203,nyc_suburban,1,1,1,1.000000,True,10.0000,263.5500,0.037943
way/1014146204,nyc_suburban,1,1,1,1.000000,True,10.0000,748.9300,0.013352
way/1014146205,nyc_suburban,1,1,1,1.000000,True,10.0000,329.6300,0.030337
way/1014146206,nyc_suburban,1,1,1,1.000000,True,10.0000,647.5000,0.015444
way/1014146207,nyc_suburban,1,1,1,1.000000,True,10.0000,345.2750,0.028962
way/1014146208,nyc_suburban,1,1,1,1.000000,True,10.0000,464.0650,0.021549
way/1014146209,nyc_suburban,1,1,1,1.000000,True,10.0000,126.4900,0.079058
way/1014146210,nyc_suburban,1,1,1,1.000000,True,10.0000,481.9500,0.020749
way/1014146211,nyc_suburban,1,1,1,1.000000,True,10.0000,464.0300,0.021550
way/1014146212,nyc_suburban,1,1,1,1.000000,True,10.0000,528.1150,0.018935
way/1014146213,nyc_suburban,1,1,1,1.000000,True,10.0000,508.4100,0.019669
way/1014146214,nyc_suburban,1,1,1,1.000000,True,10.0000,88.3750,0.113154
way/1014146215,nyc_suburban,1,1,1,1.000000,True,10.0000,251.1950,0.039810
way/1014146216,nyc_suburban,1,1,1,1.000000,True,10.0000,291.1300,0.034349
way/1014146217,nyc_suburban,1,1,1,1.000000,True,10.0000,95.5850,0.104619
way/1014146218,nyc_suburban,1,1,1,1.000000,True,10.0000,362.6700,0.027573
way/1014146219,nyc_suburban,1,1,1,1.000000,True,10.0000,252.0700,0.039672
way/1014146220,nyc_suburban,1,1,1,1.000000,True,10.0000,87.6050,0.114149
way/1014146221,nyc_suburban,1,1,1,1.000000,True,10.0000,83.1600,0.120250
way/1014146222,nyc_suburban,1,1,1,1.000000,True,10.0000,621.0400,0.016102
way/1014146223,nyc_suburban,1,1,1,1.000000,True,10.0000,842.2400,0.011873
way/1014146224,nyc_suburban,1,1,1,1.000000,True,10.0000,112.2450,0.089091
way/1014146225,nyc_suburban,1,1,1,1.000000,True,10.0000,381.1500,0.026236
way/1014146226,nyc_suburban,1,1,1,1.000000,True,10.0000,569.9050,0.017547
way/1014146227,nyc_suburban,1,1,1,1.000000,True,10.0000,403.0600,0.024810
way/1014146228,nyc_suburban,1,1,1,1.000000,True,10.0000,507.8150,0.019692
way/1014146229,nyc_suburban,1,1,1,1.000000,True,10.0000,470.9950,0.021232
way/1014146230,nyc_suburban,1,1,1,1.000000,True,10.0000,75.7750,0.131970
way/1014146231,nyc_suburban,1,1,1,1.000000,True,10.0000,359.2750,0.027834
way/1014146232,nyc_suburban,1,1,1,1.000000,True,10.0000,415.6250,0.024060
way/1014146233,nyc_suburban,1,1,1,1.000000,True,10.0000,78.2600,0.127779
way/1014146234,nyc_suburban,1,1,1,1.000000,True,10.0000,288.6450,0.034645
way/1014146235,nyc_suburban,1,1,1,1.000000,True,10.0000,462.5950,0.021617
way/1014146236,nyc_suburban,1,1,1,1.000000,True,10.0000,276.7800,0.036130
way/1014146237,nyc_suburban,1,1,1,1.000000,True,10.0000,312.6900,0.031981
way/1014146238,nyc_suburban,1,1,1,1.000000,True,10.0000,396.2350,0.025238
way/1014146239,nyc_suburban,1,1,1,1.000000,True,10.0000,322.8050,0.030978
way/1014146240,nyc_suburban,1,1,1,1.000000,True,10.0000,475.8950,0.021013
way/1014146241,nyc_suburban,1,1,1,1.000000,True,10.0000,140.4900,0.071179
way/1014146242,nyc_suburban,1,1,1,1.000000,True,10.0000,320.9150,0.031161
way/1014146243,nyc_suburban,1,1,1,1.000000,True,10.0000,399.1750,0.025052
way/1014146244,nyc_suburban,1,1,1,1.000000,True,10.0000,526.0850,0.019008
way/1014146245,nyc_suburban,1,1,1,1.000000,True,10.0000,83.9650,0.119097
way/1014146246,nyc_suburban,1,1,1,1.000000,True,10.0000,288.2600,0.034691
way/1014146247,nyc_suburban,1,1,1,1.000000,True,10.0000,151.6900,0.065924
way/1014146248,nyc_suburban,1,1,1,1.000000,True,10.0000,378.1050,0.026448
way/1014146249,nyc_suburban,1,1,1,1.000000,True,10.0000,509.1100,0.019642
way/1014146250,nyc_suburban,1,1,1,1.000000,True,10.0000,192.6750,0.051901
way/1014146251,nyc_suburban,1,1,1,1.000000,True,10.0000,398.6150,0.025087
way/1014146252,nyc_suburban,1,1,1,1.000000,True,10.0000,92.6450,0.107939
way/1014146253,nyc_suburban,1,1,1,1.000000,True,10.0000,231.7350,0.043153
way/1014146254,nyc_suburban,1,1,1,1.000000,True,10.0000,223.5800,0.044727
way/1014146255,nyc_suburban,1,1,1,1.000000,True,10.0000,146.5800,0.068222
way/1014146256,nyc_suburban,1,1,1,1.000000,True,10.0000,115.6050,0.086501
way/1014146257,nyc_suburban,1,1,1,1.000000,True,10.0000,465.4300,0.021486
way/1014146258,nyc_suburban,1,1,1,1.000000,True,10.0000,461.2300,0.021681
way/1014146259,nyc_suburban,1,1,1,1.000000,True,10.0000,338.3800,0.029553
way/1014146260,nyc_suburban,1,1,1,1.000000,True,10.0000,464.0300,0.021550
way/1014146261,nyc_suburban,1,1,1,1.000000,True,10.0000,167.0550,0.059861
way/1014146262,nyc_suburban,1,1,1,1.000000,True,10.0000,438.0600,0.022828
way/1014146263,nyc_suburban,1,1,1,1.000000,True,10.0000,342.3000,0.029214
way/1014146264,nyc_suburban,1,1,1,1.000000,True,10.0000,122.5700,0.081586
way/1014146265,nyc_suburban,1,1,1,1.000000,True,10.0000,320.9150,0.031161
way/1014146266,nyc_suburban,1,1,1,1.000000,True,10.0000,671.0550,0.014902
way/1014146267,nyc_suburban,1,1,1,1.000000,True,10.0000,116.7250,0.085671
way/1014146268,nyc_suburban,1,1,1,1.000000,True,10.0000,152.2500,0.065681
way/1014146269,nyc_suburban,1,1,1,1.000000,True,10.0000,399.1400,0.025054
way/1014146270,nyc_suburban,1,1,1,1.000000,True,10.0000,393.9250,0.025386
way/1014146271,nyc_suburban,1,1,1,1.000000,True,10.0000,513.4850,0.019475
way/1014146272,nyc_suburban,1,1,1,1.000000,True,10.0000,459.9350,0.021742
way/1014146273,nyc_suburban,1,1,1,1.000000,True,10.0000,423.4650,0.023615
way/1014146274,nyc_suburban,1,1,1,1.000000,True,10.0000,270.8300,0.036924
way/1014146275,nyc_suburban,1,1,1,1.000000,True,10.0000,79.2050,0.126255
way/1014146276,nyc_suburban,1,1,1,1.000000,True,10.0000,119.3150,0.083812
way/1014146277,nyc_suburban,1,1,1,1.000000,True,10.0000,309.9250,0.032266
way/1014146278,nyc_suburban,1,1,1,1.000000,True,10.0000,387.2400,0.025824
way/1014146279,nyc_suburban,1,1,1,1.000000,True,10.0000,510.4050,0.019592
way/1014146280,nyc_suburban,1,1,1,1.000000,True,10.0000,514.9200,0.019420
way/1014146281,nyc_suburban,1,1,1,1.000000,True,10.0000,526.3650,0.018998
way/1014146282,nyc_suburban,1,1,1,1.000000,True,10.0000,108.8850,0.091840
way/1014146283,nyc_suburban,1,1,1,1.000000,True,10.0000,225.8200,0.044283
way/1014146284,nyc_suburban,1,1,1,1.000000,True,10.0000,517.3350,0.019330
way/1014146285,nyc_suburban,1,1,1,1.000000,True,10.0000,527.5900,0.018954
way/1014146286,nyc_suburban,1,1,1,1.000000,True,10.0000,550.6550,0.018160
way/1014146287,nyc_suburban,1,1,1,1.000000,True,10.0000,80.4650,0.124278
way/1014146288,nyc_suburban,1,1,1,1.000000,True,10.0000,145.9150,0.068533
