=== COUNT VERIFICATION ===
corpus,extension,n_source,n_dest,count_match,n_missing_in_dest,n_extra_in_dest
open48_refleet,.err,8160,8160,True,0,0
open48_refleet,.eio,0,0,True,0,0
open48_refleet,.end,8160,8160,True,0,0
open48_refleet,.gpkg,24,24,True,0,0
open48_refleet,.csv,14,14,True,0,0
open48_refleet,.geojson,12,12,True,0,0
open48_refleet,.parquet,36,36,True,0,0
open48_refleet,.json,24,24,True,0,0
open48_refleet,.idf,16332,16332,True,0,0
open48_refleet3,.err,5215,5215,True,0,0
open48_refleet3,.eio,5215,5215,True,0,0
open48_refleet3,.end,5215,5215,True,0,0
open48_refleet3,.gpkg,17,17,True,0,0
open48_refleet3,.csv,9,9,True,0,0
open48_refleet3,.geojson,5,5,True,0,0
open48_refleet3,.parquet,30,30,True,0,0
open48_refleet3,.json,10,10,True,0,0
open48_refleet3,.idf,14213,14213,True,0,0
open48_refleet3_t02a3,.err,0,0,True,0,0
open48_refleet3_t02a3,.eio,0,0,True,0,0
open48_refleet3_t02a3,.end,0,0,True,0,0
open48_refleet3_t02a3,.gpkg,1,1,True,0,0
open48_refleet3_t02a3,.csv,0,0,True,0,0
open48_refleet3_t02a3,.geojson,0,0,True,0,0
open48_refleet3_t02a3,.parquet,2,2,True,0,0
open48_refleet3_t02a3,.json,0,0,True,0,0
open48_refleet3_t02a3,.idf,1589,1589,True,0,0
open48_refleet3_t02a4,.err,1589,1589,True,0,0
open48_refleet3_t02a4,.eio,1589,1589,True,0,0
open48_refleet3_t02a4,.end,1589,1589,True,0,0
open48_refleet3_t02a4,.gpkg,2,2,True,0,0
open48_refleet3_t02a4,.csv,1,1,True,0,0
open48_refleet3_t02a4,.geojson,1,1,True,0,0
open48_refleet3_t02a4,.parquet,3,3,True,0,0
open48_refleet3_t02a4,.json,2,2,True,0,0
open48_refleet3_t02a4,.idf,3178,3178,True,0,0
open48_refleet4,.err,8160,8160,True,0,0
open48_refleet4,.eio,8160,8160,True,0,0
open48_refleet4,.end,8160,8160,True,0,0
open48_refleet4,.gpkg,24,24,True,0,0
open48_refleet4,.csv,15,15,True,0,0
open48_refleet4,.geojson,12,12,True,0,0
open48_refleet4,.parquet,36,36,True,0,0
open48_refleet4,.json,24,24,True,0,0
open48_refleet4,.idf,16336,16336,True,0,0
open48_repeat,.err,738,738,True,0,0
open48_repeat,.eio,0,0,True,0,0
open48_repeat,.end,738,738,True,0,0
open48_repeat,.gpkg,2,2,True,0,0
open48_repeat,.csv,1,1,True,0,0
open48_repeat,.geojson,1,1,True,0,0
open48_repeat,.parquet,3,3,True,0,0
open48_repeat,.json,2,2,True,0,0
open48_repeat,.idf,1479,1479,True,0,0

=== HASH VERIFICATION (200 random + all .gpkg/.parquet) ===
corpus,extension,relpath,src_sha256,dst_sha256,status
open48_refleet3,.idf,la_urban\step3\idfs\way_427274623.idf,62e5d4842685fe41b4be89ba308f9371c8cb5c7cce3bf202d0acdd526c659b13,62e5d4842685fe41b4be89ba308f9371c8cb5c7cce3bf202d0acdd526c659b13,OK
open48_refleet3,.idf,nyc_centre\step3\idfs\way_265301799.idf,099cddf27af9344be2c1d50b3eaa64da83bf5b351ae9f84a7962f364b4b11705,099cddf27af9344be2c1d50b3eaa64da83bf5b351ae9f84a7962f364b4b11705,OK
open48_refleet3,.idf,nyc_centre\step3\idfs\way_265301871.idf,8c80a325dded8e002c63a73a4c1839019786b1ef4c5aa04faeb674b0526a1090,8c80a325dded8e002c63a73a4c1839019786b1ef4c5aa04faeb674b0526a1090,OK
open48_refleet3,.idf,nyc_centre\step3\idfs\way_265301984.idf,03a056e041c140ef973bf1a5b90fe7df33b86b0a37e1beb0fdb8cddaee1b4535,03a056e041c140ef973bf1a5b90fe7df33b86b0a37e1beb0fdb8cddaee1b4535,OK
open48_refleet3,.idf,nyc_centre\step3\idfs\way_265424344.idf,b795df83a427eb95d9bc96fe2f46596baa0979d75b9e9e605c6b2ea9eda2aa2b,b795df83a427eb95d9bc96fe2f46596baa0979d75b9e9e605c6b2ea9eda2aa2b,OK
open48_refleet3,.idf,nyc_centre\step3\idfs\way_265875648.idf,67339b0ebb72fb823d9c86e779a25c8e5029869690e3f17d8fc7c832be68a652,67339b0ebb72fb823d9c86e779a25c8e5029869690e3f17d8fc7c832be68a652,OK
open48_refleet3,.idf,nyc_rural\step3\idfs\way_772626978.idf,f23aecd79280b5b2085b380bccee2742d88a990922fb0a1186710491496531c4,f23aecd79280b5b2085b380bccee2742d88a990922fb0a1186710491496531c4,OK
open48_refleet3,.idf,nyc_rural\step3\idfs\way_933066296.idf,0f8d37d550532e32c305b866b20570891a5f8f401bf1155ec1d960f4ee664a86,0f8d37d550532e32c305b866b20570891a5f8f401bf1155ec1d960f4ee664a86,OK
open48_refleet3,.idf,nyc_suburban\step3\idfs\way_1108093315.idf,48690dd3e3127cc348d039fa637e45b8cfc2e262e8b0a494cddada7dbec23ec6,48690dd3e3127cc348d039fa637e45b8cfc2e262e8b0a494cddada7dbec23ec6,OK
open48_refleet3,.idf,nyc_suburban\step3\idfs\way_610017093.idf,0b02e9a963c842c4fd35b34c9d5096379d8e80e0f88c4534b8855e28c75c0599,0b02e9a963c842c4fd35b34c9d5096379d8e80e0f88c4534b8855e28c75c0599,OK
open48_refleet3,.idf,nyc_suburban\step3\idfs\way_610017158.idf,617ff04e334808d22444a360552af2154d8d268ab3c97a48ae48f90408b1b52b,617ff04e334808d22444a360552af2154d8d268ab3c97a48ae48f90408b1b52b,OK
open48_refleet3,.idf,nyc_suburban\step3\idfs\way_813470164.idf,106df9d8fd905dbe2b4aa79a7374445e4bbd81d15e82bfbe2ffdce056d731a7a,106df9d8fd905dbe2b4aa79a7374445e4bbd81d15e82bfbe2ffdce056d731a7a,OK
open48_refleet3,.idf,nyc_urban\fleet_staging\idfs\way_280620989.idf,16e90980bb83287c45f1661d324952c0f57d4887a25bf2d7e1b15fac720e0ebd,16e90980bb83287c45f1661d324952c0f57d4887a25bf2d7e1b15fac720e0ebd,OK
open48_refleet3,.idf,nyc_urban\step3\idfs\way_280621159.idf,1d9186e34b5cedfbacfa953a9d5059f91a1c76d3aab030264c91305323695334,1d9186e34b5cedfbacfa953a9d5059f91a1c76d3aab030264c91305323695334,OK
open48_refleet3,.parquet,austin_centre\02a_climate_epw.parquet,47695d3ff9664e7a3c25b6164b3583a0dc131ffd351d89eabe15ccb0154a4c2e,47695d3ff9664e7a3c25b6164b3583a0dc131ffd351d89eabe15ccb0154a4c2e,OK
open48_refleet3,.parquet,austin_centre\step3\03_idf_manifest.parquet,7460b2586e59459f2a48760a8a3bf0d508f4699546f25425a8e2e1f5b642b275,7460b2586e59459f2a48760a8a3bf0d508f4699546f25425a8e2e1f5b642b275,OK
open48_refleet3,.parquet,austin_rural\02a_climate_epw.parquet,41dd8f3a580a3d56c5c10b6fcde34749a07e3a5c7e20ecf2c4fc0368d5df6de4,41dd8f3a580a3d56c5c10b6fcde34749a07e3a5c7e20ecf2c4fc0368d5df6de4,OK
open48_refleet3,.parquet,austin_rural\04_simulation_manifest.parquet,3af059da35fdb9f4b0641b452120dbf80e1094258ba5006be1f5eb7dfe91af72,3af059da35fdb9f4b0641b452120dbf80e1094258ba5006be1f5eb7dfe91af72,OK
open48_refleet3,.parquet,austin_rural\step3\03_idf_manifest.parquet,0edddeef37091b7f0ac70597c001847249eb85fda22450be0c8e48559e33d2bb,0edddeef37091b7f0ac70597c001847249eb85fda22450be0c8e48559e33d2bb,OK
open48_refleet3,.parquet,austin_suburban\02a_climate_epw.parquet,ac12595f215c12cf13ca5f0d95c7e18c47b971f927e458b8d2999de747e5d251,ac12595f215c12cf13ca5f0d95c7e18c47b971f927e458b8d2999de747e5d251,OK
open48_refleet3,.parquet,austin_suburban\step3\03_idf_manifest.parquet,2b118b76c474ebabbfbf555e810dd4b4444d955d76a1a80c275c5df6e6678847,2b118b76c474ebabbfbf555e810dd4b4444d955d76a1a80c275c5df6e6678847,OK
open48_refleet3,.parquet,austin_urban\02a_climate_epw.parquet,21d870bdc810d1a6e490b9b40435d91a1ec338a6c87713fc775d3bca6c5b4a6c,21d870bdc810d1a6e490b9b40435d91a1ec338a6c87713fc775d3bca6c5b4a6c,OK
open48_refleet3,.parquet,austin_urban\04_simulation_manifest.parquet,6ee5abd31ac0fc771f30988c7579f13ac621bd47eed833a0b06dabf7c3ec237b,6ee5abd31ac0fc771f30988c7579f13ac621bd47eed833a0b06dabf7c3ec237b,OK
open48_refleet3,.parquet,austin_urban\step3\03_idf_manifest.parquet,77bac868f3f60958103e0eabd56284371a4052c1de1b97feb498454849ec9f0e,77bac868f3f60958103e0eabd56284371a4052c1de1b97feb498454849ec9f0e,OK
open48_refleet3,.parquet,la_centre\02a_climate_epw.parquet,61a5d89ea9b97096308302b28fd96c80448dea03c2940757d27ce2e8510a34db,61a5d89ea9b97096308302b28fd96c80448dea03c2940757d27ce2e8510a34db,OK
open48_refleet3,.parquet,la_centre\04_simulation_manifest.parquet,19bff0bf0c096517769a4534f0db8631f43fb2082f2972227c5f25a64eb8c613,19bff0bf0c096517769a4534f0db8631f43fb2082f2972227c5f25a64eb8c613,OK
open48_refleet3,.parquet,la_centre\step3\03_idf_manifest.parquet,7b3e093c48220247fa6110a97cfd738afa0ec533fa558a73193922f79d4d87e8,7b3e093c48220247fa6110a97cfd738afa0ec533fa558a73193922f79d4d87e8,OK
open48_refleet3,.parquet,la_rural\02a_climate_epw.parquet,7306f37cb0fa0fedc570ef3330509576c5bd78b59ea4e2fb8f936a8f2d38acfe,7306f37cb0fa0fedc570ef3330509576c5bd78b59ea4e2fb8f936a8f2d38acfe,OK
open48_refleet3,.parquet,la_rural\04_simulation_manifest.parquet,fa6a690120da8e16d8d6d6ffbf8bdd7b9f1d552261fce5037199930e41f65936,fa6a690120da8e16d8d6d6ffbf8bdd7b9f1d552261fce5037199930e41f65936,OK
open48_refleet3,.parquet,la_rural\step3\03_idf_manifest.parquet,df5f9482d8f752d70082490451d16ddd7ea1a17b19bf0db7615f6f0df5c37200,df5f9482d8f752d70082490451d16ddd7ea1a17b19bf0db7615f6f0df5c37200,OK
open48_refleet3,.parquet,la_suburban\02a_climate_epw.parquet,2e4dd27f2a6b30269f30e26791be1c9fefadcd1591ab80e5e70c2ef7de5dd8ea,2e4dd27f2a6b30269f30e26791be1c9fefadcd1591ab80e5e70c2ef7de5dd8ea,OK
open48_refleet3,.parquet,la_suburban\04_simulation_manifest.parquet,a1d5b9b25dcf4dfd9a87a76152ecd2391bb5b5296c704bd8e52fbe76d5c3332d,a1d5b9b25dcf4dfd9a87a76152ecd2391bb5b5296c704bd8e52fbe76d5c3332d,OK
open48_refleet3,.parquet,la_suburban\step3\03_idf_manifest.parquet,a0c075b929ffdfeff8a6ef43060ca7ceaf9050578dd5ade2804ea0e2e408a2bc,a0c075b929ffdfeff8a6ef43060ca7ceaf9050578dd5ade2804ea0e2e408a2bc,OK
open48_refleet3,.parquet,la_urban\02a_climate_epw.parquet,aedf4c6c8da280a063bc4bea2068cbd98274566e40c23a82da9b26e10c74a403,aedf4c6c8da280a063bc4bea2068cbd98274566e40c23a82da9b26e10c74a403,OK
open48_refleet3,.parquet,la_urban\step3\03_idf_manifest.parquet,fb3b80360f3b2f31a8e611f2d2ac5627280730a6687ccb31c2270eb44f152d37,fb3b80360f3b2f31a8e611f2d2ac5627280730a6687ccb31c2270eb44f152d37,OK
open48_refleet3,.parquet,nyc_centre\02a_climate_epw.parquet,be8ba3be2b7d8784dc585bbb653f3b196062d5aa80f49a8fe2c14174cd0479c1,be8ba3be2b7d8784dc585bbb653f3b196062d5aa80f49a8fe2c14174cd0479c1,OK
open48_refleet3,.parquet,nyc_rural\02a_climate_epw.parquet,80429eb419383156fe10ebc6847d7dc48af619494475f473b8a5115127a52274,80429eb419383156fe10ebc6847d7dc48af619494475f473b8a5115127a52274,OK
open48_refleet3,.parquet,nyc_rural\04_simulation_manifest.parquet,bcffedfee7efa833c2aa7cfd486ec07bd761b7a071f55dd1fdca61d7aa1f3cc8,bcffedfee7efa833c2aa7cfd486ec07bd761b7a071f55dd1fdca61d7aa1f3cc8,OK
open48_refleet3,.parquet,nyc_rural\step3\03_idf_manifest.parquet,c06ae5725f5c4dd8ceb5cad4651a82b85a3e9191bb55f418562f9feaff50a18d,c06ae5725f5c4dd8ceb5cad4651a82b85a3e9191bb55f418562f9feaff50a18d,OK
open48_refleet3,.parquet,nyc_suburban\02a_climate_epw.parquet,5ef58963b677334b4fb485a1b5cd7cb86d7837b393217031916305c9785474cd,5ef58963b677334b4fb485a1b5cd7cb86d7837b393217031916305c9785474cd,OK
open48_refleet3,.parquet,nyc_suburban\04_simulation_manifest.parquet,17c8ee1a357ce40ecd90df787f1278cc1a7a0b68643deeaf03f2499e17dc0132,17c8ee1a357ce40ecd90df787f1278cc1a7a0b68643deeaf03f2499e17dc0132,OK
open48_refleet3,.parquet,nyc_urban\02a_climate_epw.parquet,6241d2a1905b26479414a4f98426e5521a7178b541f1a63067166862d9ef6670,6241d2a1905b26479414a4f98426e5521a7178b541f1a63067166862d9ef6670,OK
open48_refleet3,.parquet,nyc_urban\04_simulation_manifest.parquet,1aab0eda3760534862f7eb9d9e0c4c19bdfb11abe37719becfb026ccdc7c53df,1aab0eda3760534862f7eb9d9e0c4c19bdfb11abe37719becfb026ccdc7c53df,OK
open48_refleet3,.parquet,nyc_urban\step3\03_idf_manifest.parquet,235e90ffafe65330a91bfb8084f8c6a9aa40f31cc7c40bc1f0bd77bb4b8d1eb9,235e90ffafe65330a91bfb8084f8c6a9aa40f31cc7c40bc1f0bd77bb4b8d1eb9,OK
open48_refleet3_t02a3,.gpkg,nyc_suburban\01_buildings.gpkg,39d3d375fdaa9afd43cd8bd0e11d193752b09ccd13ea180dca79500906f4679d,39d3d375fdaa9afd43cd8bd0e11d193752b09ccd13ea180dca79500906f4679d,OK
open48_refleet3_t02a3,.idf,nyc_suburban\step3\idfs\way_1014146277.idf,9ed8193e4ca273aadcb38ee6e6053e2f572937dece490eac15e70a1e11b7d4b3,9ed8193e4ca273aadcb38ee6e6053e2f572937dece490eac15e70a1e11b7d4b3,OK
open48_refleet3_t02a3,.idf,nyc_suburban\step3\idfs\way_845748888.idf,5f197ba8e69d28a0de99f779ee8ce274a13889c1748abc0169ccb8234db613df,5f197ba8e69d28a0de99f779ee8ce274a13889c1748abc0169ccb8234db613df,OK
open48_refleet3_t02a3,.idf,nyc_suburban\step3\idfs\way_846412089.idf,27a7f6c322a228e043e5e31adf41d058327233ff9d7be92b83c5d4327f9e7203,27a7f6c322a228e043e5e31adf41d058327233ff9d7be92b83c5d4327f9e7203,OK
open48_refleet3_t02a3,.parquet,nyc_suburban\02a_climate_epw.parquet,62a0738d93c3cdaec3bf2498ab37e36457c5d0713df3fa3297d7d12aa34893f2,62a0738d93c3cdaec3bf2498ab37e36457c5d0713df3fa3297d7d12aa34893f2,OK
open48_refleet3_t02a3,.parquet,nyc_suburban\step3\03_idf_manifest.parquet,8ae981cb25c285ef24e8741abb6394e235a2e777dcb74ccd98d8e697cf6b5390,8ae981cb25c285ef24e8741abb6394e235a2e777dcb74ccd98d8e697cf6b5390,OK
open48_refleet3_t02a4,.eio,nyc_suburban\sim_out\way_1014148308\eplusout.eio,c6d14576f436db419e3f7ad23003f9fc1ab2cd86ae11cb3dc546be5dba8778af,c6d14576f436db419e3f7ad23003f9fc1ab2cd86ae11cb3dc546be5dba8778af,OK
open48_refleet3_t02a4,.eio,nyc_suburban\sim_out\way_1108092648\eplusout.eio,554988ecd33340d559f4cd376760f9dd24b615360d49ee81dc817274da1ec2a8,554988ecd33340d559f4cd376760f9dd24b615360d49ee81dc817274da1ec2a8,OK
open48_refleet3_t02a4,.end,nyc_suburban\sim_out\way_1014146261\eplusout.end,056855cc279975584897863103193a2bdcaa2b4fc786257f4f3bfeb72b95494d,056855cc279975584897863103193a2bdcaa2b4fc786257f4f3bfeb72b95494d,OK
open48_refleet3_t02a4,.end,nyc_suburban\sim_out\way_813473642\eplusout.end,45785233592daee42829cff120a37027edaa15475bfcc2f066ca6e3b4062a0cc,45785233592daee42829cff120a37027edaa15475bfcc2f066ca6e3b4062a0cc,OK
open48_refleet3_t02a4,.end,nyc_suburban\sim_out\way_815834476\eplusout.end,cf641177620efcb20a9374c5036a7477447359d93c4690596c5f8fb091b46bce,cf641177620efcb20a9374c5036a7477447359d93c4690596c5f8fb091b46bce,OK
open48_refleet3_t02a4,.end,nyc_suburban\sim_out\way_845748842\eplusout.end,1f531cb519fab1209b50faa4d0ebd55b42a89063412c862a3b99ffb05999e731,1f531cb519fab1209b50faa4d0ebd55b42a89063412c862a3b99ffb05999e731,OK
open48_refleet3_t02a4,.end,nyc_suburban\sim_out\way_845749000\eplusout.end,f8391a47120fddc8526d2dc5b06f1611e13a7415d9b6f483874eccd284a85a51,f8391a47120fddc8526d2dc5b06f1611e13a7415d9b6f483874eccd284a85a51,OK
open48_refleet3_t02a4,.err,nyc_suburban\sim_out\way_1108092438\eplusout.err,821f17e999373c4abfd682f4067f455f88773bb67c39990bf3ca5734a5ddc49f,821f17e999373c4abfd682f4067f455f88773bb67c39990bf3ca5734a5ddc49f,OK
open48_refleet3_t02a4,.err,nyc_suburban\sim_out\way_845748907\eplusout.err,6734f42dc636970112f235015cc3f95616cefd69b8b5dca1f17b9f56946e5ec0,6734f42dc636970112f235015cc3f95616cefd69b8b5dca1f17b9f56946e5ec0,OK
open48_refleet3_t02a4,.gpkg,nyc_suburban\01_buildings.gpkg,39d3d375fdaa9afd43cd8bd0e11d193752b09ccd13ea180dca79500906f4679d,39d3d375fdaa9afd43cd8bd0e11d193752b09ccd13ea180dca79500906f4679d,OK
open48_refleet3_t02a4,.gpkg,nyc_suburban\results\05_results.gpkg,57f867176ddfd8ef9d7690296b394ad636a1085b27fa7a05c475fea3233e696a,57f867176ddfd8ef9d7690296b394ad636a1085b27fa7a05c475fea3233e696a,OK
open48_refleet3_t02a4,.idf,nyc_suburban\fleet_staging\idfs\way_1014146265.idf,61c266e06fb199722faae2cac1f73cb443a1aa1201325e2000963e37ee32660f,61c266e06fb199722faae2cac1f73cb443a1aa1201325e2000963e37ee32660f,OK
open48_refleet3_t02a4,.idf,nyc_suburban\step3\idfs\way_1014146225.idf,e063abafd2fd4bb4327bbec7ed9d897182cd793001164efe121d29c01fc3250f,e063abafd2fd4bb4327bbec7ed9d897182cd793001164efe121d29c01fc3250f,OK
open48_refleet3_t02a4,.idf,nyc_suburban\step3\idfs\way_813470196.idf,56e0688747a624dd10bb1d51fb1580ef85d4ef6b9c9606068e81f35902dfda46,56e0688747a624dd10bb1d51fb1580ef85d4ef6b9c9606068e81f35902dfda46,OK
open48_refleet3_t02a4,.idf,nyc_suburban\step3\idfs\way_845748891.idf,04e8de1116aecafafa8a895c59ed6923a24cdf44417657bbb3483fab9457f6d1,04e8de1116aecafafa8a895c59ed6923a24cdf44417657bbb3483fab9457f6d1,OK
open48_refleet3_t02a4,.idf,nyc_suburban\step3\idfs\way_939489810.idf,120a6650dc3f9038644a86668eb9fcaf1fec4ab29355f5b7565e313b9a9d3e2a,120a6650dc3f9038644a86668eb9fcaf1fec4ab29355f5b7565e313b9a9d3e2a,OK
open48_refleet3_t02a4,.parquet,nyc_suburban\02a_climate_epw.parquet,94236b23635a97bf700079dd984f00d7deccf39ce0f4df5bb73a4fbbe9dbf597,94236b23635a97bf700079dd984f00d7deccf39ce0f4df5bb73a4fbbe9dbf597,OK
open48_refleet3_t02a4,.parquet,nyc_suburban\04_simulation_manifest.parquet,d9614684ce4ac80c5c11f204be3d512855287b1f2466c9462d3ea9213198add8,d9614684ce4ac80c5c11f204be3d512855287b1f2466c9462d3ea9213198add8,OK
open48_refleet3_t02a4,.parquet,nyc_suburban\step3\03_idf_manifest.parquet,8fd0a269724bccf7ab4abc0e95416c3004921c798a51ed685421af022ab3b2fb,8fd0a269724bccf7ab4abc0e95416c3004921c798a51ed685421af022ab3b2fb,OK
open48_refleet4,.csv,nyc_suburban\results\05_results.csv,4c29bd8c827e35f76abdb02e6be42dd5f0a30a4752be9ce827da34b4f8266b27,4c29bd8c827e35f76abdb02e6be42dd5f0a30a4752be9ce827da34b4f8266b27,OK
open48_refleet4,.eio,austin_centre\sim_out\way_379166126\eplusout.eio,5104dbb57e8b5227faebbfd7d2266b53de8856c2dc940385d16be3bf0b618170,5104dbb57e8b5227faebbfd7d2266b53de8856c2dc940385d16be3bf0b618170,OK
open48_refleet4,.eio,austin_urban\sim_out\way_381824528\eplusout.eio,476ff8ceb9cba2c6758be8df4baaa0de313c49f416d831737c199b6beaf834ad,476ff8ceb9cba2c6758be8df4baaa0de313c49f416d831737c199b6beaf834ad,OK
open48_refleet4,.eio,la_suburban\sim_out\way_442622229\eplusout.eio,be07b52281b1c73d92ea97895b51029a8e0fef803ced11f313caa36f2be163d2,be07b52281b1c73d92ea97895b51029a8e0fef803ced11f313caa36f2be163d2,OK
open48_refleet4,.eio,la_suburban\sim_out\way_442634142\eplusout.eio,2fd7749c5fbfcbd3bc1703addf66b24fe126d8de9dbf40611755068595901515,2fd7749c5fbfcbd3bc1703addf66b24fe126d8de9dbf40611755068595901515,OK
open48_refleet4,.eio,la_urban\sim_out\relation_6378555\eplusout.eio,2cefb3ecc4fb13e122ece4c60bc4ee4cd967d8cb5b037733fbbba5683c288fb5,2cefb3ecc4fb13e122ece4c60bc4ee4cd967d8cb5b037733fbbba5683c288fb5,OK
open48_refleet4,.eio,la_urban\sim_out\way_429375971\eplusout.eio,4e244ef0ce6936a575533c4794467eeef201d3e434346b4fc1716f04ce237b5a,4e244ef0ce6936a575533c4794467eeef201d3e434346b4fc1716f04ce237b5a,OK
open48_refleet4,.eio,nyc_centre\sim_out\way_266010444\eplusout.eio,96938580a66fca1d9fa651adb81b896115c739bbae5aaf2d39e3f5c4d5baafe8,96938580a66fca1d9fa651adb81b896115c739bbae5aaf2d39e3f5c4d5baafe8,OK
open48_refleet4,.eio,nyc_rural\sim_out\way_772626994\eplusout.eio,4754febb5d1f3a9c4d8dc0f6f838d0475b1245800a615a6fe3e6efd1fbbc9891,4754febb5d1f3a9c4d8dc0f6f838d0475b1245800a615a6fe3e6efd1fbbc9891,OK
open48_refleet4,.eio,nyc_suburban\sim_out\way_1108093333\eplusout.eio,74f2abe2173d93cd7a55ecc118f2df323e448d749b10fb761ee4d73fc7a371f9,74f2abe2173d93cd7a55ecc118f2df323e448d749b10fb761ee4d73fc7a371f9,OK
open48_refleet4,.eio,nyc_suburban\sim_out\way_846411827\eplusout.eio,ef0f8f1cb8eb265bcd5b49940a8661cd2b153b08a6a5a0a56fd1036dda949ac5,ef0f8f1cb8eb265bcd5b49940a8661cd2b153b08a6a5a0a56fd1036dda949ac5,OK
open48_refleet4,.eio,nyc_suburban\sim_out\way_846411894\eplusout.eio,8953387a89bd745b79ba165f3602896067888ba129086f681c4670fb091425ea,8953387a89bd745b79ba165f3602896067888ba129086f681c4670fb091425ea,OK
open48_refleet4,.eio,nyc_suburban\sim_out\way_846412082\eplusout.eio,8804128ae53bb05ebb3469bca2f64623a6e9948f74adabc8853c949c9b056e05,8804128ae53bb05ebb3469bca2f64623a6e9948f74adabc8853c949c9b056e05,OK
open48_refleet4,.eio,nyc_urban\sim_out\way_280621039\eplusout.eio,ed613a5d8d0960dff29e8aec97c372cafae35bd3320fd4ba41c449d82cdedf07,ed613a5d8d0960dff29e8aec97c372cafae35bd3320fd4ba41c449d82cdedf07,OK
open48_refleet4,.eio,nyc_urban\sim_out\way_281346102\eplusout.eio,7f913c603b8f3674e604984d949003406159975ac60d2f75204726d53fadbc6c,7f913c603b8f3674e604984d949003406159975ac60d2f75204726d53fadbc6c,OK
open48_refleet4,.eio,nyc_urban\sim_out\way_281346700\eplusout.eio,834068babd86303b250faca6b89ee9b984022c4c8f1dc1694fea445f33883783,834068babd86303b250faca6b89ee9b984022c4c8f1dc1694fea445f33883783,OK
open48_refleet4,.end,austin_urban\sim_out\way_381824510\eplusout.end,6f8fbdc830d745648939df5dbd3f1becac9e4fc6cabc21511d1af1cb55d5b38e,6f8fbdc830d745648939df5dbd3f1becac9e4fc6cabc21511d1af1cb55d5b38e,OK
open48_refleet4,.end,austin_urban\sim_out\way_381824555\eplusout.end,82978548e1d8cd4a3eb453a92d7993503a7e7ef5380eb9e1e57d187d1d0ac5a9,82978548e1d8cd4a3eb453a92d7993503a7e7ef5380eb9e1e57d187d1d0ac5a9,OK
open48_refleet4,.end,austin_urban\sim_out\way_382005586\eplusout.end,872cd9f4b1797d82d6bb4c1d5a6110b4b7b820c3071f7d191578125eab80fca1,872cd9f4b1797d82d6bb4c1d5a6110b4b7b820c3071f7d191578125eab80fca1,OK
open48_refleet4,.end,austin_urban\sim_out\way_382006006\eplusout.end,579aec17a46803fbf87cb04e674328cc1cc64d9f7298fde9447bae8a631982cd,579aec17a46803fbf87cb04e674328cc1cc64d9f7298fde9447bae8a631982cd,OK
open48_refleet4,.end,la_suburban\sim_out\way_442340806\eplusout.end,f324ad3ac18bbb3e746bf9c0b869f2f952a0d80ffe1ed39b908a3ed1c2f90757,f324ad3ac18bbb3e746bf9c0b869f2f952a0d80ffe1ed39b908a3ed1c2f90757,OK
open48_refleet4,.end,la_suburban\sim_out\way_442341136\eplusout.end,585de3a76cfb09adeef4e0da7e0bd0a03a615f0f173066a400629b9155ce4bce,585de3a76cfb09adeef4e0da7e0bd0a03a615f0f173066a400629b9155ce4bce,OK
open48_refleet4,.end,la_suburban\sim_out\way_442624560\eplusout.end,54c6f54884574c202fe43c0e2207e1c3d542f605644b83606e49c21795839bb7,54c6f54884574c202fe43c0e2207e1c3d542f605644b83606e49c21795839bb7,OK
open48_refleet4,.end,la_suburban\sim_out\way_442632935\eplusout.end,9f1995a7d54b3abe19a9f24ad245c683f946885598087c73a674c308d9cd07c7,9f1995a7d54b3abe19a9f24ad245c683f946885598087c73a674c308d9cd07c7,OK
open48_refleet4,.end,la_urban\sim_out\relation_6388424\eplusout.end,36b21ef2b53263a047b0cc58b04c77232a60d6fc2b98b03eab2913fc764f37a9,36b21ef2b53263a047b0cc58b04c77232a60d6fc2b98b03eab2913fc764f37a9,OK
open48_refleet4,.end,la_urban\sim_out\way_402280639\eplusout.end,25c91eee8ee164ff768551277941cdca8eb400ce894c70d517b78ccd7bd65c01,25c91eee8ee164ff768551277941cdca8eb400ce894c70d517b78ccd7bd65c01,OK
open48_refleet4,.end,nyc_suburban\sim_out\way_1110653515\eplusout.end,e2828cfbc71422bf97cfd97f75468f017b31b34b3da86d2342c80445f8d4c622,e2828cfbc71422bf97cfd97f75468f017b31b34b3da86d2342c80445f8d4c622,OK
open48_refleet4,.end,nyc_suburban\sim_out\way_845748886\eplusout.end,f78588c3b50e65851f2079011d3e6ca9d1761dc426864df8fe8660a4f63647a5,f78588c3b50e65851f2079011d3e6ca9d1761dc426864df8fe8660a4f63647a5,OK
open48_refleet4,.end,nyc_suburban\sim_out\way_845748987\eplusout.end,54c2e507bd5d245277de998c3b0ba7026742aa0c94b325d58a23f3f8b279c948,54c2e507bd5d245277de998c3b0ba7026742aa0c94b325d58a23f3f8b279c948,OK
open48_refleet4,.end,nyc_suburban\sim_out\way_939489810\eplusout.end,2c4a21f936f9006731c5764696fdafc6807e1b08d5bd10b6d960b60973f8f140,2c4a21f936f9006731c5764696fdafc6807e1b08d5bd10b6d960b60973f8f140,OK
open48_refleet4,.end,nyc_urban\sim_out\way_241836837\eplusout.end,7002a5d82e695af0bd0cc0eb3dd954976f3913f20d6bf7a8247e4bb8113f34e2,7002a5d82e695af0bd0cc0eb3dd954976f3913f20d6bf7a8247e4bb8113f34e2,OK
