osm_id,vintage_prior,archetype_prior,levels,height_m,year_built,provenance_levels,provenance_height_m,provenance_year_built,in_prior,vintage_current,archetype_current,in_current,vintage_agree,archetype_agree,data_poor
way/266149341,DOERefPre1980,LargeOffice,6.0,23.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266149345,DOERefPre1980,OpenUBEMUnknown,,19.6,1923.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266149351,DOERef1980to2004,MediumOffice,,,1991.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,MediumOffice,both,True,True,True
way/266149358,DOERefPre1980,LargeOffice,,63.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266149362,DOERefPre1980,MediumOffice,,19.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266149365,DOERefPre1980,MediumOffice,,,1928.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266149367,DOERefPre1980,LargeOffice,,55.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266149370,DOERefPre1980,SuperTallBuilding,,160.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SuperTallBuilding,both,True,True,True
way/266149373,DOERefPre1980,MediumOffice,,,1927.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170533,DOERefPre1980,MediumOffice,12.0,43.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,90.1-2007,LargeHotel,both,False,False,True
way/266170534,DOERef1980to2004,SuperTallBuilding,50.0,,1992.0,OSM_OBSERVED,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,SuperTallBuilding,both,True,True,True
way/266170535,DOERefPre1980,MediumOffice,6.0,21.7,1920.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,SmallOffice,both,True,False,False
way/266170536,DOERefPre1980,MediumOffice,,24.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERef1980to2004,LargeHotel,both,False,False,True
way/266170537,DOERefPre1980,Courthouse,,34.3,1894.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,Courthouse,both,True,True,True
way/266170538,DOERefPre1980,MediumOffice,,30.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2007,LargeHotel,both,False,False,True
way/266170539,DOERefPre1980,MediumOffice,,32.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/266170540,DOERefPre1980,QuickServiceRestaurant,3.0,12.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,QuickServiceRestaurant,both,True,True,True
way/266170541,DOERefPre1980,OpenUBEMUnknown,,21.0,1912.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266170542,DOERefPre1980,FullServiceRestaurant,,13.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,FullServiceRestaurant,both,True,True,True
way/266170543,DOERefPre1980,LargeOffice,,66.4,1917.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170544,DOERefPre1980,LargeOffice,,51.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/266170545,DOERefPre1980,LargeOffice,13.0,46.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170546,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170548,DOERefPre1980,MediumOffice,,18.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170552,DOERefPre1980,LargeOffice,,49.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170553,DOERefPre1980,MediumOffice,,18.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170554,DOERefPre1980,LargeOffice,,52.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170555,DOERefPre1980,MediumOffice,,15.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170556,DOERefPre1980,MediumOffice,,15.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170557,DOERefPre1980,SmallOffice,,12.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170559,DOERefPre1980,LargeOffice,,43.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170561,DOERefPre1980,LargeOffice,,54.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170562,DOERefPre1980,MediumOffice,,,1963.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,False,True
way/266170563,DOERefPre1980,SmallOffice,,6.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170569,DOERefPre1980,MediumOffice,,25.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170570,DOERefPre1980,MediumOffice,,35.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/266170571,DOERefPre1980,TallBuilding,,70.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266170572,DOERefPre1980,MediumOffice,,34.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170573,DOERefPre1980,MediumOffice,,15.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170575,DOERefPre1980,SmallOffice,,15.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170578,DOERefPre1980,MediumOffice,,15.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170579,DOERefPre1980,MediumOffice,,38.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170580,DOERefPre1980,SmallOffice,,15.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170582,DOERefPre1980,SmallOffice,,16.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170583,DOERefPre1980,LargeOffice,12.0,51.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170585,DOERefPre1980,SmallOffice,,15.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170587,DOERefPre1980,MediumOffice,,13.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170593,DOERefPre1980,MediumOffice,,13.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170595,DOERefPre1980,LargeOffice,,47.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170596,DOERefPre1980,LargeOffice,12.0,45.8,1914.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,False,False
way/266170597,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170599,DOERefPre1980,MediumOffice,,12.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170600,DOERefPre1980,MediumOffice,,23.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170601,DOERefPre1980,LargeOffice,,46.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170603,DOERefPre1980,LargeOffice,,54.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170605,DOERefPre1980,MediumOffice,,16.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170608,DOERefPre1980,MediumOffice,,23.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170609,DOERefPre1980,MediumOffice,,40.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170610,DOERefPre1980,MediumOffice,,16.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170613,DOERefPre1980,LargeOffice,,46.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170615,DOERef1980to2004,MediumOffice,,,1990.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,MediumOffice,both,True,True,True
way/266170624,DOERefPre1980,MediumOffice,,16.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170627,DOERefPre1980,MediumOffice,8.0,38.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170628,DOERefPre1980,MediumOffice,,15.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170631,DOERefPre1980,SmallOffice,4.0,16.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170632,DOERefPre1980,LargeOffice,16.0,64.8,1910.0,OSM_OBSERVED,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,False
way/266170633,DOERefPre1980,LargeOffice,,66.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170634,DOERefPre1980,LargeOffice,,30.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170635,DOERefPre1980,MediumOffice,,17.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170638,DOERefPre1980,MediumOffice,4.0,22.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170639,DOERefPre1980,LargeOffice,,61.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170640,DOERefPre1980,MediumOffice,,22.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170642,DOERefPre1980,MediumOffice,,16.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170643,DOERefPre1980,MediumOffice,3.0,14.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170644,DOERefPre1980,MediumOffice,,25.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170645,DOERefPre1980,RetailStandalone,,30.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,RetailStandalone,both,True,True,True
way/266170646,DOERefPre1980,MediumOffice,,16.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170647,DOERefPre1980,LargeOffice,15.0,58.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170648,DOERefPre1980,SmallOffice,,8.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170651,DOERefPre1980,MediumOffice,,16.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170652,DOERefPre1980,MediumOffice,7.0,22.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170653,DOERefPre1980,SmallOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170654,DOERefPre1980,MediumOffice,,18.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170655,DOERefPre1980,MediumOffice,6.0,24.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170658,DOERefPre1980,LargeOffice,,56.4,1901.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170660,DOERefPre1980,MediumOffice,5.0,16.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170661,DOERefPre1980,Courthouse,4.0,14.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,Courthouse,both,True,True,True
way/266170662,DOERefPre1980,MediumOffice,,36.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170663,DOERefPre1980,MediumOffice,,16.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170664,DOERefPre1980,MediumOffice,,16.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170665,DOERefPre1980,MediumOffice,4.0,12.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170666,DOERefPre1980,LargeOffice,,30.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170667,DOERefPre1980,LargeOffice,,50.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170668,DOERefPre1980,LargeOffice,,58.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170669,DOERefPre1980,FullServiceRestaurant,,21.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,FullServiceRestaurant,both,True,True,True
way/266170670,DOERefPre1980,MediumOffice,7.0,23.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170671,DOERefPre1980,TallBuilding,,74.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266170672,DOERefPre1980,MediumOffice,,24.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170673,DOERefPre1980,MediumOffice,,38.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170674,DOERefPre1980,MediumOffice,5.0,17.2,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170675,DOERefPre1980,LargeOffice,7.0,32.6,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170676,DOERefPre1980,LargeOffice,,48.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170677,DOERefPre1980,MediumOffice,5.0,17.5,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170678,DOERefPre1980,MediumOffice,,17.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170679,DOERefPre1980,LargeOffice,,53.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170680,DOERefPre1980,MediumOffice,7.0,21.6,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170681,DOERefPre1980,MediumOffice,,18.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170682,DOERefPre1980,MediumOffice,5.0,16.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170683,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170684,DOERefPre1980,MediumOffice,5.0,16.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170685,DOERefPre1980,MediumOffice,,18.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170686,DOERefPre1980,MediumOffice,5.0,15.4,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170687,DOERefPre1980,MediumOffice,,26.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170688,DOERefPre1980,MediumOffice,5.0,15.4,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170689,DOERefPre1980,LargeOffice,,52.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170690,DOERefPre1980,LargeOffice,,45.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170696,DOERef1980to2004,MediumOffice,,,1990.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeOffice,both,True,False,True
way/266170697,DOERefPre1980,MediumOffice,,23.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170699,DOERefPre1980,LargeOffice,,38.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170700,DOERefPre1980,LargeOffice,9.0,37.2,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170701,DOERefPre1980,MediumOffice,6.0,22.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170702,DOERefPre1980,MediumOffice,6.0,37.7,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170703,DOERefPre1980,LargeOffice,,66.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170704,DOERefPre1980,SmallOffice,,17.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170705,DOERefPre1980,MediumOffice,5.0,21.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170711,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170712,DOERefPre1980,MediumOffice,,16.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170715,DOERefPre1980,MediumOffice,5.0,24.8,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170718,DOERefPre1980,MediumOffice,6.0,26.4,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170719,DOERefPre1980,MediumOffice,11.0,40.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170721,DOERefPre1980,LargeOffice,,46.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170723,DOERefPre1980,LargeOffice,18.0,78.1,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170724,DOERefPre1980,LargeOffice,,50.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170725,DOERefPre1980,SmallOffice,,7.2,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170726,DOERefPre1980,MediumOffice,,16.3,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170727,DOERefPre1980,LargeOffice,,27.0,1952.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170728,DOERefPre1980,MediumOffice,,24.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170729,DOERefPre1980,LargeOffice,,45.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170730,DOERefPre1980,MediumOffice,,16.6,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170731,DOERefPre1980,LargeOffice,,60.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,LargeOffice,both,True,True,True
way/266170732,DOERefPre1980,QuickServiceRestaurant,3.0,13.3,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,QuickServiceRestaurant,both,True,True,True
way/266170734,DOERefPre1980,MediumOffice,,,,OSM_MISSING,OSM_MISSING,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,True,True
way/266170736,DOERefPre1980,LargeOffice,,64.5,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170743,DOERefPre1980,MediumOffice,,16.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170744,DOERefPre1980,SmallOffice,4.0,16.9,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170745,DOERefPre1980,SmallOffice,,13.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170746,DOERefPre1980,SmallOffice,1.0,5.0,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170747,DOERefPre1980,SmallOffice,4.0,13.7,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,True,True
way/266170751,DOERefPre1980,OpenUBEMUnknown,,23.2,1903.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266170752,DOERefPre1980,LargeOffice,,42.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERef1980to2004,LargeHotel,both,False,False,True
way/266170753,DOERefPre1980,MediumOffice,,11.7,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SmallOffice,both,True,False,True
way/266170755,DOERefPre1980,OpenUBEMUnknown,,30.3,1903.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,OpenUBEMUnknown,both,True,True,True
way/266170756,DOERef1980to2004,MediumOffice,,,1990.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeHotel,both,True,False,True
way/266170757,DOERefPre1980,MediumOffice,,35.1,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/266170758,DOERefPre1980,PrimarySchool,,29.9,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,SecondarySchool,both,True,False,True
way/266170759,DOERefPre1980,FullServiceRestaurant,,16.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,FullServiceRestaurant,both,True,True,True
way/266170760,DOERefPre1980,QuickServiceRestaurant,5.0,16.6,,OSM_OBSERVED,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,QuickServiceRestaurant,both,True,True,True
way/266170761,DOERefPre1980,LargeOffice,,41.4,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,DOERefPre1980,MediumOffice,both,True,False,True
way/266170762,DOERefPre1980,TallBuilding,,89.0,1912.0,OSM_MISSING,OSM_OBSERVED,OSM_OBSERVED,both,DOERefPre1980,TallBuilding,both,True,True,True
way/266170763,DOERef1980to2004,MediumOffice,,,2000.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeHotel,both,True,False,True
way/266170764,DOERefPre1980,LargeOffice,,24.0,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/266170765,DOERefPre1980,LargeOffice,,65.8,,OSM_MISSING,OSM_OBSERVED,OSM_MISSING,both,90.1-2013,LargeHotel,both,False,False,True
way/266170766,DOERef1980to2004,MediumOffice,,,1989.0,OSM_MISSING,OSM_MISSING,OSM_OBSERVED,both,DOERef1980to2004,LargeOffice,both,True,False,True
