cell,mode,stem,n_zones,area_plain_m2,area_multiplier_aware_m2,max_zone_multiplier,max_zone_list_multiplier,n_zones_excluded_not_in_total_area,parse_status
austin_centre,auto,way_1120921408,48,245869.9200000001,245869.9200000001,1,1,0,ok
austin_centre,auto,way_112834453,39,5305.08,5305.08,1,1,0,ok
austin_centre,auto,way_112834456,1,1914.63,1914.63,1,1,0,ok
austin_centre,auto,way_112834472,25,5042.949999999999,5042.949999999999,1,1,0,ok
austin_centre,auto,way_112834493,20,87289.20000000003,87289.20000000003,1,1,0,ok
austin_centre,auto,way_112834500,27,9192.66,9192.66,1,1,0,ok
austin_centre,auto,way_112834509,1,596.92,596.92,1,1,0,ok
austin_centre,auto,way_112836380,1,1715.9,1715.9,1,1,0,ok
austin_centre,auto,way_112836382,1,2261.34,2261.34,1,1,0,ok
austin_centre,auto,way_112836384,1,1470.53,1470.53,1,1,0,ok
austin_centre,auto,way_112836385,1,2500.76,2500.76,1,1,0,ok
austin_centre,auto,way_112836386,1,755.78,755.78,1,1,0,ok
austin_centre,auto,way_1134169120,1,218.8,218.8,1,1,0,ok
austin_centre,auto,way_1134169121,1,140.85,140.85,1,1,0,ok
austin_centre,auto,way_1134169122,1,299.95,299.95,1,1,0,ok
austin_centre,auto,way_1134169124,1,152.1,152.1,1,1,0,ok
austin_centre,auto,way_1135532954,1,343.77,343.77,1,1,0,ok
austin_centre,auto,way_1213502014,1,284.87,284.87,1,1,0,ok
austin_centre,auto,way_1213502015,1,350.98,350.98,1,1,0,ok
austin_centre,auto,way_1213502016,1,248.99,248.99,1,1,0,ok
austin_centre,auto,way_1213502017,1,270.25,270.25,1,1,0,ok
austin_centre,auto,way_1213502018,1,305.82,305.82,1,1,0,ok
austin_centre,auto,way_1239928162,1,376.55,376.55,1,1,0,ok
austin_centre,auto,way_1239928163,1,219.5,219.5,1,1,0,ok
austin_centre,auto,way_1243589069,1,178.04,178.04,1,1,0,ok
austin_centre,auto,way_1243589070,1,66.93,66.93,1,1,0,ok
austin_centre,auto,way_1243589071,1,50.78,50.78,1,1,0,ok
austin_centre,auto,way_1243589072,1,44.23,44.23,1,1,0,ok
austin_centre,auto,way_1243589074,1,54.33,54.33,1,1,0,ok
austin_centre,auto,way_1243589077,1,49.85,49.85,1,1,0,ok
austin_centre,auto,way_1311610010,1,344.05,344.05,1,1,0,ok
austin_centre,auto,way_1311610011,1,343.97,343.97,1,1,0,ok
austin_centre,auto,way_1311610012,1,339.98,339.98,1,1,0,ok
austin_centre,auto,way_1317011702,1,2440.55,2440.55,1,1,0,ok
austin_centre,auto,way_134807224,21,42393.54,42393.54,1,1,0,ok
austin_centre,auto,way_134807225,90,30449.399999999987,30449.399999999987,1,1,0,ok
austin_centre,auto,way_134807226,45,26408.430000000008,26408.430000000008,1,1,0,ok
austin_centre,auto,way_134807227,1,3916.86,3916.86,1,1,0,ok
austin_centre,auto,way_134807228,1,6512.83,6512.83,1,1,0,ok
austin_centre,auto,way_134807229,1,708.77,708.77,1,1,0,ok
austin_centre,auto,way_134807252,50,10102.4,10102.4,1,1,0,ok
austin_centre,auto,way_134807256,8,22932.320000000003,22932.320000000003,1,1,0,ok
austin_centre,auto,way_134807260,8,16053.92,16053.92,1,1,0,ok
austin_centre,auto,way_134807269,45,9355.590000000002,9355.590000000002,1,1,0,ok
austin_centre,auto,way_135049613,1,1286.14,1286.14,1,1,0,ok
austin_centre,auto,way_135049616,1,1454.99,1454.99,1,1,0,ok
austin_centre,auto,way_135049618,1,560.8,560.8,1,1,0,ok
austin_centre,auto,way_135049619,1,633.83,633.83,1,1,0,ok
austin_centre,auto,way_135049620,1,1121.04,1121.04,1,1,0,ok
austin_centre,auto,way_135049621,1,2102.82,2102.82,1,1,0,ok
austin_centre,auto,way_135049622,1,468.92,468.92,1,1,0,ok
austin_centre,auto,way_135049626,1,955.8,955.8,1,1,0,ok
austin_centre,auto,way_1350740813,1,289.69,289.69,1,1,0,ok
austin_centre,auto,way_1350740814,1,116.54,116.54,1,1,0,ok
austin_centre,auto,way_1350740815,1,174.85,174.85,1,1,0,ok
austin_centre,auto,way_1350740816,1,64.79,64.79,1,1,0,ok
austin_centre,auto,way_1350740817,1,181.99,181.99,1,1,0,ok
austin_centre,auto,way_1350777574,1,86.05,86.05,1,1,0,ok
austin_centre,auto,way_1352736089,1,43.14,43.14,1,1,0,ok
austin_centre,auto,way_1444415151,1,257.72,257.72,1,1,0,ok
austin_centre,auto,way_1507317989,1,197.55,197.55,1,1,0,ok
austin_centre,auto,way_1507317990,1,143.79,143.79,1,1,0,ok
austin_centre,auto,way_1507538789,1,318.48,318.48,1,1,0,ok
austin_centre,auto,way_1507538790,1,615.49,615.49,1,1,0,ok
austin_centre,auto,way_1507538791,1,54.22,54.22,1,1,0,ok
austin_centre,auto,way_1519744798,1,24.85,24.85,1,1,0,ok
austin_centre,auto,way_183289651,165,95102.10000000003,95102.10000000003,1,1,0,ok
austin_centre,auto,way_183289652,35,12935.720000000001,12935.720000000001,1,1,0,ok
austin_centre,auto,way_204413180,60,16254.720000000007,16254.720000000007,1,1,0,ok
austin_centre,auto,way_204413181,56,143825.35999999993,143825.35999999993,1,1,0,ok
austin_centre,auto,way_206163832,32,159326.40000000002,159326.40000000002,1,1,0,ok
austin_centre,auto,way_206163833,1,825.25,825.25,1,1,0,ok
austin_centre,auto,way_206165495,22,65836.76000000002,65836.76000000002,1,1,0,ok
austin_centre,auto,way_224057337,1,1817.5,1817.5,1,1,0,ok
austin_centre,auto,way_231123149,1,8232.93,8232.93,1,1,0,ok
austin_centre,auto,way_231123152,29,69624.35999999996,69624.35999999996,1,1,0,ok
austin_centre,auto,way_231123153,1,560.35,560.35,1,1,0,ok
austin_centre,auto,way_231123155,1,435.97,435.97,1,1,0,ok
austin_centre,auto,way_231123157,1,539.07,539.07,1,1,0,ok
austin_centre,auto,way_231123159,1,360.54,360.54,1,1,0,ok
austin_centre,auto,way_231123161,1,232.48,232.48,1,1,0,ok
austin_centre,auto,way_231125471,1,1527.75,1527.75,1,1,0,ok
austin_centre,auto,way_231125474,60,47817.23999999998,47817.23999999998,1,1,0,ok
austin_centre,auto,way_231125475,1,3943.78,3943.78,1,1,0,ok
austin_centre,auto,way_231125476,36,4135.12,4135.12,1,1,0,ok
austin_centre,auto,way_313180848,32,12881.679999999998,12881.679999999998,1,1,0,ok
austin_centre,auto,way_313180849,130,32208.800000000017,32208.800000000017,1,1,0,ok
austin_centre,auto,way_313917989,48,9998.759999999998,9998.759999999998,1,1,0,ok
austin_centre,auto,way_328520419,1,198.0,198.0,1,1,0,ok
austin_centre,auto,way_328520420,1,195.28,195.28,1,1,0,ok
austin_centre,auto,way_328520421,1,198.65,198.65,1,1,0,ok
austin_centre,auto,way_328520422,1,189.18,189.18,1,1,0,ok
austin_centre,auto,way_328520424,1,172.88,172.88,1,1,0,ok
austin_centre,auto,way_328520425,1,170.59,170.59,1,1,0,ok
austin_centre,auto,way_328520426,1,318.52,318.52,1,1,0,ok
austin_centre,auto,way_328520427,1,307.03,307.03,1,1,0,ok
austin_centre,auto,way_328520428,1,176.53,176.53,1,1,0,ok
austin_centre,auto,way_328526438,10,3932.4800000000005,3932.4800000000005,1,1,0,ok
austin_centre,auto,way_328526439,1,327.49,327.49,1,1,0,ok
austin_centre,auto,way_328526440,31,20471.160000000007,20471.160000000007,1,1,0,ok
austin_centre,auto,way_328526441,1,557.21,557.21,1,1,0,ok
austin_centre,auto,way_328526442,1,508.16,508.16,1,1,0,ok
austin_centre,auto,way_328526443,1,429.96,429.96,1,1,0,ok
austin_centre,auto,way_328526444,1,400.75,400.75,1,1,0,ok
austin_centre,auto,way_328526445,1,566.57,566.57,1,1,0,ok
austin_centre,auto,way_328526446,1,344.75,344.75,1,1,0,ok
austin_centre,auto,way_328526447,1,232.03,232.03,1,1,0,ok
austin_centre,auto,way_328526448,1,238.05,238.05,1,1,0,ok
austin_centre,auto,way_328526449,1,585.01,585.01,1,1,0,ok
austin_centre,auto,way_328526450,1,694.91,694.91,1,1,0,ok
austin_centre,auto,way_328526451,1,332.67,332.67,1,1,0,ok
austin_centre,auto,way_328526452,1,373.17,373.17,1,1,0,ok
austin_centre,auto,way_328526453,1,1361.86,1361.86,1,1,0,ok
austin_centre,auto,way_328526454,25,5517.400000000001,5517.400000000001,1,1,0,ok
austin_centre,auto,way_328526455,1,650.74,650.74,1,1,0,ok
austin_centre,auto,way_328529688,1,247.75,247.75,1,1,0,ok
austin_centre,auto,way_328529689,1,272.95,272.95,1,1,0,ok
austin_centre,auto,way_328529690,1,509.96,509.96,1,1,0,ok
austin_centre,auto,way_328529693,1,269.23,269.23,1,1,0,ok
austin_centre,auto,way_328529696,1,200.73,200.73,1,1,0,ok
austin_centre,auto,way_328529698,1,265.99,265.99,1,1,0,ok
austin_centre,auto,way_328529699,1,100.68,100.68,1,1,0,ok
austin_centre,auto,way_328529700,1,157.85,157.85,1,1,0,ok
austin_centre,auto,way_328529701,1,163.41,163.41,1,1,0,ok
austin_centre,auto,way_328529702,1,562.26,562.26,1,1,0,ok
austin_centre,auto,way_328529704,1,113.41,113.41,1,1,0,ok
austin_centre,auto,way_328529706,1,140.9,140.9,1,1,0,ok
austin_centre,auto,way_328529708,1,529.44,529.44,1,1,0,ok
austin_centre,auto,way_328529709,1,267.47,267.47,1,1,0,ok
austin_centre,auto,way_328529710,1,123.05,123.05,1,1,0,ok
austin_centre,auto,way_328529714,1,122.27,122.27,1,1,0,ok
austin_centre,auto,way_328535175,1,338.27,338.27,1,1,0,ok
austin_centre,auto,way_328535176,1,182.09,182.09,1,1,0,ok
austin_centre,auto,way_328535177,1,257.44,257.44,1,1,0,ok
austin_centre,auto,way_328535178,1,243.41,243.41,1,1,0,ok
austin_centre,auto,way_328535179,1,192.13,192.13,1,1,0,ok
austin_centre,auto,way_328535180,1,126.63,126.63,1,1,0,ok
austin_centre,auto,way_328535181,1,148.85,148.85,1,1,0,ok
austin_centre,auto,way_328535182,1,448.53,448.53,1,1,0,ok
austin_centre,auto,way_328535183,2,443.56,443.56,1,1,0,ok
austin_centre,auto,way_328605829,1,701.06,701.06,1,1,0,ok
austin_centre,auto,way_328605831,1,164.28,164.28,1,1,0,ok
austin_centre,auto,way_328605839,2,139.54,139.54,1,1,0,ok
austin_centre,auto,way_328605855,1,154.35,154.35,1,1,0,ok
austin_centre,auto,way_328605869,2,468.14,468.14,1,1,0,ok
austin_centre,auto,way_328607254,1,179.04,179.04,1,1,0,ok
austin_centre,auto,way_328607257,1,100.92,100.92,1,1,0,ok
austin_centre,auto,way_328607258,2,464.86,464.86,1,1,0,ok
austin_centre,auto,way_328607260,1,369.34,369.34,1,1,0,ok
austin_centre,auto,way_328607262,1,173.19,173.19,1,1,0,ok
austin_centre,auto,way_328607264,1,355.09,355.09,1,1,0,ok
austin_centre,auto,way_328607265,2,486.5,486.5,1,1,0,ok
austin_centre,auto,way_328607266,1,430.45,430.45,1,1,0,ok
austin_centre,auto,way_328607268,2,529.14,529.14,1,1,0,ok
austin_centre,auto,way_328607272,1,86.57,86.57,1,1,0,ok
austin_centre,auto,way_328607273,2,630.26,630.26,1,1,0,ok
austin_centre,auto,way_328607274,1,245.47,245.47,1,1,0,ok
austin_centre,auto,way_328607275,2,688.96,688.96,1,1,0,ok
austin_centre,auto,way_328607277,2,523.96,523.96,1,1,0,ok
austin_centre,auto,way_328607278,2,320.68,320.68,1,1,0,ok
austin_centre,auto,way_328607279,1,52.68,52.68,1,1,0,ok
austin_centre,auto,way_328607282,2,780.7,780.7,1,1,0,ok
austin_centre,auto,way_328607283,2,673.0,673.0,1,1,0,ok
austin_centre,auto,way_328622249,1,206.44,206.44,1,1,0,ok
austin_centre,auto,way_328622250,1,248.75,248.75,1,1,0,ok
austin_centre,auto,way_328622251,2,790.38,790.38,1,1,0,ok
austin_centre,auto,way_328622252,1,270.94,270.94,1,1,0,ok
austin_centre,auto,way_328622253,1,284.07,284.07,1,1,0,ok
austin_centre,auto,way_328622254,1,259.38,259.38,1,1,0,ok
austin_centre,auto,way_328622255,1,272.67,272.67,1,1,0,ok
austin_centre,auto,way_328622256,1,57.42,57.42,1,1,0,ok
austin_centre,auto,way_328622257,1,179.87,179.87,1,1,0,ok
austin_centre,auto,way_328622258,1,197.7,197.7,1,1,0,ok
austin_centre,auto,way_328622259,1,303.09,303.09,1,1,0,ok
austin_centre,auto,way_328622260,1,288.38,288.38,1,1,0,ok
austin_centre,auto,way_328622261,1,264.05,264.05,1,1,0,ok
austin_centre,auto,way_328622262,1,693.86,693.86,1,1,0,ok
austin_centre,auto,way_328622263,1,80.0,80.0,1,1,0,ok
austin_centre,auto,way_328622264,1,233.36,233.36,1,1,0,ok
austin_centre,auto,way_328622265,1,275.1,275.1,1,1,0,ok
austin_centre,auto,way_328622267,1,273.96,273.96,1,1,0,ok
austin_centre,auto,way_328622268,1,524.99,524.99,1,1,0,ok
austin_centre,auto,way_328622269,1,289.77,289.77,1,1,0,ok
austin_centre,auto,way_328622270,1,121.1,121.1,1,1,0,ok
austin_centre,auto,way_328622271,1,156.24,156.24,1,1,0,ok
austin_centre,auto,way_328622272,1,552.15,552.15,1,1,0,ok
austin_centre,auto,way_328631273,1,572.57,572.57,1,1,0,ok
austin_centre,auto,way_328631274,1,295.94,295.94,1,1,0,ok
austin_centre,auto,way_328631275,1,678.46,678.46,1,1,0,ok
austin_centre,auto,way_328631276,1,279.97,279.97,1,1,0,ok
austin_centre,auto,way_328631277,1,683.05,683.05,1,1,0,ok
austin_centre,auto,way_328631279,47,113883.81999999993,113883.81999999993,1,1,0,ok
austin_centre,auto,way_328631281,1,531.5,531.5,1,1,0,ok
austin_centre,auto,way_328631283,1,176.33,176.33,1,1,0,ok
austin_centre,auto,way_328631284,1,738.59,738.59,1,1,0,ok
austin_centre,auto,way_328631287,1,358.1,358.1,1,1,0,ok
austin_centre,auto,way_328631289,1,372.36,372.36,1,1,0,ok
austin_centre,auto,way_328631290,1,352.09,352.09,1,1,0,ok
austin_centre,auto,way_328631294,1,116.2,116.2,1,1,0,ok
austin_centre,auto,way_328631295,1,235.06,235.06,1,1,0,ok
austin_centre,auto,way_328631296,1,558.38,558.38,1,1,0,ok
austin_centre,auto,way_328634432,22,83067.81999999998,83067.81999999998,1,1,0,ok
austin_centre,auto,way_328634434,1,852.87,852.87,1,1,0,ok
austin_centre,auto,way_328634437,1,158.37,158.37,1,1,0,ok
austin_centre,auto,way_328634439,1,177.38,177.38,1,1,0,ok
austin_centre,auto,way_328634441,10,1285.26,1285.26,1,1,0,ok
austin_centre,auto,way_328634445,1,316.22,316.22,1,1,0,ok
austin_centre,auto,way_328634447,1,366.25,366.25,1,1,0,ok
austin_centre,auto,way_328634449,12,12684.599999999997,12684.599999999997,1,1,0,ok
austin_centre,auto,way_328634450,2,813.68,813.68,1,1,0,ok
austin_centre,auto,way_328634454,1,754.26,754.26,1,1,0,ok
austin_centre,auto,way_328634456,1,676.99,676.99,1,1,0,ok
austin_centre,auto,way_328634458,2,553.6,553.6,1,1,0,ok
austin_centre,auto,way_328634462,15,2068.5899999999997,2068.5899999999997,1,1,0,ok
austin_centre,auto,way_328634464,1,247.8,247.8,1,1,0,ok
austin_centre,auto,way_328634466,1,780.04,780.04,1,1,0,ok
austin_centre,auto,way_328644611,1,1212.64,1212.64,1,1,0,ok
austin_centre,auto,way_328644612,3,8881.86,8881.86,1,1,0,ok
austin_centre,auto,way_328644613,10,25862.600000000006,25862.600000000006,1,1,0,ok
austin_centre,auto,way_328644614,1,2534.67,2534.67,1,1,0,ok
austin_centre,auto,way_328644615,20,54053.80000000001,54053.80000000001,1,1,0,ok
austin_centre,auto,way_328644616,1,1067.97,1067.97,1,1,0,ok
austin_centre,auto,way_328644617,1,651.68,651.68,1,1,0,ok
austin_centre,auto,way_328644618,1,407.42,407.42,1,1,0,ok
austin_centre,auto,way_328644620,1,607.34,607.34,1,1,0,ok
austin_centre,auto,way_328644621,27,16164.149999999998,16164.149999999998,1,1,0,ok
austin_centre,auto,way_328644622,1,1032.96,1032.96,1,1,0,ok
austin_centre,auto,way_328644625,42,110208.0,110208.0,1,1,0,ok
austin_centre,auto,way_328649859,22,2429.06,2429.06,1,1,0,ok
austin_centre,auto,way_328649869,1,1288.73,1288.73,1,1,0,ok
austin_centre,auto,way_328649870,1,735.05,735.05,1,1,0,ok
austin_centre,auto,way_328649873,20,9700.240000000002,9700.240000000002,1,1,0,ok
austin_centre,auto,way_328649882,1,484.14,484.14,1,1,0,ok
austin_centre,auto,way_328649889,1,661.74,661.74,1,1,0,ok
austin_centre,auto,way_328707704,1,592.17,592.17,1,1,0,ok
austin_centre,auto,way_328723692,1,6635.16,6635.16,1,1,0,ok
austin_centre,auto,way_328839208,4,26634.28,26634.28,1,1,0,ok
austin_centre,auto,way_368003367,32,33373.43999999997,33373.43999999997,1,1,0,ok
austin_centre,auto,way_37417988,55,31884.04999999999,31884.04999999999,1,1,0,ok
austin_centre,auto,way_37417989,1,4168.52,4168.52,1,1,0,ok
austin_centre,auto,way_37546502,33,205970.49,205970.49,1,1,0,ok
austin_centre,auto,way_379165891,3,500.90999999999997,500.90999999999997,1,1,0,ok
austin_centre,auto,way_379165897,5,1255.5,1255.5,1,1,0,ok
austin_centre,auto,way_379165899,4,1997.16,1997.16,1,1,0,ok
austin_centre,auto,way_379165902,3,604.86,604.86,1,1,0,ok
austin_centre,auto,way_379165907,3,889.02,889.02,1,1,0,ok
austin_centre,auto,way_379165911,3,996.9000000000001,996.9000000000001,1,1,0,ok
austin_centre,auto,way_379165912,5,658.45,658.45,1,1,0,ok
austin_centre,auto,way_379165915,3,419.01,419.01,1,1,0,ok
austin_centre,auto,way_379165919,8,5491.919999999999,5491.919999999999,1,1,0,ok
austin_centre,auto,way_379165922,4,1275.12,1275.12,1,1,0,ok
austin_centre,auto,way_379165923,5,2211.95,2211.95,1,1,0,ok
austin_centre,auto,way_379165927,4,1743.8,1743.8,1,1,0,ok
austin_centre,auto,way_379165965,3,807.24,807.24,1,1,0,ok
austin_centre,auto,way_379165969,5,1669.9,1669.9,1,1,0,ok
austin_centre,auto,way_379165974,6,1308.1200000000001,1308.1200000000001,1,1,0,ok
austin_centre,auto,way_379165985,6,1110.0,1110.0,1,1,0,ok
austin_centre,auto,way_379165989,4,1076.76,1076.76,1,1,0,ok
austin_centre,auto,way_379165992,4,2184.76,2184.76,1,1,0,ok
austin_centre,auto,way_379166048,4,1172.8,1172.8,1,1,0,ok
austin_centre,auto,way_379166062,45,14829.479999999996,14829.479999999996,1,1,0,ok
austin_centre,auto,way_379166081,2,208.72,208.72,1,1,0,ok
austin_centre,auto,way_379166095,6,10522.02,10522.02,1,1,0,ok
austin_centre,auto,way_379166100,3,784.3499999999999,784.3499999999999,1,1,0,ok
austin_centre,auto,way_379166118,5,1126.0,1126.0,1,1,0,ok
austin_centre,auto,way_379166122,5,6092.05,6092.05,1,1,0,ok
austin_centre,auto,way_379166126,4,3463.4,3463.4,1,1,0,ok
austin_centre,auto,way_379166131,4,1408.52,1408.52,1,1,0,ok
austin_centre,auto,way_379166134,5,1423.5,1423.5,1,1,0,ok
austin_centre,auto,way_379166138,3,160.26,160.26,1,1,0,ok
austin_centre,auto,way_379166139,3,110.39999999999999,110.39999999999999,1,1,0,ok
austin_centre,auto,way_379166145,2,155.2,155.2,1,1,0,ok
austin_centre,auto,way_379166156,2,52.02,52.02,1,1,0,ok
austin_centre,auto,way_379166180,2,120.88,120.88,1,1,0,ok
austin_centre,auto,way_379166187,1,36.21,36.21,1,1,0,ok
austin_centre,auto,way_379166196,1,44.62,44.62,1,1,0,ok
austin_centre,auto,way_379166198,6,145.68,145.68,1,1,0,ok
austin_centre,auto,way_379166200,4,833.12,833.12,1,1,0,ok
austin_centre,auto,way_379166215,2,116.06,116.06,1,1,0,ok
austin_centre,auto,way_379166225,1,31.24,31.24,1,1,0,ok
austin_centre,auto,way_379166230,20,2364.8400000000006,2364.8400000000006,1,1,0,ok
austin_centre,auto,way_379166236,2,94.52,94.52,1,1,0,ok
austin_centre,auto,way_379166244,2,146.52,146.52,1,1,0,ok
austin_centre,auto,way_379166251,3,201.42000000000002,201.42000000000002,1,1,0,ok
austin_centre,auto,way_379166271,30,3730.2,3730.2,1,1,0,ok
austin_centre,auto,way_379166273,4,742.68,742.68,1,1,0,ok
austin_centre,auto,way_379166276,7,229.95,229.95,1,1,0,ok
austin_centre,auto,way_379166277,2,198.04,198.04,1,1,0,ok
austin_centre,auto,way_379166282,1,31.74,31.74,1,1,0,ok
austin_centre,auto,way_379166283,2,198.1,198.1,1,1,0,ok
austin_centre,auto,way_379166285,2,265.02,265.02,1,1,0,ok
austin_centre,auto,way_379166300,4,550.68,550.68,1,1,0,ok
austin_centre,auto,way_379166308,3,252.93,252.93,1,1,0,ok
austin_centre,auto,way_42806788,1,1587.69,1587.69,1,1,0,ok
austin_centre,auto,way_42806812,30,9414.239999999998,9414.239999999998,1,1,0,ok
austin_centre,auto,way_448210521,90,29976.300000000017,29976.300000000017,1,1,0,ok
austin_centre,auto,way_516267897,22,46874.079999999994,46874.079999999994,1,1,0,ok
austin_centre,auto,way_516276237,1,720.28,720.28,1,1,0,ok
austin_centre,auto,way_516278443,90,37976.40000000002,37976.40000000002,1,1,0,ok
austin_centre,auto,way_516278491,133,56020.360000000015,56020.360000000015,1,1,0,ok
austin_centre,auto,way_516282869,105,28823.100000000002,28823.100000000002,1,1,0,ok
austin_centre,auto,way_516282872,1,1240.11,1240.11,1,1,0,ok
austin_centre,auto,way_516282875,40,10075.759999999998,10075.759999999998,1,1,0,ok
austin_centre,auto,way_516282876,1,568.01,568.01,1,1,0,ok
austin_centre,auto,way_516285440,1,2399.11,2399.11,1,1,0,ok
austin_centre,auto,way_516285444,1,195.23,195.23,1,1,0,ok
austin_centre,auto,way_516285445,1,816.67,816.67,1,1,0,ok
austin_centre,auto,way_516285449,1,2450.85,2450.85,1,1,0,ok
austin_centre,auto,way_516286382,75,16581.449999999993,16581.449999999993,1,1,0,ok
austin_centre,auto,way_516286383,1,2295.56,2295.56,1,1,0,ok
austin_centre,auto,way_516286384,1,1455.45,1455.45,1,1,0,ok
austin_centre,auto,way_516286385,99,9982.98,9982.98,1,1,0,ok
austin_centre,auto,way_516286386,1,634.06,634.06,1,1,0,ok
austin_centre,auto,way_516286387,1,191.09,191.09,1,1,0,ok
austin_centre,auto,way_516286388,1,1623.34,1623.34,1,1,0,ok
austin_centre,auto,way_516289338,1,1270.87,1270.87,1,1,0,ok
austin_centre,auto,way_52143469,10,13229.52,13229.52,1,1,0,ok
austin_centre,auto,way_55932516,45,70308.45000000008,70308.45000000008,1,1,0,ok
austin_centre,auto,way_55932517,1,941.88,941.88,1,1,0,ok
austin_centre,auto,way_55932518,1,2116.32,2116.32,1,1,0,ok
austin_centre,auto,way_55932520,66,35864.82,35864.82,1,1,0,ok
austin_centre,auto,way_55932522,1,951.06,951.06,1,1,0,ok
austin_centre,auto,way_55932526,35,20661.83,20661.83,1,1,0,ok
austin_centre,auto,way_55932527,1,989.92,989.92,1,1,0,ok
austin_centre,auto,way_55932528,1,1365.58,1365.58,1,1,0,ok
austin_centre,auto,way_55932530,1,2720.21,2720.21,1,1,0,ok
austin_centre,auto,way_55932532,54,38661.77999999999,38661.77999999999,1,1,0,ok
austin_centre,auto,way_55932533,1,1405.39,1405.39,1,1,0,ok
austin_centre,auto,way_55932534,58,101456.5,101456.5,1,1,0,ok
austin_centre,auto,way_584933755,1,117.21,117.21,1,1,0,ok
austin_centre,auto,way_724582090,1,74.39,74.39,1,1,0,ok
austin_centre,auto,way_772280775,1,556.52,556.52,1,1,0,ok
austin_centre,auto,way_772281126,1,160.59,160.59,1,1,0,ok
austin_centre,auto,way_785725910,21,1730.52,1730.52,1,1,0,ok
austin_centre,auto,way_849984849,1,42.02,42.02,1,1,0,ok
austin_centre,auto,way_850669088,44,70392.95999999992,70392.95999999992,1,1,0,ok
austin_centre,auto,way_894064635,30,19610.579999999994,19610.579999999994,1,1,0,ok
austin_centre,auto,way_903084328,24,59458.799999999974,59458.799999999974,1,1,0,ok
austin_centre,auto,way_923358549,1,1208.8,1208.8,1,1,0,ok
austin_centre,auto,way_923358550,168,20155.800000000014,20155.800000000014,1,1,0,ok
austin_centre,auto,way_927242882,1,3081.3,3081.3,1,1,0,ok
austin_centre,auto,way_929863362,1,643.8,643.8,1,1,0,ok
austin_centre,auto,way_929864020,1,683.34,683.34,1,1,0,ok
austin_centre,auto,way_929865592,1,534.02,534.02,1,1,0,ok
austin_centre,auto,way_929944788,1,2102.31,2102.31,1,1,0,ok
austin_centre,auto,way_957405851,25,42703.49999999999,42703.49999999999,1,1,0,ok
austin_centre,auto,way_957405852,32,63909.76,63909.76,1,1,0,ok
austin_centre,auto,way_957405853,36,125438.39999999992,125438.39999999992,1,1,0,ok
austin_centre,auto,way_967757079,13,21254.61,21254.61,1,1,0,ok
austin_centre,auto,way_967757080,1,1009.93,1009.93,1,1,0,ok
austin_centre,auto,way_972423381,1,35.46,35.46,1,1,0,ok
austin_centre,auto,way_972654803,63,391043.51999999967,391043.51999999967,1,1,0,ok
