surface_class,tilt_reported,surface_name,zone_name,storey_token,cell,stem,mode,run_label,has_fatal,population,_run_summary,_n_upside_down,_n_zones_total,_n_zones_upside_down,_fatal_zone,_fatal_zone_upside_down,_n_top_floor_zones,_n_top_floor_zones_upside_down
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_17 STOREY 1 CEILING 0001_1,WAY/472960972_F1_PERIM17,F1,la_rural,way_472960972,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_17 STOREY 2 FLOOR 0001_1,WAY/472960972_F2_PERIM17,F2,la_rural,way_472960972,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_18 STOREY 0 CEILING 0001_1,WAY/472960972_F0_PERIM18,F0,la_rural,way_472960972,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_18 STOREY 1 FLOOR 0001_1,WAY/472960972_F1_PERIM18,F1,la_rural,way_472960972,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_18 STOREY 1 CEILING 0001_1,WAY/472960972_F1_PERIM18,F1,la_rural,way_472960972,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_18 STOREY 2 FLOOR 0001_1,WAY/472960972_F2_PERIM18,F2,la_rural,way_472960972,auto,target,True,failing_mode,,,,,,,,
,,,,,la_rural,way_472960972,auto,target,True,failing_mode,True,144.0,57.0,54.0,WAY/472960972_F2_CORE,False,19.0,18.0
,,,,,la_rural,way_472960972,building,target,False,succeeding_mode,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472960972,fast_zone,target,True,failing_mode,True,0.0,57.0,0.0,WAY/472960972_F2_PERIM10,False,19.0,0.0
,,,,,la_rural,way_472960972,floor,target,True,failing_mode,True,0.0,3.0,0.0,WAY/472960972_F2_WHOLE,False,1.0,0.0
,,,,,la_rural,way_472960972,layout_assign,target,False,succeeding_mode,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM1,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM1,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM2,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM2,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM3,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM3,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM4,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM4,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM5,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM5,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM6,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM6,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM7,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM7,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 0 FLOOR 0001,WAY/472961034_F0_PERIM8,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 2 ROOF 0001,WAY/472961034_F2_PERIM8,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM1,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM1,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM1,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM1,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM2,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM2,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM2,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM2,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM3,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM3,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM3,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM3,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM4,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM4,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM4,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM4,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM5,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM5,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM5,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM5,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM6,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM6,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM6,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM6,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM7,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM7,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM7,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM7,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 0 CEILING 0001_1,WAY/472961034_F0_PERIM8,F0,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 1 FLOOR 0001_1,WAY/472961034_F1_PERIM8,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 1 CEILING 0001_1,WAY/472961034_F1_PERIM8,F1,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 2 FLOOR 0001_1,WAY/472961034_F2_PERIM8,F2,la_rural,way_472961034,auto,target,True,failing_mode,,,,,,,,
,,,,,la_rural,way_472961034,auto,target,True,failing_mode,True,48.0,27.0,24.0,WAY/472961034_F2_CORE,False,9.0,8.0
,,,,,la_rural,way_472961034,building,target,False,succeeding_mode,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472961034,fast_zone,target,True,failing_mode,True,0.0,27.0,0.0,WAY/472961034_F2_PERIM5,False,9.0,0.0
,,,,,la_rural,way_472961034,floor,target,True,failing_mode,True,0.0,3.0,0.0,WAY/472961034_F2_WHOLE,False,1.0,0.0
,,,,,la_rural,way_472961034,layout_assign,target,False,succeeding_mode,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM1,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM1,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM2,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM2,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM3,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM3,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM4,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM4,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM5,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM5,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM6,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM6,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM7,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM7,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 0 FLOOR 0001,WAY/472961088_F0_PERIM8,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 2 ROOF 0001,WAY/472961088_F2_PERIM8,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM1,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM1,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM1,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM1,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM2,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM2,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM2,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM2,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM3,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM3,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM3,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM3,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM4,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM4,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM4,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM4,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM5,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM5,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM5,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM5,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM6,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM6,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM6,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM6,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM7,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM7,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM7,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM7,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 0 CEILING 0001_1,WAY/472961088_F0_PERIM8,F0,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 1 FLOOR 0001_1,WAY/472961088_F1_PERIM8,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 1 CEILING 0001_1,WAY/472961088_F1_PERIM8,F1,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 2 FLOOR 0001_1,WAY/472961088_F2_PERIM8,F2,la_rural,way_472961088,auto,target,True,failing_mode,,,,,,,,
,,,,,la_rural,way_472961088,auto,target,True,failing_mode,True,48.0,27.0,24.0,WAY/472961088_F2_CORE,False,9.0,8.0
,,,,,la_rural,way_472961088,building,target,False,succeeding_mode,True,0.0,1.0,0.0,,,1.0,0.0
,,,,,la_rural,way_472961088,fast_zone,target,True,failing_mode,True,0.0,27.0,0.0,WAY/472961088_F2_PERIM6,False,9.0,0.0
,,,,,la_rural,way_472961088,floor,target,True,failing_mode,True,0.0,3.0,0.0,WAY/472961088_F2_WHOLE,False,1.0,0.0
,,,,,la_rural,way_472961088,layout_assign,target,False,succeeding_mode,True,0.0,3.0,0.0,,,0.0,0.0
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM1,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM1,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM2,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM2,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM3,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM3,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_4 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM4,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_4 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM4,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_5 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM5,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_5 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM5,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_6 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM6,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_6 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM6,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_7 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM7,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_7 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM7,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_8 STOREY 0 FLOOR 0001,WAY/472961091_F0_PERIM8,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_8 STOREY 2 ROOF 0001,WAY/472961091_F2_PERIM8,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM1,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM1,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_1 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM1,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_1 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM1,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM2,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM2,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_2 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM2,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_2 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM2,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 0 CEILING 0001_1,WAY/472961091_F0_PERIM3,F0,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 1 FLOOR 0001_1,WAY/472961091_F1_PERIM3,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Roof-Ceiling,180.0,BLOCK PERIMETER_ZONE_3 STOREY 1 CEILING 0001_1,WAY/472961091_F1_PERIM3,F1,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
Floor,0.0,BLOCK PERIMETER_ZONE_3 STOREY 2 FLOOR 0001_1,WAY/472961091_F2_PERIM3,F2,la_rural,way_472961091,auto,target,True,failing_mode,,,,,,,,
