osm_id,cell,area_m2,levels,levels_source,archetype_off,archetype_on,no_floor_count_at_all,in_open35_11
way/392300456,nyc_centre,45.75412412824727,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/487519789,nyc_centre,140.27981127975082,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/702073637,nyc_centre,49.12892694168563,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/702073638,nyc_centre,438.6402566757413,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/702073639,nyc_centre,452.4322497479827,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/702073640,nyc_centre,39.39196038742719,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/819626511,nyc_centre,133.68090347917274,5,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
relation/3565283,nyc_centre,369.9911000753823,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/220649876,nyc_urban,38.96459173196218,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/241836438,nyc_urban,240.1903855464734,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836439,nyc_urban,139.0480946273474,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836443,nyc_urban,147.6366592874541,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836457,nyc_urban,235.59442835953837,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836462,nyc_urban,169.68925068831456,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836468,nyc_urban,521.7017092932222,7,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/241836475,nyc_urban,327.4798782181503,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836680,nyc_urban,132.52344155163934,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836714,nyc_urban,389.0374108357941,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/241836853,nyc_urban,214.24659678644994,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836882,nyc_urban,432.40225858851926,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241836897,nyc_urban,239.27766935902167,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241854606,nyc_urban,159.12994423739622,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241854614,nyc_urban,431.30229905350956,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241854650,nyc_urban,115.50166053778153,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/241854802,nyc_urban,270.3578370408205,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/241854809,nyc_urban,656.8268287609656,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/241854872,nyc_urban,201.04684100599673,6,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/241854907,nyc_urban,154.6091437984441,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241854922,nyc_urban,705.5897368201969,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/241854928,nyc_urban,169.52827186852494,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241854942,nyc_urban,127.47223418320564,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241854946,nyc_urban,673.8315350238922,8,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/241854959,nyc_urban,1178.3525493215298,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/241854978,nyc_urban,163.36825757466798,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862086,nyc_urban,169.37787383355624,7,HEURISTIC_HEIGHT,SmallOffice,LargeOffice,False,False
way/241862088,nyc_urban,315.00400927402904,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862089,nyc_urban,312.8794441567295,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862103,nyc_urban,209.4256733557963,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862111,nyc_urban,316.4927482941828,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862122,nyc_urban,139.30602449225444,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862173,nyc_urban,302.3888726042608,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862293,nyc_urban,233.62643963336058,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862439,nyc_urban,137.13283051840247,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862608,nyc_urban,229.15316828606217,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862618,nyc_urban,477.65247662266927,8,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/241862648,nyc_urban,216.0925788884169,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/241862666,nyc_urban,268.48555339946756,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862703,nyc_urban,143.33730856501577,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862822,nyc_urban,142.46562695389662,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862825,nyc_urban,139.74555208516998,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/241862848,nyc_urban,125.15142805917715,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/241862851,nyc_urban,439.84780965764645,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280605220,nyc_urban,121.03016039072708,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/280605239,nyc_urban,120.50129389480435,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/280605280,nyc_urban,293.72654689561153,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/280618543,nyc_urban,402.33817147246896,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280618553,nyc_urban,325.77738072598027,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280618554,nyc_urban,327.9641973442237,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280618559,nyc_urban,460.00113386561026,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280618560,nyc_urban,991.2934210460015,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/280618635,nyc_urban,358.4633738323459,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280618636,nyc_urban,370.64399875393354,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280620993,nyc_urban,81.97638187192564,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621028,nyc_urban,78.09866522956804,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621181,nyc_urban,211.50150937666382,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621194,nyc_urban,256.0157017172577,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621241,nyc_urban,217.98675851158086,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/280621244,nyc_urban,253.73321628739365,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621253,nyc_urban,128.5676967604622,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621270,nyc_urban,165.2277547353179,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621274,nyc_urban,162.45117201198326,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621479,nyc_urban,170.18520054032336,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621519,nyc_urban,109.30470618627992,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621542,nyc_urban,400.82931898714907,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621551,nyc_urban,42.53008061139981,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/280621565,nyc_urban,154.90319869688037,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/280621608,nyc_urban,157.49964067483478,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281344620,nyc_urban,1143.2466544596798,6,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/281344622,nyc_urban,342.0415647257304,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/281344700,nyc_urban,120.75242531353327,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281344890,nyc_urban,343.6629447501108,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281345313,nyc_urban,180.65124390312945,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/281345314,nyc_urban,186.942816899518,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/281345317,nyc_urban,192.8587002982573,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/281345319,nyc_urban,190.21662325843795,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/281345320,nyc_urban,193.16879755329776,4,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/281345346,nyc_urban,392.18336935562684,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281345348,nyc_urban,432.1272775693345,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281345399,nyc_urban,131.38130099957365,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281345402,nyc_urban,224.48838575199855,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281345457,nyc_urban,40.69666832101186,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/281346111,nyc_urban,225.86260859725516,5,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281346697,nyc_urban,415.63459111836005,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281346730,nyc_urban,127.42771741514923,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/281346748,nyc_urban,146.0286361951669,4,HEURISTIC_HEIGHT,SmallOffice,MediumOffice,False,False
way/285497515,nyc_urban,490.0420339808488,6,OSM_OBSERVED,MediumOffice,LargeOffice,False,False
way/433272297,nyc_urban,37.67580065052184,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/830186981,nyc_urban,189.03837127614213,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/832347780,nyc_urban,278.3677640473879,9,HEURISTIC_HEIGHT,MediumOffice,LargeOffice,False,False
way/853279723,nyc_urban,118.50818815934242,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/853279724,nyc_urban,86.21294017988636,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/853279725,nyc_urban,253.97637730330783,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/853279726,nyc_urban,116.02723591879592,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/853279727,nyc_urban,120.8416615281611,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
way/876565468,nyc_urban,135.41495646652052,5,OSM_OBSERVED,SmallOffice,MediumOffice,False,False
way/930307976,nyc_urban,66.88929815889357,4,GROUPMEDIAN_LEVELS_MED,SmallOffice,MediumOffice,True,False
