zone_name,north_axis_deg,origin_x,origin_y,origin_z,centroid_x,centroid_y,centroid_z,zone_type,zone_multiplier,zone_list_multiplier,min_x,max_x,min_y,max_y,min_z,max_z,ceiling_height,volume,inside_convection_algo,outside_convection_algo,floor_area,ext_gross_wall_area,ext_net_wall_area,ext_window_area,n_surfaces,n_subsurfaces,n_shading_subsurfaces,part_of_total_building_area,cell,stem,mode,run_label,extent_x,extent_y,extent_z,footprint_diagonal_m,aspect_ratio,volume_over_floor_area,volume_consistency_ratio,floor_index,is_top_floor_zone,has_fatal,cause_class,severe_line_text,n_severe_total,run_severe_zone_name,run_severe_zone_name_independent_reread,is_blowup_zone
WAY/472960972_F1_PERIM4,0.0,0.0,0.0,0.0,-11.83,-34.62,5.25,1,1,1,-13.82,-9.23,-36.97,-32.43,3.5,7.0,3.5,10.0,TARP,DOE-2,3.22,4.93,4.44,0.49,5,1,0,Yes,la_rural,way_472960972,auto,target,4.59,4.539999999999999,3.5,6.455981722402875,1.011013215859031,3.105590062111801,0.8873114463176573,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM4,0.0,0.0,0.0,0.0,-11.83,-34.62,8.75,1,1,1,-13.82,-9.23,-36.97,-32.43,7.0,10.5,3.5,10.0,TARP,DOE-2,3.22,4.93,4.44,0.49,5,1,0,Yes,la_rural,way_472960972,auto,target,4.59,4.539999999999999,3.5,6.455981722402875,1.011013215859031,3.105590062111801,0.8873114463176573,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM5,0.0,0.0,0.0,0.0,-15.89,-33.19,1.75,1,1,1,-21.81,-9.23,-35.56,-30.93,0.0,3.5,3.5,10.0,TARP,DOE-2,34.63,61.97,55.78,6.19,6,2,0,Yes,la_rural,way_472960972,auto,target,12.579999999999998,4.630000000000003,3.5,13.40497295782427,2.717062634989199,0.2887669650591972,0.08250484715977062,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM5,0.0,0.0,0.0,0.0,-15.89,-33.19,5.25,1,1,1,-21.81,-9.23,-35.56,-30.93,3.5,7.0,3.5,10.0,TARP,DOE-2,34.63,61.97,55.78,6.19,6,2,0,Yes,la_rural,way_472960972,auto,target,12.579999999999998,4.630000000000003,3.5,13.40497295782427,2.717062634989199,0.2887669650591972,0.08250484715977062,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM5,0.0,0.0,0.0,0.0,-15.89,-33.19,8.75,1,1,1,-21.81,-9.23,-35.56,-30.93,7.0,10.5,3.5,10.0,TARP,DOE-2,34.63,61.97,55.78,6.19,6,2,0,Yes,la_rural,way_472960972,auto,target,12.579999999999998,4.630000000000003,3.5,13.40497295782427,2.717062634989199,0.2887669650591972,0.08250484715977062,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM6,0.0,0.0,0.0,0.0,-19.98,-35.41,1.75,1,1,1,-21.81,-18.85,-40.06,-30.93,0.0,3.5,3.5,10.0,TARP,DOE-2,6.79,15.88,14.29,1.59,5,1,0,Yes,la_rural,way_472960972,auto,target,2.9599999999999973,9.130000000000003,3.5,9.597838298283632,3.084459459459463,1.4727540500736378,0.4207868714496108,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM6,0.0,0.0,0.0,0.0,-19.98,-35.41,5.25,1,1,1,-21.81,-18.85,-40.06,-30.93,3.5,7.0,3.5,10.0,TARP,DOE-2,6.79,15.88,14.29,1.59,5,1,0,Yes,la_rural,way_472960972,auto,target,2.9599999999999973,9.130000000000003,3.5,9.597838298283632,3.084459459459463,1.4727540500736378,0.4207868714496108,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM6,0.0,0.0,0.0,0.0,-19.98,-35.41,8.75,1,1,1,-21.81,-18.85,-40.06,-30.93,7.0,10.5,3.5,10.0,TARP,DOE-2,6.79,15.88,14.29,1.59,5,1,0,Yes,la_rural,way_472960972,auto,target,2.9599999999999973,9.130000000000003,3.5,9.597838298283632,3.084459459459463,1.4727540500736378,0.4207868714496108,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM7,0.0,0.0,0.0,0.0,-22.39,-36.85,1.75,1,1,1,-26.45,-18.89,-40.06,-30.93,0.0,3.5,3.5,10.0,TARP,DOE-2,34.43,26.47,23.82,2.64,5,1,0,Yes,la_rural,way_472960972,auto,target,7.559999999999999,9.130000000000003,3.5,11.853712498622532,1.2076719576719581,0.29044437990124894,0.08298410854321399,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM7,0.0,0.0,0.0,0.0,-22.39,-36.85,5.25,1,1,1,-26.45,-18.89,-40.06,-30.93,3.5,7.0,3.5,10.0,TARP,DOE-2,34.43,26.47,23.82,2.64,5,1,0,Yes,la_rural,way_472960972,auto,target,7.559999999999999,9.130000000000003,3.5,11.853712498622532,1.2076719576719581,0.29044437990124894,0.08298410854321399,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM7,0.0,0.0,0.0,0.0,-22.39,-36.85,8.75,1,1,1,-26.45,-18.89,-40.06,-30.93,7.0,10.5,3.5,10.0,TARP,DOE-2,34.43,26.47,23.82,2.64,5,1,0,Yes,la_rural,way_472960972,auto,target,7.559999999999999,9.130000000000003,3.5,11.853712498622532,1.2076719576719581,0.29044437990124894,0.08298410854321399,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM8,0.0,0.0,0.0,0.0,-24.55,-30.69,1.75,1,1,1,-26.45,-21.81,-40.0,-22.03,0.0,3.5,3.5,10.0,TARP,DOE-2,48.09,78.53,70.68,7.84,6,2,0,Yes,la_rural,way_472960972,auto,target,4.640000000000001,17.97,3.5,18.559377683532386,3.872844827586206,0.2079434393844874,0.059412411252710684,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM8,0.0,0.0,0.0,0.0,-24.55,-30.69,5.25,1,1,1,-26.45,-21.81,-40.0,-22.03,3.5,7.0,3.5,10.0,TARP,DOE-2,48.09,78.53,70.68,7.84,6,2,0,Yes,la_rural,way_472960972,auto,target,4.640000000000001,17.97,3.5,18.559377683532386,3.872844827586206,0.2079434393844874,0.059412411252710684,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM8,0.0,0.0,0.0,0.0,-24.55,-30.69,8.75,1,1,1,-26.45,-21.81,-40.0,-22.03,7.0,10.5,3.5,10.0,TARP,DOE-2,48.09,78.53,70.68,7.84,6,2,0,Yes,la_rural,way_472960972,auto,target,4.640000000000001,17.97,3.5,18.559377683532386,3.872844827586206,0.2079434393844874,0.059412411252710684,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM9,0.0,0.0,0.0,0.0,-25.33,-24.58,1.75,1,1,1,-27.7,-23.1,-26.56,-22.03,0.0,3.5,3.5,10.0,TARP,DOE-2,3.1,4.74,4.27,0.47,5,1,0,Yes,la_rural,way_472960972,auto,target,4.599999999999998,4.529999999999998,3.5,6.456074658800032,1.0154525386313467,3.225806451612903,0.9216589861751151,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM9,0.0,0.0,0.0,0.0,-25.33,-24.58,5.25,1,1,1,-27.7,-23.1,-26.56,-22.03,3.5,7.0,3.5,10.0,TARP,DOE-2,3.1,4.74,4.27,0.47,5,1,0,Yes,la_rural,way_472960972,auto,target,4.599999999999998,4.529999999999998,3.5,6.456074658800032,1.0154525386313467,3.225806451612903,0.9216589861751151,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM9,0.0,0.0,0.0,0.0,-25.33,-24.58,8.75,1,1,1,-27.7,-23.1,-26.56,-22.03,7.0,10.5,3.5,10.0,TARP,DOE-2,3.1,4.74,4.27,0.47,5,1,0,Yes,la_rural,way_472960972,auto,target,4.599999999999998,4.529999999999998,3.5,6.456074658800032,1.0154525386313467,3.225806451612903,0.9216589861751151,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM10,0.0,0.0,0.0,0.0,-25.59,-13.73,1.75,1,1,1,-27.7,-22.97,-26.54,-0.88,0.0,3.5,3.5,10.0,TARP,DOE-2,96.49,147.8,133.04,14.77,6,2,0,Yes,la_rural,way_472960972,auto,target,4.73,25.66,3.5,26.092307295446297,5.424947145877378,0.1036376826614157,0.029610766474690197,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM10,0.0,0.0,0.0,0.0,-25.59,-13.73,5.25,1,1,1,-27.7,-22.97,-26.54,-0.88,3.5,7.0,3.5,10.0,TARP,DOE-2,96.49,147.8,133.04,14.77,6,2,0,Yes,la_rural,way_472960972,auto,target,4.73,25.66,3.5,26.092307295446297,5.424947145877378,0.1036376826614157,0.029610766474690197,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM10,0.0,0.0,0.0,0.0,-25.59,-13.73,8.75,1,1,1,-27.7,-22.97,-26.54,-0.88,7.0,10.5,3.5,10.0,TARP,DOE-2,96.49,147.8,133.04,14.77,6,2,0,Yes,la_rural,way_472960972,auto,target,4.73,25.66,3.5,26.092307295446297,5.424947145877378,0.1036376826614157,0.029610766474690197,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM11,0.0,0.0,0.0,0.0,-25.18,-2.9,1.75,1,1,1,-27.51,-22.97,-5.46,-0.88,0.0,3.5,3.5,10.0,TARP,DOE-2,2.89,4.42,3.98,0.44,5,1,0,Yes,la_rural,way_472960972,auto,target,4.540000000000003,4.58,3.5,6.448875871033651,1.008810572687224,3.460207612456747,0.9886307464162135,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM11,0.0,0.0,0.0,0.0,-25.18,-2.9,5.25,1,1,1,-27.51,-22.97,-5.46,-0.88,3.5,7.0,3.5,10.0,TARP,DOE-2,2.89,4.42,3.98,0.44,5,1,0,Yes,la_rural,way_472960972,auto,target,4.540000000000003,4.58,3.5,6.448875871033651,1.008810572687224,3.460207612456747,0.9886307464162135,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM11,0.0,0.0,0.0,0.0,-25.18,-2.9,8.75,1,1,1,-27.51,-22.97,-5.46,-0.88,7.0,10.5,3.5,10.0,TARP,DOE-2,2.89,4.42,3.98,0.44,5,1,0,Yes,la_rural,way_472960972,auto,target,4.540000000000003,4.58,3.5,6.448875871033651,1.008810572687224,3.460207612456747,0.9886307464162135,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM12,0.0,0.0,0.0,0.0,-24.19,8.13,1.75,1,1,1,-26.25,-21.55,-5.46,21.04,0.0,3.5,3.5,10.0,TARP,DOE-2,89.21,153.57,138.23,15.34,6,2,0,Yes,la_rural,way_472960972,auto,target,4.699999999999999,26.5,3.5,26.91356535281047,5.638297872340426,0.11209505660800359,0.03202715903085817,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM12,0.0,0.0,0.0,0.0,-24.19,8.13,5.25,1,1,1,-26.25,-21.55,-5.46,21.04,3.5,7.0,3.5,10.0,TARP,DOE-2,89.21,153.57,138.23,15.34,6,2,0,Yes,la_rural,way_472960972,auto,target,4.699999999999999,26.5,3.5,26.91356535281047,5.638297872340426,0.11209505660800359,0.03202715903085817,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM12,0.0,0.0,0.0,0.0,-24.19,8.13,8.75,1,1,1,-26.25,-21.55,-5.46,21.04,7.0,10.5,3.5,10.0,TARP,DOE-2,89.21,153.57,138.23,15.34,6,2,0,Yes,la_rural,way_472960972,auto,target,4.699999999999999,26.5,3.5,26.91356535281047,5.638297872340426,0.11209505660800359,0.03202715903085817,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM13,0.0,0.0,0.0,0.0,-10.65,18.64,1.75,1,1,1,-26.08,4.8,16.24,21.04,0.0,3.5,3.5,10.0,TARP,DOE-2,120.26,184.2,165.8,18.4,6,2,0,Yes,la_rural,way_472960972,auto,target,30.88,4.800000000000001,3.5,31.250830388967266,6.433333333333332,0.08315316813570597,0.023758048038773134,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F1_PERIM13,0.0,0.0,0.0,0.0,-10.65,18.64,5.25,1,1,1,-26.08,4.8,16.24,21.04,3.5,7.0,3.5,10.0,TARP,DOE-2,120.26,184.2,165.8,18.4,6,2,0,Yes,la_rural,way_472960972,auto,target,30.88,4.800000000000001,3.5,31.250830388967266,6.433333333333332,0.08315316813570597,0.023758048038773134,1.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F2_PERIM13,0.0,0.0,0.0,0.0,-10.65,18.64,8.75,1,1,1,-26.08,4.8,16.24,21.04,7.0,10.5,3.5,10.0,TARP,DOE-2,120.26,184.2,165.8,18.4,6,2,0,Yes,la_rural,way_472960972,auto,target,30.88,4.800000000000001,3.5,31.250830388967266,6.433333333333332,0.08315316813570597,0.023758048038773134,2.0,True,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
WAY/472960972_F0_PERIM14,0.0,0.0,0.0,0.0,2.43,31.98,1.75,1,1,1,0.068,4.8,16.24,47.73,0.0,3.5,3.5,10.0,TARP,DOE-2,122.82,188.13,169.34,18.79,6,2,0,Yes,la_rural,way_472960972,auto,target,4.732,31.49,3.5,31.843553884577645,6.654691462383769,0.08141996417521577,0.023262846907204506,0.0,False,True,Temperature (low) out of bounds,"** Severe  ** Temperature (low) out of bounds [-444.53] for zone=""WAY/472960972_F2_CORE"", for surface=""BLOCK CORE_ZONE STOREY 2 ROOF 0001""",21,WAY/472960972_F2_CORE,WAY/472960972_F2_CORE,False
