cell,osm_id,raw_building_tag,raw_function_tag,persisted_levels,persisted_height_m,archetype_id,simulation_status
austin_centre,way/1008727470,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1020753276,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
austin_centre,way/1020979628,retail,,1.0,3.5,RetailStandalone,success
austin_centre,way/1020979629,yes,nightclub,1.0,3.5,SmallOffice,success
austin_centre,way/1020979630,yes,cafe,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1021167043,retail,,1.0,3.5,RetailStandalone,success
austin_centre,way/1021167044,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
austin_centre,way/1021167045,yes,ngo,1.0,3.5,SmallOffice,success
austin_centre,way/1022725553,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1029943785,yes,bakery,1.0,3.5,SmallOffice,success
austin_centre,way/1032979883,yes,pub,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1034698229,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1034702476,yes,shelter,1.0,3.5,SmallOffice,success
austin_centre,way/1039387743,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387744,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387745,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387746,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387747,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387750,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387756,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387757,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1039387764,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1134169120,yes,,1.0,3.5,SmallOffice,success
austin_centre,way/1134169121,retail,,1.0,3.5,RetailStandalone,success
austin_centre,way/1134169122,yes,,1.0,3.5,SmallOffice,success
austin_centre,way/1134169124,retail,,1.0,3.5,RetailStandalone,success
austin_centre,way/1135532954,yes,bar,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1213502014,yes,convenience,1.0,3.5,SmallOffice,success
austin_centre,way/1213502015,yes,jewelry,1.0,3.5,SmallOffice,success
austin_centre,way/1213502016,yes,convenience,1.0,3.5,SmallOffice,success
austin_centre,way/1213502017,yes,gift,1.0,3.5,SmallOffice,success
austin_centre,way/1213502018,yes,cafe,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1239928162,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
austin_centre,way/1239928163,yes,,1.0,3.5,SmallOffice,success
austin_centre,way/1243589069,yes,bar,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1243589070,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1243589071,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1243589072,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1243589074,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1243589077,yes,bar,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1311610010,yes,,1.0,3.5,SmallOffice,success
austin_centre,way/1311610011,yes,,1.0,3.5,SmallOffice,success
austin_centre,way/1311610012,yes,,1.0,3.5,SmallOffice,success
austin_centre,way/1317011702,commercial,,1.0,3.5,LargeOffice,success
austin_centre,way/1350740813,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1350740814,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1350740815,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1350740816,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1350740817,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1350777574,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1352736089,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,way/1444415151,yes,,1.0,3.5,SmallOffice,success
austin_centre,way/1507317989,yes,bar,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1507317990,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
austin_centre,way/1507538789,office,,1.0,3.5,SmallOffice,success
austin_centre,way/1507538790,yes,,1.0,3.5,MediumOffice,success
austin_centre,way/1507538791,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_centre,way/1519744798,roof,,1.0,3.5,OpenUBEMUnknown,success
austin_centre,relation/7480583,apartments,,1.0,3.5,HighriseApartment,success
austin_rural,way/74457832,yes,country_store,1.0,3.5,SmallOffice,success
austin_rural,way/74457834,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/74457835,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_rural,way/74457836,roof,fuel,1.0,3.5,OpenUBEMUnknown,success
austin_rural,way/74457837,yes,convenience,1.0,3.5,SmallOffice,success
austin_rural,way/103754349,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/103754357,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/103754360,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/103754366,yes,,1.0,3.5,LargeOffice,success
austin_rural,way/103754368,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/103754377,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/134588720,yes,chemist,1.0,3.5,SmallOffice,success
austin_rural,way/257190274,yes,fuel,1.0,3.5,SmallOffice,success
austin_rural,way/363505488,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/363505653,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/388778857,yes,stationery,1.0,3.5,SmallOffice,success
austin_rural,way/388778858,yes,variety_store,1.0,3.5,SmallOffice,success
austin_rural,way/446233794,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/478283783,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_rural,way/565214396,commercial,fire_station,1.0,3.5,MidriseApartment,success
austin_rural,way/585522081,yes,place_of_worship,1.0,3.5,SmallOffice,success
austin_rural,way/585522082,church,place_of_worship,1.0,3.5,Courthouse,success
austin_rural,way/690550775,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_rural,way/690550776,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/690550777,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/690550778,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/690550780,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/761866460,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/761866461,yes,antiques,1.0,3.5,SmallOffice,success
austin_rural,way/761866462,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
austin_rural,way/761866463,yes,interior_decoration,1.0,3.5,SmallOffice,success
austin_rural,way/761867998,yes,supermarket,1.0,3.5,SuperMarket,success
austin_rural,way/761867999,yes,,1.0,3.5,MediumOffice,success
austin_rural,way/761868000,yes,doityourself,1.0,3.5,MediumOffice,success
austin_rural,way/762120700,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_rural,way/762120701,yes,post_office,1.0,3.5,SmallOffice,success
austin_rural,way/762120702,yes,car_parts,1.0,3.5,SmallOffice,success
austin_rural,way/762120703,yes,variety_store,1.0,3.5,SmallOffice,success
austin_rural,way/762123126,yes,doityourself,1.0,3.5,MediumOffice,success
austin_rural,way/762123128,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123129,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123130,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123131,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123132,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123133,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123134,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123135,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
austin_rural,way/762123136,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762123137,yes,car_parts,1.0,3.5,SmallOffice,success
austin_rural,way/762123138,yes,restaurant,1.0,3.5,FullServiceRestaurant,success
austin_rural,way/762123139,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_rural,way/762123140,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_rural,way/762123141,roof,fuel,1.0,3.5,OpenUBEMUnknown,success
austin_rural,way/762123142,yes,convenience,1.0,3.5,SmallOffice,success
austin_rural,way/762123143,yes,fast_food,1.0,3.5,QuickServiceRestaurant,success
austin_rural,way/762123145,yes,library,1.0,3.5,Courthouse,success
austin_rural,way/762123146,yes,place_of_worship,1.0,3.5,SmallOffice,success
austin_rural,way/762126664,yes,townhall,1.0,3.5,SmallOffice,success
austin_rural,way/762126665,yes,bank,1.0,3.5,SmallOffice,success
austin_rural,way/762126666,yes,bank,1.0,3.5,SmallOffice,success
austin_rural,way/762126667,roof,fuel,1.0,3.5,OpenUBEMUnknown,success
austin_rural,way/762126668,yes,convenience,1.0,3.5,SmallOffice,success
austin_rural,way/762126686,terrace,,1.0,3.5,MidriseApartment,success
austin_rural,way/762126687,terrace,,1.0,3.5,MidriseApartment,success
austin_rural,way/762126688,terrace,,1.0,3.5,MidriseApartment,success
austin_rural,way/762126689,terrace,,1.0,3.5,MidriseApartment,success
austin_rural,way/762126691,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762128907,yes,charity,1.0,3.5,SmallOffice,success
austin_rural,way/762128908,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762128911,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762128912,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/762128913,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/857845477,yes,bus_station,1.0,3.5,SmallOffice,success
austin_rural,way/985113011,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/985113012,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1004578731,yes,clinic,1.0,3.5,Outpatient,success
austin_rural,way/1004591178,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1004591179,yes,place_of_worship,1.0,3.5,MediumOffice,success
austin_rural,way/1004593673,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1004593674,yes,car_parts,1.0,3.5,SmallOffice,success
austin_rural,way/1004593675,yes,car_rental,1.0,3.5,SmallOffice,success
austin_rural,way/1004593676,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1004593677,yes,car_wash,1.0,3.5,SmallOffice,success
austin_rural,way/1004593678,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1004593679,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1004593681,yes,dentist,1.0,3.5,Outpatient,success
austin_rural,way/1004598203,roof,fuel,1.0,3.5,OpenUBEMUnknown,success
austin_rural,way/1004598204,yes,convenience,1.0,3.5,SmallOffice,success
austin_rural,way/1004598206,yes,alcohol,1.0,3.5,SmallOffice,success
austin_rural,way/1005410328,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410330,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410331,yes,events_venue,1.0,3.5,SmallOffice,success
austin_rural,way/1005410332,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410334,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410335,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410336,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410337,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410338,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410339,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410340,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410341,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005410342,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416619,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416620,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416621,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416622,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416624,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416625,yes,financial_advisor,1.0,3.5,SmallOffice,success
austin_rural,way/1005416626,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416627,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416628,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416629,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1005416630,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416631,yes,interior_decoration,1.0,3.5,SmallOffice,success
austin_rural,way/1005416632,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416633,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1005416635,yes,place_of_worship,1.0,3.5,SmallOffice,success
austin_rural,way/1005416636,yes,place_of_worship,1.0,3.5,SmallOffice,success
austin_rural,way/1005416637,house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1005416638,house,,1.0,3.5,MidriseApartment,success
austin_rural,way/1005423348,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1118686530,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1118686531,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1149983561,yes,place_of_worship,1.0,3.5,SmallOffice,success
austin_rural,way/1165379859,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1165379860,restaurant,,1.0,3.5,SmallOffice,success
austin_rural,way/1165379861,restaurant,,1.0,3.5,SmallOffice,success
austin_rural,way/1165379862,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1165379863,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1165379864,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1165379865,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1165379866,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1165379867,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1165379868,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1196398431,yes,,1.0,3.5,SmallOffice,success
austin_rural,way/1215096293,yes,government,1.0,3.5,Courthouse,success
austin_rural,way/1215099162,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099163,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099164,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099165,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099166,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099167,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099168,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099169,commercial,,1.0,3.5,SmallOffice,success
austin_rural,way/1215099170,restaurant,,1.0,3.5,SmallOffice,success
austin_rural,way/1215099171,retail,,1.0,3.5,RetailStandalone,success
austin_rural,way/1215099172,retail,,1.0,3.5,RetailStandalone,success
