cell,column,bucket,n_compared,n_match,n_differ,note
la_urban,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_urban,geometry,REPRODUCES,618,,,geometry column; not value-diffed
la_suburban,osm_id,REPRODUCES,1343,1343,0,
la_suburban,footprint_area_m2,STAGE-3-OR-LATER,1343,43,1300,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 1300/1343 spurious differences -- not a Stage-2 defect
la_suburban,levels,STAGE-3-OR-LATER,1343,6,1337,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 1337/1343 spurious differences -- not a Stage-2 defect
la_suburban,height_m,STAGE-3-OR-LATER,1343,34,1309,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 1309/1343 spurious differences -- not a Stage-2 defect
la_suburban,archetype_id,REPRODUCES,1343,1343,0,
la_suburban,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,data_quality_flag,DIFFERS,1343,1333,10,
la_suburban,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_suburban,geometry,REPRODUCES,1343,,,geometry column; not value-diffed
la_rural,osm_id,REPRODUCES,149,149,0,
la_rural,footprint_area_m2,STAGE-3-OR-LATER,149,13,136,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 136/149 spurious differences -- not a Stage-2 defect
la_rural,levels,STAGE-3-OR-LATER,149,3,146,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 146/149 spurious differences -- not a Stage-2 defect
la_rural,height_m,STAGE-3-OR-LATER,149,7,142,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 142/149 spurious differences -- not a Stage-2 defect
la_rural,archetype_id,REPRODUCES,149,149,0,
la_rural,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,data_quality_flag,DIFFERS,149,143,6,
la_rural,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
la_rural,geometry,REPRODUCES,149,,,geometry column; not value-diffed
austin_centre,osm_id,REPRODUCES,413,413,0,
austin_centre,footprint_area_m2,STAGE-3-OR-LATER,413,9,404,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 404/413 spurious differences -- not a Stage-2 defect
austin_centre,levels,STAGE-3-OR-LATER,413,118,295,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 295/413 spurious differences -- not a Stage-2 defect
austin_centre,height_m,STAGE-3-OR-LATER,413,0,413,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 413/413 spurious differences -- not a Stage-2 defect
austin_centre,archetype_id,DIFFERS,413,411,2,
austin_centre,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,data_quality_flag,DIFFERS,413,401,12,
austin_centre,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_equipment_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_fans_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_pumps_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_dhw_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_cooking_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_refrigeration_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,gwp_total_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,iod,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,simulation_status,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,error_summary,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_centre,geometry,REPRODUCES,413,,,geometry column; not value-diffed
austin_urban,osm_id,REPRODUCES,425,425,0,
austin_urban,footprint_area_m2,STAGE-3-OR-LATER,425,3,422,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 422/425 spurious differences -- not a Stage-2 defect
austin_urban,levels,STAGE-3-OR-LATER,425,4,421,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 421/425 spurious differences -- not a Stage-2 defect
austin_urban,height_m,STAGE-3-OR-LATER,425,13,412,raw Stage-1 value (unchanged through classify()) vs committed Stage-3-geometry-derived value; naive compare would show 412/425 spurious differences -- not a Stage-2 defect
austin_urban,archetype_id,REPRODUCES,425,425,0,
austin_urban,zoning_strategy,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,data_quality_flag,DIFFERS,425,385,40,
austin_urban,heating_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,cooling_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,lighting_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,equipment_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,fans_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,pumps_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,dhw_gas_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,dhw_elec_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,dhw_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,cooking_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,refrigeration_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,total_eui_kwh_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_heating_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_cooling_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
austin_urban,gwp_lighting_kgco2_m2,STAGE-3-OR-LATER,0,,,produced at Stage 3 (IDF gen) or later; not in gdf_57
