cell,city,osm_id,archetype_id,simulation_status,levels,height_m,num_floors,n_proto,status_shipped,status_proposed_zonegroup
nyc_centre,NYC,way/265296088,LargeOffice,success,15.0,52.5,15,4,fallback_not_expressible,
nyc_centre,NYC,way/265296090,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265296092,LargeOffice,success,16.0,56.0,16,4,fallback_not_expressible,
nyc_centre,NYC,way/265296095,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265296097,MediumOffice,success,5.0,17.5,5,3,applied,
nyc_centre,NYC,way/265296099,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265296100,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265296101,LargeOffice,success,19.0,66.5,19,4,fallback_not_expressible,
nyc_centre,NYC,way/265296102,MediumOffice,success,17.0,59.5,17,3,applied,
nyc_centre,NYC,way/265296110,MediumOffice,success,16.0,56.0,16,3,applied,
nyc_centre,NYC,way/265296256,TallBuilding,success,35.0,122.5,35,20,fallback_not_expressible,
nyc_centre,NYC,way/265296257,TallBuilding,success,23.0,80.5,23,20,fallback_not_expressible,
nyc_centre,NYC,way/265296283,SmallOffice,success,11.0,38.5,11,2,fallback_not_expressible,
nyc_centre,NYC,way/265296284,MediumOffice,success,12.0,42.0,12,3,applied,
nyc_centre,NYC,way/265296287,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_centre,NYC,way/265301696,LargeOffice,success,9.0,31.5,9,4,fallback_not_expressible,
nyc_centre,NYC,way/265301698,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265301700,LargeOffice,success,15.0,52.5,15,4,fallback_not_expressible,
nyc_centre,NYC,way/265301703,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301704,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265301705,MidriseApartment,success,5.0,17.5,5,3,fallback_not_expressible,applied
nyc_centre,NYC,way/265301706,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301708,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301710,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301712,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301713,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265301714,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301715,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301717,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301719,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301720,HighriseApartment,success,25.0,87.5,25,3,fallback_not_expressible,applied
nyc_centre,NYC,way/265301723,LargeOffice,success,18.0,63.0,18,4,fallback_not_expressible,
nyc_centre,NYC,way/265301724,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301726,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265301728,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301729,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301730,TallBuilding,success,24.0,84.0,24,20,fallback_not_expressible,
nyc_centre,NYC,way/265301731,TallBuilding,success,26.0,91.0,26,20,fallback_not_expressible,
nyc_centre,NYC,way/265301733,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301736,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301746,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301758,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301761,SmallOffice,success,8.0,28.0,8,2,fallback_not_expressible,
nyc_centre,NYC,way/265301763,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301766,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301767,MediumOffice,success,17.0,59.5,17,3,applied,
nyc_centre,NYC,way/265301769,LargeOffice,success,15.0,52.5,15,4,fallback_not_expressible,
nyc_centre,NYC,way/265301770,TallBuilding,success,21.0,73.5,21,20,fallback_not_expressible,
nyc_centre,NYC,way/265301775,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301777,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301778,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301780,TallBuilding,success,24.0,84.0,24,20,fallback_not_expressible,
nyc_centre,NYC,way/265301782,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301784,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301786,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301788,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301790,MediumOffice,success,7.0,24.5,7,3,applied,
nyc_centre,NYC,way/265301792,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301794,SmallOffice,success,8.0,28.0,8,2,fallback_not_expressible,
nyc_centre,NYC,way/265301795,MediumOffice,success,20.0,70.0,20,3,applied,
nyc_centre,NYC,way/265301797,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301799,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301801,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265301805,MediumOffice,success,16.0,56.0,16,3,applied,
nyc_centre,NYC,way/265301808,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301810,TallBuilding,success,21.0,73.5,21,20,fallback_not_expressible,
nyc_centre,NYC,way/265301813,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301816,MediumOffice,success,10.0,35.0,10,3,applied,
nyc_centre,NYC,way/265301817,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301821,SmallOffice,success,2.0,7.0,2,2,identity,
nyc_centre,NYC,way/265301824,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301825,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301826,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301827,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301828,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265301829,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301833,LargeOffice,success,13.0,45.5,13,4,fallback_not_expressible,
nyc_centre,NYC,way/265301835,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301837,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301838,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301841,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265301842,MediumOffice,success,19.0,66.5,19,3,applied,
nyc_centre,NYC,way/265301843,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301844,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301845,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301848,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301849,TallBuilding,success,23.0,80.5,23,20,fallback_not_expressible,
nyc_centre,NYC,way/265301853,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265301854,MediumOffice,success,16.0,56.0,16,3,applied,
nyc_centre,NYC,way/265301856,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_centre,NYC,way/265301857,TallBuilding,success,22.0,77.0,22,20,fallback_not_expressible,
nyc_centre,NYC,way/265301859,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265301861,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301862,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301868,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301870,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301871,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301873,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301876,MediumOffice,success,17.0,59.5,17,3,applied,
nyc_centre,NYC,way/265301877,MediumOffice,success,19.0,66.5,19,3,applied,
nyc_centre,NYC,way/265301882,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301883,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301885,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301886,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265301888,MediumOffice,success,17.0,59.5,17,3,applied,
nyc_centre,NYC,way/265301889,MediumOffice,success,19.0,66.5,19,3,applied,
nyc_centre,NYC,way/265301894,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301901,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265301903,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301908,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301909,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301912,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301915,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301916,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301919,MediumOffice,success,20.0,70.0,20,3,applied,
nyc_centre,NYC,way/265301922,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_centre,NYC,way/265301924,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265301926,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301927,LargeOffice,success,1.0,3.5,1,4,fallback_shorter,
nyc_centre,NYC,way/265301931,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301941,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301944,MediumOffice,success,11.0,38.5,11,3,applied,
nyc_centre,NYC,way/265301952,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265301954,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301955,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_centre,NYC,way/265301956,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301958,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_centre,NYC,way/265301959,LargeOffice,success,14.0,49.0,14,4,fallback_not_expressible,
nyc_centre,NYC,way/265301960,MediumOffice,success,19.0,66.5,19,3,applied,
nyc_centre,NYC,way/265301962,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301964,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301968,LargeOffice,success,18.0,63.0,18,4,fallback_not_expressible,
nyc_centre,NYC,way/265301969,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301972,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265301973,MediumOffice,success,18.0,63.0,18,3,applied,
nyc_centre,NYC,way/265301975,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265301976,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301979,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301980,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301981,MediumOffice,success,12.0,42.0,12,3,applied,
nyc_centre,NYC,way/265301982,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301984,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265301986,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265301987,MediumOffice,success,17.0,59.5,17,3,applied,
nyc_centre,NYC,way/265301988,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265301991,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301993,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265301995,SuperTallBuilding,success,42.0,147.0,42,30,fallback_not_expressible,
nyc_centre,NYC,way/265301998,TallBuilding,success,31.0,108.5,31,20,fallback_not_expressible,
nyc_centre,NYC,way/265302002,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265302004,LargeOffice,success,19.0,66.5,19,4,fallback_not_expressible,
nyc_centre,NYC,way/265302008,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265302011,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265302016,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265302023,LargeOffice,success,20.0,70.0,20,4,fallback_not_expressible,
nyc_centre,NYC,way/265302028,MediumOffice,success,19.0,66.5,19,3,applied,
nyc_centre,NYC,way/265302031,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265302034,SmallOffice,success,6.0,21.0,6,2,fallback_not_expressible,
nyc_centre,NYC,way/265302037,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265302040,MediumOffice,success,11.0,38.5,11,3,applied,
nyc_centre,NYC,way/265302042,LargeOffice,success,14.0,49.0,14,4,fallback_not_expressible,
nyc_centre,NYC,way/265302043,TallBuilding,success,26.0,91.0,26,20,fallback_not_expressible,
nyc_centre,NYC,way/265302044,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265302045,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265302047,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265302048,RetailStandalone,success,2.0,7.0,2,1,applied,
nyc_centre,NYC,way/265302050,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265302051,RetailStandalone,success,3.0,10.5,3,1,applied,
nyc_centre,NYC,way/265302059,TallBuilding,success,38.0,133.0,38,20,fallback_not_expressible,
nyc_centre,NYC,way/265302062,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_centre,NYC,way/265302063,LargeOffice,success,16.0,56.0,16,4,fallback_not_expressible,
nyc_centre,NYC,way/265302064,LargeOffice,success,15.0,52.5,15,4,fallback_not_expressible,
nyc_centre,NYC,way/265302066,TallBuilding,success,24.0,84.0,24,20,fallback_not_expressible,
nyc_centre,NYC,way/265302068,LargeOffice,success,12.0,42.0,12,4,fallback_not_expressible,
nyc_centre,NYC,way/265302069,LargeOffice,success,15.0,52.5,15,4,fallback_not_expressible,
nyc_centre,NYC,way/265302070,LargeOffice,success,16.0,56.0,16,4,fallback_not_expressible,
nyc_centre,NYC,way/265302071,LargeOffice,success,18.0,63.0,18,4,fallback_not_expressible,
nyc_centre,NYC,way/265302072,LargeOffice,success,12.0,42.0,12,4,fallback_not_expressible,
nyc_centre,NYC,way/265302075,LargeOffice,success,1.0,3.5,1,4,fallback_shorter,
nyc_centre,NYC,way/265302078,LargeOffice,success,14.0,49.0,14,4,fallback_not_expressible,
nyc_centre,NYC,way/265302079,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265302080,SuperTallBuilding,success,45.0,157.5,45,30,fallback_not_expressible,
nyc_centre,NYC,way/265302081,SmallOffice,success,3.0,10.5,3,2,fallback_not_expressible,
nyc_centre,NYC,way/265302082,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265302083,LargeOffice,success,18.0,63.0,18,4,fallback_not_expressible,
nyc_centre,NYC,way/265302086,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265302087,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265302089,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265302090,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_centre,NYC,way/265302091,LargeOffice,success,19.0,66.5,19,4,fallback_not_expressible,
nyc_centre,NYC,way/265302092,LargeOffice,success,12.0,42.0,12,4,fallback_not_expressible,
nyc_centre,NYC,way/265302094,MediumOffice,success,4.0,14.0,4,3,applied,
nyc_centre,NYC,way/265302095,TallBuilding,success,23.0,80.5,23,20,fallback_not_expressible,
nyc_centre,NYC,way/265302097,TallBuilding,success,36.0,126.0,36,20,fallback_not_expressible,
nyc_centre,NYC,way/265302098,MediumOffice,success,8.0,28.0,8,3,applied,
nyc_centre,NYC,way/265302100,LargeOffice,success,18.0,63.0,18,4,fallback_not_expressible,
nyc_centre,NYC,way/265302101,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265302103,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265302106,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_centre,NYC,way/265302107,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265302108,TallBuilding,success,26.0,91.0,26,20,fallback_not_expressible,
nyc_centre,NYC,way/265302110,SmallOffice,success,7.0,24.5,7,2,fallback_not_expressible,
nyc_centre,NYC,way/265302111,SmallOffice,success,5.0,17.5,5,2,fallback_not_expressible,
nyc_centre,NYC,way/265302112,TallBuilding,success,25.0,87.5,25,20,fallback_not_expressible,
nyc_centre,NYC,way/265302115,TallBuilding,success,27.0,94.5,27,20,fallback_not_expressible,
nyc_centre,NYC,way/265302116,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265302117,TallBuilding,success,22.0,77.0,22,20,fallback_not_expressible,
nyc_centre,NYC,way/265302118,TallBuilding,success,26.0,91.0,26,20,fallback_not_expressible,
nyc_centre,NYC,way/265302121,LargeOffice,success,1.0,3.5,1,4,fallback_shorter,
nyc_centre,NYC,way/265302122,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265302123,LargeOffice,success,17.0,59.5,17,4,fallback_not_expressible,
nyc_centre,NYC,way/265302124,TallBuilding,success,27.0,94.5,27,20,fallback_not_expressible,
nyc_centre,NYC,way/265302125,LargeOffice,success,16.0,56.0,16,4,fallback_not_expressible,
nyc_centre,NYC,way/265302141,TallBuilding,success,21.0,73.5,21,20,fallback_not_expressible,
nyc_centre,NYC,way/265302142,MediumOffice,success,16.0,56.0,16,3,applied,
nyc_centre,NYC,way/265302143,LargeOffice,success,18.0,63.0,18,4,fallback_not_expressible,
nyc_centre,NYC,way/265302147,LargeOffice,success,12.0,42.0,12,4,fallback_not_expressible,
nyc_centre,NYC,way/265302149,MediumOffice,success,15.0,52.5,15,3,applied,
nyc_centre,NYC,way/265302151,TallBuilding,success,24.0,84.0,24,20,fallback_not_expressible,
nyc_centre,NYC,way/265302152,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_centre,NYC,way/265302154,LargeOffice,success,12.0,42.0,12,4,fallback_not_expressible,
nyc_centre,NYC,way/265302156,TallBuilding,success,26.0,91.0,26,20,fallback_not_expressible,
nyc_centre,NYC,way/265302157,MediumOffice,success,14.0,49.0,14,3,applied,
nyc_centre,NYC,way/265302158,TallBuilding,success,22.0,77.0,22,20,fallback_not_expressible,
nyc_centre,NYC,way/265302159,TallBuilding,success,32.0,112.0,32,20,fallback_not_expressible,
nyc_centre,NYC,way/265302160,TallBuilding,success,22.0,77.0,22,20,fallback_not_expressible,
nyc_centre,NYC,way/265302161,MediumOffice,success,9.0,31.5,9,3,applied,
nyc_centre,NYC,way/265302163,LargeOffice,success,19.0,66.5,19,4,fallback_not_expressible,
nyc_centre,NYC,way/265302164,TallBuilding,success,21.0,73.5,21,20,fallback_not_expressible,
nyc_centre,NYC,way/265302165,MediumOffice,success,1.0,3.5,1,3,fallback_shorter,
nyc_centre,NYC,way/265302168,LargeOffice,success,16.0,56.0,16,4,fallback_not_expressible,
nyc_centre,NYC,way/265302169,TallBuilding,success,24.0,84.0,24,20,fallback_not_expressible,
nyc_centre,NYC,way/265302170,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265302172,LargeOffice,success,1.0,3.5,1,4,fallback_shorter,
nyc_centre,NYC,way/265302177,MidriseApartment,success,4.0,14.0,4,3,applied,applied
nyc_centre,NYC,way/265320175,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265320176,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265320177,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265320178,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265320179,MediumOffice,success,13.0,45.5,13,3,applied,
nyc_centre,NYC,way/265320181,SmallOffice,success,4.0,14.0,4,2,fallback_not_expressible,
nyc_centre,NYC,way/265320244,MediumOffice,success,12.0,42.0,12,3,applied,
nyc_centre,NYC,way/265320250,MediumOffice,success,5.0,17.5,5,3,applied,
nyc_centre,NYC,way/265320251,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_centre,NYC,way/265320254,MediumOffice,success,4.0,14.0,4,3,applied,
nyc_centre,NYC,way/265320258,SmallOffice,success,1.0,3.5,1,2,fallback_shorter,
nyc_centre,NYC,way/265424275,TallBuilding,success,30.0,105.0,30,20,fallback_not_expressible,
nyc_centre,NYC,way/265424277,MediumOffice,success,15.0,52.5,15,3,applied,
